id,basic_card_name_en,hi-IN
SOFT_BUN_WORD_HOT_DOG_201,Soft bun,मुलायम बन
SAUSAGE_WORD_HOT_DOG_201,Sausage,सॉसेज
KETCHUP_WORD_HOT_DOG_201,Ketchup,कैचअप
DECODE_WORD_CIPHER_208,Decode,डिकोड
ENCODE_WORD_CIPHER_208,Encode,एनकोड
KEYWORD_WORD_CIPHER_208,Keyword,कुंजी शब्द
PASSWORD_WORD_CIPHER_208,Password,पासवर्ड
HARMONY_WORD_SYMPHONY_210,Harmony,सामंजस्य
OVERTURE_WORD_SYMPHONY_210,Overture,प्रस्तावना
MELODY_WORD_SYMPHONY_210,Melody,धुन
PHOTO_WORD_ARTWORKS_211,Photo,फ़ोटो
DRAWING_WORD_ARTWORKS_211,Drawing,चित्रण
PAINTING_WORD_ARTWORKS_211,Painting,चित्रकला
HAMMER_WORD_AUCTION_215,Hammer,हथौड़ा
LOT_WORD_AUCTION_215,Lot,लॉट
BID_WORD_AUCTION_215,Bid,बोली
PRICE_WORD_AUCTION_215,Price,कीमत
CATALOG_WORD_AUCTION_215,Catalog,सूची
BIDDER_WORD_AUCTION_215,Bidder,बोलीदाता
EXCELSA_WORD_BEANS_219,Excelsa,एक्सेल्सा
ROBUSTA_WORD_BEANS_219,Robusta,रोबस्टा
LIBERICA_WORD_BEANS_219,Liberica,लिबेरिका
ARABICA_WORD_BEANS_219,Arabica,अरेबिका
TENT_WORD_CAMPING_221,Tent,तम्बू
CAMPFIRE_WORD_CAMPING_221,Campfire,कैम्पफ़ायर
HAMMOCK_WORD_CAMPING_221,Hammock,झूला
ORGAN_WORD_PLAY_223,Organ,ऑर्गन
VIOLIN_WORD_PLAY_223,Violin,वायलिन
UKULELE_WORD_PLAY_223,Ukulele,यूकुलेले
DRUM_WORD_PLAY_223,Drum,ढोल
PIANO_WORD_PLAY_223,Piano,पियानो
FLUTE_WORD_PLAY_223,Flute,बाँसुरी
GUITAR_WORD_PLAY_223,Guitar,गिटार
CELLO_WORD_PLAY_223,Cello,चेलो
BANK_WORD_FINANCE_227,Bank,बैंक
INCOME_WORD_FINANCE_227,Income,आय
EXPENSE_WORD_FINANCE_227,Expense,व्यय
MONEY_WORD_FINANCE_227,Money,धन
KINGDOM_WORD_MEDIEVAL_228,Kingdom,राज्य
LORD_WORD_MEDIEVAL_228,Lord,लॉर्ड
KNIGHT_WORD_MEDIEVAL_228,Knight,शूरवीर
CASTLE_WORD_MEDIEVAL_228,Castle,किला
GLASSES_WORD_OPTICS_229,Glasses,चश्मा
LENS_WORD_OPTICS_229,Lens,लेंस
MONOCLE_WORD_OPTICS_229,Monocle,मोनोकल
SPYGLASS_WORD_OPTICS_229,Spyglass,दूरबीन
SIGNPOST_WORD_NAVIGATE_230,Signpost,साइनपोस्ट
SEXTANT_WORD_NAVIGATE_230,Sextant,षष्ठक
COMPASS_WORD_NAVIGATE_230,Compass,दिशा सूचक
PLAYPEN_WORD_TODDLER_231,Playpen,प्लेपेन
NAP_TIME_WORD_TODDLER_231,Nap time,झपकी का समय
PACIFIER_WORD_TODDLER_231,Pacifier,चुसनी
CAPRINE_WORD_FAMILIES_234,Caprine,बकरी कुल
OVINE_WORD_FAMILIES_234,Ovine,भेड़ कुल
FELINE_WORD_FAMILIES_234,Feline,बिल्ली कुल
EQUINE_WORD_FAMILIES_234,Equine,घोड़ा कुल
CANINE_WORD_FAMILIES_234,Canine,कुत्ता कुल
MURINE_WORD_FAMILIES_234,Murine,चूहा कुल
PORCINE_WORD_FAMILIES_234,Porcine,सूअर कुल
BOVINE_WORD_FAMILIES_234,Bovine,गाय कुल
ALTAIR_WORD_STARS_236,Altair,अल्टेयर
POLARIS_WORD_STARS_236,Polaris,ध्रुव तारा
SIRIUS_WORD_STARS_236,Sirius,व्याध
VEGA_WORD_STARS_236,Vega,अभिजित
RIGEL_WORD_STARS_236,Rigel,राइजेल
ALKAID_WORD_STARS_236,Alkaid,अल्काइड
NEURAL_WORD_AI_238,Neural,तंत्रिका
DATASET_WORD_AI_238,Dataset,डेटासेट
CHATBOT_WORD_AI_238,Chatbot,चैटबॉट
AGENT_WORD_AI_238,Agent,एजेंट
MATRIX_WORD_AI_238,Matrix,मैट्रिक्स
CORTEX_WORD_AI_238,Cortex,कॉर्टेक्स
REGION_WORD_DIVISION_242,Region,क्षेत्र
COUNTRY_WORD_DIVISION_242,Country,देश
STATE_WORD_DIVISION_242,State,राज्य
CITY_WORD_DIVISION_242,City,शहर
DIALOGUE_WORD_SPEAK_244,Dialogue,संवाद
DEBATE_WORD_SPEAK_244,Debate,बहस
ARGUMENT_WORD_SPEAK_244,Argument,तर्क
WAVY_WORD_HAIR_245,Wavy,लहरदार
CURLY_WORD_HAIR_245,Curly,घुँघराले
COILY_WORD_HAIR_245,Coily,कुंडलित
SPRAIN_WORD_INJURIES_249,Sprain,मोच
FRACTURE_WORD_INJURIES_249,Fracture,फ्रैक्चर
BRUISE_WORD_INJURIES_249,Bruise,नील
WOUND_WORD_INJURIES_249,Wound,घाव
HEADACHE_WORD_FLU_251,Headache,सिरदर्द
PILLS_WORD_FLU_251,Pills,गोलियाँ
COUGH_WORD_FLU_251,Cough,खाँसी
GYPSUM_WORD_MINERALS_253,Gypsum,जिप्सम
CALCITE_WORD_MINERALS_253,Calcite,कैल्साइट
AZURITE_WORD_MINERALS_253,Azurite,एज़ुराइट
MICA_WORD_MINERALS_253,Mica,अभ्रक
MARBLE_WORD_MINERALS_253,Marble,संगमरमर
QUARTZ_WORD_MINERALS_253,Quartz,क्वार्ट्ज़
LIME_WORD_MINERALS_253,Lime,चूना
BERYL_WORD_MINERALS_253,Beryl,बेरिल
DECAY_WORD_RADIATE_257,Decay,क्षय
FALLOUT_WORD_RADIATE_257,Fallout,विकिरण पतन
CURIE_WORD_RADIATE_257,Curie,क्यूरी
X_RAYS_WORD_RADIATE_257,X-rays,एक्स-रे
GLUCAGON_WORD_HORMONES_259,Glucagon,ग्लूकागॉन
CORTISOL_WORD_HORMONES_259,Cortisol,कोर्टिसोल
INSULIN_WORD_HORMONES_259,Insulin,इंसुलिन
GASTRIN_WORD_HORMONES_259,Gastrin,गैस्ट्रिन
IRIS_WORD_EYE_260,Iris,परितारिका
PUPIL_WORD_EYE_260,Pupil,पुतली
RETINA_WORD_EYE_260,Retina,दृष्टिपटल
DIG_WORD_SHOVEL_261,Dig,खुदाई
EXCAVATE_WORD_SHOVEL_261,Excavate,उत्खनन
UNEARTH_WORD_SHOVEL_261,Unearth,खोजना
ALNICO_WORD_ALLOY_264,Alnico,अल्निको
AMALGAM_WORD_ALLOY_264,Amalgam,मिश्रधातु
BRASS_WORD_ALLOY_264,Brass,पीतल
BRONZE_WORD_ALLOY_264,Bronze,काँसा
NICHROME_WORD_ALLOY_264,Nichrome,निक्रोम
TUNGSTEN_WORD_ALLOY_264,Pewter,प्यूटर
NITINOL_WORD_ALLOY_264,Nitinol,नाइटिनॉल
STELLITE_WORD_ALLOY_264,Stellite,स्टेलाइट
DIWALI_WORD_FESTIVAL_270,Diwali,दीपावली
HOLI_WORD_FESTIVAL_270,Holi,होली
SONGKRAN_WORD_FESTIVAL_270,Songkran,सोंगक्रान
THULIUM_WORD_METAL_272,Thulium,थुलियम
HOLMIUM_WORD_METAL_272,Holmium,होल्मियम
IRIDIUM_WORD_METAL_272,Iridium,इरिडियम
RHODIUM_WORD_METAL_272,Rhodium,रोडियम
YTTRIUM_WORD_METAL_272,Yttrium,इट्रियम
LUTETIUM_WORD_METAL_272,Lutetium,ल्यूटीशियम
EUROPIUM_WORD_METAL_272,Europium,यूरोपियम
ERBIUM_WORD_METAL_272,Erbium,एर्बियम
INSIGNIA_WORD_ARTIFACT_276,Insignia,प्रतीक चिह्न
RELIC_WORD_ARTIFACT_276,Relic,अवशेष
SIGIL_WORD_ARTIFACT_276,Sigil,मुद्रा
TOTEM_WORD_ARTIFACT_276,Totem,टोटम
AMULET_WORD_ARTIFACT_276,Amulet,ताबीज़
VASE_WORD_ARTIFACT_276,Vase,फूलदान
GUARD_WORD_DEFENSE_277,Guard,गार्ड
CCTV_WORD_DEFENSE_277,CCTV,सीसीटीवी
SECURITY_WORD_DEFENSE_277,Security,सुरक्षा
PATROL_WORD_DEFENSE_277,Patrol,गश्त
ATOM_WORD_PARTICLE_281,Atom,परमाणु
ELECTRON_WORD_PARTICLE_281,Electron,इलेक्ट्रॉन
NEUTRON_WORD_PARTICLE_281,Neutron,न्यूट्रॉन
HARLEM_WORD_NEW_YORK_287,Harlem,हार्लेम
SOHO_WORD_NEW_YORK_287,Soho,सोहो
TRIBECA_WORD_NEW_YORK_287,Tribeca,ट्राइबेका
ASTORIA_WORD_NEW_YORK_287,Astoria,एस्टोरिया
BRONX_WORD_NEW_YORK_287,Bronx,ब्रोंक्स
QUEENS_WORD_NEW_YORK_287,Queens,क्वींस
BARNACLE_WORD_NO_BONES_289,Barnacle,बार्नेकल
SPIDER_WORD_NO_BONES_289,Spider,मकड़ी
SQUID_WORD_NO_BONES_289,Squid,स्क्विड
STARFISH_WORD_NO_BONES_289,Starfish,तारामछली
WORM_WORD_NO_BONES_289,Worm,कीड़ा
FABLE_WORD_LEGENDS_291,Fable,कथा
SAGA_WORD_LEGENDS_291,Saga,गाथा
TALE_WORD_LEGENDS_291,Tale,कहानी
EPIC_WORD_LEGENDS_291,Epic,महाकाव्य
MYTH_WORD_LEGENDS_291,Myth,मिथक
HI_WORD_HELLO_295,Hi,नमस्ते
HOWDY_WORD_HELLO_295,Howdy,कैसे हो
HEY_WORD_HELLO_295,Hey,अरे
DEGREE_WORD_PHD_296,Degree,उपाधि
THESIS_WORD_PHD_296,Thesis,शोध प्रबंध
RESEARCH_WORD_PHD_296,Research,शोध
CONSENT_WORD_OK_SIGN_301,Consent,सहमति
OKAY_WORD_OK_SIGN_301,Okay,ठीक है
YES_WORD_OK_SIGN_301,Yes,हाँ
SCALES_WORD_JUSTICE_310,Scales,तराज़ू
GAVEL_WORD_JUSTICE_310,Gavel,हथौड़ी
LAW_WORD_JUSTICE_310,Law,कानून
COURT_WORD_JUSTICE_310,Court,अदालत
INMATE_WORD_PRISONER_312,Inmate,कैदी
FELON_WORD_PRISONER_312,Felon,अपराधी
DETAINEE_WORD_PRISONER_312,Detainee,बंदी
METEOR_WORD_SPACE_314,Meteor,उल्का
ECLIPSE_WORD_SPACE_314,Eclipse,ग्रहण
AURORA_WORD_SPACE_314,Aurora,ध्रुवीय ज्योति
PULSAR_WORD_SPACE_314,Pulsar,पल्सर
QUASAR_WORD_SPACE_314,Quasar,क्वेसर
NEBULA_WORD_SPACE_314,Nebula,नीहारिका
NOVA_WORD_SPACE_314,Nova,नोवा
ASTEROID_WORD_SPACE_314,Asteroid,क्षुद्रग्रह
GAMBLER_WORD_WESTERN_317,Gambler,जुआरी
SHERIFF_WORD_WESTERN_317,Sheriff,शेरिफ़
COWBOY_WORD_WESTERN_317,Cowboy,काउबॉय
LASSO_WORD_WESTERN_317,Lasso,लासो
SALOON_WORD_WESTERN_317,Saloon,सैलून
RODEO_WORD_WESTERN_317,Rodeo,रोडियो
SECURE_WORD_LOCK_321,Secure,सुरक्षित
STURDY_WORD_LOCK_321,Sturdy,मज़बूत
TRUSTY_WORD_LOCK_321,Trusty,भरोसेमंद
THIGH_WORD_LEGS_322,Thigh,जाँघ
KNEE_WORD_LEGS_322,Knee,घुटना
ANKLE_WORD_LEGS_322,Ankle,टखना
RA_WORD_PYRAMIDS_330,Ra,रा
OSIRIS_WORD_PYRAMIDS_330,Osiris,ओसिरिस
ANUBIS_WORD_PYRAMIDS_330,Anubis,अनूबिस
RAMSES_WORD_PYRAMIDS_330,Ramses,रामसेस
PICKAXE_WORD_SHAFT_331,Pickaxe,गैंती
MINE_WORD_SHAFT_331,Mine,खदान
CART_WORD_SHAFT_331,Cart,गाड़ी
PADDOCK_WORD_FARMING_333,Paddock,बाड़ा
COMPOST_WORD_FARMING_333,Compost,खाद
FALLOW_WORD_FARMING_333,Fallow,परती भूमि
CROP_WORD_FARMING_333,Crop,फ़सल
HAY_WORD_FARMING_333,Hay,घास
HARVEST_WORD_FARMING_333,Harvest,फ़सल कटाई
TOPSOIL_WORD_FARMING_333,Topsoil,ऊपरी मिट्टी
GRAIN_WORD_FARMING_333,Grain,अनाज
SLEDDING_WORD_SLIDING_339,Sledding,स्लेजिंग
SKELETON_WORD_SLIDING_339,Skeleton,स्केलेटन
SKIING_WORD_SLIDING_339,Skiing,स्कीइंग
SKATING_WORD_SLIDING_339,Skating,स्केटिंग
LUGE_WORD_SLIDING_339,Luge,ल्यूज
OIL_WORD_PAINTING_340,Oil,तैलीय
ACRYLIC_WORD_PAINTING_340,Acrylic,एक्रिलिक
GOUACHE_WORD_PAINTING_340,Gouache,गौश
TEMPERA_WORD_PAINTING_340,Tempera,टेम्पेरा
FRESCO_WORD_PAINTING_340,Fresco,फ़्रेस्को
RISOTTO_WORD_RICE_342,Risotto,रिसोटो
CONGEE_WORD_RICE_342,Congee,कांजी
PAELLA_WORD_RICE_342,Paella,पैला
SUSHI_WORD_RICE_342,Sushi,सुशी
ROMANCE_WORD_HEART_344,Romance,प्रेम
COUPLE_WORD_HEART_344,Couple,जोड़ा
PASSION_WORD_HEART_344,Passion,जुनून
VANS_WORD_HIPPIE_349,Vans,वैन
COMMUNE_WORD_HIPPIE_349,Commune,कम्यून
FREEDOM_WORD_HIPPIE_349,Freedom,स्वतंत्रता
DRONE_WORD_ROBOT_354,Drone,ड्रोन
ROBOVAC_WORD_ROBOT_354,Robovac,रोबोवैक
NANOBOT_WORD_ROBOT_354,Nanobot,नैनोबॉट
CYBORG_WORD_ROBOT_354,Cyborg,साइबोर्ग
ANDROID_WORD_ROBOT_354,Android,एंड्रॉइड
MACHINE_WORD_ROBOT_354,Machine,मशीन
SIGMA_WORD_GREECE_359,Sigma,सिग्मा
DELTA_WORD_GREECE_359,Delta,डेल्टा
KAPPA_WORD_GREECE_359,Kappa,कप्पा
MOTION_WORD_DYNAMICS_360,Motion,गति
INERTIA_WORD_DYNAMICS_360,Inertia,जड़त्व
VELOCITY_WORD_DYNAMICS_360,Velocity,वेग
ONTARIO_WORD_LAKES_365,Ontario,ओंटारियो
SUPERIOR_WORD_LAKES_365,Superior,सुपीरियर
TITICACA_WORD_LAKES_365,Titicaca,टिटिकाका
BAIKAL_WORD_LAKES_365,Baikal,बैकाल
MICHIGAN_WORD_LAKES_365,Michigan,मिशिगन
HURON_WORD_LAKES_365,Huron,ह्यूरन
ATOM_WORD_NUCLEAR_366,Atom,परमाणु
NEUTRON_WORD_NUCLEAR_366,Neutron,न्यूट्रॉन
PROTON_WORD_NUCLEAR_366,Proton,प्रोटॉन
ELECTRON_WORD_NUCLEAR_366,Electron,इलेक्ट्रॉन
MILAN_WORD_ITALY_376,Milan,मिलान
ROME_WORD_ITALY_376,Rome,रोम
VENICE_WORD_ITALY_376,Venice,वेनिस
FLORENCE_WORD_ITALY_376,Florence,फ्लोरेंस
THIS_WORD_POINTING_379,This,यह
THAT_WORD_POINTING_379,That,वह
THOSE_WORD_POINTING_379,Those,वे
NORMAL_WORD_SKIN_380,Normal,सामान्य
DRY_WORD_SKIN_380,Dry,रूखी
OILY_WORD_SKIN_380,Oily,तैलीय
LIBRARY_WORD_BUILD_384,Library,पुस्तकालय
MUSEUM_WORD_BUILD_384,Museum,संग्रहालय
HOSPITAL_WORD_BUILD_384,Hospital,अस्पताल
SCHOOL_BUILDING_WORD_BUILD_384,School building,विद्यालय भवन
HOTEL_WORD_BUILD_384,Hotel,होटल
FACTORY_WORD_BUILD_384,Factory,कारखाना
STADIUM_WORD_BUILD_384,Stadium,स्टेडियम
MALL_WORD_BUILD_384,Mall,मॉल
MONARCHY_WORD_POLICIES_394,Monarchy,राजतंत्र
TYRANNY_WORD_POLICIES_394,Tyranny,अत्याचार
ANARCHY_WORD_POLICIES_394,Anarchy,अराजकता
POWER_WORD_STRENGTH_401,Power,शक्ति
FORCE_WORD_STRENGTH_401,Force,बल
MIGHT_WORD_STRENGTH_401,Might,ताक़त
TEXT_WORD_MESSAGE_407,Text,संदेश
EMAIL_WORD_MESSAGE_407,Email,ईमेल
LETTER_WORD_MESSAGE_407,Letter,पत्र
FAX_WORD_MESSAGE_407,Fax,फ़ैक्स
DUALISM_WORD_VIEWS_410,Dualism,द्वैतवाद
STOICISM_WORD_VIEWS_410,Stoicism,वैराग्यवाद
NIHILISM_WORD_VIEWS_410,Nihilism,शून्यवाद
LUNGS_WORD_ORGANS_412,Lungs,फेफड़े
KIDNEY_WORD_ORGANS_412,Kidney,गुर्दा
STOMACH_WORD_ORGANS_412,Stomach,पेट
LIVER_WORD_ORGANS_412,Liver,जिगर
BLADDER_WORD_ORGANS_412,Bladder,मूत्राशय
SPLEEN_WORD_ORGANS_412,Spleen,तिल्ली
HEART_WORD_ORGANS_412,Heart,हृदय
PANCREAS_WORD_ORGANS_412,Pancreas,अग्न्याशय
FOOL_WORD_TAROT_417,Fool,मूर्ख
MOON_WORD_TAROT_417,Moon,चंद्रमा
MAGICIAN_WORD_TAROT_417,Magician,जादूगर
EMPRESS_WORD_TAROT_417,Empress,महारानी
SOPRANO_WORD_VOICES_439,Soprano,सोप्रानो
TENOR_WORD_VOICES_439,Tenor,टेनर
BARITONE_WORD_VOICES_439,Baritone,बैरिटोन
BASS_WORD_VOICES_439,Bass,बास
ALTO_WORD_VOICES_439,Alto,आल्टो
SONNET_WORD_POETRY_440,Sonnet,सॉनेट
HAIKU_WORD_POETRY_440,Haiku,हाइकू
ODE_WORD_POETRY_440,Ode,ओड
BALLAD_WORD_POETRY_440,Ballad,गाथा गीत
ACROSTIC_WORD_POETRY_440,Acrostic,एक्रोस्टिक
SUPPER_WORD_MEALS_444,Supper,रात्रिभोज
LUNCH_WORD_MEALS_444,Lunch,दोपहर का खाना
DINNER_WORD_MEALS_444,Dinner,रात का खाना
CAULDRON_WORD_ALCHEMY_445,Cauldron,कड़ाही
ELIXIR_WORD_ALCHEMY_445,Elixir,अमृत
POTION_WORD_ALCHEMY_445,Potion,काढ़ा
RITUAL_WORD_PAGANISM_469,Ritual,अनुष्ठान
TOTEM_WORD_PAGANISM_469,Totem,टोटम
IDOL_WORD_PAGANISM_469,Idol,मूर्ति
ALTAR_WORD_PAGANISM_469,Altar,वेदी
CURRENT_WORD_PRESENT_470,Current,वर्तमान
NOW_WORD_PRESENT_470,Now,अभी
TODAY_WORD_PRESENT_470,Today,आज
CODE_WORD_SECRET_471,Code,कोड
AGENT_WORD_SECRET_471,Agent,एजेंट
WORD_WORD_SECRET_471,Identity,पहचान
DONKEY_WORD_EQUIDAE_475,Donkey,गधा
MULE_WORD_EQUIDAE_475,Mule,खच्चर
MUSTANG_WORD_EQUIDAE_475,Mustang,मस्टैंग
HORSE_WORD_EQUIDAE_475,Horse,घोड़ा
ZEBRA_WORD_EQUIDAE_475,Zebra,ज़ेबरा
PONY_WORD_EQUIDAE_475,Pony,टट्टू
COWHIDE_WORD_LEATHER_480,Cowhide,गाय का चमड़ा
NUBUCK_WORD_LEATHER_480,Nubuck,नुबक
SUEDE_WORD_LEATHER_480,Suede,साबर
TOWER_WORD_CASTLE_485,Tower,मीनार
MOAT_WORD_CASTLE_485,Moat,खाई
DUNGEON_WORD_CASTLE_485,Dungeon,कालकोठरी
BASTION_WORD_CASTLE_485,Bastion,गढ़
RAMPART_WORD_CASTLE_485,Rampart,प्राचीर
TURRET_WORD_CASTLE_485,Turret,बुर्ज
PARAPET_WORD_CASTLE_485,Parapet,मुंडेर
CITADEL_WORD_CASTLE_485,Citadel,दुर्ग
LCD_WORD_DISPLAY_486,LCD,एलसीडी
LED_WORD_DISPLAY_486,LED,एलईडी
OLED_WORD_DISPLAY_486,OLED,ओएलईडी
CRT_WORD_DISPLAY_486,CRT,सीआरटी
PLASMA_WORD_DISPLAY_486,Plasma,प्लाज़्मा
AMOLED_WORD_DISPLAY_486,AMOLED,अमोलेड
MAYANS_WORD_CULTURES_487,Mayans,माया
AZTECS_WORD_CULTURES_487,Aztecs,एज़्टेक
ROMANS_WORD_CULTURES_487,Romans,रोमन
GREEKS_WORD_CULTURES_487,Greeks,यूनानी
CELTS_WORD_CULTURES_487,Celts,सेल्ट
VIKINGS_WORD_CULTURES_487,Vikings,वाइकिंग
SAMURAI_WORD_WARRIORS_491,Samurai,समुराई
SHINOBI_WORD_WARRIORS_491,Shinobi,शिनोबी
RONIN_WORD_WARRIORS_491,Ronin,रोनिन
ASSASSIN_WORD_WARRIORS_491,Assassin,हत्यारा
NINJA_WORD_WARRIORS_491,Ninja,निंजा
DECEIVE_WORD_LIE_492,Deceive,धोखा
DELUDE_WORD_LIE_492,Delude,भ्रमित
FALSIFY_WORD_LIE_492,Falsify,जालसाज़ी
MISLEAD_WORD_LIE_492,Mislead,गुमराह
OBOE_WORD_VIOLIN_508,Oboe,ओबो
CLARINET_WORD_VIOLIN_508,Clarinet,शहनाई
FLUTE_WORD_VIOLIN_508,Flute,बाँसुरी
CELLO_WORD_VIOLIN_508,Cello,चेलो
MATE_WORD_ANAGRAM_511,Mate,साथी
TEAM_WORD_ANAGRAM_511,Team,टीम
MEAT_WORD_ANAGRAM_511,Meat,मांस
BONGO_WORD_DRUM_518,Bongo,बोंगो
DJEMBE_WORD_DRUM_518,Djembe,जेम्बे
TABLA_WORD_DRUM_518,Tabla,तबला
ASHIKO_WORD_DRUM_518,Ashiko,अशिको
TRIUMPH_WORD_WREATH_544,Triumph,विजय
VICTORY_WORD_WREATH_544,Victory,जीत
SUCCESS_WORD_WREATH_544,Success,सफलता
YOGA_WORD_ZEN_549,Yoga,योग
RINZAI_WORD_ZEN_549,Rinzai,रिन्ज़ाई
DHARMA_WORD_ZEN_549,Dharma,धर्म
ROUTER_WORD_NETWORK_588,Router,राउटर
SERVER_WORD_NETWORK_588,Server,सर्वर
GATEWAY_WORD_NETWORK_588,Gateway,गेटवे
ETHERNET_WORD_NETWORK_588,Ethernet,ईथरनेट
PACKET_WORD_NETWORK_588,Packet,पैकेट
DUTY_WORD_CUSTOMS_592,Duty,शुल्क
IMPORT_WORD_CUSTOMS_592,Import,आयात
BORDER_WORD_CUSTOMS_592,Border,सीमा
EXPORT_WORD_CUSTOMS_592,Export,निर्यात
PAYMENT_WORD_MORTGAGE_595,Payment,भुगतान
INTEREST_WORD_MORTGAGE_595,Interest,ब्याज
RATE_WORD_MORTGAGE_595,Rate,दर
MIX_WORD_CONCRETE_601,Mix,मिश्रण
TROWEL_WORD_CONCRETE_601,Trowel,करनी
SCREED_WORD_CONCRETE_601,Screed,स्क्रीड
SATIRE_WORD_MEMES_620,Satire,व्यंग्य
PARODY_WORD_MEMES_620,Parody,पैरोडी
TROLLING_WORD_MEMES_620,Trolling,ट्रोलिंग
METHANE_WORD_ALKANES_641,Methane,मीथेन
ETHANE_WORD_ALKANES_641,Ethane,ईथेन
PROPANE_WORD_ALKANES_641,Propane,प्रोपेन
BUTANE_WORD_ALKANES_641,Butane,ब्यूटेन
ASSESS_WORD_EVALUATE_651,Assess,मूल्यांकन
ESTIMATE_WORD_EVALUATE_651,Estimate,अनुमान
ANALYZE_WORD_EVALUATE_651,Analyze,विश्लेषण
HUNT_WORD_QUEST_680,Hunt,शिकार
INQUIRY_WORD_QUEST_680,Inquiry,पूछताछ
PURSUIT_WORD_QUEST_680,Pursuit,पीछा
GOATEE_WORD_BEARDS_681,Goatee,बकरी दाढ़ी
BALBO_WORD_BEARDS_681,Balbo,बालबो
DUCKTAIL_WORD_BEARDS_681,Ducktail,डकटेल
SYNERGY_WORD_YINYANG_721,Synergy,तालमेल
DUALITY_WORD_YINYANG_721,Duality,द्वैत
HARMONY_WORD_YINYANG_721,Harmony,सामंजस्य
GOURMET_WORD_FOODIE_726,Gourmet,पारखी
EPICURE_WORD_FOODIE_726,Epicure,रसिया
TASTE_WORD_FOODIE_726,Taste,स्वाद
SYBARITE_WORD_FOODIE_726,Sybarite,विलासी
HEDONISM_WORD_FOODIE_726,Hedonism,सुखवाद
DISHES_WORD_FOODIE_726,Dishes,व्यंजन
ROLE_WORD_OPERA_760,Role,भूमिका
DIVA_WORD_OPERA_760,Diva,दिवा
ACT_WORD_OPERA_760,Act,अंक
BAY_WORD_HARBOR_764,Bay,खाड़ी
PIER_WORD_HARBOR_764,Pier,घाट
WHARF_WORD_HARBOR_764,Wharf,बंदरगाह
COAST_WORD_HARBOR_764,Coast,तट
MARINA_WORD_HARBOR_764,Marina,मरीना
VESSEL_WORD_HARBOR_764,Vessel,जहाज़
BRICK_WORD_STREET_768,Lamp,लैंप
DRIVER_WORD_STREET_768,Driver,ड्राइवर
CORNER_WORD_STREET_768,Corner,कोना
BIKE_WORD_STREET_768,Bike,साइकिल
LION_WORD_CHIMERA_795,Lion,सिंह
GOAT_WORD_CHIMERA_795,Goat,बकरी
SERPENT_WORD_CHIMERA_795,Serpent,सर्प
REINS_WORD_CARRIAGE_800,Reins,लगाम
HARNESS_WORD_CARRIAGE_800,Harness,जीन
COACHMAN_WORD_CARRIAGE_800,Coachman,कोचवान
CANTER_WORD_GAITS_810,Canter,कैंटर
GALLOP_WORD_GAITS_810,Gallop,सरपट
TROT_WORD_GAITS_810,Trot,दुलकी
CORE_WORD_EARTH_831,Core,कोर
MANTLE_WORD_EARTH_831,Mantle,मैंटल
CRUST_WORD_EARTH_831,Crust,परत
PAGANINI_WORD_VIOLINS_845,Paganini,पगानिनी
LUTHIER_WORD_VIOLINS_845,Luthier,वाद्य निर्माता
FRET_WORD_VIOLINS_845,Bow,गज़
NOUN_WORD_GRAMMAR_861,Noun,संज्ञा
VERB_WORD_GRAMMAR_861,Verb,क्रिया
ADVERB_WORD_GRAMMAR_861,Adverb,क्रिया विशेषण
CREST_WORD_COASTAL_882,Crest,लहर शिखर
BREEZE_WORD_COASTAL_882,Breeze,समीर
SURFING_WORD_COASTAL_882,Surfing,सर्फ़िंग
SHINGLE_WORD_COASTAL_882,Shingle,कंकड़
SAND_WORD_COASTAL_882,Sand,रेत
GROYNE_WORD_COASTAL_882,Groyne,तटबंध
TIDE_WORD_COASTAL_882,Tide,ज्वार
JETTY_WORD_COASTAL_882,Jetty,जेट्टी
TIRE_WORD_WHEEL_890,Tire,टायर
HUBCAP_WORD_WHEEL_890,Hubcap,हबकैप
STEER_WORD_WHEEL_890,Steer,स्टीयरिंग
AXLE_WORD_WHEEL_890,Axle,धुरा
FORTUNE_WORD_WHEEL_890,Rim,रिम
STEEL_WORD_INDUSTRY_921,Steel,इस्पात
GOODS_WORD_INDUSTRY_921,Goods,माल
PRODUCE_WORD_INDUSTRY_921,Produce,उत्पादन
MEGA_WORD_PREFIX_922,Mega,मेगा
NANO_WORD_PREFIX_922,Nano,नैनो
DECA_WORD_PREFIX_922,Deca,डेका
SIAMESE_WORD_BREEDS_940,Siamese,सियामी
SPHYNX_WORD_BREEDS_940,Sphynx,स्फ़िंक्स
BIRMAN_WORD_BREEDS_940,Birman,बिरमन
BENGAL_WORD_BREEDS_940,Bengal,बंगाल
ANGORA_WORD_BREEDS_940,Angora,अंगोरा
BIG_BEN_WORD_LANDMARK_948,Big Ben,बिग बेन
SPHINX_WORD_LANDMARK_948,Sphinx,स्फ़िंक्स
COLOSSEUM_WORD_LANDMARK_948,Colosseum,कोलोसियम
PYRAMIDS_WORD_LANDMARK_948,Pyramids,पिरामिड
NILE_WORD_RIVERS_959,Nile,नील
AMAZON_WORD_RIVERS_959,Amazon,अमेज़न
HUDSON_WORD_RIVERS_959,Hudson,हडसन
SURF_WORD_COAST_969,Surf,लहरें
BEACH_WORD_COAST_969,Beach,समुद्र तट
CLIFF_WORD_COAST_969,Cliff,चट्टान
