id,basic_card_name_en,th-TH
DIAMOND_WORD_GEMSTONE_186,Diamond,เพชร
ONYX_WORD_GEMSTONE_186,Onyx,นิล
AGATE_WORD_GEMSTONE_186,Agate,อาเกต
ORION_WORD_PATTERN_188,Orion,นายพราน
PERSEUS_WORD_PATTERN_188,Perseus,เพอร์ซิอัส
DRACO_WORD_PATTERN_188,Draco,มังกร
SCORPIUS_WORD_PATTERN_188,Scorpius,แมงป่อง
CYGNUS_WORD_PATTERN_188,Cygnus,หงส์
SERPENS_WORD_PATTERN_188,Serpens,งู
GASOLINE_WORD_FUELS_190,Gasoline,น้ำมันเบนซิน
DIESEL_WORD_FUELS_190,Diesel,ดีเซล
COAL_WORD_FUELS_190,Coal,ถ่านหิน
PROPANE_WORD_FUELS_190,Propane,โพรเพน
KEROSENE_WORD_FUELS_190,Kerosene,น้ำมันก๊าด
VOTER_WORD_ELECT_193,Voter,ผู้มีสิทธิเลือกตั้ง
BALLOT_WORD_ELECT_193,Ballot,บัตรเลือกตั้ง
CAMPAIGN_WORD_ELECT_193,Campaign,หาเสียง
TURNOUT_WORD_ELECT_193,Turnout,ผู้ไปใช้สิทธิ์
KING_WORD_CROWN_194,King,กษัตริย์
EMPEROR_WORD_CROWN_194,Emperor,จักรพรรดิ
MAHARAJA_WORD_CROWN_194,Maharaja,มหาราชา
KENNEDY_WORD_LEADER_196,Washington,วอชิงตัน
CLINTON_WORD_LEADER_196,Jefferson,เจฟเฟอร์สัน
LINCOLN_WORD_LEADER_196,Lincoln,ลินคอล์น
REAGAN_WORD_LEADER_196,Roosevelt,รูสเวลต์
BUSH_WORD_LEADER_196,Wilson,วิลสัน
OBAMA_WORD_LEADER_196,Jackson,แจ็คสัน
ADAMS_WORD_LEADER_196,Adams,อดัมส์
BIDEN_WORD_LEADER_196,Madison,เมดิสัน
SOFT_BUN_WORD_HOT_DOG_201,Soft bun,ขนมปังนิ่ม
SAUSAGE_WORD_HOT_DOG_201,Sausage,ไส้กรอก
KETCHUP_WORD_HOT_DOG_201,Ketchup,ซอสมะเขือเทศ
DECODE_WORD_CIPHER_208,Decode,ถอดรหัส
ENCODE_WORD_CIPHER_208,Encode,เข้ารหัส
KEYWORD_WORD_CIPHER_208,Keyword,คำสำคัญ
PASSWORD_WORD_CIPHER_208,Password,รหัสผ่าน
HARMONY_WORD_SYMPHONY_210,Harmony,ความกลมกลืน
OVERTURE_WORD_SYMPHONY_210,Overture,โอเวอร์เจอร์
MELODY_WORD_SYMPHONY_210,Melody,ท่วงทำนอง
PHOTO_WORD_ARTWORKS_211,Photo,ภาพถ่าย
DRAWING_WORD_ARTWORKS_211,Drawing,ภาพวาด
PAINTING_WORD_ARTWORKS_211,Painting,จิตรกรรม
HAMMER_WORD_AUCTION_215,Hammer,ค้อน
LOT_WORD_AUCTION_215,Lot,ล็อต
BID_WORD_AUCTION_215,Bid,ประมูล
PRICE_WORD_AUCTION_215,Price,ราคา
CATALOG_WORD_AUCTION_215,Catalog,แค็ตตาล็อก
BIDDER_WORD_AUCTION_215,Bidder,ผู้ประมูล
EXCELSA_WORD_BEANS_219,Excelsa,เอ็กเซลซ่า
ROBUSTA_WORD_BEANS_219,Robusta,โรบัสตา
LIBERICA_WORD_BEANS_219,Liberica,ลิเบอริกา
ARABICA_WORD_BEANS_219,Arabica,อาราบิกา
TENT_WORD_CAMPING_221,Tent,เต็นท์
CAMPFIRE_WORD_CAMPING_221,Campfire,กองไฟ
HAMMOCK_WORD_CAMPING_221,Hammock,เปลญวน
ORGAN_WORD_PLAY_223,Organ,ออร์แกน
VIOLIN_WORD_PLAY_223,Violin,ไวโอลิน
UKULELE_WORD_PLAY_223,Ukulele,อูคูเลเล
DRUM_WORD_PLAY_223,Drum,กลอง
PIANO_WORD_PLAY_223,Piano,เปียโน
FLUTE_WORD_PLAY_223,Flute,ฟลุต
GUITAR_WORD_PLAY_223,Guitar,กีตาร์
CELLO_WORD_PLAY_223,Cello,เชลโล
BANK_WORD_FINANCE_227,Bank,ธนาคาร
INCOME_WORD_FINANCE_227,Income,รายได้
EXPENSE_WORD_FINANCE_227,Expense,รายจ่าย
MONEY_WORD_FINANCE_227,Money,เงิน
KINGDOM_WORD_MEDIEVAL_228,Kingdom,อาณาจักร
LORD_WORD_MEDIEVAL_228,Lord,ขุนนาง
KNIGHT_WORD_MEDIEVAL_228,Knight,อัศวิน
CASTLE_WORD_MEDIEVAL_228,Castle,ปราสาท
GLASSES_WORD_OPTICS_229,Glasses,แว่นตา
LENS_WORD_OPTICS_229,Lens,เลนส์
MONOCLE_WORD_OPTICS_229,Monocle,โมโนเคิล
SPYGLASS_WORD_OPTICS_229,Spyglass,กล้องส่องทางไกล
SIGNPOST_WORD_NAVIGATE_230,Signpost,ป้ายบอกทาง
SEXTANT_WORD_NAVIGATE_230,Sextant,เซ็กซ์แทนต์
COMPASS_WORD_NAVIGATE_230,Compass,เข็มทิศ
PLAYPEN_WORD_TODDLER_231,Playpen,คอกเด็ก
NAP_TIME_WORD_TODDLER_231,Nap time,เวลานอนกลางวัน
PACIFIER_WORD_TODDLER_231,Pacifier,จุกนมหลอก
CAPRINE_WORD_FAMILIES_234,Caprine,ตระกูลแพะ
OVINE_WORD_FAMILIES_234,Ovine,ตระกูลแกะ
FELINE_WORD_FAMILIES_234,Feline,ตระกูลแมว
EQUINE_WORD_FAMILIES_234,Equine,ตระกูลม้า
CANINE_WORD_FAMILIES_234,Canine,ตระกูลสุนัข
MURINE_WORD_FAMILIES_234,Murine,ตระกูลหนู
PORCINE_WORD_FAMILIES_234,Porcine,ตระกูลหมู
BOVINE_WORD_FAMILIES_234,Bovine,ตระกูลวัว
ALTAIR_WORD_STARS_236,Altair,ดาวอัลแทร์
POLARIS_WORD_STARS_236,Polaris,ดาวเหนือ
SIRIUS_WORD_STARS_236,Sirius,ดาวซิริอุส
VEGA_WORD_STARS_236,Vega,ดาวเวกา
RIGEL_WORD_STARS_236,Rigel,ดาวไรเจล
ALKAID_WORD_STARS_236,Alkaid,ดาวอัลคาอิด
NEURAL_WORD_AI_238,Neural,นิวรอล
DATASET_WORD_AI_238,Dataset,ชุดข้อมูล
CHATBOT_WORD_AI_238,Chatbot,แชตบอต
AGENT_WORD_AI_238,Agent,เอเจนต์
MATRIX_WORD_AI_238,Matrix,เมทริกซ์
CORTEX_WORD_AI_238,Cortex,คอร์เท็กซ์
REGION_WORD_DIVISION_242,Region,ภูมิภาค
COUNTRY_WORD_DIVISION_242,Country,ประเทศ
STATE_WORD_DIVISION_242,State,รัฐ
CITY_WORD_DIVISION_242,City,เมือง
DIALOGUE_WORD_SPEAK_244,Dialogue,บทสนทนา
DEBATE_WORD_SPEAK_244,Debate,อภิปราย
ARGUMENT_WORD_SPEAK_244,Argument,ข้อโต้แย้ง
WAVY_WORD_HAIR_245,Wavy,ลอน
CURLY_WORD_HAIR_245,Curly,หยิก
COILY_WORD_HAIR_245,Coily,หยิกงอ
SPRAIN_WORD_INJURIES_249,Sprain,เคล็ด
FRACTURE_WORD_INJURIES_249,Fracture,กระดูกหัก
BRUISE_WORD_INJURIES_249,Bruise,ฟกช้ำ
WOUND_WORD_INJURIES_249,Wound,บาดแผล
HEADACHE_WORD_FLU_251,Headache,ปวดหัว
PILLS_WORD_FLU_251,Pills,ยาเม็ด
COUGH_WORD_FLU_251,Cough,ไอ
GYPSUM_WORD_MINERALS_253,Gypsum,ยิปซัม
CALCITE_WORD_MINERALS_253,Calcite,แคลไซต์
AZURITE_WORD_MINERALS_253,Azurite,อะซูไรต์
MICA_WORD_MINERALS_253,Mica,ไมกา
MARBLE_WORD_MINERALS_253,Marble,หินอ่อน
QUARTZ_WORD_MINERALS_253,Quartz,ควอตซ์
LIME_WORD_MINERALS_253,Lime,หินปูน
BERYL_WORD_MINERALS_253,Beryl,เบริล
DECAY_WORD_RADIATE_257,Decay,การสลายตัว
FALLOUT_WORD_RADIATE_257,Fallout,กัมมันตภาพตกค้าง
CURIE_WORD_RADIATE_257,Curie,คูรี
X_RAYS_WORD_RADIATE_257,X-rays,เอ็กซ์เรย์
GLUCAGON_WORD_HORMONES_259,Glucagon,กลูคากอน
CORTISOL_WORD_HORMONES_259,Cortisol,คอร์ติซอล
INSULIN_WORD_HORMONES_259,Insulin,อินซูลิน
GASTRIN_WORD_HORMONES_259,Gastrin,แกสตริน
IRIS_WORD_EYE_260,Iris,ม่านตา
PUPIL_WORD_EYE_260,Pupil,รูม่านตา
RETINA_WORD_EYE_260,Retina,จอประสาทตา
DIG_WORD_SHOVEL_261,Dig,ขุด
EXCAVATE_WORD_SHOVEL_261,Excavate,ขุดค้น
UNEARTH_WORD_SHOVEL_261,Unearth,ค้นพบ
ALNICO_WORD_ALLOY_264,Alnico,อัลนิโค
AMALGAM_WORD_ALLOY_264,Amalgam,อะมัลกัม
BRASS_WORD_ALLOY_264,Brass,ทองเหลือง
BRONZE_WORD_ALLOY_264,Bronze,ทองสัมฤทธิ์
NICHROME_WORD_ALLOY_264,Nichrome,นิโครม
TUNGSTEN_WORD_ALLOY_264,Pewter,พิวเตอร์
NITINOL_WORD_ALLOY_264,Nitinol,ไนทินอล
STELLITE_WORD_ALLOY_264,Stellite,สเตลไลต์
DIWALI_WORD_FESTIVAL_270,Diwali,ดีวาลี
HOLI_WORD_FESTIVAL_270,Holi,โฮลี
SONGKRAN_WORD_FESTIVAL_270,Songkran,สงกรานต์
THULIUM_WORD_METAL_272,Thulium,ทูเลียม
HOLMIUM_WORD_METAL_272,Holmium,โฮลเมียม
IRIDIUM_WORD_METAL_272,Iridium,อิริเดียม
RHODIUM_WORD_METAL_272,Rhodium,โรเดียม
YTTRIUM_WORD_METAL_272,Yttrium,อิตเทรียม
LUTETIUM_WORD_METAL_272,Lutetium,ลูทีเชียม
EUROPIUM_WORD_METAL_272,Europium,ยูโรเพียม
ERBIUM_WORD_METAL_272,Erbium,เออร์เบียม
INSIGNIA_WORD_ARTIFACT_276,Insignia,เครื่องหมาย
RELIC_WORD_ARTIFACT_276,Relic,วัตถุโบราณ
SIGIL_WORD_ARTIFACT_276,Sigil,ตราสัญลักษณ์
TOTEM_WORD_ARTIFACT_276,Totem,เสาโทเทม
AMULET_WORD_ARTIFACT_276,Amulet,เครื่องราง
VASE_WORD_ARTIFACT_276,Vase,แจกัน
GUARD_WORD_DEFENSE_277,Guard,ยาม
CCTV_WORD_DEFENSE_277,CCTV,กล้องวงจรปิด
SECURITY_WORD_DEFENSE_277,Security,ความปลอดภัย
PATROL_WORD_DEFENSE_277,Patrol,ลาดตระเวน
ATOM_WORD_PARTICLE_281,Atom,อะตอม
ELECTRON_WORD_PARTICLE_281,Electron,อิเล็กตรอน
NEUTRON_WORD_PARTICLE_281,Neutron,นิวตรอน
HARLEM_WORD_NEW_YORK_287,Harlem,ฮาร์เลม
SOHO_WORD_NEW_YORK_287,Soho,โซโห
TRIBECA_WORD_NEW_YORK_287,Tribeca,ไทรเบกา
ASTORIA_WORD_NEW_YORK_287,Astoria,แอสทอเรีย
BRONX_WORD_NEW_YORK_287,Bronx,บรองซ์
QUEENS_WORD_NEW_YORK_287,Queens,ควีนส์
BARNACLE_WORD_NO_BONES_289,Barnacle,เพรียง
SPIDER_WORD_NO_BONES_289,Spider,แมงมุม
SQUID_WORD_NO_BONES_289,Squid,ปลาหมึก
STARFISH_WORD_NO_BONES_289,Starfish,ปลาดาว
WORM_WORD_NO_BONES_289,Worm,หนอน
FABLE_WORD_LEGENDS_291,Fable,นิทาน
SAGA_WORD_LEGENDS_291,Saga,มหากาพย์
TALE_WORD_LEGENDS_291,Tale,เรื่องเล่า
EPIC_WORD_LEGENDS_291,Epic,วีรคาถา
MYTH_WORD_LEGENDS_291,Myth,ตำนาน
HI_WORD_HELLO_295,Hi,สวัสดี
HOWDY_WORD_HELLO_295,Howdy,ว่าไง
HEY_WORD_HELLO_295,Hey,เฮ้
DEGREE_WORD_PHD_296,Degree,ปริญญา
THESIS_WORD_PHD_296,Thesis,วิทยานิพนธ์
RESEARCH_WORD_PHD_296,Research,วิจัย
CONSENT_WORD_OK_SIGN_301,Consent,ยินยอม
OKAY_WORD_OK_SIGN_301,Okay,โอเค
YES_WORD_OK_SIGN_301,Yes,ใช่
SCALES_WORD_JUSTICE_310,Scales,ตาชั่ง
GAVEL_WORD_JUSTICE_310,Gavel,ค้อนผู้พิพากษา
LAW_WORD_JUSTICE_310,Law,กฎหมาย
COURT_WORD_JUSTICE_310,Court,ศาล
INMATE_WORD_PRISONER_312,Inmate,นักโทษ
FELON_WORD_PRISONER_312,Felon,ผู้ต้องโทษ
DETAINEE_WORD_PRISONER_312,Detainee,ผู้ถูกคุมขัง
METEOR_WORD_SPACE_314,Meteor,ดาวตก
ECLIPSE_WORD_SPACE_314,Eclipse,สุริยุปราคา
AURORA_WORD_SPACE_314,Aurora,แสงเหนือ
PULSAR_WORD_SPACE_314,Pulsar,พัลซาร์
QUASAR_WORD_SPACE_314,Quasar,เควซาร์
NEBULA_WORD_SPACE_314,Nebula,เนบิวลา
NOVA_WORD_SPACE_314,Nova,โนวา
ASTEROID_WORD_SPACE_314,Asteroid,ดาวเคราะห์น้อย
GAMBLER_WORD_WESTERN_317,Gambler,นักพนัน
SHERIFF_WORD_WESTERN_317,Sheriff,นายอำเภอ
COWBOY_WORD_WESTERN_317,Cowboy,คาวบอย
LASSO_WORD_WESTERN_317,Lasso,บ่วงบาศก์
SALOON_WORD_WESTERN_317,Saloon,ซาลูน
RODEO_WORD_WESTERN_317,Rodeo,โรดิโอ
SECURE_WORD_LOCK_321,Secure,ปลอดภัย
STURDY_WORD_LOCK_321,Sturdy,แข็งแรง
TRUSTY_WORD_LOCK_321,Trusty,ไว้ใจได้
THIGH_WORD_LEGS_322,Thigh,ต้นขา
KNEE_WORD_LEGS_322,Knee,หัวเข่า
ANKLE_WORD_LEGS_322,Ankle,ข้อเท้า
RA_WORD_PYRAMIDS_330,Ra,รา
OSIRIS_WORD_PYRAMIDS_330,Osiris,โอซิริส
ANUBIS_WORD_PYRAMIDS_330,Anubis,อนูบิส
RAMSES_WORD_PYRAMIDS_330,Ramses,รามเสส
PICKAXE_WORD_SHAFT_331,Pickaxe,จอบขุด
MINE_WORD_SHAFT_331,Mine,เหมือง
CART_WORD_SHAFT_331,Cart,รถเข็น
PADDOCK_WORD_FARMING_333,Paddock,คอกสัตว์
COMPOST_WORD_FARMING_333,Compost,ปุ๋ยหมัก
FALLOW_WORD_FARMING_333,Fallow,ที่รกร้าง
CROP_WORD_FARMING_333,Crop,พืชผล
HAY_WORD_FARMING_333,Hay,ฟางข้าว
HARVEST_WORD_FARMING_333,Harvest,เก็บเกี่ยว
TOPSOIL_WORD_FARMING_333,Topsoil,หน้าดิน
GRAIN_WORD_FARMING_333,Grain,ธัญพืช
SLEDDING_WORD_SLIDING_339,Sledding,เลื่อนหิมะ
SKELETON_WORD_SLIDING_339,Skeleton,สเกเลตัน
SKIING_WORD_SLIDING_339,Skiing,สกี
SKATING_WORD_SLIDING_339,Skating,สเก็ต
LUGE_WORD_SLIDING_339,Luge,ลูจ
OIL_WORD_PAINTING_340,Oil,สีน้ำมัน
ACRYLIC_WORD_PAINTING_340,Acrylic,อะคริลิก
GOUACHE_WORD_PAINTING_340,Gouache,กวอช
TEMPERA_WORD_PAINTING_340,Tempera,เทมเพอรา
FRESCO_WORD_PAINTING_340,Fresco,เฟรสโก
RISOTTO_WORD_RICE_342,Risotto,ริซอตโต
CONGEE_WORD_RICE_342,Congee,โจ๊ก
PAELLA_WORD_RICE_342,Paella,ปาเอย่า
SUSHI_WORD_RICE_342,Sushi,ซูชิ
ROMANCE_WORD_HEART_344,Romance,โรแมนซ์
COUPLE_WORD_HEART_344,Couple,คู่รัก
PASSION_WORD_HEART_344,Passion,หลงใหล
VANS_WORD_HIPPIE_349,Vans,รถตู้
COMMUNE_WORD_HIPPIE_349,Commune,ชุมชน
FREEDOM_WORD_HIPPIE_349,Freedom,เสรีภาพ
DRONE_WORD_ROBOT_354,Drone,โดรน
ROBOVAC_WORD_ROBOT_354,Robovac,หุ่นยนต์ดูดฝุ่น
NANOBOT_WORD_ROBOT_354,Nanobot,นาโนบอต
CYBORG_WORD_ROBOT_354,Cyborg,ไซบอร์ก
ANDROID_WORD_ROBOT_354,Android,แอนดรอยด์
MACHINE_WORD_ROBOT_354,Machine,เครื่องจักร
SIGMA_WORD_GREECE_359,Sigma,ซิกมา
DELTA_WORD_GREECE_359,Delta,เดลตา
KAPPA_WORD_GREECE_359,Kappa,แคปปา
MOTION_WORD_DYNAMICS_360,Motion,การเคลื่อนที่
INERTIA_WORD_DYNAMICS_360,Inertia,ความเฉื่อย
VELOCITY_WORD_DYNAMICS_360,Velocity,ความเร็ว
ONTARIO_WORD_LAKES_365,Ontario,ออนแทรีโอ
SUPERIOR_WORD_LAKES_365,Superior,สุพีเรีย
TITICACA_WORD_LAKES_365,Titicaca,ติติกากา
BAIKAL_WORD_LAKES_365,Baikal,ไบคาล
MICHIGAN_WORD_LAKES_365,Michigan,มิชิแกน
HURON_WORD_LAKES_365,Huron,ฮิวรอน
ATOM_WORD_NUCLEAR_366,Atom,อะตอม
NEUTRON_WORD_NUCLEAR_366,Neutron,นิวตรอน
PROTON_WORD_NUCLEAR_366,Proton,โปรตอน
ELECTRON_WORD_NUCLEAR_366,Electron,อิเล็กตรอน
MILAN_WORD_ITALY_376,Milan,มิลาน
ROME_WORD_ITALY_376,Rome,โรม
VENICE_WORD_ITALY_376,Venice,เวนิส
FLORENCE_WORD_ITALY_376,Florence,ฟลอเรนซ์
THIS_WORD_POINTING_379,This,นี่
THAT_WORD_POINTING_379,That,นั่น
THOSE_WORD_POINTING_379,Those,เหล่านั้น
NORMAL_WORD_SKIN_380,Normal,ปกติ
DRY_WORD_SKIN_380,Dry,แห้ง
OILY_WORD_SKIN_380,Oily,มัน
LIBRARY_WORD_BUILD_384,Library,ห้องสมุด
MUSEUM_WORD_BUILD_384,Museum,พิพิธภัณฑ์
HOSPITAL_WORD_BUILD_384,Hospital,โรงพยาบาล
SCHOOL_BUILDING_WORD_BUILD_384,School building,อาคารเรียน
HOTEL_WORD_BUILD_384,Hotel,โรงแรม
FACTORY_WORD_BUILD_384,Factory,โรงงาน
STADIUM_WORD_BUILD_384,Stadium,สนามกีฬา
MALL_WORD_BUILD_384,Mall,ห้างสรรพสินค้า
MONARCHY_WORD_POLICIES_394,Monarchy,ราชาธิปไตย
TYRANNY_WORD_POLICIES_394,Tyranny,ทรราชย์
ANARCHY_WORD_POLICIES_394,Anarchy,อนาธิปไตย
POWER_WORD_STRENGTH_401,Power,พลัง
FORCE_WORD_STRENGTH_401,Force,แรง
MIGHT_WORD_STRENGTH_401,Might,อำนาจ
TEXT_WORD_MESSAGE_407,Text,ข้อความ
EMAIL_WORD_MESSAGE_407,Email,อีเมล
LETTER_WORD_MESSAGE_407,Letter,จดหมาย
FAX_WORD_MESSAGE_407,Fax,แฟกซ์
DUALISM_WORD_VIEWS_410,Dualism,ทวินิยม
STOICISM_WORD_VIEWS_410,Stoicism,สโตอิก
NIHILISM_WORD_VIEWS_410,Nihilism,สุญนิยม
LUNGS_WORD_ORGANS_412,Lungs,ปอด
KIDNEY_WORD_ORGANS_412,Kidney,ไต
STOMACH_WORD_ORGANS_412,Stomach,กระเพาะอาหาร
LIVER_WORD_ORGANS_412,Liver,ตับ
BLADDER_WORD_ORGANS_412,Bladder,กระเพาะปัสสาวะ
SPLEEN_WORD_ORGANS_412,Spleen,ม้าม
HEART_WORD_ORGANS_412,Heart,หัวใจ
PANCREAS_WORD_ORGANS_412,Pancreas,ตับอ่อน
FOOL_WORD_TAROT_417,Fool,คนโง่
MOON_WORD_TAROT_417,Moon,พระจันทร์
MAGICIAN_WORD_TAROT_417,Magician,นักมายากล
EMPRESS_WORD_TAROT_417,Empress,จักรพรรดินี
SOPRANO_WORD_VOICES_439,Soprano,โซปราโน
TENOR_WORD_VOICES_439,Tenor,เทเนอร์
BARITONE_WORD_VOICES_439,Baritone,บาริโทน
BASS_WORD_VOICES_439,Bass,เบส
ALTO_WORD_VOICES_439,Alto,อัลโต
SONNET_WORD_POETRY_440,Sonnet,ซอนเน็ต
HAIKU_WORD_POETRY_440,Haiku,ไฮกุ
ODE_WORD_POETRY_440,Ode,บทสรรเสริญ
BALLAD_WORD_POETRY_440,Ballad,เพลงบัลลาด
ACROSTIC_WORD_POETRY_440,Acrostic,อะโครสติก
SUPPER_WORD_MEALS_444,Supper,อาหารเย็น
LUNCH_WORD_MEALS_444,Lunch,มื้อกลางวัน
DINNER_WORD_MEALS_444,Dinner,มื้อค่ำ
CAULDRON_WORD_ALCHEMY_445,Cauldron,หม้อต้ม
ELIXIR_WORD_ALCHEMY_445,Elixir,ยาอายุวัฒนะ
POTION_WORD_ALCHEMY_445,Potion,ยาวิเศษ
RITUAL_WORD_PAGANISM_469,Ritual,พิธีกรรม
TOTEM_WORD_PAGANISM_469,Totem,โทเทม
IDOL_WORD_PAGANISM_469,Idol,เทวรูป
ALTAR_WORD_PAGANISM_469,Altar,แท่นบูชา
CURRENT_WORD_PRESENT_470,Current,ปัจจุบัน
NOW_WORD_PRESENT_470,Now,ตอนนี้
TODAY_WORD_PRESENT_470,Today,วันนี้
CODE_WORD_SECRET_471,Code,รหัส
AGENT_WORD_SECRET_471,Agent,สายลับ
WORD_WORD_SECRET_471,Identity,ตัวตน
DONKEY_WORD_EQUIDAE_475,Donkey,ลา
MULE_WORD_EQUIDAE_475,Mule,ล่อ
MUSTANG_WORD_EQUIDAE_475,Mustang,มัสแตง
HORSE_WORD_EQUIDAE_475,Horse,ม้า
ZEBRA_WORD_EQUIDAE_475,Zebra,ม้าลาย
PONY_WORD_EQUIDAE_475,Pony,ม้าแคระ
COWHIDE_WORD_LEATHER_480,Cowhide,หนังวัว
NUBUCK_WORD_LEATHER_480,Nubuck,หนังนูบัค
SUEDE_WORD_LEATHER_480,Suede,หนังกลับ
TOWER_WORD_CASTLE_485,Tower,หอคอย
MOAT_WORD_CASTLE_485,Moat,คูน้ำ
DUNGEON_WORD_CASTLE_485,Dungeon,คุกใต้ดิน
BASTION_WORD_CASTLE_485,Bastion,ป้อมปราการ
RAMPART_WORD_CASTLE_485,Rampart,กำแพงเมือง
TURRET_WORD_CASTLE_485,Turret,ป้อมสังเกตการณ์
PARAPET_WORD_CASTLE_485,Parapet,เชิงเทิน
CITADEL_WORD_CASTLE_485,Citadel,ป้อมปราการ
LCD_WORD_DISPLAY_486,LCD,แอลซีดี
LED_WORD_DISPLAY_486,LED,แอลอีดี
OLED_WORD_DISPLAY_486,OLED,โอแอลอีดี
CRT_WORD_DISPLAY_486,CRT,ซีอาร์ที
PLASMA_WORD_DISPLAY_486,Plasma,พลาสมา
AMOLED_WORD_DISPLAY_486,AMOLED,อะโมเลด
MAYANS_WORD_CULTURES_487,Mayans,มายา
AZTECS_WORD_CULTURES_487,Aztecs,แอซเท็ก
ROMANS_WORD_CULTURES_487,Romans,โรมัน
GREEKS_WORD_CULTURES_487,Greeks,กรีก
CELTS_WORD_CULTURES_487,Celts,เซลต์
VIKINGS_WORD_CULTURES_487,Vikings,ไวกิ้ง
SAMURAI_WORD_WARRIORS_491,Samurai,ซามูไร
SHINOBI_WORD_WARRIORS_491,Shinobi,ชิโนบิ
RONIN_WORD_WARRIORS_491,Ronin,โรนิน
ASSASSIN_WORD_WARRIORS_491,Assassin,นักฆ่า
NINJA_WORD_WARRIORS_491,Ninja,นินจา
DECEIVE_WORD_LIE_492,Deceive,หลอกลวง
DELUDE_WORD_LIE_492,Delude,ลวง
FALSIFY_WORD_LIE_492,Falsify,ปลอมแปลง
MISLEAD_WORD_LIE_492,Mislead,ชักจูง
OBOE_WORD_VIOLIN_508,Oboe,โอโบ
CLARINET_WORD_VIOLIN_508,Clarinet,คลาริเน็ต
FLUTE_WORD_VIOLIN_508,Flute,ฟลุต
CELLO_WORD_VIOLIN_508,Cello,เชลโล
MATE_WORD_ANAGRAM_511,Mate,เพื่อน
TEAM_WORD_ANAGRAM_511,Team,ทีม
MEAT_WORD_ANAGRAM_511,Meat,เนื้อ
BONGO_WORD_DRUM_518,Bongo,บองโก
DJEMBE_WORD_DRUM_518,Djembe,เจมเบ
TABLA_WORD_DRUM_518,Tabla,ตับลา
ASHIKO_WORD_DRUM_518,Ashiko,อาชิโก
TRIUMPH_WORD_WREATH_544,Triumph,ชัยชนะ
VICTORY_WORD_WREATH_544,Victory,มีชัย
SUCCESS_WORD_WREATH_544,Success,ความสำเร็จ
YOGA_WORD_ZEN_549,Yoga,โยคะ
RINZAI_WORD_ZEN_549,Rinzai,รินไซ
DHARMA_WORD_ZEN_549,Dharma,ธรรมะ
ROUTER_WORD_NETWORK_588,Router,เราเตอร์
SERVER_WORD_NETWORK_588,Server,เซิร์ฟเวอร์
GATEWAY_WORD_NETWORK_588,Gateway,เกตเวย์
ETHERNET_WORD_NETWORK_588,Ethernet,อีเทอร์เน็ต
PACKET_WORD_NETWORK_588,Packet,แพ็กเก็ต
DUTY_WORD_CUSTOMS_592,Duty,ภาษี
IMPORT_WORD_CUSTOMS_592,Import,นำเข้า
BORDER_WORD_CUSTOMS_592,Border,ชายแดน
EXPORT_WORD_CUSTOMS_592,Export,ส่งออก
PAYMENT_WORD_MORTGAGE_595,Payment,การชำระเงิน
INTEREST_WORD_MORTGAGE_595,Interest,ดอกเบี้ย
RATE_WORD_MORTGAGE_595,Rate,อัตรา
MIX_WORD_CONCRETE_601,Mix,ผสม
TROWEL_WORD_CONCRETE_601,Trowel,เกรียง
SCREED_WORD_CONCRETE_601,Screed,ปาดปูน
SATIRE_WORD_MEMES_620,Satire,เสียดสี
PARODY_WORD_MEMES_620,Parody,ล้อเลียน
TROLLING_WORD_MEMES_620,Trolling,โทรลลิง
METHANE_WORD_ALKANES_641,Methane,มีเทน
ETHANE_WORD_ALKANES_641,Ethane,อีเทน
PROPANE_WORD_ALKANES_641,Propane,โพรเพน
BUTANE_WORD_ALKANES_641,Butane,บิวเทน
ASSESS_WORD_EVALUATE_651,Assess,ประเมิน
ESTIMATE_WORD_EVALUATE_651,Estimate,ประมาณการ
ANALYZE_WORD_EVALUATE_651,Analyze,วิเคราะห์
HUNT_WORD_QUEST_680,Hunt,ล่า
INQUIRY_WORD_QUEST_680,Inquiry,สืบค้น
PURSUIT_WORD_QUEST_680,Pursuit,ไล่ตาม
GOATEE_WORD_BEARDS_681,Goatee,เคราแพะ
BALBO_WORD_BEARDS_681,Balbo,บัลโบ
DUCKTAIL_WORD_BEARDS_681,Ducktail,ดั๊กเทล
SYNERGY_WORD_YINYANG_721,Synergy,ประสานพลัง
DUALITY_WORD_YINYANG_721,Duality,ทวิภาวะ
HARMONY_WORD_YINYANG_721,Harmony,ความกลมกลืน
GOURMET_WORD_FOODIE_726,Gourmet,นักชิม
EPICURE_WORD_FOODIE_726,Epicure,คอลิ้นทอง
TASTE_WORD_FOODIE_726,Taste,รสชาติ
SYBARITE_WORD_FOODIE_726,Sybarite,นักสุขนิยม
HEDONISM_WORD_FOODIE_726,Hedonism,สุขนิยม
DISHES_WORD_FOODIE_726,Dishes,อาหาร
ROLE_WORD_OPERA_760,Role,บทบาท
DIVA_WORD_OPERA_760,Diva,ดีว่า
ACT_WORD_OPERA_760,Act,องก์
BAY_WORD_HARBOR_764,Bay,อ่าว
PIER_WORD_HARBOR_764,Pier,ท่าเรือ
WHARF_WORD_HARBOR_764,Wharf,ท่าเทียบเรือ
COAST_WORD_HARBOR_764,Coast,ชายฝั่ง
MARINA_WORD_HARBOR_764,Marina,มารีน่า
VESSEL_WORD_HARBOR_764,Vessel,เรือ
BRICK_WORD_STREET_768,Lamp,โคมไฟ
