id,basic_card_name_en,de-DE
ROBUSTA_WORD_BEANS_219,Robusta,Robusta
LIBERICA_WORD_BEANS_219,Liberica,Liberica
ARABICA_WORD_BEANS_219,Arabica,Arabica
TENT_WORD_CAMPING_221,Tent,Zelt
CAMPFIRE_WORD_CAMPING_221,Campfire,Lagerfeuer
HAMMOCK_WORD_CAMPING_221,Hammock,Hängematte
ORGAN_WORD_PLAY_223,Organ,Orgel
VIOLIN_WORD_PLAY_223,Violin,Geige
UKULELE_WORD_PLAY_223,Ukulele,Ukulele
DRUM_WORD_PLAY_223,Drum,Trommel
PIANO_WORD_PLAY_223,Piano,Klavier
FLUTE_WORD_PLAY_223,Flute,Flöte
GUITAR_WORD_PLAY_223,Guitar,Gitarre
CELLO_WORD_PLAY_223,Cello,Cello
BANK_WORD_FINANCE_227,Bank,Bank
INCOME_WORD_FINANCE_227,Income,Einkommen
EXPENSE_WORD_FINANCE_227,Expense,Ausgabe
MONEY_WORD_FINANCE_227,Money,Geld
KINGDOM_WORD_MEDIEVAL_228,Kingdom,Königreich
LORD_WORD_MEDIEVAL_228,Lord,Lehnsherr
KNIGHT_WORD_MEDIEVAL_228,Knight,Ritter
CASTLE_WORD_MEDIEVAL_228,Castle,Burg
GLASSES_WORD_OPTICS_229,Glasses,Brille
LENS_WORD_OPTICS_229,Lens,Linse
MONOCLE_WORD_OPTICS_229,Monocle,Monokel
SPYGLASS_WORD_OPTICS_229,Spyglass,Fernrohr
SIGNPOST_WORD_NAVIGATE_230,Signpost,Wegweiser
SEXTANT_WORD_NAVIGATE_230,Sextant,Sextant
COMPASS_WORD_NAVIGATE_230,Compass,Kompass
PLAYPEN_WORD_TODDLER_231,Playpen,Laufstall
NAP_TIME_WORD_TODDLER_231,Nap time,Schlafenszeit
PACIFIER_WORD_TODDLER_231,Pacifier,Schnuller
CAPRINE_WORD_FAMILIES_234,Caprine,Ziegenartig
OVINE_WORD_FAMILIES_234,Ovine,Schafartig
FELINE_WORD_FAMILIES_234,Feline,Katzenartig
EQUINE_WORD_FAMILIES_234,Equine,Pferdeartig
CANINE_WORD_FAMILIES_234,Canine,Hundeartig
MURINE_WORD_FAMILIES_234,Murine,Mausartig
PORCINE_WORD_FAMILIES_234,Porcine,Schweinartig
BOVINE_WORD_FAMILIES_234,Bovine,Rinderartig
ALTAIR_WORD_STARS_236,Altair,Altair
POLARIS_WORD_STARS_236,Polaris,Polaris
SIRIUS_WORD_STARS_236,Sirius,Sirius
VEGA_WORD_STARS_236,Vega,Wega
RIGEL_WORD_STARS_236,Rigel,Rigel
ALKAID_WORD_STARS_236,Alkaid,Alkaid
NEURAL_WORD_AI_238,Neural,Neural
DATASET_WORD_AI_238,Dataset,Datensatz
CHATBOT_WORD_AI_238,Chatbot,Chatbot
AGENT_WORD_AI_238,Agent,Agent
MATRIX_WORD_AI_238,Matrix,Matrix
CORTEX_WORD_AI_238,Cortex,Kortex
REGION_WORD_DIVISION_242,Region,Region
COUNTRY_WORD_DIVISION_242,Country,Land
STATE_WORD_DIVISION_242,State,Staat
CITY_WORD_DIVISION_242,City,Stadt
DIALOGUE_WORD_SPEAK_244,Dialogue,Dialog
DEBATE_WORD_SPEAK_244,Debate,Debatte
ARGUMENT_WORD_SPEAK_244,Argument,Streit
WAVY_WORD_HAIR_245,Wavy,Wellig
CURLY_WORD_HAIR_245,Curly,Lockig
COILY_WORD_HAIR_245,Coily,Kraus
SPRAIN_WORD_INJURIES_249,Sprain,Verstauchung
FRACTURE_WORD_INJURIES_249,Fracture,Fraktur
BRUISE_WORD_INJURIES_249,Bruise,Prellung
WOUND_WORD_INJURIES_249,Wound,Wunde
HEADACHE_WORD_FLU_251,Headache,Kopfschmerzen
PILLS_WORD_FLU_251,Pills,Pillen
COUGH_WORD_FLU_251,Cough,Husten
GYPSUM_WORD_MINERALS_253,Gypsum,Gips
CALCITE_WORD_MINERALS_253,Calcite,Kalzit
AZURITE_WORD_MINERALS_253,Azurite,Azurit
MICA_WORD_MINERALS_253,Mica,Glimmer
MARBLE_WORD_MINERALS_253,Marble,Marmor
QUARTZ_WORD_MINERALS_253,Quartz,Quarz
LIME_WORD_MINERALS_253,Lime,Kalk
BERYL_WORD_MINERALS_253,Beryl,Beryll
DECAY_WORD_RADIATE_257,Decay,Zerfall
FALLOUT_WORD_RADIATE_257,Fallout,Fallout
CURIE_WORD_RADIATE_257,Curie,Curie
X_RAYS_WORD_RADIATE_257,X-rays,Röntgenstrahlen
GLUCAGON_WORD_HORMONES_259,Glucagon,Glukagon
CORTISOL_WORD_HORMONES_259,Cortisol,Cortisol
INSULIN_WORD_HORMONES_259,Insulin,Insulin
GASTRIN_WORD_HORMONES_259,Gastrin,Gastrin
IRIS_WORD_EYE_260,Iris,Iris
PUPIL_WORD_EYE_260,Pupil,Pupille
RETINA_WORD_EYE_260,Retina,Netzhaut
DIG_WORD_SHOVEL_261,Dig,Graben
EXCAVATE_WORD_SHOVEL_261,Excavate,Ausgraben
UNEARTH_WORD_SHOVEL_261,Unearth,Freilegen
ALNICO_WORD_ALLOY_264,Alnico,Alnico
AMALGAM_WORD_ALLOY_264,Amalgam,Amalgam
BRASS_WORD_ALLOY_264,Brass,Messing
BRONZE_WORD_ALLOY_264,Bronze,Bronze
NICHROME_WORD_ALLOY_264,Nichrome,Nichrom
TUNGSTEN_WORD_ALLOY_264,Pewter,Zinn
NITINOL_WORD_ALLOY_264,Nitinol,Nitinol
STELLITE_WORD_ALLOY_264,Stellite,Stellit
DIWALI_WORD_FESTIVAL_270,Diwali,Diwali
HOLI_WORD_FESTIVAL_270,Holi,Holi
SONGKRAN_WORD_FESTIVAL_270,Songkran,Songkran
THULIUM_WORD_METAL_272,Thulium,Thulium
HOLMIUM_WORD_METAL_272,Holmium,Holmium
IRIDIUM_WORD_METAL_272,Iridium,Iridium
RHODIUM_WORD_METAL_272,Rhodium,Rhodium
YTTRIUM_WORD_METAL_272,Yttrium,Yttrium
LUTETIUM_WORD_METAL_272,Lutetium,Lutetium
EUROPIUM_WORD_METAL_272,Europium,Europium
ERBIUM_WORD_METAL_272,Erbium,Erbium
INSIGNIA_WORD_ARTIFACT_276,Insignia,Insignie
RELIC_WORD_ARTIFACT_276,Relic,Relikt
SIGIL_WORD_ARTIFACT_276,Sigil,Siegel
TOTEM_WORD_ARTIFACT_276,Totem,Totem
AMULET_WORD_ARTIFACT_276,Amulet,Amulett
VASE_WORD_ARTIFACT_276,Vase,Vase
GUARD_WORD_DEFENSE_277,Guard,Wache
CCTV_WORD_DEFENSE_277,CCTV,Überwachung
SECURITY_WORD_DEFENSE_277,Security,Sicherheit
PATROL_WORD_DEFENSE_277,Patrol,Patrouille
ATOM_WORD_PARTICLE_281,Atom,Atom
ELECTRON_WORD_PARTICLE_281,Electron,Elektron
NEUTRON_WORD_PARTICLE_281,Neutron,Neutron
HARLEM_WORD_NEW_YORK_287,Harlem,Harlem
SOHO_WORD_NEW_YORK_287,Soho,Soho
TRIBECA_WORD_NEW_YORK_287,Tribeca,Tribeca
ASTORIA_WORD_NEW_YORK_287,Astoria,Astoria
BRONX_WORD_NEW_YORK_287,Bronx,Bronx
QUEENS_WORD_NEW_YORK_287,Queens,Queens
BARNACLE_WORD_NO_BONES_289,Barnacle,Seepocke
SPIDER_WORD_NO_BONES_289,Spider,Spinne
SQUID_WORD_NO_BONES_289,Squid,Tintenfisch
STARFISH_WORD_NO_BONES_289,Starfish,Seestern
WORM_WORD_NO_BONES_289,Worm,Wurm
FABLE_WORD_LEGENDS_291,Fable,Fabel
SAGA_WORD_LEGENDS_291,Saga,Saga
TALE_WORD_LEGENDS_291,Tale,Märchen
EPIC_WORD_LEGENDS_291,Epic,Epos
MYTH_WORD_LEGENDS_291,Myth,Mythos
HI_WORD_HELLO_295,Hi,Hallo
HOWDY_WORD_HELLO_295,Howdy,Servus
HEY_WORD_HELLO_295,Hey,Hey
DEGREE_WORD_PHD_296,Degree,Abschluss
THESIS_WORD_PHD_296,Thesis,Doktorarbeit
RESEARCH_WORD_PHD_296,Research,Forschung
CONSENT_WORD_OK_SIGN_301,Consent,Zustimmung
OKAY_WORD_OK_SIGN_301,Okay,Okay
YES_WORD_OK_SIGN_301,Yes,Ja
SCALES_WORD_JUSTICE_310,Scales,Waage
GAVEL_WORD_JUSTICE_310,Gavel,Richterhammer
LAW_WORD_JUSTICE_310,Law,Gesetz
COURT_WORD_JUSTICE_310,Court,Gericht
INMATE_WORD_PRISONER_312,Inmate,Häftling
FELON_WORD_PRISONER_312,Felon,Straftäter
DETAINEE_WORD_PRISONER_312,Detainee,Gefangener
METEOR_WORD_SPACE_314,Meteor,Meteor
ECLIPSE_WORD_SPACE_314,Eclipse,Finsternis
AURORA_WORD_SPACE_314,Aurora,Polarlicht
PULSAR_WORD_SPACE_314,Pulsar,Pulsar
QUASAR_WORD_SPACE_314,Quasar,Quasar
NEBULA_WORD_SPACE_314,Nebula,Nebel
NOVA_WORD_SPACE_314,Nova,Nova
ASTEROID_WORD_SPACE_314,Asteroid,Asteroid
GAMBLER_WORD_WESTERN_317,Gambler,Spieler
SHERIFF_WORD_WESTERN_317,Sheriff,Sheriff
COWBOY_WORD_WESTERN_317,Cowboy,Cowboy
LASSO_WORD_WESTERN_317,Lasso,Lasso
SALOON_WORD_WESTERN_317,Saloon,Saloon
RODEO_WORD_WESTERN_317,Rodeo,Rodeo
SECURE_WORD_LOCK_321,Secure,Sicher
STURDY_WORD_LOCK_321,Sturdy,Stabil
TRUSTY_WORD_LOCK_321,Trusty,Zuverlässig
THIGH_WORD_LEGS_322,Thigh,Oberschenkel
KNEE_WORD_LEGS_322,Knee,Knie
ANKLE_WORD_LEGS_322,Ankle,Knöchel
RA_WORD_PYRAMIDS_330,Ra,Ra
OSIRIS_WORD_PYRAMIDS_330,Osiris,Osiris
ANUBIS_WORD_PYRAMIDS_330,Anubis,Anubis
RAMSES_WORD_PYRAMIDS_330,Ramses,Ramses
PICKAXE_WORD_SHAFT_331,Pickaxe,Spitzhacke
MINE_WORD_SHAFT_331,Mine,Bergwerk
CART_WORD_SHAFT_331,Cart,Lore
PADDOCK_WORD_FARMING_333,Paddock,Koppel
COMPOST_WORD_FARMING_333,Compost,Kompost
FALLOW_WORD_FARMING_333,Fallow,Brache
CROP_WORD_FARMING_333,Crop,Ernte
HAY_WORD_FARMING_333,Hay,Heu
HARVEST_WORD_FARMING_333,Harvest,Ernte
TOPSOIL_WORD_FARMING_333,Topsoil,Mutterboden
GRAIN_WORD_FARMING_333,Grain,Getreide
SLEDDING_WORD_SLIDING_339,Sledding,Rodeln
SKELETON_WORD_SLIDING_339,Skeleton,Skeleton
SKIING_WORD_SLIDING_339,Skiing,Skifahren
SKATING_WORD_SLIDING_339,Skating,Eislaufen
LUGE_WORD_SLIDING_339,Luge,Rennrodeln
OIL_WORD_PAINTING_340,Oil,Öl
ACRYLIC_WORD_PAINTING_340,Acrylic,Acryl
GOUACHE_WORD_PAINTING_340,Gouache,Gouache
TEMPERA_WORD_PAINTING_340,Tempera,Tempera
FRESCO_WORD_PAINTING_340,Fresco,Fresko
RISOTTO_WORD_RICE_342,Risotto,Risotto
CONGEE_WORD_RICE_342,Congee,Congee
PAELLA_WORD_RICE_342,Paella,Paella
SUSHI_WORD_RICE_342,Sushi,Sushi
ROMANCE_WORD_HEART_344,Romance,Romantik
COUPLE_WORD_HEART_344,Couple,Paar
PASSION_WORD_HEART_344,Passion,Leidenschaft
VANS_WORD_HIPPIE_349,Vans,Busse
COMMUNE_WORD_HIPPIE_349,Commune,Kommune
FREEDOM_WORD_HIPPIE_349,Freedom,Freiheit
DRONE_WORD_ROBOT_354,Drone,Drohne
ROBOVAC_WORD_ROBOT_354,Robovac,Saugroboter
NANOBOT_WORD_ROBOT_354,Nanobot,Nanobot
CYBORG_WORD_ROBOT_354,Cyborg,Cyborg
ANDROID_WORD_ROBOT_354,Android,Androide
MACHINE_WORD_ROBOT_354,Machine,Maschine
SIGMA_WORD_GREECE_359,Sigma,Sigma
DELTA_WORD_GREECE_359,Delta,Delta
KAPPA_WORD_GREECE_359,Kappa,Kappa
MOTION_WORD_DYNAMICS_360,Motion,Bewegung
INERTIA_WORD_DYNAMICS_360,Inertia,Trägheit
VELOCITY_WORD_DYNAMICS_360,Velocity,Geschwindigkeit
ONTARIO_WORD_LAKES_365,Ontario,Ontario
SUPERIOR_WORD_LAKES_365,Superior,Oberer See
TITICACA_WORD_LAKES_365,Titicaca,Titicaca
BAIKAL_WORD_LAKES_365,Baikal,Baikal
MICHIGAN_WORD_LAKES_365,Michigan,Michigan
HURON_WORD_LAKES_365,Huron,Huron
ATOM_WORD_NUCLEAR_366,Atom,Atom
NEUTRON_WORD_NUCLEAR_366,Neutron,Neutron
PROTON_WORD_NUCLEAR_366,Proton,Proton
ELECTRON_WORD_NUCLEAR_366,Electron,Elektron
MILAN_WORD_ITALY_376,Milan,Mailand
ROME_WORD_ITALY_376,Rome,Rom
VENICE_WORD_ITALY_376,Venice,Venedig
FLORENCE_WORD_ITALY_376,Florence,Florenz
THIS_WORD_POINTING_379,This,Dies
THAT_WORD_POINTING_379,That,Das
THOSE_WORD_POINTING_379,Those,Jene
NORMAL_WORD_SKIN_380,Normal,Normal
DRY_WORD_SKIN_380,Dry,Trocken
OILY_WORD_SKIN_380,Oily,Fettig
LIBRARY_WORD_BUILD_384,Library,Bibliothek
MUSEUM_WORD_BUILD_384,Museum,Museum
HOSPITAL_WORD_BUILD_384,Hospital,Krankenhaus
SCHOOL_BUILDING_WORD_BUILD_384,School building,Schulgebäude
HOTEL_WORD_BUILD_384,Hotel,Hotel
FACTORY_WORD_BUILD_384,Factory,Fabrik
STADIUM_WORD_BUILD_384,Stadium,Stadion
MALL_WORD_BUILD_384,Mall,Einkaufszentrum
MONARCHY_WORD_POLICIES_394,Monarchy,Monarchie
TYRANNY_WORD_POLICIES_394,Tyranny,Tyrannei
ANARCHY_WORD_POLICIES_394,Anarchy,Anarchie
POWER_WORD_STRENGTH_401,Power,Macht
FORCE_WORD_STRENGTH_401,Force,Kraft
MIGHT_WORD_STRENGTH_401,Might,Stärke
TEXT_WORD_MESSAGE_407,Text,Text
EMAIL_WORD_MESSAGE_407,Email,E-Mail
LETTER_WORD_MESSAGE_407,Letter,Brief
FAX_WORD_MESSAGE_407,Fax,Fax
DUALISM_WORD_VIEWS_410,Dualism,Dualismus
STOICISM_WORD_VIEWS_410,Stoicism,Stoizismus
NIHILISM_WORD_VIEWS_410,Nihilism,Nihilismus
LUNGS_WORD_ORGANS_412,Lungs,Lunge
KIDNEY_WORD_ORGANS_412,Kidney,Niere
STOMACH_WORD_ORGANS_412,Stomach,Magen
LIVER_WORD_ORGANS_412,Liver,Leber
BLADDER_WORD_ORGANS_412,Bladder,Blase
SPLEEN_WORD_ORGANS_412,Spleen,Milz
HEART_WORD_ORGANS_412,Heart,Herz
PANCREAS_WORD_ORGANS_412,Pancreas,Bauchspeicheldrüse
FOOL_WORD_TAROT_417,Fool,Narr
MOON_WORD_TAROT_417,Moon,Mond
MAGICIAN_WORD_TAROT_417,Magician,Magier
EMPRESS_WORD_TAROT_417,Empress,Kaiserin
SOPRANO_WORD_VOICES_439,Soprano,Sopran
TENOR_WORD_VOICES_439,Tenor,Tenor
BARITONE_WORD_VOICES_439,Baritone,Bariton
BASS_WORD_VOICES_439,Bass,Bass
ALTO_WORD_VOICES_439,Alto,Alt
SONNET_WORD_POETRY_440,Sonnet,Sonett
HAIKU_WORD_POETRY_440,Haiku,Haiku
ODE_WORD_POETRY_440,Ode,Ode
BALLAD_WORD_POETRY_440,Ballad,Ballade
ACROSTIC_WORD_POETRY_440,Acrostic,Akrostichon
SUPPER_WORD_MEALS_444,Supper,Abendessen
LUNCH_WORD_MEALS_444,Lunch,Mittagessen
DINNER_WORD_MEALS_444,Dinner,Abendmahl
CAULDRON_WORD_ALCHEMY_445,Cauldron,Kessel
ELIXIR_WORD_ALCHEMY_445,Elixir,Elixier
POTION_WORD_ALCHEMY_445,Potion,Trank
RITUAL_WORD_PAGANISM_469,Ritual,Ritual
TOTEM_WORD_PAGANISM_469,Totem,Totem
IDOL_WORD_PAGANISM_469,Idol,Idol
ALTAR_WORD_PAGANISM_469,Altar,Altar
CURRENT_WORD_PRESENT_470,Current,Aktuell
NOW_WORD_PRESENT_470,Now,Jetzt
TODAY_WORD_PRESENT_470,Today,Heute
CODE_WORD_SECRET_471,Code,Code
AGENT_WORD_SECRET_471,Agent,Agent
WORD_WORD_SECRET_471,Identity,Identität
DONKEY_WORD_EQUIDAE_475,Donkey,Esel
MULE_WORD_EQUIDAE_475,Mule,Maultier
MUSTANG_WORD_EQUIDAE_475,Mustang,Mustang
HORSE_WORD_EQUIDAE_475,Horse,Pferd
ZEBRA_WORD_EQUIDAE_475,Zebra,Zebra
PONY_WORD_EQUIDAE_475,Pony,Pony
COWHIDE_WORD_LEATHER_480,Cowhide,Rindsleder
NUBUCK_WORD_LEATHER_480,Nubuck,Nubuk
SUEDE_WORD_LEATHER_480,Suede,Wildleder
TOWER_WORD_CASTLE_485,Tower,Turm
MOAT_WORD_CASTLE_485,Moat,Burggraben
DUNGEON_WORD_CASTLE_485,Dungeon,Kerker
BASTION_WORD_CASTLE_485,Bastion,Bastion
RAMPART_WORD_CASTLE_485,Rampart,Wall
TURRET_WORD_CASTLE_485,Turret,Türmchen
PARAPET_WORD_CASTLE_485,Parapet,Brüstung
CITADEL_WORD_CASTLE_485,Citadel,Zitadelle
LCD_WORD_DISPLAY_486,LCD,LCD
LED_WORD_DISPLAY_486,LED,LED
OLED_WORD_DISPLAY_486,OLED,OLED
CRT_WORD_DISPLAY_486,CRT,CRT
PLASMA_WORD_DISPLAY_486,Plasma,Plasma
AMOLED_WORD_DISPLAY_486,AMOLED,AMOLED
MAYANS_WORD_CULTURES_487,Mayans,Maya
AZTECS_WORD_CULTURES_487,Aztecs,Azteken
ROMANS_WORD_CULTURES_487,Romans,Römer
GREEKS_WORD_CULTURES_487,Greeks,Griechen
CELTS_WORD_CULTURES_487,Celts,Kelten
VIKINGS_WORD_CULTURES_487,Vikings,Wikinger
SAMURAI_WORD_WARRIORS_491,Samurai,Samurai
SHINOBI_WORD_WARRIORS_491,Shinobi,Shinobi
RONIN_WORD_WARRIORS_491,Ronin,Ronin
ASSASSIN_WORD_WARRIORS_491,Assassin,Assassine
NINJA_WORD_WARRIORS_491,Ninja,Ninja
DECEIVE_WORD_LIE_492,Deceive,Täuschen
DELUDE_WORD_LIE_492,Delude,Irreführen
FALSIFY_WORD_LIE_492,Falsify,Fälschen
MISLEAD_WORD_LIE_492,Mislead,Verleiten
OBOE_WORD_VIOLIN_508,Oboe,Oboe
CLARINET_WORD_VIOLIN_508,Clarinet,Klarinette
FLUTE_WORD_VIOLIN_508,Flute,Flöte
CELLO_WORD_VIOLIN_508,Cello,Cello
MATE_WORD_ANAGRAM_511,Mate,Kamerad
TEAM_WORD_ANAGRAM_511,Team,Team
MEAT_WORD_ANAGRAM_511,Meat,Fleisch
BONGO_WORD_DRUM_518,Bongo,Bongo
DJEMBE_WORD_DRUM_518,Djembe,Djembé
TABLA_WORD_DRUM_518,Tabla,Tabla
ASHIKO_WORD_DRUM_518,Ashiko,Ashiko
TRIUMPH_WORD_WREATH_544,Triumph,Triumph
VICTORY_WORD_WREATH_544,Victory,Sieg
SUCCESS_WORD_WREATH_544,Success,Erfolg
YOGA_WORD_ZEN_549,Yoga,Yoga
RINZAI_WORD_ZEN_549,Rinzai,Rinzai
DHARMA_WORD_ZEN_549,Dharma,Dharma
ROUTER_WORD_NETWORK_588,Router,Router
SERVER_WORD_NETWORK_588,Server,Server
GATEWAY_WORD_NETWORK_588,Gateway,Gateway
ETHERNET_WORD_NETWORK_588,Ethernet,Ethernet
PACKET_WORD_NETWORK_588,Packet,Paket
DUTY_WORD_CUSTOMS_592,Duty,Zoll
IMPORT_WORD_CUSTOMS_592,Import,Import
BORDER_WORD_CUSTOMS_592,Border,Grenze
EXPORT_WORD_CUSTOMS_592,Export,Export
PAYMENT_WORD_MORTGAGE_595,Payment,Zahlung
INTEREST_WORD_MORTGAGE_595,Interest,Zinsen
RATE_WORD_MORTGAGE_595,Rate,Zinssatz
MIX_WORD_CONCRETE_601,Mix,Mischen
TROWEL_WORD_CONCRETE_601,Trowel,Kelle
SCREED_WORD_CONCRETE_601,Screed,Estrich
SATIRE_WORD_MEMES_620,Satire,Satire
PARODY_WORD_MEMES_620,Parody,Parodie
TROLLING_WORD_MEMES_620,Trolling,Trolling
METHANE_WORD_ALKANES_641,Methane,Methan
ETHANE_WORD_ALKANES_641,Ethane,Ethan
PROPANE_WORD_ALKANES_641,Propane,Propan
BUTANE_WORD_ALKANES_641,Butane,Butan
ASSESS_WORD_EVALUATE_651,Assess,Bewerten
ESTIMATE_WORD_EVALUATE_651,Estimate,Schätzen
ANALYZE_WORD_EVALUATE_651,Analyze,Analysieren
HUNT_WORD_QUEST_680,Hunt,Jagd
INQUIRY_WORD_QUEST_680,Inquiry,Ermittlung
PURSUIT_WORD_QUEST_680,Pursuit,Verfolgung
GOATEE_WORD_BEARDS_681,Goatee,Ziegenbart
BALBO_WORD_BEARDS_681,Balbo,Balbo
DUCKTAIL_WORD_BEARDS_681,Ducktail,Entenschwanz
SYNERGY_WORD_YINYANG_721,Synergy,Synergie
DUALITY_WORD_YINYANG_721,Duality,Dualität
HARMONY_WORD_YINYANG_721,Harmony,Harmonie
GOURMET_WORD_FOODIE_726,Gourmet,Gourmet
EPICURE_WORD_FOODIE_726,Epicure,Feinschmecker
TASTE_WORD_FOODIE_726,Taste,Geschmack
SYBARITE_WORD_FOODIE_726,Sybarite,Genießer
HEDONISM_WORD_FOODIE_726,Hedonism,Hedonismus
DISHES_WORD_FOODIE_726,Dishes,Gerichte
ROLE_WORD_OPERA_760,Role,Rolle
DIVA_WORD_OPERA_760,Diva,Diva
ACT_WORD_OPERA_760,Act,Akt
BAY_WORD_HARBOR_764,Bay,Bucht
PIER_WORD_HARBOR_764,Pier,Pier
WHARF_WORD_HARBOR_764,Wharf,Kai
COAST_WORD_HARBOR_764,Coast,Küste
MARINA_WORD_HARBOR_764,Marina,Jachthafen
VESSEL_WORD_HARBOR_764,Vessel,Schiff
BRICK_WORD_STREET_768,Lamp,Laterne
DRIVER_WORD_STREET_768,Driver,Fahrer
CORNER_WORD_STREET_768,Corner,Ecke
BIKE_WORD_STREET_768,Bike,Fahrrad
LION_WORD_CHIMERA_795,Lion,Löwe
GOAT_WORD_CHIMERA_795,Goat,Ziege
SERPENT_WORD_CHIMERA_795,Serpent,Schlange
REINS_WORD_CARRIAGE_800,Reins,Zügel
HARNESS_WORD_CARRIAGE_800,Harness,Geschirr
COACHMAN_WORD_CARRIAGE_800,Coachman,Kutscher
CANTER_WORD_GAITS_810,Canter,Kanter
GALLOP_WORD_GAITS_810,Gallop,Galopp
TROT_WORD_GAITS_810,Trot,Trab
CORE_WORD_EARTH_831,Core,Kern
MANTLE_WORD_EARTH_831,Mantle,Mantel
CRUST_WORD_EARTH_831,Crust,Kruste
PAGANINI_WORD_VIOLINS_845,Paganini,Paganini
LUTHIER_WORD_VIOLINS_845,Luthier,Geigenbauer
FRET_WORD_VIOLINS_845,Bow,Bogen
NOUN_WORD_GRAMMAR_861,Noun,Substantiv
VERB_WORD_GRAMMAR_861,Verb,Verb
ADVERB_WORD_GRAMMAR_861,Adverb,Adverb
CREST_WORD_COASTAL_882,Crest,Wellenkamm
BREEZE_WORD_COASTAL_882,Breeze,Brise
SURFING_WORD_COASTAL_882,Surfing,Surfen
SHINGLE_WORD_COASTAL_882,Shingle,Kieselstrand
SAND_WORD_COASTAL_882,Sand,Sand
GROYNE_WORD_COASTAL_882,Groyne,Buhne
TIDE_WORD_COASTAL_882,Tide,Gezeiten
JETTY_WORD_COASTAL_882,Jetty,Steg
TIRE_WORD_WHEEL_890,Tire,Reifen
HUBCAP_WORD_WHEEL_890,Hubcap,Radkappe
STEER_WORD_WHEEL_890,Steer,Lenken
AXLE_WORD_WHEEL_890,Axle,Achse
FORTUNE_WORD_WHEEL_890,Rim,Felge
STEEL_WORD_INDUSTRY_921,Steel,Stahl
GOODS_WORD_INDUSTRY_921,Goods,Waren
PRODUCE_WORD_INDUSTRY_921,Produce,Produkte
MEGA_WORD_PREFIX_922,Mega,Mega
NANO_WORD_PREFIX_922,Nano,Nano
DECA_WORD_PREFIX_922,Deca,Deka
SIAMESE_WORD_BREEDS_940,Siamese,Siamkatze
SPHYNX_WORD_BREEDS_940,Sphynx,Sphynx
BIRMAN_WORD_BREEDS_940,Birman,Birma
BENGAL_WORD_BREEDS_940,Bengal,Bengal
ANGORA_WORD_BREEDS_940,Angora,Angora
BIG_BEN_WORD_LANDMARK_948,Big Ben,Big Ben
SPHINX_WORD_LANDMARK_948,Sphinx,Sphinx
COLOSSEUM_WORD_LANDMARK_948,Colosseum,Kolosseum
PYRAMIDS_WORD_LANDMARK_948,Pyramids,Pyramiden
NILE_WORD_RIVERS_959,Nile,Nil
AMAZON_WORD_RIVERS_959,Amazon,Amazonas
HUDSON_WORD_RIVERS_959,Hudson,Hudson
SURF_WORD_COAST_969,Surf,Brandung
BEACH_WORD_COAST_969,Beach,Strand
CLIFF_WORD_COAST_969,Cliff,Klippe
CLEANSER_WORD_SKINCARE_984,Cleanser,Reiniger
TONER_WORD_SKINCARE_984,Toner,Toner
SERUM_WORD_SKINCARE_984,Serum,Serum
TEXTURE_WORD_SKINCARE_984,Texture,Textur
PORES_WORD_SKINCARE_984,Pores,Poren
RETINOL_WORD_SKINCARE_984,Retinol,Retinol
PEPTIDES_WORD_SKINCARE_984,Peptides,Peptide
BLEMISH_WORD_SKINCARE_984,Blemish,Makel
ROMANOV_WORD_DYNASTY_991,Romanov,Romanow
TUDOR_WORD_DYNASTY_991,Tudor,Tudor
KENNEDY_WORD_DYNASTY_991,Ottoman,Osmanen
BOURBON_WORD_DYNASTY_991,Bourbon,Bourbon
CLERIC_WORD_PRIEST_1019,Cleric,Kleriker
BIBLE_WORD_PRIEST_1019,Bible,Bibel
SAINT_WORD_PRIEST_1019,Saint,Heiliger
PREACHER_WORD_PRIEST_1019,Preacher,Prediger
JOURNEY_WORD_MAPS_1022,Journey,Reise
LANDMARK_WORD_MAPS_1022,Landmark,Wahrzeichen
BORDER_WORD_MAPS_1022,Border,Grenze
ATLAS_WORD_MAPS_1022,Atlas,Atlas
GLOBE_WORD_MAPS_1022,Globe,Globus
SCALE_WORD_MAPS_1022,Scale,Maßstab
TERRAIN_WORD_MAPS_1022,Terrain,Gelände
CONTOUR_WORD_MAPS_1022,Contour,Höhenlinie
MELODY_WORD_SINGING_1054,Melody,Melodie
SONG_WORD_SINGING_1054,Song,Lied
PITCH_WORD_SINGING_1054,Pitch,Tonhöhe
SOLOIST_WORD_SINGING_1054,Soloist,Solist
ARIA_WORD_SINGING_1054,Aria,Arie
CHOIR_WORD_SINGING_1054,Choir,Chor
HUMMING_WORD_SINGING_1054,Humming,Summen
TIMBRE_WORD_SINGING_1054,Timbre,Klangfarbe
GENE_WORD_GENETICS_1060,Gene,Gen
DNA_WORD_GENETICS_1060,DNA,DNS
GENOME_WORD_GENETICS_1060,Genome,Genom
TV_WORD_SCREEN_1030,TV,TV
ATM_WORD_SCREEN_1030,ATM,Geldautomat
E_READER_WORD_SCREEN_1030,E-reader,E-Reader
BUZZER_WORD_ALARM_1031,Buzzer,Summer
BEEP_WORD_ALARM_1031,Beep,Piepton
RUSH_WORD_ALARM_1031,Rush,Eile
MAPLE_WORD_LEAVES_1055,Maple,Ahorn
OAK_WORD_LEAVES_1055,Oak,Eiche
PALM_WORD_LEAVES_1055,Palm,Palme
