id,basic_card_name_en,pt-BR
HAMMOCK_WORD_CAMPING_221,Hammock,Rede
ORGAN_WORD_PLAY_223,Organ,Órgão
VIOLIN_WORD_PLAY_223,Violin,Violino
UKULELE_WORD_PLAY_223,Ukulele,Ukulele
DRUM_WORD_PLAY_223,Drum,Tambor
PIANO_WORD_PLAY_223,Piano,Piano
FLUTE_WORD_PLAY_223,Flute,Flauta
GUITAR_WORD_PLAY_223,Guitar,Violão
CELLO_WORD_PLAY_223,Cello,Violoncelo
BANK_WORD_FINANCE_227,Bank,Banco
INCOME_WORD_FINANCE_227,Income,Renda
EXPENSE_WORD_FINANCE_227,Expense,Despesa
MONEY_WORD_FINANCE_227,Money,Dinheiro
KINGDOM_WORD_MEDIEVAL_228,Kingdom,Reino
LORD_WORD_MEDIEVAL_228,Lord,Senhor
KNIGHT_WORD_MEDIEVAL_228,Knight,Cavaleiro
CASTLE_WORD_MEDIEVAL_228,Castle,Castelo
GLASSES_WORD_OPTICS_229,Glasses,Óculos
LENS_WORD_OPTICS_229,Lens,Lente
MONOCLE_WORD_OPTICS_229,Monocle,Monóculo
SPYGLASS_WORD_OPTICS_229,Spyglass,Luneta
SIGNPOST_WORD_NAVIGATE_230,Signpost,Placa
SEXTANT_WORD_NAVIGATE_230,Sextant,Sextante
COMPASS_WORD_NAVIGATE_230,Compass,Bússola
PLAYPEN_WORD_TODDLER_231,Playpen,Cercadinho
NAP_TIME_WORD_TODDLER_231,Nap time,Soneca
PACIFIER_WORD_TODDLER_231,Pacifier,Chupeta
CAPRINE_WORD_FAMILIES_234,Caprine,Caprino
OVINE_WORD_FAMILIES_234,Ovine,Ovino
FELINE_WORD_FAMILIES_234,Feline,Felino
EQUINE_WORD_FAMILIES_234,Equine,Equino
CANINE_WORD_FAMILIES_234,Canine,Canino
MURINE_WORD_FAMILIES_234,Murine,Murino
PORCINE_WORD_FAMILIES_234,Porcine,Porcino
BOVINE_WORD_FAMILIES_234,Bovine,Bovino
ALTAIR_WORD_STARS_236,Altair,Altair
POLARIS_WORD_STARS_236,Polaris,Polaris
SIRIUS_WORD_STARS_236,Sirius,Sírius
VEGA_WORD_STARS_236,Vega,Vega
RIGEL_WORD_STARS_236,Rigel,Rigel
ALKAID_WORD_STARS_236,Alkaid,Alkaid
NEURAL_WORD_AI_238,Neural,Neural
DATASET_WORD_AI_238,Dataset,Dataset
CHATBOT_WORD_AI_238,Chatbot,Chatbot
AGENT_WORD_AI_238,Agent,Agente
MATRIX_WORD_AI_238,Matrix,Matriz
CORTEX_WORD_AI_238,Cortex,Córtex
REGION_WORD_DIVISION_242,Region,Região
COUNTRY_WORD_DIVISION_242,Country,País
STATE_WORD_DIVISION_242,State,Estado
CITY_WORD_DIVISION_242,City,Cidade
DIALOGUE_WORD_SPEAK_244,Dialogue,Diálogo
DEBATE_WORD_SPEAK_244,Debate,Debate
ARGUMENT_WORD_SPEAK_244,Argument,Argumento
WAVY_WORD_HAIR_245,Wavy,Ondulado
CURLY_WORD_HAIR_245,Curly,Cacheado
COILY_WORD_HAIR_245,Coily,Crespo
SPRAIN_WORD_INJURIES_249,Sprain,Entorse
FRACTURE_WORD_INJURIES_249,Fracture,Fratura
BRUISE_WORD_INJURIES_249,Bruise,Hematoma
WOUND_WORD_INJURIES_249,Wound,Ferida
HEADACHE_WORD_FLU_251,Headache,Dor de cabeça
PILLS_WORD_FLU_251,Pills,Pílulas
COUGH_WORD_FLU_251,Cough,Tosse
GYPSUM_WORD_MINERALS_253,Gypsum,Gesso
CALCITE_WORD_MINERALS_253,Calcite,Calcita
AZURITE_WORD_MINERALS_253,Azurite,Azurita
MICA_WORD_MINERALS_253,Mica,Mica
MARBLE_WORD_MINERALS_253,Marble,Mármore
QUARTZ_WORD_MINERALS_253,Quartz,Quartzo
LIME_WORD_MINERALS_253,Lime,Cal
BERYL_WORD_MINERALS_253,Beryl,Berilo
DECAY_WORD_RADIATE_257,Decay,Decaimento
FALLOUT_WORD_RADIATE_257,Fallout,Precipitação
CURIE_WORD_RADIATE_257,Curie,Curie
X_RAYS_WORD_RADIATE_257,X-rays,Raios X
GLUCAGON_WORD_HORMONES_259,Glucagon,Glucagon
CORTISOL_WORD_HORMONES_259,Cortisol,Cortisol
INSULIN_WORD_HORMONES_259,Insulin,Insulina
GASTRIN_WORD_HORMONES_259,Gastrin,Gastrina
IRIS_WORD_EYE_260,Iris,Íris
PUPIL_WORD_EYE_260,Pupil,Pupila
RETINA_WORD_EYE_260,Retina,Retina
DIG_WORD_SHOVEL_261,Dig,Cavar
EXCAVATE_WORD_SHOVEL_261,Excavate,Escavar
UNEARTH_WORD_SHOVEL_261,Unearth,Desenterrar
ALNICO_WORD_ALLOY_264,Alnico,Alnico
AMALGAM_WORD_ALLOY_264,Amalgam,Amálgama
BRASS_WORD_ALLOY_264,Brass,Latão
BRONZE_WORD_ALLOY_264,Bronze,Bronze
NICHROME_WORD_ALLOY_264,Nichrome,Nicromo
TUNGSTEN_WORD_ALLOY_264,Pewter,Peltre
NITINOL_WORD_ALLOY_264,Nitinol,Nitinol
STELLITE_WORD_ALLOY_264,Stellite,Estelita
DIWALI_WORD_FESTIVAL_270,Diwali,Diwali
HOLI_WORD_FESTIVAL_270,Holi,Holi
SONGKRAN_WORD_FESTIVAL_270,Songkran,Songkran
THULIUM_WORD_METAL_272,Thulium,Túlio
HOLMIUM_WORD_METAL_272,Holmium,Hólmio
IRIDIUM_WORD_METAL_272,Iridium,Irídio
RHODIUM_WORD_METAL_272,Rhodium,Ródio
YTTRIUM_WORD_METAL_272,Yttrium,Ítrio
LUTETIUM_WORD_METAL_272,Lutetium,Lutécio
EUROPIUM_WORD_METAL_272,Europium,Európio
ERBIUM_WORD_METAL_272,Erbium,Érbio
INSIGNIA_WORD_ARTIFACT_276,Insignia,Insígnia
RELIC_WORD_ARTIFACT_276,Relic,Relíquia
SIGIL_WORD_ARTIFACT_276,Sigil,Sigilo
TOTEM_WORD_ARTIFACT_276,Totem,Totem
AMULET_WORD_ARTIFACT_276,Amulet,Amuleto
VASE_WORD_ARTIFACT_276,Vase,Vaso
GUARD_WORD_DEFENSE_277,Guard,Guarda
CCTV_WORD_DEFENSE_277,CCTV,CCTV
SECURITY_WORD_DEFENSE_277,Security,Segurança
PATROL_WORD_DEFENSE_277,Patrol,Patrulha
ATOM_WORD_PARTICLE_281,Atom,Átomo
ELECTRON_WORD_PARTICLE_281,Electron,Elétron
NEUTRON_WORD_PARTICLE_281,Neutron,Nêutron
HARLEM_WORD_NEW_YORK_287,Harlem,Harlem
SOHO_WORD_NEW_YORK_287,Soho,Soho
TRIBECA_WORD_NEW_YORK_287,Tribeca,Tribeca
ASTORIA_WORD_NEW_YORK_287,Astoria,Astoria
BRONX_WORD_NEW_YORK_287,Bronx,Bronx
QUEENS_WORD_NEW_YORK_287,Queens,Queens
BARNACLE_WORD_NO_BONES_289,Barnacle,Craca
SPIDER_WORD_NO_BONES_289,Spider,Aranha
SQUID_WORD_NO_BONES_289,Squid,Lula
STARFISH_WORD_NO_BONES_289,Starfish,Estrela-do-mar
WORM_WORD_NO_BONES_289,Worm,Verme
FABLE_WORD_LEGENDS_291,Fable,Fábula
SAGA_WORD_LEGENDS_291,Saga,Saga
TALE_WORD_LEGENDS_291,Tale,Conto
EPIC_WORD_LEGENDS_291,Epic,Épico
MYTH_WORD_LEGENDS_291,Myth,Mito
HI_WORD_HELLO_295,Hi,Oi
HOWDY_WORD_HELLO_295,Howdy,E aí!
HEY_WORD_HELLO_295,Hey,Ei!
DEGREE_WORD_PHD_296,Degree,Título
THESIS_WORD_PHD_296,Thesis,Tese
RESEARCH_WORD_PHD_296,Research,Pesquisa
CONSENT_WORD_OK_SIGN_301,Consent,Consentir
OKAY_WORD_OK_SIGN_301,Okay,Tá bem
YES_WORD_OK_SIGN_301,Yes,Sim
SCALES_WORD_JUSTICE_310,Scales,Balança
GAVEL_WORD_JUSTICE_310,Gavel,Martelo
LAW_WORD_JUSTICE_310,Law,Lei
COURT_WORD_JUSTICE_310,Court,Tribunal
INMATE_WORD_PRISONER_312,Inmate,Preso
FELON_WORD_PRISONER_312,Felon,Criminoso
DETAINEE_WORD_PRISONER_312,Detainee,Detento
METEOR_WORD_SPACE_314,Meteor,Meteoro
ECLIPSE_WORD_SPACE_314,Eclipse,Eclipse
AURORA_WORD_SPACE_314,Aurora,Aurora
PULSAR_WORD_SPACE_314,Pulsar,Pulsar
QUASAR_WORD_SPACE_314,Quasar,Quasar
NEBULA_WORD_SPACE_314,Nebula,Nebulosa
NOVA_WORD_SPACE_314,Nova,Nova
ASTEROID_WORD_SPACE_314,Asteroid,Asteroide
GAMBLER_WORD_WESTERN_317,Gambler,Apostador
SHERIFF_WORD_WESTERN_317,Sheriff,Xerife
COWBOY_WORD_WESTERN_317,Cowboy,Caubói
LASSO_WORD_WESTERN_317,Lasso,Laço
SALOON_WORD_WESTERN_317,Saloon,Salão
RODEO_WORD_WESTERN_317,Rodeo,Rodeio
SECURE_WORD_LOCK_321,Secure,Seguro
STURDY_WORD_LOCK_321,Sturdy,Resistente
TRUSTY_WORD_LOCK_321,Trusty,Confiável
THIGH_WORD_LEGS_322,Thigh,Coxa
KNEE_WORD_LEGS_322,Knee,Joelho
ANKLE_WORD_LEGS_322,Ankle,Tornozelo
RA_WORD_PYRAMIDS_330,Ra,Rá
OSIRIS_WORD_PYRAMIDS_330,Osiris,Osíris
ANUBIS_WORD_PYRAMIDS_330,Anubis,Anúbis
RAMSES_WORD_PYRAMIDS_330,Ramses,Ramsés
PICKAXE_WORD_SHAFT_331,Pickaxe,Picareta
MINE_WORD_SHAFT_331,Mine,Mina
CART_WORD_SHAFT_331,Cart,Vagonete
PADDOCK_WORD_FARMING_333,Paddock,Piquete
COMPOST_WORD_FARMING_333,Compost,Composto
FALLOW_WORD_FARMING_333,Fallow,Pousio
CROP_WORD_FARMING_333,Crop,Colheita
HAY_WORD_FARMING_333,Hay,Feno
HARVEST_WORD_FARMING_333,Harvest,Safra
TOPSOIL_WORD_FARMING_333,Topsoil,Solo fértil
GRAIN_WORD_FARMING_333,Grain,Grão
SLEDDING_WORD_SLIDING_339,Sledding,Trenó
SKELETON_WORD_SLIDING_339,Skeleton,Skeleton
SKIING_WORD_SLIDING_339,Skiing,Esqui
SKATING_WORD_SLIDING_339,Skating,Patinação
LUGE_WORD_SLIDING_339,Luge,Luge
OIL_WORD_PAINTING_340,Oil,Óleo
ACRYLIC_WORD_PAINTING_340,Acrylic,Acrílica
GOUACHE_WORD_PAINTING_340,Gouache,Guache
TEMPERA_WORD_PAINTING_340,Tempera,Têmpera
FRESCO_WORD_PAINTING_340,Fresco,Afresco
RISOTTO_WORD_RICE_342,Risotto,Risoto
CONGEE_WORD_RICE_342,Congee,Congee
PAELLA_WORD_RICE_342,Paella,Paella
SUSHI_WORD_RICE_342,Sushi,Sushi
ROMANCE_WORD_HEART_344,Romance,Romance
COUPLE_WORD_HEART_344,Couple,Casal
PASSION_WORD_HEART_344,Passion,Paixão
VANS_WORD_HIPPIE_349,Vans,Kombis
COMMUNE_WORD_HIPPIE_349,Commune,Comuna
FREEDOM_WORD_HIPPIE_349,Freedom,Liberdade
DRONE_WORD_ROBOT_354,Drone,Drone
ROBOVAC_WORD_ROBOT_354,Robovac,Robovac
NANOBOT_WORD_ROBOT_354,Nanobot,Nanobô
CYBORG_WORD_ROBOT_354,Cyborg,Ciborgue
ANDROID_WORD_ROBOT_354,Android,Androide
MACHINE_WORD_ROBOT_354,Machine,Máquina
SIGMA_WORD_GREECE_359,Sigma,Sigma
DELTA_WORD_GREECE_359,Delta,Delta
KAPPA_WORD_GREECE_359,Kappa,Kappa
MOTION_WORD_DYNAMICS_360,Motion,Movimento
INERTIA_WORD_DYNAMICS_360,Inertia,Inércia
VELOCITY_WORD_DYNAMICS_360,Velocity,Velocidade
ONTARIO_WORD_LAKES_365,Ontario,Ontário
SUPERIOR_WORD_LAKES_365,Superior,Superior
TITICACA_WORD_LAKES_365,Titicaca,Titicaca
BAIKAL_WORD_LAKES_365,Baikal,Baikal
MICHIGAN_WORD_LAKES_365,Michigan,Michigan
HURON_WORD_LAKES_365,Huron,Huron
ATOM_WORD_NUCLEAR_366,Atom,Átomo
NEUTRON_WORD_NUCLEAR_366,Neutron,Nêutron
PROTON_WORD_NUCLEAR_366,Proton,Próton
ELECTRON_WORD_NUCLEAR_366,Electron,Elétron
MILAN_WORD_ITALY_376,Milan,Milão
ROME_WORD_ITALY_376,Rome,Roma
VENICE_WORD_ITALY_376,Venice,Veneza
FLORENCE_WORD_ITALY_376,Florence,Florença
THIS_WORD_POINTING_379,This,Isto
THAT_WORD_POINTING_379,That,Isso
THOSE_WORD_POINTING_379,Those,Aqueles
NORMAL_WORD_SKIN_380,Normal,Normal
DRY_WORD_SKIN_380,Dry,Seca
OILY_WORD_SKIN_380,Oily,Oleosa
LIBRARY_WORD_BUILD_384,Library,Biblioteca
MUSEUM_WORD_BUILD_384,Museum,Museu
HOSPITAL_WORD_BUILD_384,Hospital,Hospital
SCHOOL_BUILDING_WORD_BUILD_384,School building,Escola
HOTEL_WORD_BUILD_384,Hotel,Hotel
FACTORY_WORD_BUILD_384,Factory,Fábrica
STADIUM_WORD_BUILD_384,Stadium,Estádio
MALL_WORD_BUILD_384,Mall,Shopping
MONARCHY_WORD_POLICIES_394,Monarchy,Monarquia
TYRANNY_WORD_POLICIES_394,Tyranny,Tirania
ANARCHY_WORD_POLICIES_394,Anarchy,Anarquia
POWER_WORD_STRENGTH_401,Power,Poder
FORCE_WORD_STRENGTH_401,Force,Força
MIGHT_WORD_STRENGTH_401,Might,Poderio
TEXT_WORD_MESSAGE_407,Text,Texto
EMAIL_WORD_MESSAGE_407,Email,E-mail
LETTER_WORD_MESSAGE_407,Letter,Carta
FAX_WORD_MESSAGE_407,Fax,Fax
DUALISM_WORD_VIEWS_410,Dualism,Dualismo
STOICISM_WORD_VIEWS_410,Stoicism,Estoicismo
NIHILISM_WORD_VIEWS_410,Nihilism,Niilismo
LUNGS_WORD_ORGANS_412,Lungs,Pulmões
KIDNEY_WORD_ORGANS_412,Kidney,Rim
STOMACH_WORD_ORGANS_412,Stomach,Estômago
LIVER_WORD_ORGANS_412,Liver,Fígado
BLADDER_WORD_ORGANS_412,Bladder,Bexiga
SPLEEN_WORD_ORGANS_412,Spleen,Baço
HEART_WORD_ORGANS_412,Heart,Coração
PANCREAS_WORD_ORGANS_412,Pancreas,Pâncreas
FOOL_WORD_TAROT_417,Fool,Louco
MOON_WORD_TAROT_417,Moon,Lua
MAGICIAN_WORD_TAROT_417,Magician,Mago
EMPRESS_WORD_TAROT_417,Empress,Imperatriz
SOPRANO_WORD_VOICES_439,Soprano,Soprano
TENOR_WORD_VOICES_439,Tenor,Tenor
BARITONE_WORD_VOICES_439,Baritone,Barítono
BASS_WORD_VOICES_439,Bass,Baixo
ALTO_WORD_VOICES_439,Alto,Contralto
SONNET_WORD_POETRY_440,Sonnet,Soneto
HAIKU_WORD_POETRY_440,Haiku,Haiku
ODE_WORD_POETRY_440,Ode,Ode
BALLAD_WORD_POETRY_440,Ballad,Balada
ACROSTIC_WORD_POETRY_440,Acrostic,Acróstico
SUPPER_WORD_MEALS_444,Supper,Ceia
LUNCH_WORD_MEALS_444,Lunch,Almoço
DINNER_WORD_MEALS_444,Dinner,Jantar
CAULDRON_WORD_ALCHEMY_445,Cauldron,Caldeirão
ELIXIR_WORD_ALCHEMY_445,Elixir,Elixir
POTION_WORD_ALCHEMY_445,Potion,Poção
RITUAL_WORD_PAGANISM_469,Ritual,Ritual
TOTEM_WORD_PAGANISM_469,Totem,Totem
IDOL_WORD_PAGANISM_469,Idol,Ídolo
ALTAR_WORD_PAGANISM_469,Altar,Altar
CURRENT_WORD_PRESENT_470,Current,Atual
NOW_WORD_PRESENT_470,Now,Agora
TODAY_WORD_PRESENT_470,Today,Hoje
CODE_WORD_SECRET_471,Code,Código
AGENT_WORD_SECRET_471,Agent,Agente
WORD_WORD_SECRET_471,Identity,Identidade
DONKEY_WORD_EQUIDAE_475,Donkey,Burro
MULE_WORD_EQUIDAE_475,Mule,Mula
MUSTANG_WORD_EQUIDAE_475,Mustang,Mustang
HORSE_WORD_EQUIDAE_475,Horse,Cavalo
ZEBRA_WORD_EQUIDAE_475,Zebra,Zebra
PONY_WORD_EQUIDAE_475,Pony,Pônei
COWHIDE_WORD_LEATHER_480,Cowhide,Couro bovino
NUBUCK_WORD_LEATHER_480,Nubuck,Nobuck
SUEDE_WORD_LEATHER_480,Suede,Camurça
TOWER_WORD_CASTLE_485,Tower,Torre
MOAT_WORD_CASTLE_485,Moat,Fosso
DUNGEON_WORD_CASTLE_485,Dungeon,Masmorra
BASTION_WORD_CASTLE_485,Bastion,Bastião
RAMPART_WORD_CASTLE_485,Rampart,Muralha
TURRET_WORD_CASTLE_485,Turret,Torreta
PARAPET_WORD_CASTLE_485,Parapet,Parapeito
CITADEL_WORD_CASTLE_485,Citadel,Cidadela
LCD_WORD_DISPLAY_486,LCD,LCD
LED_WORD_DISPLAY_486,LED,LED
OLED_WORD_DISPLAY_486,OLED,OLED
CRT_WORD_DISPLAY_486,CRT,CRT
PLASMA_WORD_DISPLAY_486,Plasma,Plasma
AMOLED_WORD_DISPLAY_486,AMOLED,AMOLED
MAYANS_WORD_CULTURES_487,Mayans,Maias
AZTECS_WORD_CULTURES_487,Aztecs,Astecas
ROMANS_WORD_CULTURES_487,Romans,Romanos
GREEKS_WORD_CULTURES_487,Greeks,Gregos
CELTS_WORD_CULTURES_487,Celts,Celtas
VIKINGS_WORD_CULTURES_487,Vikings,Vikings
SAMURAI_WORD_WARRIORS_491,Samurai,Samurai
SHINOBI_WORD_WARRIORS_491,Shinobi,Shinobi
RONIN_WORD_WARRIORS_491,Ronin,Ronin
ASSASSIN_WORD_WARRIORS_491,Assassin,Assassino
NINJA_WORD_WARRIORS_491,Ninja,Ninja
DECEIVE_WORD_LIE_492,Deceive,Enganar
DELUDE_WORD_LIE_492,Delude,Iludir
FALSIFY_WORD_LIE_492,Falsify,Falsificar
MISLEAD_WORD_LIE_492,Mislead,Confundir
OBOE_WORD_VIOLIN_508,Oboe,Oboé
CLARINET_WORD_VIOLIN_508,Clarinet,Clarinete
FLUTE_WORD_VIOLIN_508,Flute,Flauta
CELLO_WORD_VIOLIN_508,Cello,Violoncelo
MATE_WORD_ANAGRAM_511,Mate,Colega
TEAM_WORD_ANAGRAM_511,Team,Equipe
MEAT_WORD_ANAGRAM_511,Meat,Carne
BONGO_WORD_DRUM_518,Bongo,Bongô
DJEMBE_WORD_DRUM_518,Djembe,Djembê
TABLA_WORD_DRUM_518,Tabla,Tabla
ASHIKO_WORD_DRUM_518,Ashiko,Ashiko
TRIUMPH_WORD_WREATH_544,Triumph,Triunfo
VICTORY_WORD_WREATH_544,Victory,Vitória
SUCCESS_WORD_WREATH_544,Success,Sucesso
YOGA_WORD_ZEN_549,Yoga,Ioga
RINZAI_WORD_ZEN_549,Rinzai,Rinzai
DHARMA_WORD_ZEN_549,Dharma,Dharma
ROUTER_WORD_NETWORK_588,Router,Roteador
SERVER_WORD_NETWORK_588,Server,Servidor
GATEWAY_WORD_NETWORK_588,Gateway,Gateway
ETHERNET_WORD_NETWORK_588,Ethernet,Ethernet
PACKET_WORD_NETWORK_588,Packet,Pacote
DUTY_WORD_CUSTOMS_592,Duty,Tarifa
IMPORT_WORD_CUSTOMS_592,Import,Importar
BORDER_WORD_CUSTOMS_592,Border,Fronteira
EXPORT_WORD_CUSTOMS_592,Export,Exportar
PAYMENT_WORD_MORTGAGE_595,Payment,Pagamento
INTEREST_WORD_MORTGAGE_595,Interest,Juros
RATE_WORD_MORTGAGE_595,Rate,Taxa
MIX_WORD_CONCRETE_601,Mix,Misturar
TROWEL_WORD_CONCRETE_601,Trowel,Colher de pedreiro
SCREED_WORD_CONCRETE_601,Screed,Betonilha
SATIRE_WORD_MEMES_620,Satire,Sátira
PARODY_WORD_MEMES_620,Parody,Paródia
TROLLING_WORD_MEMES_620,Trolling,Trollagem
METHANE_WORD_ALKANES_641,Methane,Metano
ETHANE_WORD_ALKANES_641,Ethane,Etano
PROPANE_WORD_ALKANES_641,Propane,Propano
BUTANE_WORD_ALKANES_641,Butane,Butano
ASSESS_WORD_EVALUATE_651,Assess,Avaliar
ESTIMATE_WORD_EVALUATE_651,Estimate,Estimar
ANALYZE_WORD_EVALUATE_651,Analyze,Analisar
HUNT_WORD_QUEST_680,Hunt,Caçada
INQUIRY_WORD_QUEST_680,Inquiry,Inquérito
PURSUIT_WORD_QUEST_680,Pursuit,Busca
GOATEE_WORD_BEARDS_681,Goatee,Cavanhaque
BALBO_WORD_BEARDS_681,Balbo,Balbo
DUCKTAIL_WORD_BEARDS_681,Ducktail,Rabo de pato
SYNERGY_WORD_YINYANG_721,Synergy,Sinergia
DUALITY_WORD_YINYANG_721,Duality,Dualidade
HARMONY_WORD_YINYANG_721,Harmony,Harmonia
GOURMET_WORD_FOODIE_726,Gourmet,Gourmet
EPICURE_WORD_FOODIE_726,Epicure,Epicurista
TASTE_WORD_FOODIE_726,Taste,Sabor
SYBARITE_WORD_FOODIE_726,Sybarite,Sibarita
HEDONISM_WORD_FOODIE_726,Hedonism,Hedonismo
DISHES_WORD_FOODIE_726,Dishes,Pratos
ROLE_WORD_OPERA_760,Role,Papel
DIVA_WORD_OPERA_760,Diva,Diva
ACT_WORD_OPERA_760,Act,Ato
BAY_WORD_HARBOR_764,Bay,Baía
PIER_WORD_HARBOR_764,Pier,Píer
WHARF_WORD_HARBOR_764,Wharf,Cais
COAST_WORD_HARBOR_764,Coast,Costa
MARINA_WORD_HARBOR_764,Marina,Marina
VESSEL_WORD_HARBOR_764,Vessel,Embarcação
BRICK_WORD_STREET_768,Lamp,Poste
DRIVER_WORD_STREET_768,Driver,Motorista
CORNER_WORD_STREET_768,Corner,Esquina
BIKE_WORD_STREET_768,Bike,Bicicleta
LION_WORD_CHIMERA_795,Lion,Leão
GOAT_WORD_CHIMERA_795,Goat,Cabra
SERPENT_WORD_CHIMERA_795,Serpent,Serpente
REINS_WORD_CARRIAGE_800,Reins,Rédeas
HARNESS_WORD_CARRIAGE_800,Harness,Arreio
COACHMAN_WORD_CARRIAGE_800,Coachman,Cocheiro
CANTER_WORD_GAITS_810,Canter,Meio galope
GALLOP_WORD_GAITS_810,Gallop,Galope
TROT_WORD_GAITS_810,Trot,Trote
CORE_WORD_EARTH_831,Core,Núcleo
MANTLE_WORD_EARTH_831,Mantle,Manto
CRUST_WORD_EARTH_831,Crust,Crosta
PAGANINI_WORD_VIOLINS_845,Paganini,Paganini
LUTHIER_WORD_VIOLINS_845,Luthier,Luthier
FRET_WORD_VIOLINS_845,Bow,Arco
NOUN_WORD_GRAMMAR_861,Noun,Substantivo
VERB_WORD_GRAMMAR_861,Verb,Verbo
ADVERB_WORD_GRAMMAR_861,Adverb,Advérbio
CREST_WORD_COASTAL_882,Crest,Crista
BREEZE_WORD_COASTAL_882,Breeze,Brisa
SURFING_WORD_COASTAL_882,Surfing,Surfe
SHINGLE_WORD_COASTAL_882,Shingle,Cascalho
SAND_WORD_COASTAL_882,Sand,Areia
GROYNE_WORD_COASTAL_882,Groyne,Espigão
TIDE_WORD_COASTAL_882,Tide,Maré
JETTY_WORD_COASTAL_882,Jetty,Molhe
TIRE_WORD_WHEEL_890,Tire,Pneu
HUBCAP_WORD_WHEEL_890,Hubcap,Calota
STEER_WORD_WHEEL_890,Steer,Volante
AXLE_WORD_WHEEL_890,Axle,Eixo
FORTUNE_WORD_WHEEL_890,Rim,Aro
STEEL_WORD_INDUSTRY_921,Steel,Aço
GOODS_WORD_INDUSTRY_921,Goods,Mercadorias
PRODUCE_WORD_INDUSTRY_921,Produce,Produzir
MEGA_WORD_PREFIX_922,Mega,Mega
NANO_WORD_PREFIX_922,Nano,Nano
DECA_WORD_PREFIX_922,Deca,Deca
SIAMESE_WORD_BREEDS_940,Siamese,Siamês
SPHYNX_WORD_BREEDS_940,Sphynx,Sphynx
BIRMAN_WORD_BREEDS_940,Birman,Birmanês
BENGAL_WORD_BREEDS_940,Bengal,Bengal
ANGORA_WORD_BREEDS_940,Angora,Angorá
BIG_BEN_WORD_LANDMARK_948,Big Ben,Big Ben
SPHINX_WORD_LANDMARK_948,Sphinx,Esfinge
COLOSSEUM_WORD_LANDMARK_948,Colosseum,Coliseu
PYRAMIDS_WORD_LANDMARK_948,Pyramids,Pirâmides
NILE_WORD_RIVERS_959,Nile,Nilo
AMAZON_WORD_RIVERS_959,Amazon,Amazonas
HUDSON_WORD_RIVERS_959,Hudson,Hudson
SURF_WORD_COAST_969,Surf,Surfe
BEACH_WORD_COAST_969,Beach,Praia
CLIFF_WORD_COAST_969,Cliff,Penhasco
CLEANSER_WORD_SKINCARE_984,Cleanser,Limpador
TONER_WORD_SKINCARE_984,Toner,Tônico
SERUM_WORD_SKINCARE_984,Serum,Sérum
TEXTURE_WORD_SKINCARE_984,Texture,Textura
PORES_WORD_SKINCARE_984,Pores,Poros
RETINOL_WORD_SKINCARE_984,Retinol,Retinol
PEPTIDES_WORD_SKINCARE_984,Peptides,Peptídeos
BLEMISH_WORD_SKINCARE_984,Blemish,Imperfeição
ROMANOV_WORD_DYNASTY_991,Romanov,Romanov
TUDOR_WORD_DYNASTY_991,Tudor,Tudor
KENNEDY_WORD_DYNASTY_991,Ottoman,Otomano
BOURBON_WORD_DYNASTY_991,Bourbon,Bourbon
CLERIC_WORD_PRIEST_1019,Cleric,Clérigo
BIBLE_WORD_PRIEST_1019,Bible,Bíblia
SAINT_WORD_PRIEST_1019,Saint,Santo
PREACHER_WORD_PRIEST_1019,Preacher,Pregador
JOURNEY_WORD_MAPS_1022,Journey,Jornada
LANDMARK_WORD_MAPS_1022,Landmark,Marco
BORDER_WORD_MAPS_1022,Border,Fronteira
ATLAS_WORD_MAPS_1022,Atlas,Atlas
GLOBE_WORD_MAPS_1022,Globe,Globo
SCALE_WORD_MAPS_1022,Scale,Escala
TERRAIN_WORD_MAPS_1022,Terrain,Terreno
CONTOUR_WORD_MAPS_1022,Contour,Contorno
MELODY_WORD_SINGING_1054,Melody,Melodia
SONG_WORD_SINGING_1054,Song,Canção
PITCH_WORD_SINGING_1054,Pitch,Tom
SOLOIST_WORD_SINGING_1054,Soloist,Solista
ARIA_WORD_SINGING_1054,Aria,Ária
CHOIR_WORD_SINGING_1054,Choir,Coral
HUMMING_WORD_SINGING_1054,Humming,Cantarolar
TIMBRE_WORD_SINGING_1054,Timbre,Timbre
GENE_WORD_GENETICS_1060,Gene,Gene
DNA_WORD_GENETICS_1060,DNA,DNA
GENOME_WORD_GENETICS_1060,Genome,Genoma
TV_WORD_SCREEN_1030,TV,TV
ATM_WORD_SCREEN_1030,ATM,Caixa eletrônico
E_READER_WORD_SCREEN_1030,E-reader,E-reader
BUZZER_WORD_ALARM_1031,Buzzer,Campainha
BEEP_WORD_ALARM_1031,Beep,Bipe
RUSH_WORD_ALARM_1031,Rush,Pressa
MAPLE_WORD_LEAVES_1055,Maple,Bordo
OAK_WORD_LEAVES_1055,Oak,Carvalho
PALM_WORD_LEAVES_1055,Palm,Palmeira
CHESTNUT_WORD_LEAVES_1055,Chestnut,Castanheira
ASH_WORD_LEAVES_1055,Ash,Freixo
POPLAR_WORD_LEAVES_1055,Poplar,Choupo
PLATE_WORD_DISHWARE_829,Plate,Prato
CUP_WORD_DISHWARE_829,Cup,Xícara
BOWL_WORD_DISHWARE_829,Bowl,Tigela
SAUCER_WORD_DISHWARE_829,Saucer,Pires
FROG_WORD_POND_830,Frog,Sapo
REED_WORD_POND_830,Reed,Junco
DUCK_WORD_POND_830,Duck,Pato
