id,basic_card_name_en,ru-RU
ARABICA_WORD_BEANS_219,Arabica,Арабика
TENT_WORD_CAMPING_221,Tent,Палатка
CAMPFIRE_WORD_CAMPING_221,Campfire,Костёр
HAMMOCK_WORD_CAMPING_221,Hammock,Гамак
ORGAN_WORD_PLAY_223,Organ,Орган
VIOLIN_WORD_PLAY_223,Violin,Скрипка
UKULELE_WORD_PLAY_223,Ukulele,Укулеле
DRUM_WORD_PLAY_223,Drum,Барабан
PIANO_WORD_PLAY_223,Piano,Пианино
FLUTE_WORD_PLAY_223,Flute,Флейта
GUITAR_WORD_PLAY_223,Guitar,Гитара
CELLO_WORD_PLAY_223,Cello,Виолончель
BANK_WORD_FINANCE_227,Bank,Банк
INCOME_WORD_FINANCE_227,Income,Доход
EXPENSE_WORD_FINANCE_227,Expense,Расход
MONEY_WORD_FINANCE_227,Money,Деньги
KINGDOM_WORD_MEDIEVAL_228,Kingdom,Королевство
LORD_WORD_MEDIEVAL_228,Lord,Лорд
KNIGHT_WORD_MEDIEVAL_228,Knight,Рыцарь
CASTLE_WORD_MEDIEVAL_228,Castle,Замок
GLASSES_WORD_OPTICS_229,Glasses,Очки
LENS_WORD_OPTICS_229,Lens,Линза
MONOCLE_WORD_OPTICS_229,Monocle,Монокль
SPYGLASS_WORD_OPTICS_229,Spyglass,Подзорная труба
SIGNPOST_WORD_NAVIGATE_230,Signpost,Указатель
SEXTANT_WORD_NAVIGATE_230,Sextant,Секстант
COMPASS_WORD_NAVIGATE_230,Compass,Компас
PLAYPEN_WORD_TODDLER_231,Playpen,Манеж
NAP_TIME_WORD_TODDLER_231,Nap time,Тихий час
PACIFIER_WORD_TODDLER_231,Pacifier,Пустышка
CAPRINE_WORD_FAMILIES_234,Caprine,Козьи
OVINE_WORD_FAMILIES_234,Ovine,Овечьи
FELINE_WORD_FAMILIES_234,Feline,Кошачьи
EQUINE_WORD_FAMILIES_234,Equine,Лошадиные
CANINE_WORD_FAMILIES_234,Canine,Собачьи
MURINE_WORD_FAMILIES_234,Murine,Мышиные
PORCINE_WORD_FAMILIES_234,Porcine,Свиные
BOVINE_WORD_FAMILIES_234,Bovine,Бычьи
ALTAIR_WORD_STARS_236,Altair,Альтаир
POLARIS_WORD_STARS_236,Polaris,Полярная
SIRIUS_WORD_STARS_236,Sirius,Сириус
VEGA_WORD_STARS_236,Vega,Вега
RIGEL_WORD_STARS_236,Rigel,Ригель
ALKAID_WORD_STARS_236,Alkaid,Алькаид
NEURAL_WORD_AI_238,Neural,Нейронный
DATASET_WORD_AI_238,Dataset,Датасет
CHATBOT_WORD_AI_238,Chatbot,Чат-бот
AGENT_WORD_AI_238,Agent,Агент
MATRIX_WORD_AI_238,Matrix,Матрица
CORTEX_WORD_AI_238,Cortex,Кортекс
REGION_WORD_DIVISION_242,Region,Регион
COUNTRY_WORD_DIVISION_242,Country,Страна
STATE_WORD_DIVISION_242,State,Штат
CITY_WORD_DIVISION_242,City,Город
DIALOGUE_WORD_SPEAK_244,Dialogue,Диалог
DEBATE_WORD_SPEAK_244,Debate,Дебаты
ARGUMENT_WORD_SPEAK_244,Argument,Спор
WAVY_WORD_HAIR_245,Wavy,Волнистые
CURLY_WORD_HAIR_245,Curly,Кудрявые
COILY_WORD_HAIR_245,Coily,Курчавые
SPRAIN_WORD_INJURIES_249,Sprain,Растяжение
FRACTURE_WORD_INJURIES_249,Fracture,Перелом
BRUISE_WORD_INJURIES_249,Bruise,Ушиб
WOUND_WORD_INJURIES_249,Wound,Рана
HEADACHE_WORD_FLU_251,Headache,Головная боль
PILLS_WORD_FLU_251,Pills,Таблетки
COUGH_WORD_FLU_251,Cough,Кашель
GYPSUM_WORD_MINERALS_253,Gypsum,Гипс
CALCITE_WORD_MINERALS_253,Calcite,Кальцит
AZURITE_WORD_MINERALS_253,Azurite,Азурит
MICA_WORD_MINERALS_253,Mica,Слюда
MARBLE_WORD_MINERALS_253,Marble,Мрамор
QUARTZ_WORD_MINERALS_253,Quartz,Кварц
LIME_WORD_MINERALS_253,Lime,Известняк
BERYL_WORD_MINERALS_253,Beryl,Берилл
DECAY_WORD_RADIATE_257,Decay,Распад
FALLOUT_WORD_RADIATE_257,Fallout,Осадки
CURIE_WORD_RADIATE_257,Curie,Кюри
X_RAYS_WORD_RADIATE_257,X-rays,Рентген
GLUCAGON_WORD_HORMONES_259,Glucagon,Глюкагон
CORTISOL_WORD_HORMONES_259,Cortisol,Кортизол
INSULIN_WORD_HORMONES_259,Insulin,Инсулин
GASTRIN_WORD_HORMONES_259,Gastrin,Гастрин
IRIS_WORD_EYE_260,Iris,Радужка
PUPIL_WORD_EYE_260,Pupil,Зрачок
RETINA_WORD_EYE_260,Retina,Сетчатка
DIG_WORD_SHOVEL_261,Dig,Копать
EXCAVATE_WORD_SHOVEL_261,Excavate,Раскапывать
UNEARTH_WORD_SHOVEL_261,Unearth,Откопать
ALNICO_WORD_ALLOY_264,Alnico,Альнико
AMALGAM_WORD_ALLOY_264,Amalgam,Амальгама
BRASS_WORD_ALLOY_264,Brass,Латунь
BRONZE_WORD_ALLOY_264,Bronze,Бронза
NICHROME_WORD_ALLOY_264,Nichrome,Нихром
TUNGSTEN_WORD_ALLOY_264,Pewter,Олово
NITINOL_WORD_ALLOY_264,Nitinol,Нитинол
STELLITE_WORD_ALLOY_264,Stellite,Стеллит
DIWALI_WORD_FESTIVAL_270,Diwali,Дивали
HOLI_WORD_FESTIVAL_270,Holi,Холи
SONGKRAN_WORD_FESTIVAL_270,Songkran,Сонгкран
THULIUM_WORD_METAL_272,Thulium,Тулий
HOLMIUM_WORD_METAL_272,Holmium,Гольмий
IRIDIUM_WORD_METAL_272,Iridium,Иридий
RHODIUM_WORD_METAL_272,Rhodium,Родий
YTTRIUM_WORD_METAL_272,Yttrium,Иттрий
LUTETIUM_WORD_METAL_272,Lutetium,Лютеций
EUROPIUM_WORD_METAL_272,Europium,Европий
ERBIUM_WORD_METAL_272,Erbium,Эрбий
INSIGNIA_WORD_ARTIFACT_276,Insignia,Инсигния
RELIC_WORD_ARTIFACT_276,Relic,Реликвия
SIGIL_WORD_ARTIFACT_276,Sigil,Печать
TOTEM_WORD_ARTIFACT_276,Totem,Тотем
AMULET_WORD_ARTIFACT_276,Amulet,Амулет
VASE_WORD_ARTIFACT_276,Vase,Ваза
GUARD_WORD_DEFENSE_277,Guard,Охрана
CCTV_WORD_DEFENSE_277,CCTV,Видеонаблюдение
SECURITY_WORD_DEFENSE_277,Security,Безопасность
PATROL_WORD_DEFENSE_277,Patrol,Патруль
ATOM_WORD_PARTICLE_281,Atom,Атом
ELECTRON_WORD_PARTICLE_281,Electron,Электрон
NEUTRON_WORD_PARTICLE_281,Neutron,Нейтрон
HARLEM_WORD_NEW_YORK_287,Harlem,Гарлем
SOHO_WORD_NEW_YORK_287,Soho,Сохо
TRIBECA_WORD_NEW_YORK_287,Tribeca,Трайбека
ASTORIA_WORD_NEW_YORK_287,Astoria,Астория
BRONX_WORD_NEW_YORK_287,Bronx,Бронкс
QUEENS_WORD_NEW_YORK_287,Queens,Куинс
BARNACLE_WORD_NO_BONES_289,Barnacle,Ракушка
SPIDER_WORD_NO_BONES_289,Spider,Паук
SQUID_WORD_NO_BONES_289,Squid,Кальмар
STARFISH_WORD_NO_BONES_289,Starfish,Морская звезда
WORM_WORD_NO_BONES_289,Worm,Червь
FABLE_WORD_LEGENDS_291,Fable,Басня
SAGA_WORD_LEGENDS_291,Saga,Сага
TALE_WORD_LEGENDS_291,Tale,Сказка
EPIC_WORD_LEGENDS_291,Epic,Эпос
MYTH_WORD_LEGENDS_291,Myth,Миф
HI_WORD_HELLO_295,Hi,Привет
HOWDY_WORD_HELLO_295,Howdy,Здорово
HEY_WORD_HELLO_295,Hey,Эй
DEGREE_WORD_PHD_296,Degree,Степень
THESIS_WORD_PHD_296,Thesis,Диссертация
RESEARCH_WORD_PHD_296,Research,Исследование
CONSENT_WORD_OK_SIGN_301,Consent,Согласие
OKAY_WORD_OK_SIGN_301,Okay,Ладно
YES_WORD_OK_SIGN_301,Yes,Да
SCALES_WORD_JUSTICE_310,Scales,Весы
GAVEL_WORD_JUSTICE_310,Gavel,Молоток
LAW_WORD_JUSTICE_310,Law,Закон
COURT_WORD_JUSTICE_310,Court,Суд
INMATE_WORD_PRISONER_312,Inmate,Заключённый
FELON_WORD_PRISONER_312,Felon,Преступник
DETAINEE_WORD_PRISONER_312,Detainee,Задержанный
METEOR_WORD_SPACE_314,Meteor,Метеор
ECLIPSE_WORD_SPACE_314,Eclipse,Затмение
AURORA_WORD_SPACE_314,Aurora,Сияние
PULSAR_WORD_SPACE_314,Pulsar,Пульсар
QUASAR_WORD_SPACE_314,Quasar,Квазар
NEBULA_WORD_SPACE_314,Nebula,Туманность
NOVA_WORD_SPACE_314,Nova,Новая
ASTEROID_WORD_SPACE_314,Asteroid,Астероид
GAMBLER_WORD_WESTERN_317,Gambler,Игрок
SHERIFF_WORD_WESTERN_317,Sheriff,Шериф
COWBOY_WORD_WESTERN_317,Cowboy,Ковбой
LASSO_WORD_WESTERN_317,Lasso,Лассо
SALOON_WORD_WESTERN_317,Saloon,Салун
RODEO_WORD_WESTERN_317,Rodeo,Родео
SECURE_WORD_LOCK_321,Secure,Надёжный
STURDY_WORD_LOCK_321,Sturdy,Прочный
TRUSTY_WORD_LOCK_321,Trusty,Верный
THIGH_WORD_LEGS_322,Thigh,Бедро
KNEE_WORD_LEGS_322,Knee,Колено
ANKLE_WORD_LEGS_322,Ankle,Лодыжка
RA_WORD_PYRAMIDS_330,Ra,Ра
OSIRIS_WORD_PYRAMIDS_330,Osiris,Осирис
ANUBIS_WORD_PYRAMIDS_330,Anubis,Анубис
RAMSES_WORD_PYRAMIDS_330,Ramses,Рамзес
PICKAXE_WORD_SHAFT_331,Pickaxe,Кирка
MINE_WORD_SHAFT_331,Mine,Шахта
CART_WORD_SHAFT_331,Cart,Вагонетка
PADDOCK_WORD_FARMING_333,Paddock,Загон
COMPOST_WORD_FARMING_333,Compost,Компост
FALLOW_WORD_FARMING_333,Fallow,Пар
CROP_WORD_FARMING_333,Crop,Урожай
HAY_WORD_FARMING_333,Hay,Сено
HARVEST_WORD_FARMING_333,Harvest,Жатва
TOPSOIL_WORD_FARMING_333,Topsoil,Чернозём
GRAIN_WORD_FARMING_333,Grain,Зерно
SLEDDING_WORD_SLIDING_339,Sledding,Санки
SKELETON_WORD_SLIDING_339,Skeleton,Скелетон
SKIING_WORD_SLIDING_339,Skiing,Лыжи
SKATING_WORD_SLIDING_339,Skating,Коньки
LUGE_WORD_SLIDING_339,Luge,Санный спорт
OIL_WORD_PAINTING_340,Oil,Масло
ACRYLIC_WORD_PAINTING_340,Acrylic,Акрил
GOUACHE_WORD_PAINTING_340,Gouache,Гуашь
TEMPERA_WORD_PAINTING_340,Tempera,Темпера
FRESCO_WORD_PAINTING_340,Fresco,Фреска
RISOTTO_WORD_RICE_342,Risotto,Ризотто
CONGEE_WORD_RICE_342,Congee,Каша
PAELLA_WORD_RICE_342,Paella,Паэлья
SUSHI_WORD_RICE_342,Sushi,Суши
ROMANCE_WORD_HEART_344,Romance,Романтика
COUPLE_WORD_HEART_344,Couple,Пара
PASSION_WORD_HEART_344,Passion,Страсть
VANS_WORD_HIPPIE_349,Vans,Фургоны
COMMUNE_WORD_HIPPIE_349,Commune,Коммуна
FREEDOM_WORD_HIPPIE_349,Freedom,Свобода
DRONE_WORD_ROBOT_354,Drone,Дрон
ROBOVAC_WORD_ROBOT_354,Robovac,Робопылесос
NANOBOT_WORD_ROBOT_354,Nanobot,Нанобот
CYBORG_WORD_ROBOT_354,Cyborg,Киборг
ANDROID_WORD_ROBOT_354,Android,Андроид
MACHINE_WORD_ROBOT_354,Machine,Машина
SIGMA_WORD_GREECE_359,Sigma,Сигма
DELTA_WORD_GREECE_359,Delta,Дельта
KAPPA_WORD_GREECE_359,Kappa,Каппа
MOTION_WORD_DYNAMICS_360,Motion,Движение
INERTIA_WORD_DYNAMICS_360,Inertia,Инерция
VELOCITY_WORD_DYNAMICS_360,Velocity,Скорость
ONTARIO_WORD_LAKES_365,Ontario,Онтарио
SUPERIOR_WORD_LAKES_365,Superior,Верхнее
TITICACA_WORD_LAKES_365,Titicaca,Титикака
BAIKAL_WORD_LAKES_365,Baikal,Байкал
MICHIGAN_WORD_LAKES_365,Michigan,Мичиган
HURON_WORD_LAKES_365,Huron,Гурон
ATOM_WORD_NUCLEAR_366,Atom,Атом
NEUTRON_WORD_NUCLEAR_366,Neutron,Нейтрон
PROTON_WORD_NUCLEAR_366,Proton,Протон
ELECTRON_WORD_NUCLEAR_366,Electron,Электрон
MILAN_WORD_ITALY_376,Milan,Милан
ROME_WORD_ITALY_376,Rome,Рим
VENICE_WORD_ITALY_376,Venice,Венеция
FLORENCE_WORD_ITALY_376,Florence,Флоренция
THIS_WORD_POINTING_379,This,Это
THAT_WORD_POINTING_379,That,То
THOSE_WORD_POINTING_379,Those,Те
NORMAL_WORD_SKIN_380,Normal,Нормальная
DRY_WORD_SKIN_380,Dry,Сухая
OILY_WORD_SKIN_380,Oily,Жирная
LIBRARY_WORD_BUILD_384,Library,Библиотека
MUSEUM_WORD_BUILD_384,Museum,Музей
HOSPITAL_WORD_BUILD_384,Hospital,Больница
SCHOOL_BUILDING_WORD_BUILD_384,School building,Школа
HOTEL_WORD_BUILD_384,Hotel,Отель
FACTORY_WORD_BUILD_384,Factory,Завод
STADIUM_WORD_BUILD_384,Stadium,Стадион
MALL_WORD_BUILD_384,Mall,Торговый центр
MONARCHY_WORD_POLICIES_394,Monarchy,Монархия
TYRANNY_WORD_POLICIES_394,Tyranny,Тирания
ANARCHY_WORD_POLICIES_394,Anarchy,Анархия
POWER_WORD_STRENGTH_401,Power,Мощь
FORCE_WORD_STRENGTH_401,Force,Сила
MIGHT_WORD_STRENGTH_401,Might,Могущество
TEXT_WORD_MESSAGE_407,Text,Текст
EMAIL_WORD_MESSAGE_407,Email,Эл. почта
LETTER_WORD_MESSAGE_407,Letter,Письмо
FAX_WORD_MESSAGE_407,Fax,Факс
DUALISM_WORD_VIEWS_410,Dualism,Дуализм
STOICISM_WORD_VIEWS_410,Stoicism,Стоицизм
NIHILISM_WORD_VIEWS_410,Nihilism,Нигилизм
LUNGS_WORD_ORGANS_412,Lungs,Лёгкие
KIDNEY_WORD_ORGANS_412,Kidney,Почка
STOMACH_WORD_ORGANS_412,Stomach,Желудок
LIVER_WORD_ORGANS_412,Liver,Печень
BLADDER_WORD_ORGANS_412,Bladder,Мочевой пузырь
SPLEEN_WORD_ORGANS_412,Spleen,Селезёнка
HEART_WORD_ORGANS_412,Heart,Сердце
PANCREAS_WORD_ORGANS_412,Pancreas,Поджелудочная
FOOL_WORD_TAROT_417,Fool,Шут
MOON_WORD_TAROT_417,Moon,Луна
MAGICIAN_WORD_TAROT_417,Magician,Маг
EMPRESS_WORD_TAROT_417,Empress,Императрица
SOPRANO_WORD_VOICES_439,Soprano,Сопрано
TENOR_WORD_VOICES_439,Tenor,Тенор
BARITONE_WORD_VOICES_439,Baritone,Баритон
BASS_WORD_VOICES_439,Bass,Бас
ALTO_WORD_VOICES_439,Alto,Альт
SONNET_WORD_POETRY_440,Sonnet,Сонет
HAIKU_WORD_POETRY_440,Haiku,Хайку
ODE_WORD_POETRY_440,Ode,Ода
BALLAD_WORD_POETRY_440,Ballad,Баллада
ACROSTIC_WORD_POETRY_440,Acrostic,Акростих
SUPPER_WORD_MEALS_444,Supper,Ужин
LUNCH_WORD_MEALS_444,Lunch,Обед
DINNER_WORD_MEALS_444,Dinner,Ужин
CAULDRON_WORD_ALCHEMY_445,Cauldron,Котёл
ELIXIR_WORD_ALCHEMY_445,Elixir,Эликсир
POTION_WORD_ALCHEMY_445,Potion,Зелье
RITUAL_WORD_PAGANISM_469,Ritual,Ритуал
TOTEM_WORD_PAGANISM_469,Totem,Тотем
IDOL_WORD_PAGANISM_469,Idol,Идол
ALTAR_WORD_PAGANISM_469,Altar,Алтарь
CURRENT_WORD_PRESENT_470,Current,Текущий
NOW_WORD_PRESENT_470,Now,Сейчас
TODAY_WORD_PRESENT_470,Today,Сегодня
CODE_WORD_SECRET_471,Code,Код
AGENT_WORD_SECRET_471,Agent,Агент
WORD_WORD_SECRET_471,Identity,Личность
DONKEY_WORD_EQUIDAE_475,Donkey,Осёл
MULE_WORD_EQUIDAE_475,Mule,Мул
MUSTANG_WORD_EQUIDAE_475,Mustang,Мустанг
HORSE_WORD_EQUIDAE_475,Horse,Лошадь
ZEBRA_WORD_EQUIDAE_475,Zebra,Зебра
PONY_WORD_EQUIDAE_475,Pony,Пони
COWHIDE_WORD_LEATHER_480,Cowhide,Воловья кожа
NUBUCK_WORD_LEATHER_480,Nubuck,Нубук
SUEDE_WORD_LEATHER_480,Suede,Замша
TOWER_WORD_CASTLE_485,Tower,Башня
MOAT_WORD_CASTLE_485,Moat,Ров
DUNGEON_WORD_CASTLE_485,Dungeon,Подземелье
BASTION_WORD_CASTLE_485,Bastion,Бастион
RAMPART_WORD_CASTLE_485,Rampart,Вал
TURRET_WORD_CASTLE_485,Turret,Башенка
PARAPET_WORD_CASTLE_485,Parapet,Парапет
CITADEL_WORD_CASTLE_485,Citadel,Цитадель
LCD_WORD_DISPLAY_486,LCD,ЖК
LED_WORD_DISPLAY_486,LED,LED
OLED_WORD_DISPLAY_486,OLED,OLED
CRT_WORD_DISPLAY_486,CRT,ЭЛТ
PLASMA_WORD_DISPLAY_486,Plasma,Плазма
AMOLED_WORD_DISPLAY_486,AMOLED,AMOLED
MAYANS_WORD_CULTURES_487,Mayans,Майя
AZTECS_WORD_CULTURES_487,Aztecs,Ацтеки
ROMANS_WORD_CULTURES_487,Romans,Римляне
GREEKS_WORD_CULTURES_487,Greeks,Греки
CELTS_WORD_CULTURES_487,Celts,Кельты
VIKINGS_WORD_CULTURES_487,Vikings,Викинги
SAMURAI_WORD_WARRIORS_491,Samurai,Самурай
SHINOBI_WORD_WARRIORS_491,Shinobi,Синоби
RONIN_WORD_WARRIORS_491,Ronin,Ронин
ASSASSIN_WORD_WARRIORS_491,Assassin,Ассасин
NINJA_WORD_WARRIORS_491,Ninja,Ниндзя
DECEIVE_WORD_LIE_492,Deceive,Обмануть
DELUDE_WORD_LIE_492,Delude,Ввести в заблуждение
FALSIFY_WORD_LIE_492,Falsify,Подделать
MISLEAD_WORD_LIE_492,Mislead,Вводить в заблуждение
OBOE_WORD_VIOLIN_508,Oboe,Гобой
CLARINET_WORD_VIOLIN_508,Clarinet,Кларнет
FLUTE_WORD_VIOLIN_508,Flute,Флейта
CELLO_WORD_VIOLIN_508,Cello,Виолончель
MATE_WORD_ANAGRAM_511,Mate,Пара
TEAM_WORD_ANAGRAM_511,Team,Команда
MEAT_WORD_ANAGRAM_511,Meat,Мясо
BONGO_WORD_DRUM_518,Bongo,Бонго
DJEMBE_WORD_DRUM_518,Djembe,Джембе
TABLA_WORD_DRUM_518,Tabla,Табла
ASHIKO_WORD_DRUM_518,Ashiko,Ашико
TRIUMPH_WORD_WREATH_544,Triumph,Триумф
VICTORY_WORD_WREATH_544,Victory,Победа
SUCCESS_WORD_WREATH_544,Success,Успех
YOGA_WORD_ZEN_549,Yoga,Йога
RINZAI_WORD_ZEN_549,Rinzai,Риндзай
DHARMA_WORD_ZEN_549,Dharma,Дхарма
ROUTER_WORD_NETWORK_588,Router,Роутер
SERVER_WORD_NETWORK_588,Server,Сервер
GATEWAY_WORD_NETWORK_588,Gateway,Шлюз
ETHERNET_WORD_NETWORK_588,Ethernet,Ethernet
PACKET_WORD_NETWORK_588,Packet,Пакет
DUTY_WORD_CUSTOMS_592,Duty,Пошлина
IMPORT_WORD_CUSTOMS_592,Import,Импорт
BORDER_WORD_CUSTOMS_592,Border,Граница
EXPORT_WORD_CUSTOMS_592,Export,Экспорт
PAYMENT_WORD_MORTGAGE_595,Payment,Платёж
INTEREST_WORD_MORTGAGE_595,Interest,Процент
RATE_WORD_MORTGAGE_595,Rate,Ставка
MIX_WORD_CONCRETE_601,Mix,Смесь
TROWEL_WORD_CONCRETE_601,Trowel,Мастерок
SCREED_WORD_CONCRETE_601,Screed,Стяжка
SATIRE_WORD_MEMES_620,Satire,Сатира
PARODY_WORD_MEMES_620,Parody,Пародия
TROLLING_WORD_MEMES_620,Trolling,Троллинг
METHANE_WORD_ALKANES_641,Methane,Метан
ETHANE_WORD_ALKANES_641,Ethane,Этан
PROPANE_WORD_ALKANES_641,Propane,Пропан
BUTANE_WORD_ALKANES_641,Butane,Бутан
ASSESS_WORD_EVALUATE_651,Assess,Оценить
ESTIMATE_WORD_EVALUATE_651,Estimate,Оценка
ANALYZE_WORD_EVALUATE_651,Analyze,Анализ
HUNT_WORD_QUEST_680,Hunt,Охота
INQUIRY_WORD_QUEST_680,Inquiry,Расследование
PURSUIT_WORD_QUEST_680,Pursuit,Погоня
GOATEE_WORD_BEARDS_681,Goatee,Козлиная бородка
BALBO_WORD_BEARDS_681,Balbo,Бальбо
DUCKTAIL_WORD_BEARDS_681,Ducktail,Утиный хвост
SYNERGY_WORD_YINYANG_721,Synergy,Синергия
DUALITY_WORD_YINYANG_721,Duality,Двойственность
HARMONY_WORD_YINYANG_721,Harmony,Гармония
GOURMET_WORD_FOODIE_726,Gourmet,Гурман
EPICURE_WORD_FOODIE_726,Epicure,Эпикуреец
TASTE_WORD_FOODIE_726,Taste,Вкус
SYBARITE_WORD_FOODIE_726,Sybarite,Сибарит
HEDONISM_WORD_FOODIE_726,Hedonism,Гедонизм
DISHES_WORD_FOODIE_726,Dishes,Блюда
ROLE_WORD_OPERA_760,Role,Роль
DIVA_WORD_OPERA_760,Diva,Дива
ACT_WORD_OPERA_760,Act,Акт
BAY_WORD_HARBOR_764,Bay,Бухта
PIER_WORD_HARBOR_764,Pier,Пирс
WHARF_WORD_HARBOR_764,Wharf,Причал
COAST_WORD_HARBOR_764,Coast,Побережье
MARINA_WORD_HARBOR_764,Marina,Марина
VESSEL_WORD_HARBOR_764,Vessel,Судно
BRICK_WORD_STREET_768,Lamp,Фонарь
DRIVER_WORD_STREET_768,Driver,Водитель
CORNER_WORD_STREET_768,Corner,Угол
BIKE_WORD_STREET_768,Bike,Велосипед
LION_WORD_CHIMERA_795,Lion,Лев
GOAT_WORD_CHIMERA_795,Goat,Козёл
SERPENT_WORD_CHIMERA_795,Serpent,Змей
REINS_WORD_CARRIAGE_800,Reins,Поводья
HARNESS_WORD_CARRIAGE_800,Harness,Упряжь
COACHMAN_WORD_CARRIAGE_800,Coachman,Кучер
CANTER_WORD_GAITS_810,Canter,Кентер
GALLOP_WORD_GAITS_810,Gallop,Галоп
TROT_WORD_GAITS_810,Trot,Рысь
CORE_WORD_EARTH_831,Core,Ядро
MANTLE_WORD_EARTH_831,Mantle,Мантия
CRUST_WORD_EARTH_831,Crust,Кора
PAGANINI_WORD_VIOLINS_845,Paganini,Паганини
LUTHIER_WORD_VIOLINS_845,Luthier,Скрипичный мастер
FRET_WORD_VIOLINS_845,Bow,Смычок
NOUN_WORD_GRAMMAR_861,Noun,Существительное
VERB_WORD_GRAMMAR_861,Verb,Глагол
ADVERB_WORD_GRAMMAR_861,Adverb,Наречие
CREST_WORD_COASTAL_882,Crest,Гребень волны
BREEZE_WORD_COASTAL_882,Breeze,Бриз
SURFING_WORD_COASTAL_882,Surfing,Сёрфинг
SHINGLE_WORD_COASTAL_882,Shingle,Галечный пляж
SAND_WORD_COASTAL_882,Sand,Песок
GROYNE_WORD_COASTAL_882,Groyne,Волнорез
TIDE_WORD_COASTAL_882,Tide,Прилив
JETTY_WORD_COASTAL_882,Jetty,Мол
TIRE_WORD_WHEEL_890,Tire,Шина
HUBCAP_WORD_WHEEL_890,Hubcap,Колпак
STEER_WORD_WHEEL_890,Steer,Руль
AXLE_WORD_WHEEL_890,Axle,Ось
FORTUNE_WORD_WHEEL_890,Rim,Обод
STEEL_WORD_INDUSTRY_921,Steel,Сталь
GOODS_WORD_INDUSTRY_921,Goods,Товары
PRODUCE_WORD_INDUSTRY_921,Produce,Продукция
MEGA_WORD_PREFIX_922,Mega,Мега
NANO_WORD_PREFIX_922,Nano,Нано
DECA_WORD_PREFIX_922,Deca,Дека
SIAMESE_WORD_BREEDS_940,Siamese,Сиамская
SPHYNX_WORD_BREEDS_940,Sphynx,Сфинкс
BIRMAN_WORD_BREEDS_940,Birman,Бирма
BENGAL_WORD_BREEDS_940,Bengal,Бенгальская
ANGORA_WORD_BREEDS_940,Angora,Ангора
BIG_BEN_WORD_LANDMARK_948,Big Ben,Биг-Бен
SPHINX_WORD_LANDMARK_948,Sphinx,Сфинкс
COLOSSEUM_WORD_LANDMARK_948,Colosseum,Колизей
PYRAMIDS_WORD_LANDMARK_948,Pyramids,Пирамиды
NILE_WORD_RIVERS_959,Nile,Нил
AMAZON_WORD_RIVERS_959,Amazon,Амазонка
HUDSON_WORD_RIVERS_959,Hudson,Гудзон
SURF_WORD_COAST_969,Surf,Прибой
BEACH_WORD_COAST_969,Beach,Пляж
CLIFF_WORD_COAST_969,Cliff,Утёс
CLEANSER_WORD_SKINCARE_984,Cleanser,Очищающее
TONER_WORD_SKINCARE_984,Toner,Тоник
SERUM_WORD_SKINCARE_984,Serum,Сыворотка
TEXTURE_WORD_SKINCARE_984,Texture,Текстура
PORES_WORD_SKINCARE_984,Pores,Поры
RETINOL_WORD_SKINCARE_984,Retinol,Ретинол
PEPTIDES_WORD_SKINCARE_984,Peptides,Пептиды
BLEMISH_WORD_SKINCARE_984,Blemish,Пятно
ROMANOV_WORD_DYNASTY_991,Romanov,Романовы
TUDOR_WORD_DYNASTY_991,Tudor,Тюдоры
KENNEDY_WORD_DYNASTY_991,Ottoman,Османы
BOURBON_WORD_DYNASTY_991,Bourbon,Бурбоны
CLERIC_WORD_PRIEST_1019,Cleric,Клирик
BIBLE_WORD_PRIEST_1019,Bible,Библия
SAINT_WORD_PRIEST_1019,Saint,Святой
PREACHER_WORD_PRIEST_1019,Preacher,Проповедник
JOURNEY_WORD_MAPS_1022,Journey,Путешествие
LANDMARK_WORD_MAPS_1022,Landmark,Ориентир
BORDER_WORD_MAPS_1022,Border,Граница
ATLAS_WORD_MAPS_1022,Atlas,Атлас
GLOBE_WORD_MAPS_1022,Globe,Глобус
SCALE_WORD_MAPS_1022,Scale,Масштаб
TERRAIN_WORD_MAPS_1022,Terrain,Рельеф
CONTOUR_WORD_MAPS_1022,Contour,Контур
MELODY_WORD_SINGING_1054,Melody,Мелодия
SONG_WORD_SINGING_1054,Song,Песня
PITCH_WORD_SINGING_1054,Pitch,Тональность
SOLOIST_WORD_SINGING_1054,Soloist,Солист
ARIA_WORD_SINGING_1054,Aria,Ария
CHOIR_WORD_SINGING_1054,Choir,Хор
HUMMING_WORD_SINGING_1054,Humming,Мурлыканье
TIMBRE_WORD_SINGING_1054,Timbre,Тембр
GENE_WORD_GENETICS_1060,Gene,Ген
DNA_WORD_GENETICS_1060,DNA,ДНК
GENOME_WORD_GENETICS_1060,Genome,Геном
TV_WORD_SCREEN_1030,TV,ТВ
ATM_WORD_SCREEN_1030,ATM,Банкомат
E_READER_WORD_SCREEN_1030,E-reader,Электронная книга
BUZZER_WORD_ALARM_1031,Buzzer,Зуммер
BEEP_WORD_ALARM_1031,Beep,Сигнал
RUSH_WORD_ALARM_1031,Rush,Спешка
MAPLE_WORD_LEAVES_1055,Maple,Клён
OAK_WORD_LEAVES_1055,Oak,Дуб
PALM_WORD_LEAVES_1055,Palm,Пальма
CHESTNUT_WORD_LEAVES_1055,Chestnut,Каштан
ASH_WORD_LEAVES_1055,Ash,Ясень
POPLAR_WORD_LEAVES_1055,Poplar,Тополь
