id,basic_card_name_en,tr-TR
BIDDER_WORD_AUCTION_215,Bidder,Teklif veren
EXCELSA_WORD_BEANS_219,Excelsa,Excelsa
ROBUSTA_WORD_BEANS_219,Robusta,Robusta
LIBERICA_WORD_BEANS_219,Liberica,Liberica
ARABICA_WORD_BEANS_219,Arabica,Arabica
TENT_WORD_CAMPING_221,Tent,Çadır
CAMPFIRE_WORD_CAMPING_221,Campfire,Kamp ateşi
HAMMOCK_WORD_CAMPING_221,Hammock,Hamak
ORGAN_WORD_PLAY_223,Organ,Org
VIOLIN_WORD_PLAY_223,Violin,Keman
UKULELE_WORD_PLAY_223,Ukulele,Ukulele
DRUM_WORD_PLAY_223,Drum,Davul
PIANO_WORD_PLAY_223,Piano,Piyano
FLUTE_WORD_PLAY_223,Flute,Flüt
GUITAR_WORD_PLAY_223,Guitar,Gitar
CELLO_WORD_PLAY_223,Cello,Çello
BANK_WORD_FINANCE_227,Bank,Banka
INCOME_WORD_FINANCE_227,Income,Gelir
EXPENSE_WORD_FINANCE_227,Expense,Gider
MONEY_WORD_FINANCE_227,Money,Para
KINGDOM_WORD_MEDIEVAL_228,Kingdom,Krallık
LORD_WORD_MEDIEVAL_228,Lord,Lord
KNIGHT_WORD_MEDIEVAL_228,Knight,Şövalye
CASTLE_WORD_MEDIEVAL_228,Castle,Kale
GLASSES_WORD_OPTICS_229,Glasses,Gözlük
LENS_WORD_OPTICS_229,Lens,Lens
MONOCLE_WORD_OPTICS_229,Monocle,Monoküler
SPYGLASS_WORD_OPTICS_229,Spyglass,Dürbün
SIGNPOST_WORD_NAVIGATE_230,Signpost,Tabela
SEXTANT_WORD_NAVIGATE_230,Sextant,Sekstant
COMPASS_WORD_NAVIGATE_230,Compass,Pusula
PLAYPEN_WORD_TODDLER_231,Playpen,Oyun parkı
NAP_TIME_WORD_TODDLER_231,Nap time,Uyku vakti
PACIFIER_WORD_TODDLER_231,Pacifier,Emzik
CAPRINE_WORD_FAMILIES_234,Caprine,Keçigil
OVINE_WORD_FAMILIES_234,Ovine,Koyungil
FELINE_WORD_FAMILIES_234,Feline,Kedigil
EQUINE_WORD_FAMILIES_234,Equine,Atgil
CANINE_WORD_FAMILIES_234,Canine,Köpekgil
MURINE_WORD_FAMILIES_234,Murine,Faregil
PORCINE_WORD_FAMILIES_234,Porcine,Domuzgil
BOVINE_WORD_FAMILIES_234,Bovine,Sığırgil
ALTAIR_WORD_STARS_236,Altair,Altair
POLARIS_WORD_STARS_236,Polaris,Kutup Yıldızı
SIRIUS_WORD_STARS_236,Sirius,Sirius
VEGA_WORD_STARS_236,Vega,Vega
RIGEL_WORD_STARS_236,Rigel,Rigel
ALKAID_WORD_STARS_236,Alkaid,Alkaid
NEURAL_WORD_AI_238,Neural,Sinirsel
DATASET_WORD_AI_238,Dataset,Veri seti
CHATBOT_WORD_AI_238,Chatbot,Sohbet botu
AGENT_WORD_AI_238,Agent,Ajan
MATRIX_WORD_AI_238,Matrix,Matris
CORTEX_WORD_AI_238,Cortex,Korteks
REGION_WORD_DIVISION_242,Region,Bölge
COUNTRY_WORD_DIVISION_242,Country,Ülke
STATE_WORD_DIVISION_242,State,Eyalet
CITY_WORD_DIVISION_242,City,Şehir
DIALOGUE_WORD_SPEAK_244,Dialogue,Diyalog
DEBATE_WORD_SPEAK_244,Debate,Tartışma
ARGUMENT_WORD_SPEAK_244,Argument,Münakaşa
WAVY_WORD_HAIR_245,Wavy,Dalgalı
CURLY_WORD_HAIR_245,Curly,Kıvırcık
COILY_WORD_HAIR_245,Coily,Bukle
SPRAIN_WORD_INJURIES_249,Sprain,Burkulma
FRACTURE_WORD_INJURIES_249,Fracture,Kırık
BRUISE_WORD_INJURIES_249,Bruise,Çürük
WOUND_WORD_INJURIES_249,Wound,Yara
HEADACHE_WORD_FLU_251,Headache,Baş ağrısı
PILLS_WORD_FLU_251,Pills,Haplar
COUGH_WORD_FLU_251,Cough,Öksürük
GYPSUM_WORD_MINERALS_253,Gypsum,Alçıtaşı
CALCITE_WORD_MINERALS_253,Calcite,Kalsit
AZURITE_WORD_MINERALS_253,Azurite,Azurit
MICA_WORD_MINERALS_253,Mica,Mika
MARBLE_WORD_MINERALS_253,Marble,Mermer
QUARTZ_WORD_MINERALS_253,Quartz,Kuvars
LIME_WORD_MINERALS_253,Lime,Kireç
BERYL_WORD_MINERALS_253,Beryl,Beril
DECAY_WORD_RADIATE_257,Decay,Bozunma
FALLOUT_WORD_RADIATE_257,Fallout,Serpinti
CURIE_WORD_RADIATE_257,Curie,Curie
X_RAYS_WORD_RADIATE_257,X-rays,Röntgen
GLUCAGON_WORD_HORMONES_259,Glucagon,Glukagon
CORTISOL_WORD_HORMONES_259,Cortisol,Kortizol
INSULIN_WORD_HORMONES_259,Insulin,İnsülin
GASTRIN_WORD_HORMONES_259,Gastrin,Gastrin
IRIS_WORD_EYE_260,Iris,İris
PUPIL_WORD_EYE_260,Pupil,Göz bebeği
RETINA_WORD_EYE_260,Retina,Retina
DIG_WORD_SHOVEL_261,Dig,Kazmak
EXCAVATE_WORD_SHOVEL_261,Excavate,Kazı yapmak
UNEARTH_WORD_SHOVEL_261,Unearth,Çıkarmak
ALNICO_WORD_ALLOY_264,Alnico,Alnico
AMALGAM_WORD_ALLOY_264,Amalgam,Amalgam
BRASS_WORD_ALLOY_264,Brass,Pirinç
BRONZE_WORD_ALLOY_264,Bronze,Bronz
NICHROME_WORD_ALLOY_264,Nichrome,Nikrom
TUNGSTEN_WORD_ALLOY_264,Pewter,Kalay
NITINOL_WORD_ALLOY_264,Nitinol,Nitinol
STELLITE_WORD_ALLOY_264,Stellite,Stellit
DIWALI_WORD_FESTIVAL_270,Diwali,Diwali
HOLI_WORD_FESTIVAL_270,Holi,Holi
SONGKRAN_WORD_FESTIVAL_270,Songkran,Songkran
THULIUM_WORD_METAL_272,Thulium,Tulyum
HOLMIUM_WORD_METAL_272,Holmium,Holmiyum
IRIDIUM_WORD_METAL_272,Iridium,İridyum
RHODIUM_WORD_METAL_272,Rhodium,Rodyum
YTTRIUM_WORD_METAL_272,Yttrium,İtriyum
LUTETIUM_WORD_METAL_272,Lutetium,Lutesyum
EUROPIUM_WORD_METAL_272,Europium,Öropiyum
ERBIUM_WORD_METAL_272,Erbium,Erbiyum
INSIGNIA_WORD_ARTIFACT_276,Insignia,Nişan
RELIC_WORD_ARTIFACT_276,Relic,Kalıntı
SIGIL_WORD_ARTIFACT_276,Sigil,Mühür
TOTEM_WORD_ARTIFACT_276,Totem,Totem
AMULET_WORD_ARTIFACT_276,Amulet,Muska
VASE_WORD_ARTIFACT_276,Vase,Vazo
GUARD_WORD_DEFENSE_277,Guard,Muhafız
CCTV_WORD_DEFENSE_277,CCTV,Güvenlik kamerası
SECURITY_WORD_DEFENSE_277,Security,Güvenlik
PATROL_WORD_DEFENSE_277,Patrol,Devriye
ATOM_WORD_PARTICLE_281,Atom,Atom
ELECTRON_WORD_PARTICLE_281,Electron,Elektron
NEUTRON_WORD_PARTICLE_281,Neutron,Nötron
HARLEM_WORD_NEW_YORK_287,Harlem,Harlem
SOHO_WORD_NEW_YORK_287,Soho,Soho
TRIBECA_WORD_NEW_YORK_287,Tribeca,Tribeca
ASTORIA_WORD_NEW_YORK_287,Astoria,Astoria
BRONX_WORD_NEW_YORK_287,Bronx,Bronx
QUEENS_WORD_NEW_YORK_287,Queens,Queens
BARNACLE_WORD_NO_BONES_289,Barnacle,Midye kabuğu
SPIDER_WORD_NO_BONES_289,Spider,Örümcek
SQUID_WORD_NO_BONES_289,Squid,Kalamar
STARFISH_WORD_NO_BONES_289,Starfish,Denizyıldızı
WORM_WORD_NO_BONES_289,Worm,Solucan
FABLE_WORD_LEGENDS_291,Fable,Fabl
SAGA_WORD_LEGENDS_291,Saga,Destan
TALE_WORD_LEGENDS_291,Tale,Masal
EPIC_WORD_LEGENDS_291,Epic,Epik
MYTH_WORD_LEGENDS_291,Myth,Efsane
HI_WORD_HELLO_295,Hi,Merhaba
HOWDY_WORD_HELLO_295,Howdy,Selam
HEY_WORD_HELLO_295,Hey,Hey
DEGREE_WORD_PHD_296,Degree,Derece
THESIS_WORD_PHD_296,Thesis,Tez
RESEARCH_WORD_PHD_296,Research,Araştırma
CONSENT_WORD_OK_SIGN_301,Consent,Onay
OKAY_WORD_OK_SIGN_301,Okay,Tamam
YES_WORD_OK_SIGN_301,Yes,Evet
SCALES_WORD_JUSTICE_310,Scales,Terazi
GAVEL_WORD_JUSTICE_310,Gavel,Tokmak
LAW_WORD_JUSTICE_310,Law,Hukuk
COURT_WORD_JUSTICE_310,Court,Mahkeme
INMATE_WORD_PRISONER_312,Inmate,Mahkûm
FELON_WORD_PRISONER_312,Felon,Suçlu
DETAINEE_WORD_PRISONER_312,Detainee,Tutuklu
METEOR_WORD_SPACE_314,Meteor,Göktaşı
ECLIPSE_WORD_SPACE_314,Eclipse,Tutulma
AURORA_WORD_SPACE_314,Aurora,Kutup ışığı
PULSAR_WORD_SPACE_314,Pulsar,Pulsar
QUASAR_WORD_SPACE_314,Quasar,Kuasar
NEBULA_WORD_SPACE_314,Nebula,Bulutsu
NOVA_WORD_SPACE_314,Nova,Nova
ASTEROID_WORD_SPACE_314,Asteroid,Asteroit
GAMBLER_WORD_WESTERN_317,Gambler,Kumarbaz
SHERIFF_WORD_WESTERN_317,Sheriff,Şerif
COWBOY_WORD_WESTERN_317,Cowboy,Kovboy
LASSO_WORD_WESTERN_317,Lasso,Kement
SALOON_WORD_WESTERN_317,Saloon,Saloon
RODEO_WORD_WESTERN_317,Rodeo,Rodeo
SECURE_WORD_LOCK_321,Secure,Güvenli
STURDY_WORD_LOCK_321,Sturdy,Sağlam
TRUSTY_WORD_LOCK_321,Trusty,Güvenilir
THIGH_WORD_LEGS_322,Thigh,Uyluk
KNEE_WORD_LEGS_322,Knee,Diz
ANKLE_WORD_LEGS_322,Ankle,Ayak bileği
RA_WORD_PYRAMIDS_330,Ra,Ra
OSIRIS_WORD_PYRAMIDS_330,Osiris,Osiris
ANUBIS_WORD_PYRAMIDS_330,Anubis,Anubis
RAMSES_WORD_PYRAMIDS_330,Ramses,Ramses
PICKAXE_WORD_SHAFT_331,Pickaxe,Kazma
MINE_WORD_SHAFT_331,Mine,Maden
CART_WORD_SHAFT_331,Cart,Vagon
PADDOCK_WORD_FARMING_333,Paddock,Çayır
COMPOST_WORD_FARMING_333,Compost,Kompost
FALLOW_WORD_FARMING_333,Fallow,Nadasa bırakma
CROP_WORD_FARMING_333,Crop,Ekin
HAY_WORD_FARMING_333,Hay,Saman
HARVEST_WORD_FARMING_333,Harvest,Hasat
TOPSOIL_WORD_FARMING_333,Topsoil,Üst toprak
GRAIN_WORD_FARMING_333,Grain,Tahıl
SLEDDING_WORD_SLIDING_339,Sledding,Kızak
SKELETON_WORD_SLIDING_339,Skeleton,Skeleton
SKIING_WORD_SLIDING_339,Skiing,Kayak
SKATING_WORD_SLIDING_339,Skating,Buz pateni
LUGE_WORD_SLIDING_339,Luge,Kızak yarışı
OIL_WORD_PAINTING_340,Oil,Yağlı boya
ACRYLIC_WORD_PAINTING_340,Acrylic,Akrilik
GOUACHE_WORD_PAINTING_340,Gouache,Guvaş
TEMPERA_WORD_PAINTING_340,Tempera,Tempera
FRESCO_WORD_PAINTING_340,Fresco,Fresk
RISOTTO_WORD_RICE_342,Risotto,Risotto
CONGEE_WORD_RICE_342,Congee,Pirinç çorbası
PAELLA_WORD_RICE_342,Paella,Paella
SUSHI_WORD_RICE_342,Sushi,Suşi
ROMANCE_WORD_HEART_344,Romance,Romantizm
COUPLE_WORD_HEART_344,Couple,Çift
PASSION_WORD_HEART_344,Passion,Tutku
VANS_WORD_HIPPIE_349,Vans,Minibüsler
COMMUNE_WORD_HIPPIE_349,Commune,Komün
FREEDOM_WORD_HIPPIE_349,Freedom,Özgürlük
DRONE_WORD_ROBOT_354,Drone,Drone
ROBOVAC_WORD_ROBOT_354,Robovac,Robot süpürge
NANOBOT_WORD_ROBOT_354,Nanobot,Nanobot
CYBORG_WORD_ROBOT_354,Cyborg,Siborg
ANDROID_WORD_ROBOT_354,Android,Android
MACHINE_WORD_ROBOT_354,Machine,Makine
SIGMA_WORD_GREECE_359,Sigma,Sigma
DELTA_WORD_GREECE_359,Delta,Delta
KAPPA_WORD_GREECE_359,Kappa,Kappa
MOTION_WORD_DYNAMICS_360,Motion,Hareket
INERTIA_WORD_DYNAMICS_360,Inertia,Eylemsizlik
VELOCITY_WORD_DYNAMICS_360,Velocity,Hız
ONTARIO_WORD_LAKES_365,Ontario,Ontario
SUPERIOR_WORD_LAKES_365,Superior,Superior
TITICACA_WORD_LAKES_365,Titicaca,Titicaca
BAIKAL_WORD_LAKES_365,Baikal,Baykal
MICHIGAN_WORD_LAKES_365,Michigan,Michigan
HURON_WORD_LAKES_365,Huron,Huron
ATOM_WORD_NUCLEAR_366,Atom,Atom
NEUTRON_WORD_NUCLEAR_366,Neutron,Nötron
PROTON_WORD_NUCLEAR_366,Proton,Proton
ELECTRON_WORD_NUCLEAR_366,Electron,Elektron
MILAN_WORD_ITALY_376,Milan,Milano
ROME_WORD_ITALY_376,Rome,Roma
VENICE_WORD_ITALY_376,Venice,Venedik
FLORENCE_WORD_ITALY_376,Florence,Floransa
THIS_WORD_POINTING_379,This,Bu
THAT_WORD_POINTING_379,That,Şu
THOSE_WORD_POINTING_379,Those,Onlar
NORMAL_WORD_SKIN_380,Normal,Normal
DRY_WORD_SKIN_380,Dry,Kuru
OILY_WORD_SKIN_380,Oily,Yağlı
LIBRARY_WORD_BUILD_384,Library,Kütüphane
MUSEUM_WORD_BUILD_384,Museum,Müze
HOSPITAL_WORD_BUILD_384,Hospital,Hastane
SCHOOL_BUILDING_WORD_BUILD_384,School building,Okul binası
HOTEL_WORD_BUILD_384,Hotel,Otel
FACTORY_WORD_BUILD_384,Factory,Fabrika
STADIUM_WORD_BUILD_384,Stadium,Stadyum
MALL_WORD_BUILD_384,Mall,AVM
MONARCHY_WORD_POLICIES_394,Monarchy,Monarşi
TYRANNY_WORD_POLICIES_394,Tyranny,Tiranlık
ANARCHY_WORD_POLICIES_394,Anarchy,Anarşi
POWER_WORD_STRENGTH_401,Power,Güç
FORCE_WORD_STRENGTH_401,Force,Kuvvet
MIGHT_WORD_STRENGTH_401,Might,Kudret
TEXT_WORD_MESSAGE_407,Text,Mesaj
EMAIL_WORD_MESSAGE_407,Email,E-posta
LETTER_WORD_MESSAGE_407,Letter,Mektup
FAX_WORD_MESSAGE_407,Fax,Faks
DUALISM_WORD_VIEWS_410,Dualism,Düalizm
STOICISM_WORD_VIEWS_410,Stoicism,Stoacılık
NIHILISM_WORD_VIEWS_410,Nihilism,Nihilizm
LUNGS_WORD_ORGANS_412,Lungs,Akciğer
KIDNEY_WORD_ORGANS_412,Kidney,Böbrek
STOMACH_WORD_ORGANS_412,Stomach,Mide
LIVER_WORD_ORGANS_412,Liver,Karaciğer
BLADDER_WORD_ORGANS_412,Bladder,Mesane
SPLEEN_WORD_ORGANS_412,Spleen,Dalak
HEART_WORD_ORGANS_412,Heart,Kalp
PANCREAS_WORD_ORGANS_412,Pancreas,Pankreas
FOOL_WORD_TAROT_417,Fool,Deli
MOON_WORD_TAROT_417,Moon,Ay
MAGICIAN_WORD_TAROT_417,Magician,Sihirbaz
EMPRESS_WORD_TAROT_417,Empress,İmparatoriçe
SOPRANO_WORD_VOICES_439,Soprano,Soprano
TENOR_WORD_VOICES_439,Tenor,Tenor
BARITONE_WORD_VOICES_439,Baritone,Bariton
BASS_WORD_VOICES_439,Bass,Bas
ALTO_WORD_VOICES_439,Alto,Alto
SONNET_WORD_POETRY_440,Sonnet,Sone
HAIKU_WORD_POETRY_440,Haiku,Haiku
ODE_WORD_POETRY_440,Ode,Od
BALLAD_WORD_POETRY_440,Ballad,Balad
ACROSTIC_WORD_POETRY_440,Acrostic,Akrostiş
SUPPER_WORD_MEALS_444,Supper,Akşam yemeği
LUNCH_WORD_MEALS_444,Lunch,Öğle yemeği
DINNER_WORD_MEALS_444,Dinner,Yemek
CAULDRON_WORD_ALCHEMY_445,Cauldron,Kazan
ELIXIR_WORD_ALCHEMY_445,Elixir,İksir
POTION_WORD_ALCHEMY_445,Potion,İksir
RITUAL_WORD_PAGANISM_469,Ritual,Ritüel
TOTEM_WORD_PAGANISM_469,Totem,Totem
IDOL_WORD_PAGANISM_469,Idol,Put
ALTAR_WORD_PAGANISM_469,Altar,Sunak
CURRENT_WORD_PRESENT_470,Current,Güncel
NOW_WORD_PRESENT_470,Now,Şimdi
TODAY_WORD_PRESENT_470,Today,Bugün
CODE_WORD_SECRET_471,Code,Kod
AGENT_WORD_SECRET_471,Agent,Ajan
WORD_WORD_SECRET_471,Identity,Kimlik
DONKEY_WORD_EQUIDAE_475,Donkey,Eşek
MULE_WORD_EQUIDAE_475,Mule,Katır
MUSTANG_WORD_EQUIDAE_475,Mustang,Mustang
HORSE_WORD_EQUIDAE_475,Horse,At
ZEBRA_WORD_EQUIDAE_475,Zebra,Zebra
PONY_WORD_EQUIDAE_475,Pony,Midilli
COWHIDE_WORD_LEATHER_480,Cowhide,Sığır derisi
NUBUCK_WORD_LEATHER_480,Nubuck,Nubuk
SUEDE_WORD_LEATHER_480,Suede,Süet
TOWER_WORD_CASTLE_485,Tower,Kule
MOAT_WORD_CASTLE_485,Moat,Hendek
DUNGEON_WORD_CASTLE_485,Dungeon,Zindan
BASTION_WORD_CASTLE_485,Bastion,Burç
RAMPART_WORD_CASTLE_485,Rampart,Sur
TURRET_WORD_CASTLE_485,Turret,Kulecik
PARAPET_WORD_CASTLE_485,Parapet,Parapet
CITADEL_WORD_CASTLE_485,Citadel,Kale
LCD_WORD_DISPLAY_486,LCD,LCD
LED_WORD_DISPLAY_486,LED,LED
OLED_WORD_DISPLAY_486,OLED,OLED
CRT_WORD_DISPLAY_486,CRT,CRT
PLASMA_WORD_DISPLAY_486,Plasma,Plazma
AMOLED_WORD_DISPLAY_486,AMOLED,AMOLED
MAYANS_WORD_CULTURES_487,Mayans,Mayalar
AZTECS_WORD_CULTURES_487,Aztecs,Aztekler
ROMANS_WORD_CULTURES_487,Romans,Romalılar
GREEKS_WORD_CULTURES_487,Greeks,Yunanlılar
CELTS_WORD_CULTURES_487,Celts,Keltler
VIKINGS_WORD_CULTURES_487,Vikings,Vikingler
SAMURAI_WORD_WARRIORS_491,Samurai,Samuray
SHINOBI_WORD_WARRIORS_491,Shinobi,Shinobi
RONIN_WORD_WARRIORS_491,Ronin,Ronin
ASSASSIN_WORD_WARRIORS_491,Assassin,Suikastçı
NINJA_WORD_WARRIORS_491,Ninja,Ninja
DECEIVE_WORD_LIE_492,Deceive,Aldatmak
DELUDE_WORD_LIE_492,Delude,Kandırmak
FALSIFY_WORD_LIE_492,Falsify,Tahrif etmek
MISLEAD_WORD_LIE_492,Mislead,Yanıltmak
OBOE_WORD_VIOLIN_508,Oboe,Obua
CLARINET_WORD_VIOLIN_508,Clarinet,Klarnet
FLUTE_WORD_VIOLIN_508,Flute,Flüt
CELLO_WORD_VIOLIN_508,Cello,Çello
MATE_WORD_ANAGRAM_511,Mate,Arkadaş
TEAM_WORD_ANAGRAM_511,Team,Takım
MEAT_WORD_ANAGRAM_511,Meat,Et
BONGO_WORD_DRUM_518,Bongo,Bongo
DJEMBE_WORD_DRUM_518,Djembe,Djembe
TABLA_WORD_DRUM_518,Tabla,Tabla
ASHIKO_WORD_DRUM_518,Ashiko,Ashiko
TRIUMPH_WORD_WREATH_544,Triumph,Zafer
VICTORY_WORD_WREATH_544,Victory,Galibiyet
SUCCESS_WORD_WREATH_544,Success,Başarı
YOGA_WORD_ZEN_549,Yoga,Yoga
RINZAI_WORD_ZEN_549,Rinzai,Rinzai
DHARMA_WORD_ZEN_549,Dharma,Dharma
ROUTER_WORD_NETWORK_588,Router,Yönlendirici
SERVER_WORD_NETWORK_588,Server,Sunucu
GATEWAY_WORD_NETWORK_588,Gateway,Ağ geçidi
ETHERNET_WORD_NETWORK_588,Ethernet,Ethernet
PACKET_WORD_NETWORK_588,Packet,Paket
DUTY_WORD_CUSTOMS_592,Duty,Gümrük
IMPORT_WORD_CUSTOMS_592,Import,İthalat
BORDER_WORD_CUSTOMS_592,Border,Sınır
EXPORT_WORD_CUSTOMS_592,Export,İhracat
PAYMENT_WORD_MORTGAGE_595,Payment,Ödeme
INTEREST_WORD_MORTGAGE_595,Interest,Faiz
RATE_WORD_MORTGAGE_595,Rate,Oran
MIX_WORD_CONCRETE_601,Mix,Karıştırmak
TROWEL_WORD_CONCRETE_601,Trowel,Mala
SCREED_WORD_CONCRETE_601,Screed,Şap
SATIRE_WORD_MEMES_620,Satire,Hiciv
PARODY_WORD_MEMES_620,Parody,Parodi
TROLLING_WORD_MEMES_620,Trolling,Trolleme
METHANE_WORD_ALKANES_641,Methane,Metan
ETHANE_WORD_ALKANES_641,Ethane,Etan
PROPANE_WORD_ALKANES_641,Propane,Propan
BUTANE_WORD_ALKANES_641,Butane,Bütan
ASSESS_WORD_EVALUATE_651,Assess,Değerlendirmek
ESTIMATE_WORD_EVALUATE_651,Estimate,Tahmin etmek
ANALYZE_WORD_EVALUATE_651,Analyze,Analiz etmek
HUNT_WORD_QUEST_680,Hunt,Av
INQUIRY_WORD_QUEST_680,Inquiry,Soruşturma
PURSUIT_WORD_QUEST_680,Pursuit,Takip
GOATEE_WORD_BEARDS_681,Goatee,Keçi sakalı
BALBO_WORD_BEARDS_681,Balbo,Balbo
DUCKTAIL_WORD_BEARDS_681,Ducktail,Ördek kuyruğu
SYNERGY_WORD_YINYANG_721,Synergy,Sinerji
DUALITY_WORD_YINYANG_721,Duality,İkilik
HARMONY_WORD_YINYANG_721,Harmony,Uyum
GOURMET_WORD_FOODIE_726,Gourmet,Gurme
EPICURE_WORD_FOODIE_726,Epicure,Tat düşkünü
TASTE_WORD_FOODIE_726,Taste,Lezzet
SYBARITE_WORD_FOODIE_726,Sybarite,Zevk düşkünü
HEDONISM_WORD_FOODIE_726,Hedonism,Hedonizm
DISHES_WORD_FOODIE_726,Dishes,Yemekler
ROLE_WORD_OPERA_760,Role,Rol
DIVA_WORD_OPERA_760,Diva,Diva
ACT_WORD_OPERA_760,Act,Perde
BAY_WORD_HARBOR_764,Bay,Koy
PIER_WORD_HARBOR_764,Pier,İskele
WHARF_WORD_HARBOR_764,Wharf,Rıhtım
COAST_WORD_HARBOR_764,Coast,Kıyı
MARINA_WORD_HARBOR_764,Marina,Marina
VESSEL_WORD_HARBOR_764,Vessel,Gemi
BRICK_WORD_STREET_768,Lamp,Lamba
DRIVER_WORD_STREET_768,Driver,Sürücü
CORNER_WORD_STREET_768,Corner,Köşe
BIKE_WORD_STREET_768,Bike,Bisiklet
LION_WORD_CHIMERA_795,Lion,Aslan
GOAT_WORD_CHIMERA_795,Goat,Keçi
SERPENT_WORD_CHIMERA_795,Serpent,Yılan
REINS_WORD_CARRIAGE_800,Reins,Dizginler
HARNESS_WORD_CARRIAGE_800,Harness,Koşum
COACHMAN_WORD_CARRIAGE_800,Coachman,Arabacı
CANTER_WORD_GAITS_810,Canter,Eşkin
GALLOP_WORD_GAITS_810,Gallop,Dörtnala
TROT_WORD_GAITS_810,Trot,Tırıs
CORE_WORD_EARTH_831,Core,Çekirdek
MANTLE_WORD_EARTH_831,Mantle,Manto
CRUST_WORD_EARTH_831,Crust,Kabuk
PAGANINI_WORD_VIOLINS_845,Paganini,Paganini
LUTHIER_WORD_VIOLINS_845,Luthier,Lutiye
FRET_WORD_VIOLINS_845,Bow,Yay
NOUN_WORD_GRAMMAR_861,Noun,İsim
VERB_WORD_GRAMMAR_861,Verb,Fiil
ADVERB_WORD_GRAMMAR_861,Adverb,Zarf
CREST_WORD_COASTAL_882,Crest,Dalga tepesi
BREEZE_WORD_COASTAL_882,Breeze,Esinti
SURFING_WORD_COASTAL_882,Surfing,Sörf
SHINGLE_WORD_COASTAL_882,Shingle,Çakıl
SAND_WORD_COASTAL_882,Sand,Kum
GROYNE_WORD_COASTAL_882,Groyne,Dalgakıran
TIDE_WORD_COASTAL_882,Tide,Gelgit
JETTY_WORD_COASTAL_882,Jetty,İskele
TIRE_WORD_WHEEL_890,Tire,Lastik
HUBCAP_WORD_WHEEL_890,Hubcap,Jant kapağı
STEER_WORD_WHEEL_890,Steer,Direksiyon
AXLE_WORD_WHEEL_890,Axle,Aks
FORTUNE_WORD_WHEEL_890,Rim,Jant
STEEL_WORD_INDUSTRY_921,Steel,Çelik
GOODS_WORD_INDUSTRY_921,Goods,Mallar
PRODUCE_WORD_INDUSTRY_921,Produce,Ürünler
MEGA_WORD_PREFIX_922,Mega,Mega
NANO_WORD_PREFIX_922,Nano,Nano
DECA_WORD_PREFIX_922,Deca,Deka
SIAMESE_WORD_BREEDS_940,Siamese,Siyam
SPHYNX_WORD_BREEDS_940,Sphynx,Sfenks
BIRMAN_WORD_BREEDS_940,Birman,Birman
BENGAL_WORD_BREEDS_940,Bengal,Bengal
ANGORA_WORD_BREEDS_940,Angora,Ankara kedisi
BIG_BEN_WORD_LANDMARK_948,Big Ben,Big Ben
SPHINX_WORD_LANDMARK_948,Sphinx,Sfenks
COLOSSEUM_WORD_LANDMARK_948,Colosseum,Kolezyum
PYRAMIDS_WORD_LANDMARK_948,Pyramids,Piramitler
NILE_WORD_RIVERS_959,Nile,Nil
AMAZON_WORD_RIVERS_959,Amazon,Amazon
HUDSON_WORD_RIVERS_959,Hudson,Hudson
SURF_WORD_COAST_969,Surf,Sörf
BEACH_WORD_COAST_969,Beach,Plaj
CLIFF_WORD_COAST_969,Cliff,Uçurum
CLEANSER_WORD_SKINCARE_984,Cleanser,Temizleyici
TONER_WORD_SKINCARE_984,Toner,Tonik
SERUM_WORD_SKINCARE_984,Serum,Serum
TEXTURE_WORD_SKINCARE_984,Texture,Doku
PORES_WORD_SKINCARE_984,Pores,Gözenekler
RETINOL_WORD_SKINCARE_984,Retinol,Retinol
PEPTIDES_WORD_SKINCARE_984,Peptides,Peptitler
BLEMISH_WORD_SKINCARE_984,Blemish,Leke
ROMANOV_WORD_DYNASTY_991,Romanov,Romanov
TUDOR_WORD_DYNASTY_991,Tudor,Tudor
KENNEDY_WORD_DYNASTY_991,Ottoman,Osmanlı
BOURBON_WORD_DYNASTY_991,Bourbon,Bourbon
CLERIC_WORD_PRIEST_1019,Cleric,Ruhban
BIBLE_WORD_PRIEST_1019,Bible,İncil
SAINT_WORD_PRIEST_1019,Saint,Aziz
PREACHER_WORD_PRIEST_1019,Preacher,Vaiz
JOURNEY_WORD_MAPS_1022,Journey,Yolculuk
LANDMARK_WORD_MAPS_1022,Landmark,Simge
BORDER_WORD_MAPS_1022,Border,Sınır
ATLAS_WORD_MAPS_1022,Atlas,Atlas
GLOBE_WORD_MAPS_1022,Globe,Küre
SCALE_WORD_MAPS_1022,Scale,Ölçek
TERRAIN_WORD_MAPS_1022,Terrain,Arazi
CONTOUR_WORD_MAPS_1022,Contour,Kontur
MELODY_WORD_SINGING_1054,Melody,Melodi
SONG_WORD_SINGING_1054,Song,Şarkı
PITCH_WORD_SINGING_1054,Pitch,Perde
SOLOIST_WORD_SINGING_1054,Soloist,Solist
ARIA_WORD_SINGING_1054,Aria,Arya
CHOIR_WORD_SINGING_1054,Choir,Koro
HUMMING_WORD_SINGING_1054,Humming,Mırıldanma
TIMBRE_WORD_SINGING_1054,Timbre,Tını
GENE_WORD_GENETICS_1060,Gene,Gen
DNA_WORD_GENETICS_1060,DNA,DNA
GENOME_WORD_GENETICS_1060,Genome,Genom
TV_WORD_SCREEN_1030,TV,TV
ATM_WORD_SCREEN_1030,ATM,ATM
E_READER_WORD_SCREEN_1030,E-reader,E-kitap okuyucu
