id,basic_card_name_en,id-ID
CAMPFIRE_WORD_CAMPING_221,Campfire,Api unggun
HAMMOCK_WORD_CAMPING_221,Hammock,Hammok
ORGAN_WORD_PLAY_223,Organ,Organ
VIOLIN_WORD_PLAY_223,Violin,Biola
UKULELE_WORD_PLAY_223,Ukulele,Ukulele
DRUM_WORD_PLAY_223,Drum,Drum
PIANO_WORD_PLAY_223,Piano,Piano
FLUTE_WORD_PLAY_223,Flute,Seruling
GUITAR_WORD_PLAY_223,Guitar,Gitar
CELLO_WORD_PLAY_223,Cello,Cello
BANK_WORD_FINANCE_227,Bank,Bank
INCOME_WORD_FINANCE_227,Income,Pendapatan
EXPENSE_WORD_FINANCE_227,Expense,Pengeluaran
MONEY_WORD_FINANCE_227,Money,Uang
KINGDOM_WORD_MEDIEVAL_228,Kingdom,Kerajaan
LORD_WORD_MEDIEVAL_228,Lord,Tuan
KNIGHT_WORD_MEDIEVAL_228,Knight,Ksatria
CASTLE_WORD_MEDIEVAL_228,Castle,Kastil
GLASSES_WORD_OPTICS_229,Glasses,Kacamata
LENS_WORD_OPTICS_229,Lens,Lensa
MONOCLE_WORD_OPTICS_229,Monocle,Monokel
SPYGLASS_WORD_OPTICS_229,Spyglass,Teropong
SIGNPOST_WORD_NAVIGATE_230,Signpost,Papan petunjuk
SEXTANT_WORD_NAVIGATE_230,Sextant,Sekstan
COMPASS_WORD_NAVIGATE_230,Compass,Kompas
PLAYPEN_WORD_TODDLER_231,Playpen,Arena bermain
NAP_TIME_WORD_TODDLER_231,Nap time,Tidur siang
PACIFIER_WORD_TODDLER_231,Pacifier,Dot
CAPRINE_WORD_FAMILIES_234,Caprine,Kaprin
OVINE_WORD_FAMILIES_234,Ovine,Ovin
FELINE_WORD_FAMILIES_234,Feline,Kucing
EQUINE_WORD_FAMILIES_234,Equine,Kuda
CANINE_WORD_FAMILIES_234,Canine,Anjing
MURINE_WORD_FAMILIES_234,Murine,Tikus
PORCINE_WORD_FAMILIES_234,Porcine,Babi
BOVINE_WORD_FAMILIES_234,Bovine,Sapi
ALTAIR_WORD_STARS_236,Altair,Altair
POLARIS_WORD_STARS_236,Polaris,Polaris
SIRIUS_WORD_STARS_236,Sirius,Sirius
VEGA_WORD_STARS_236,Vega,Vega
RIGEL_WORD_STARS_236,Rigel,Rigel
ALKAID_WORD_STARS_236,Alkaid,Alkaid
NEURAL_WORD_AI_238,Neural,Neural
DATASET_WORD_AI_238,Dataset,Dataset
CHATBOT_WORD_AI_238,Chatbot,Chatbot
AGENT_WORD_AI_238,Agent,Agen
MATRIX_WORD_AI_238,Matrix,Matriks
CORTEX_WORD_AI_238,Cortex,Korteks
REGION_WORD_DIVISION_242,Region,Wilayah
COUNTRY_WORD_DIVISION_242,Country,Negara
STATE_WORD_DIVISION_242,State,Negara bagian
CITY_WORD_DIVISION_242,City,Kota
DIALOGUE_WORD_SPEAK_244,Dialogue,Dialog
DEBATE_WORD_SPEAK_244,Debate,Debat
ARGUMENT_WORD_SPEAK_244,Argument,Argumen
WAVY_WORD_HAIR_245,Wavy,Bergelombang
CURLY_WORD_HAIR_245,Curly,Keriting
COILY_WORD_HAIR_245,Coily,Ikal
SPRAIN_WORD_INJURIES_249,Sprain,Keseleo
FRACTURE_WORD_INJURIES_249,Fracture,Patah tulang
BRUISE_WORD_INJURIES_249,Bruise,Memar
WOUND_WORD_INJURIES_249,Wound,Luka
HEADACHE_WORD_FLU_251,Headache,Sakit kepala
PILLS_WORD_FLU_251,Pills,Pil
COUGH_WORD_FLU_251,Cough,Batuk
GYPSUM_WORD_MINERALS_253,Gypsum,Gipsum
CALCITE_WORD_MINERALS_253,Calcite,Kalsit
AZURITE_WORD_MINERALS_253,Azurite,Azurit
MICA_WORD_MINERALS_253,Mica,Mika
MARBLE_WORD_MINERALS_253,Marble,Marmer
QUARTZ_WORD_MINERALS_253,Quartz,Kuarsa
LIME_WORD_MINERALS_253,Lime,Kapur
BERYL_WORD_MINERALS_253,Beryl,Beril
DECAY_WORD_RADIATE_257,Decay,Peluruhan
FALLOUT_WORD_RADIATE_257,Fallout,Jatuhan
CURIE_WORD_RADIATE_257,Curie,Curie
X_RAYS_WORD_RADIATE_257,X-rays,Sinar-X
GLUCAGON_WORD_HORMONES_259,Glucagon,Glukagon
CORTISOL_WORD_HORMONES_259,Cortisol,Kortisol
INSULIN_WORD_HORMONES_259,Insulin,Insulin
GASTRIN_WORD_HORMONES_259,Gastrin,Gastrin
IRIS_WORD_EYE_260,Iris,Iris
PUPIL_WORD_EYE_260,Pupil,Pupil
RETINA_WORD_EYE_260,Retina,Retina
DIG_WORD_SHOVEL_261,Dig,Gali
EXCAVATE_WORD_SHOVEL_261,Excavate,Ekskavasi
UNEARTH_WORD_SHOVEL_261,Unearth,Bongkar
ALNICO_WORD_ALLOY_264,Alnico,Alnico
AMALGAM_WORD_ALLOY_264,Amalgam,Amalgam
BRASS_WORD_ALLOY_264,Brass,Kuningan
BRONZE_WORD_ALLOY_264,Bronze,Perunggu
NICHROME_WORD_ALLOY_264,Nichrome,Nikrom
TUNGSTEN_WORD_ALLOY_264,Pewter,Timah campuran
NITINOL_WORD_ALLOY_264,Nitinol,Nitinol
STELLITE_WORD_ALLOY_264,Stellite,Stellite
DIWALI_WORD_FESTIVAL_270,Diwali,Diwali
HOLI_WORD_FESTIVAL_270,Holi,Holi
SONGKRAN_WORD_FESTIVAL_270,Songkran,Songkran
THULIUM_WORD_METAL_272,Thulium,Tulium
HOLMIUM_WORD_METAL_272,Holmium,Holmium
IRIDIUM_WORD_METAL_272,Iridium,Iridium
RHODIUM_WORD_METAL_272,Rhodium,Rodium
YTTRIUM_WORD_METAL_272,Yttrium,Itrium
LUTETIUM_WORD_METAL_272,Lutetium,Lutetium
EUROPIUM_WORD_METAL_272,Europium,Europium
ERBIUM_WORD_METAL_272,Erbium,Erbium
INSIGNIA_WORD_ARTIFACT_276,Insignia,Lencana
RELIC_WORD_ARTIFACT_276,Relic,Relik
SIGIL_WORD_ARTIFACT_276,Sigil,Sigil
TOTEM_WORD_ARTIFACT_276,Totem,Totem
AMULET_WORD_ARTIFACT_276,Amulet,Jimat
VASE_WORD_ARTIFACT_276,Vase,Vas
GUARD_WORD_DEFENSE_277,Guard,Penjaga
CCTV_WORD_DEFENSE_277,CCTV,CCTV
SECURITY_WORD_DEFENSE_277,Security,Keamanan
PATROL_WORD_DEFENSE_277,Patrol,Patroli
ATOM_WORD_PARTICLE_281,Atom,Atom
ELECTRON_WORD_PARTICLE_281,Electron,Elektron
NEUTRON_WORD_PARTICLE_281,Neutron,Neutron
HARLEM_WORD_NEW_YORK_287,Harlem,Harlem
SOHO_WORD_NEW_YORK_287,Soho,Soho
TRIBECA_WORD_NEW_YORK_287,Tribeca,Tribeca
ASTORIA_WORD_NEW_YORK_287,Astoria,Astoria
BRONX_WORD_NEW_YORK_287,Bronx,Bronx
QUEENS_WORD_NEW_YORK_287,Queens,Queens
BARNACLE_WORD_NO_BONES_289,Barnacle,Teritip
SPIDER_WORD_NO_BONES_289,Spider,Laba-laba
SQUID_WORD_NO_BONES_289,Squid,Cumi-cumi
STARFISH_WORD_NO_BONES_289,Starfish,Bintang laut
WORM_WORD_NO_BONES_289,Worm,Cacing
FABLE_WORD_LEGENDS_291,Fable,Fabel
SAGA_WORD_LEGENDS_291,Saga,Saga
TALE_WORD_LEGENDS_291,Tale,Dongeng
EPIC_WORD_LEGENDS_291,Epic,Epik
MYTH_WORD_LEGENDS_291,Myth,Mitos
HI_WORD_HELLO_295,Hi,Hai
HOWDY_WORD_HELLO_295,Howdy,Halo
HEY_WORD_HELLO_295,Hey,Hei
DEGREE_WORD_PHD_296,Degree,Gelar
THESIS_WORD_PHD_296,Thesis,Tesis
RESEARCH_WORD_PHD_296,Research,Penelitian
CONSENT_WORD_OK_SIGN_301,Consent,Setuju
OKAY_WORD_OK_SIGN_301,Okay,Oke
YES_WORD_OK_SIGN_301,Yes,Ya
SCALES_WORD_JUSTICE_310,Scales,Timbangan
GAVEL_WORD_JUSTICE_310,Gavel,Palu
LAW_WORD_JUSTICE_310,Law,Hukum
COURT_WORD_JUSTICE_310,Court,Pengadilan
INMATE_WORD_PRISONER_312,Inmate,Narapidana
FELON_WORD_PRISONER_312,Felon,Penjahat
DETAINEE_WORD_PRISONER_312,Detainee,Tahanan
METEOR_WORD_SPACE_314,Meteor,Meteor
ECLIPSE_WORD_SPACE_314,Eclipse,Gerhana
AURORA_WORD_SPACE_314,Aurora,Aurora
PULSAR_WORD_SPACE_314,Pulsar,Pulsar
QUASAR_WORD_SPACE_314,Quasar,Kuasar
NEBULA_WORD_SPACE_314,Nebula,Nebula
NOVA_WORD_SPACE_314,Nova,Nova
ASTEROID_WORD_SPACE_314,Asteroid,Asteroid
GAMBLER_WORD_WESTERN_317,Gambler,Penjudi
SHERIFF_WORD_WESTERN_317,Sheriff,Sheriff
COWBOY_WORD_WESTERN_317,Cowboy,Koboi
LASSO_WORD_WESTERN_317,Lasso,Laso
SALOON_WORD_WESTERN_317,Saloon,Salun
RODEO_WORD_WESTERN_317,Rodeo,Rodeo
SECURE_WORD_LOCK_321,Secure,Aman
STURDY_WORD_LOCK_321,Sturdy,Kokoh
TRUSTY_WORD_LOCK_321,Trusty,Andal
THIGH_WORD_LEGS_322,Thigh,Paha
KNEE_WORD_LEGS_322,Knee,Lutut
ANKLE_WORD_LEGS_322,Ankle,Pergelangan kaki
RA_WORD_PYRAMIDS_330,Ra,Ra
OSIRIS_WORD_PYRAMIDS_330,Osiris,Osiris
ANUBIS_WORD_PYRAMIDS_330,Anubis,Anubis
RAMSES_WORD_PYRAMIDS_330,Ramses,Ramses
PICKAXE_WORD_SHAFT_331,Pickaxe,Beliung
MINE_WORD_SHAFT_331,Mine,Tambang
CART_WORD_SHAFT_331,Cart,Kereta dorong
PADDOCK_WORD_FARMING_333,Paddock,Padang
COMPOST_WORD_FARMING_333,Compost,Kompos
FALLOW_WORD_FARMING_333,Fallow,Bera
CROP_WORD_FARMING_333,Crop,Tanaman
HAY_WORD_FARMING_333,Hay,Jerami
HARVEST_WORD_FARMING_333,Harvest,Panen
TOPSOIL_WORD_FARMING_333,Topsoil,Lapisan atas
GRAIN_WORD_FARMING_333,Grain,Biji-bijian
SLEDDING_WORD_SLIDING_339,Sledding,Kereta luncur
SKELETON_WORD_SLIDING_339,Skeleton,Skeleton
SKIING_WORD_SLIDING_339,Skiing,Ski
SKATING_WORD_SLIDING_339,Skating,Seluncur
LUGE_WORD_SLIDING_339,Luge,Luge
OIL_WORD_PAINTING_340,Oil,Minyak
ACRYLIC_WORD_PAINTING_340,Acrylic,Akrilik
GOUACHE_WORD_PAINTING_340,Gouache,Guache
TEMPERA_WORD_PAINTING_340,Tempera,Tempera
FRESCO_WORD_PAINTING_340,Fresco,Fresko
RISOTTO_WORD_RICE_342,Risotto,Risotto
CONGEE_WORD_RICE_342,Congee,Bubur
PAELLA_WORD_RICE_342,Paella,Paella
SUSHI_WORD_RICE_342,Sushi,Sushi
ROMANCE_WORD_HEART_344,Romance,Romansa
COUPLE_WORD_HEART_344,Couple,Pasangan
PASSION_WORD_HEART_344,Passion,Gairah
VANS_WORD_HIPPIE_349,Vans,Van
COMMUNE_WORD_HIPPIE_349,Commune,Komune
FREEDOM_WORD_HIPPIE_349,Freedom,Kebebasan
DRONE_WORD_ROBOT_354,Drone,Drone
ROBOVAC_WORD_ROBOT_354,Robovac,Robovac
NANOBOT_WORD_ROBOT_354,Nanobot,Nanobot
CYBORG_WORD_ROBOT_354,Cyborg,Siborg
ANDROID_WORD_ROBOT_354,Android,Android
MACHINE_WORD_ROBOT_354,Machine,Mesin
SIGMA_WORD_GREECE_359,Sigma,Sigma
DELTA_WORD_GREECE_359,Delta,Delta
KAPPA_WORD_GREECE_359,Kappa,Kappa
MOTION_WORD_DYNAMICS_360,Motion,Gerak
INERTIA_WORD_DYNAMICS_360,Inertia,Inersia
VELOCITY_WORD_DYNAMICS_360,Velocity,Kecepatan
ONTARIO_WORD_LAKES_365,Ontario,Ontario
SUPERIOR_WORD_LAKES_365,Superior,Superior
TITICACA_WORD_LAKES_365,Titicaca,Titicaca
BAIKAL_WORD_LAKES_365,Baikal,Baikal
MICHIGAN_WORD_LAKES_365,Michigan,Michigan
HURON_WORD_LAKES_365,Huron,Huron
ATOM_WORD_NUCLEAR_366,Atom,Atom
NEUTRON_WORD_NUCLEAR_366,Neutron,Neutron
PROTON_WORD_NUCLEAR_366,Proton,Proton
ELECTRON_WORD_NUCLEAR_366,Electron,Elektron
MILAN_WORD_ITALY_376,Milan,Milan
ROME_WORD_ITALY_376,Rome,Roma
VENICE_WORD_ITALY_376,Venice,Venesia
FLORENCE_WORD_ITALY_376,Florence,Firenze
THIS_WORD_POINTING_379,This,Ini
THAT_WORD_POINTING_379,That,Itu
THOSE_WORD_POINTING_379,Those,Itu semua
NORMAL_WORD_SKIN_380,Normal,Normal
DRY_WORD_SKIN_380,Dry,Kering
OILY_WORD_SKIN_380,Oily,Berminyak
LIBRARY_WORD_BUILD_384,Library,Perpustakaan
MUSEUM_WORD_BUILD_384,Museum,Museum
HOSPITAL_WORD_BUILD_384,Hospital,Rumah sakit
SCHOOL_BUILDING_WORD_BUILD_384,School building,Gedung sekolah
HOTEL_WORD_BUILD_384,Hotel,Hotel
FACTORY_WORD_BUILD_384,Factory,Pabrik
STADIUM_WORD_BUILD_384,Stadium,Stadion
MALL_WORD_BUILD_384,Mall,Mal
MONARCHY_WORD_POLICIES_394,Monarchy,Monarki
TYRANNY_WORD_POLICIES_394,Tyranny,Tirani
ANARCHY_WORD_POLICIES_394,Anarchy,Anarki
POWER_WORD_STRENGTH_401,Power,Kekuatan
FORCE_WORD_STRENGTH_401,Force,Gaya
MIGHT_WORD_STRENGTH_401,Might,Keperkasaan
TEXT_WORD_MESSAGE_407,Text,Teks
EMAIL_WORD_MESSAGE_407,Email,Email
LETTER_WORD_MESSAGE_407,Letter,Surat
FAX_WORD_MESSAGE_407,Fax,Faks
DUALISM_WORD_VIEWS_410,Dualism,Dualisme
STOICISM_WORD_VIEWS_410,Stoicism,Stoikisme
NIHILISM_WORD_VIEWS_410,Nihilism,Nihilisme
LUNGS_WORD_ORGANS_412,Lungs,Paru-paru
KIDNEY_WORD_ORGANS_412,Kidney,Ginjal
STOMACH_WORD_ORGANS_412,Stomach,Lambung
LIVER_WORD_ORGANS_412,Liver,Hati
BLADDER_WORD_ORGANS_412,Bladder,Kandung kemih
SPLEEN_WORD_ORGANS_412,Spleen,Limpa
HEART_WORD_ORGANS_412,Heart,Jantung
PANCREAS_WORD_ORGANS_412,Pancreas,Pankreas
FOOL_WORD_TAROT_417,Fool,Si Bodoh
MOON_WORD_TAROT_417,Moon,Bulan
MAGICIAN_WORD_TAROT_417,Magician,Pesulap
EMPRESS_WORD_TAROT_417,Empress,Permaisuri
SOPRANO_WORD_VOICES_439,Soprano,Sopran
TENOR_WORD_VOICES_439,Tenor,Tenor
BARITONE_WORD_VOICES_439,Baritone,Bariton
BASS_WORD_VOICES_439,Bass,Bas
ALTO_WORD_VOICES_439,Alto,Alto
SONNET_WORD_POETRY_440,Sonnet,Soneta
HAIKU_WORD_POETRY_440,Haiku,Haiku
ODE_WORD_POETRY_440,Ode,Ode
BALLAD_WORD_POETRY_440,Ballad,Balada
ACROSTIC_WORD_POETRY_440,Acrostic,Akrostik
SUPPER_WORD_MEALS_444,Supper,Makan malam
LUNCH_WORD_MEALS_444,Lunch,Makan siang
DINNER_WORD_MEALS_444,Dinner,Makan malam
CAULDRON_WORD_ALCHEMY_445,Cauldron,Kuali
ELIXIR_WORD_ALCHEMY_445,Elixir,Ramuan
POTION_WORD_ALCHEMY_445,Potion,Ramuan ajaib
RITUAL_WORD_PAGANISM_469,Ritual,Ritual
TOTEM_WORD_PAGANISM_469,Totem,Totem
IDOL_WORD_PAGANISM_469,Idol,Berhala
ALTAR_WORD_PAGANISM_469,Altar,Altar
CURRENT_WORD_PRESENT_470,Current,Saat ini
NOW_WORD_PRESENT_470,Now,Sekarang
TODAY_WORD_PRESENT_470,Today,Hari ini
CODE_WORD_SECRET_471,Code,Kode
AGENT_WORD_SECRET_471,Agent,Agen
WORD_WORD_SECRET_471,Identity,Identitas
DONKEY_WORD_EQUIDAE_475,Donkey,Keledai
MULE_WORD_EQUIDAE_475,Mule,Bagal
MUSTANG_WORD_EQUIDAE_475,Mustang,Mustang
HORSE_WORD_EQUIDAE_475,Horse,Kuda
ZEBRA_WORD_EQUIDAE_475,Zebra,Zebra
PONY_WORD_EQUIDAE_475,Pony,Kuda poni
COWHIDE_WORD_LEATHER_480,Cowhide,Kulit sapi
NUBUCK_WORD_LEATHER_480,Nubuck,Nubuk
SUEDE_WORD_LEATHER_480,Suede,Suede
TOWER_WORD_CASTLE_485,Tower,Menara
MOAT_WORD_CASTLE_485,Moat,Parit
DUNGEON_WORD_CASTLE_485,Dungeon,Penjara bawah
BASTION_WORD_CASTLE_485,Bastion,Benteng
RAMPART_WORD_CASTLE_485,Rampart,Tembok
TURRET_WORD_CASTLE_485,Turret,Menara kecil
PARAPET_WORD_CASTLE_485,Parapet,Parapet
CITADEL_WORD_CASTLE_485,Citadel,Benteng
LCD_WORD_DISPLAY_486,LCD,LCD
LED_WORD_DISPLAY_486,LED,LED
OLED_WORD_DISPLAY_486,OLED,OLED
CRT_WORD_DISPLAY_486,CRT,CRT
PLASMA_WORD_DISPLAY_486,Plasma,Plasma
AMOLED_WORD_DISPLAY_486,AMOLED,AMOLED
MAYANS_WORD_CULTURES_487,Mayans,Maya
AZTECS_WORD_CULTURES_487,Aztecs,Aztec
ROMANS_WORD_CULTURES_487,Romans,Romawi
GREEKS_WORD_CULTURES_487,Greeks,Yunani
CELTS_WORD_CULTURES_487,Celts,Celtic
VIKINGS_WORD_CULTURES_487,Vikings,Viking
SAMURAI_WORD_WARRIORS_491,Samurai,Samurai
SHINOBI_WORD_WARRIORS_491,Shinobi,Shinobi
RONIN_WORD_WARRIORS_491,Ronin,Ronin
ASSASSIN_WORD_WARRIORS_491,Assassin,Pembunuh
NINJA_WORD_WARRIORS_491,Ninja,Ninja
DECEIVE_WORD_LIE_492,Deceive,Tipu
DELUDE_WORD_LIE_492,Delude,Kelabui
FALSIFY_WORD_LIE_492,Falsify,Palsukan
MISLEAD_WORD_LIE_492,Mislead,Sesatkan
OBOE_WORD_VIOLIN_508,Oboe,Obo
CLARINET_WORD_VIOLIN_508,Clarinet,Klarinet
FLUTE_WORD_VIOLIN_508,Flute,Seruling
CELLO_WORD_VIOLIN_508,Cello,Cello
MATE_WORD_ANAGRAM_511,Mate,Kawan
TEAM_WORD_ANAGRAM_511,Team,Tim
MEAT_WORD_ANAGRAM_511,Meat,Daging
BONGO_WORD_DRUM_518,Bongo,Bongo
DJEMBE_WORD_DRUM_518,Djembe,Djembe
TABLA_WORD_DRUM_518,Tabla,Tabla
ASHIKO_WORD_DRUM_518,Ashiko,Ashiko
TRIUMPH_WORD_WREATH_544,Triumph,Kemenangan
VICTORY_WORD_WREATH_544,Victory,Kejayaan
SUCCESS_WORD_WREATH_544,Success,Sukses
YOGA_WORD_ZEN_549,Yoga,Yoga
RINZAI_WORD_ZEN_549,Rinzai,Rinzai
DHARMA_WORD_ZEN_549,Dharma,Dharma
ROUTER_WORD_NETWORK_588,Router,Router
SERVER_WORD_NETWORK_588,Server,Server
GATEWAY_WORD_NETWORK_588,Gateway,Gateway
ETHERNET_WORD_NETWORK_588,Ethernet,Ethernet
PACKET_WORD_NETWORK_588,Packet,Paket
DUTY_WORD_CUSTOMS_592,Duty,Bea
IMPORT_WORD_CUSTOMS_592,Import,Impor
BORDER_WORD_CUSTOMS_592,Border,Perbatasan
EXPORT_WORD_CUSTOMS_592,Export,Ekspor
PAYMENT_WORD_MORTGAGE_595,Payment,Pembayaran
INTEREST_WORD_MORTGAGE_595,Interest,Bunga
RATE_WORD_MORTGAGE_595,Rate,Tarif
MIX_WORD_CONCRETE_601,Mix,Aduk
TROWEL_WORD_CONCRETE_601,Trowel,Sekop
SCREED_WORD_CONCRETE_601,Screed,Screed
SATIRE_WORD_MEMES_620,Satire,Satire
PARODY_WORD_MEMES_620,Parody,Parodi
TROLLING_WORD_MEMES_620,Trolling,Trolling
METHANE_WORD_ALKANES_641,Methane,Metana
ETHANE_WORD_ALKANES_641,Ethane,Etana
PROPANE_WORD_ALKANES_641,Propane,Propana
BUTANE_WORD_ALKANES_641,Butane,Butana
ASSESS_WORD_EVALUATE_651,Assess,Nilai
ESTIMATE_WORD_EVALUATE_651,Estimate,Perkiraan
ANALYZE_WORD_EVALUATE_651,Analyze,Analisis
HUNT_WORD_QUEST_680,Hunt,Berburu
INQUIRY_WORD_QUEST_680,Inquiry,Penyelidikan
PURSUIT_WORD_QUEST_680,Pursuit,Pengejaran
GOATEE_WORD_BEARDS_681,Goatee,Janggut kambing
BALBO_WORD_BEARDS_681,Balbo,Balbo
DUCKTAIL_WORD_BEARDS_681,Ducktail,Ekor bebek
SYNERGY_WORD_YINYANG_721,Synergy,Sinergi
DUALITY_WORD_YINYANG_721,Duality,Dualitas
HARMONY_WORD_YINYANG_721,Harmony,Harmoni
GOURMET_WORD_FOODIE_726,Gourmet,Gourmet
EPICURE_WORD_FOODIE_726,Epicure,Penikmat
TASTE_WORD_FOODIE_726,Taste,Rasa
SYBARITE_WORD_FOODIE_726,Sybarite,Pecinta nikmat
HEDONISM_WORD_FOODIE_726,Hedonism,Hedonisme
DISHES_WORD_FOODIE_726,Dishes,Hidangan
ROLE_WORD_OPERA_760,Role,Peran
DIVA_WORD_OPERA_760,Diva,Diva
ACT_WORD_OPERA_760,Act,Babak
BAY_WORD_HARBOR_764,Bay,Teluk
PIER_WORD_HARBOR_764,Pier,Dermaga
WHARF_WORD_HARBOR_764,Wharf,Pelabuhan
COAST_WORD_HARBOR_764,Coast,Pesisir
MARINA_WORD_HARBOR_764,Marina,Marina
VESSEL_WORD_HARBOR_764,Vessel,Kapal
BRICK_WORD_STREET_768,Lamp,Lampu
DRIVER_WORD_STREET_768,Driver,Pengemudi
CORNER_WORD_STREET_768,Corner,Sudut
BIKE_WORD_STREET_768,Bike,Sepeda
LION_WORD_CHIMERA_795,Lion,Singa
GOAT_WORD_CHIMERA_795,Goat,Kambing
SERPENT_WORD_CHIMERA_795,Serpent,Ular
REINS_WORD_CARRIAGE_800,Reins,Tali kekang
HARNESS_WORD_CARRIAGE_800,Harness,Tali kuda
COACHMAN_WORD_CARRIAGE_800,Coachman,Kusir
CANTER_WORD_GAITS_810,Canter,Derap
GALLOP_WORD_GAITS_810,Gallop,Galop
TROT_WORD_GAITS_810,Trot,Berlari kecil
CORE_WORD_EARTH_831,Core,Inti
MANTLE_WORD_EARTH_831,Mantle,Mantel
CRUST_WORD_EARTH_831,Crust,Kerak
PAGANINI_WORD_VIOLINS_845,Paganini,Paganini
LUTHIER_WORD_VIOLINS_845,Luthier,Luthier
FRET_WORD_VIOLINS_845,Bow,Busur
NOUN_WORD_GRAMMAR_861,Noun,Kata benda
VERB_WORD_GRAMMAR_861,Verb,Kata kerja
ADVERB_WORD_GRAMMAR_861,Adverb,Kata keterangan
CREST_WORD_COASTAL_882,Crest,Puncak
BREEZE_WORD_COASTAL_882,Breeze,Angin sepoi
SURFING_WORD_COASTAL_882,Surfing,Selancar
SHINGLE_WORD_COASTAL_882,Shingle,Kerikil
SAND_WORD_COASTAL_882,Sand,Pasir
GROYNE_WORD_COASTAL_882,Groyne,Groyne
TIDE_WORD_COASTAL_882,Tide,Pasang surut
JETTY_WORD_COASTAL_882,Jetty,Dermaga
TIRE_WORD_WHEEL_890,Tire,Ban
HUBCAP_WORD_WHEEL_890,Hubcap,Dop
STEER_WORD_WHEEL_890,Steer,Kemudi
AXLE_WORD_WHEEL_890,Axle,Gandar
FORTUNE_WORD_WHEEL_890,Rim,Velg
STEEL_WORD_INDUSTRY_921,Steel,Baja
GOODS_WORD_INDUSTRY_921,Goods,Barang
PRODUCE_WORD_INDUSTRY_921,Produce,Produksi
MEGA_WORD_PREFIX_922,Mega,Mega
NANO_WORD_PREFIX_922,Nano,Nano
DECA_WORD_PREFIX_922,Deca,Deka
SIAMESE_WORD_BREEDS_940,Siamese,Siam
SPHYNX_WORD_BREEDS_940,Sphynx,Sphynx
BIRMAN_WORD_BREEDS_940,Birman,Birman
BENGAL_WORD_BREEDS_940,Bengal,Bengal
ANGORA_WORD_BREEDS_940,Angora,Angora
BIG_BEN_WORD_LANDMARK_948,Big Ben,Big Ben
SPHINX_WORD_LANDMARK_948,Sphinx,Sphinx
COLOSSEUM_WORD_LANDMARK_948,Colosseum,Koloseum
PYRAMIDS_WORD_LANDMARK_948,Pyramids,Piramida
NILE_WORD_RIVERS_959,Nile,Nil
AMAZON_WORD_RIVERS_959,Amazon,Amazon
HUDSON_WORD_RIVERS_959,Hudson,Hudson
SURF_WORD_COAST_969,Surf,Selancar
BEACH_WORD_COAST_969,Beach,Pantai
CLIFF_WORD_COAST_969,Cliff,Tebing
CLEANSER_WORD_SKINCARE_984,Cleanser,Pembersih
TONER_WORD_SKINCARE_984,Toner,Toner
SERUM_WORD_SKINCARE_984,Serum,Serum
TEXTURE_WORD_SKINCARE_984,Texture,Tekstur
PORES_WORD_SKINCARE_984,Pores,Pori-pori
RETINOL_WORD_SKINCARE_984,Retinol,Retinol
PEPTIDES_WORD_SKINCARE_984,Peptides,Peptida
BLEMISH_WORD_SKINCARE_984,Blemish,Noda
ROMANOV_WORD_DYNASTY_991,Romanov,Romanov
TUDOR_WORD_DYNASTY_991,Tudor,Tudor
KENNEDY_WORD_DYNASTY_991,Ottoman,Ottoman
BOURBON_WORD_DYNASTY_991,Bourbon,Bourbon
CLERIC_WORD_PRIEST_1019,Cleric,Pendeta
BIBLE_WORD_PRIEST_1019,Bible,Alkitab
SAINT_WORD_PRIEST_1019,Saint,Santo
PREACHER_WORD_PRIEST_1019,Preacher,Pengkhotbah
JOURNEY_WORD_MAPS_1022,Journey,Perjalanan
LANDMARK_WORD_MAPS_1022,Landmark,Penanda
BORDER_WORD_MAPS_1022,Border,Perbatasan
ATLAS_WORD_MAPS_1022,Atlas,Atlas
GLOBE_WORD_MAPS_1022,Globe,Globe
SCALE_WORD_MAPS_1022,Scale,Skala
TERRAIN_WORD_MAPS_1022,Terrain,Medan
CONTOUR_WORD_MAPS_1022,Contour,Kontur
MELODY_WORD_SINGING_1054,Melody,Melodi
SONG_WORD_SINGING_1054,Song,Lagu
PITCH_WORD_SINGING_1054,Pitch,Nada
SOLOIST_WORD_SINGING_1054,Soloist,Solois
ARIA_WORD_SINGING_1054,Aria,Aria
CHOIR_WORD_SINGING_1054,Choir,Paduan suara
HUMMING_WORD_SINGING_1054,Humming,Senandung
TIMBRE_WORD_SINGING_1054,Timbre,Timbre
GENE_WORD_GENETICS_1060,Gene,Gen
DNA_WORD_GENETICS_1060,DNA,DNA
GENOME_WORD_GENETICS_1060,Genome,Genom
TV_WORD_SCREEN_1030,TV,TV
ATM_WORD_SCREEN_1030,ATM,ATM
E_READER_WORD_SCREEN_1030,E-reader,E-reader
BUZZER_WORD_ALARM_1031,Buzzer,Bel
BEEP_WORD_ALARM_1031,Beep,Bunyi
RUSH_WORD_ALARM_1031,Rush,Darurat
MAPLE_WORD_LEAVES_1055,Maple,Maple
OAK_WORD_LEAVES_1055,Oak,Ek
PALM_WORD_LEAVES_1055,Palm,Palem
CHESTNUT_WORD_LEAVES_1055,Chestnut,Kastanye
ASH_WORD_LEAVES_1055,Ash,Ash
POPLAR_WORD_LEAVES_1055,Poplar,Poplar
PLATE_WORD_DISHWARE_829,Plate,Piring
