id,basic_card_name_en,pl-PL
ROBUSTA_WORD_BEANS_219,Robusta,Robusta
LIBERICA_WORD_BEANS_219,Liberica,Liberica
ARABICA_WORD_BEANS_219,Arabica,Arabica
TENT_WORD_CAMPING_221,Tent,Namiot
CAMPFIRE_WORD_CAMPING_221,Campfire,Ognisko
HAMMOCK_WORD_CAMPING_221,Hammock,Hamak
ORGAN_WORD_PLAY_223,Organ,Organy
VIOLIN_WORD_PLAY_223,Violin,Skrzypce
UKULELE_WORD_PLAY_223,Ukulele,Ukulele
DRUM_WORD_PLAY_223,Drum,Bęben
PIANO_WORD_PLAY_223,Piano,Fortepian
FLUTE_WORD_PLAY_223,Flute,Flet
GUITAR_WORD_PLAY_223,Guitar,Gitara
CELLO_WORD_PLAY_223,Cello,Wiolonczela
BANK_WORD_FINANCE_227,Bank,Bank
INCOME_WORD_FINANCE_227,Income,Dochód
EXPENSE_WORD_FINANCE_227,Expense,Wydatek
MONEY_WORD_FINANCE_227,Money,Pieniądze
KINGDOM_WORD_MEDIEVAL_228,Kingdom,Królestwo
LORD_WORD_MEDIEVAL_228,Lord,Pan
KNIGHT_WORD_MEDIEVAL_228,Knight,Rycerz
CASTLE_WORD_MEDIEVAL_228,Castle,Zamek
GLASSES_WORD_OPTICS_229,Glasses,Okulary
LENS_WORD_OPTICS_229,Lens,Soczewka
MONOCLE_WORD_OPTICS_229,Monocle,Monokl
SPYGLASS_WORD_OPTICS_229,Spyglass,Luneta
SIGNPOST_WORD_NAVIGATE_230,Signpost,Drogowskaz
SEXTANT_WORD_NAVIGATE_230,Sextant,Sekstant
COMPASS_WORD_NAVIGATE_230,Compass,Kompas
PLAYPEN_WORD_TODDLER_231,Playpen,Kojec
NAP_TIME_WORD_TODDLER_231,Nap time,Drzemka
PACIFIER_WORD_TODDLER_231,Pacifier,Smoczek
CAPRINE_WORD_FAMILIES_234,Caprine,Kozie
OVINE_WORD_FAMILIES_234,Ovine,Owcze
FELINE_WORD_FAMILIES_234,Feline,Kocie
EQUINE_WORD_FAMILIES_234,Equine,Końskie
CANINE_WORD_FAMILIES_234,Canine,Psie
MURINE_WORD_FAMILIES_234,Murine,Mysie
PORCINE_WORD_FAMILIES_234,Porcine,Świńskie
BOVINE_WORD_FAMILIES_234,Bovine,Bydlęce
ALTAIR_WORD_STARS_236,Altair,Altair
POLARIS_WORD_STARS_236,Polaris,Polaris
SIRIUS_WORD_STARS_236,Sirius,Syriusz
VEGA_WORD_STARS_236,Vega,Wega
RIGEL_WORD_STARS_236,Rigel,Rigel
ALKAID_WORD_STARS_236,Alkaid,Alkaid
NEURAL_WORD_AI_238,Neural,Neuronowy
DATASET_WORD_AI_238,Dataset,Zbiór danych
CHATBOT_WORD_AI_238,Chatbot,Chatbot
AGENT_WORD_AI_238,Agent,Agent
MATRIX_WORD_AI_238,Matrix,Macierz
CORTEX_WORD_AI_238,Cortex,Kora
REGION_WORD_DIVISION_242,Region,Region
COUNTRY_WORD_DIVISION_242,Country,Kraj
STATE_WORD_DIVISION_242,State,Stan
CITY_WORD_DIVISION_242,City,Miasto
DIALOGUE_WORD_SPEAK_244,Dialogue,Dialog
DEBATE_WORD_SPEAK_244,Debate,Debata
ARGUMENT_WORD_SPEAK_244,Argument,Spór
WAVY_WORD_HAIR_245,Wavy,Faliste
CURLY_WORD_HAIR_245,Curly,Kręcone
COILY_WORD_HAIR_245,Coily,Skręcone
SPRAIN_WORD_INJURIES_249,Sprain,Skręcenie
FRACTURE_WORD_INJURIES_249,Fracture,Złamanie
BRUISE_WORD_INJURIES_249,Bruise,Siniak
WOUND_WORD_INJURIES_249,Wound,Rana
HEADACHE_WORD_FLU_251,Headache,Ból głowy
PILLS_WORD_FLU_251,Pills,Tabletki
COUGH_WORD_FLU_251,Cough,Kaszel
GYPSUM_WORD_MINERALS_253,Gypsum,Gips
CALCITE_WORD_MINERALS_253,Calcite,Kalcyt
AZURITE_WORD_MINERALS_253,Azurite,Azuryt
MICA_WORD_MINERALS_253,Mica,Mika
MARBLE_WORD_MINERALS_253,Marble,Marmur
QUARTZ_WORD_MINERALS_253,Quartz,Kwarc
LIME_WORD_MINERALS_253,Lime,Wapień
BERYL_WORD_MINERALS_253,Beryl,Beryl
DECAY_WORD_RADIATE_257,Decay,Rozpad
FALLOUT_WORD_RADIATE_257,Fallout,Opad
CURIE_WORD_RADIATE_257,Curie,Curie
X_RAYS_WORD_RADIATE_257,X-rays,Prześwietlenie
GLUCAGON_WORD_HORMONES_259,Glucagon,Glukagon
CORTISOL_WORD_HORMONES_259,Cortisol,Kortyzol
INSULIN_WORD_HORMONES_259,Insulin,Insulina
GASTRIN_WORD_HORMONES_259,Gastrin,Gastryna
IRIS_WORD_EYE_260,Iris,Tęczówka
PUPIL_WORD_EYE_260,Pupil,Źrenica
RETINA_WORD_EYE_260,Retina,Siatkówka
DIG_WORD_SHOVEL_261,Dig,Kopać
EXCAVATE_WORD_SHOVEL_261,Excavate,Wykopać
UNEARTH_WORD_SHOVEL_261,Unearth,Odkopać
ALNICO_WORD_ALLOY_264,Alnico,Alnico
AMALGAM_WORD_ALLOY_264,Amalgam,Amalgamat
BRASS_WORD_ALLOY_264,Brass,Mosiądz
BRONZE_WORD_ALLOY_264,Bronze,Brąz
NICHROME_WORD_ALLOY_264,Nichrome,Nichrom
TUNGSTEN_WORD_ALLOY_264,Pewter,Cyna
NITINOL_WORD_ALLOY_264,Nitinol,Nitinol
STELLITE_WORD_ALLOY_264,Stellite,Stellit
DIWALI_WORD_FESTIVAL_270,Diwali,Diwali
HOLI_WORD_FESTIVAL_270,Holi,Holi
SONGKRAN_WORD_FESTIVAL_270,Songkran,Songkran
THULIUM_WORD_METAL_272,Thulium,Tul
HOLMIUM_WORD_METAL_272,Holmium,Holm
IRIDIUM_WORD_METAL_272,Iridium,Iryd
RHODIUM_WORD_METAL_272,Rhodium,Rod
YTTRIUM_WORD_METAL_272,Yttrium,Itr
LUTETIUM_WORD_METAL_272,Lutetium,Lutet
EUROPIUM_WORD_METAL_272,Europium,Europ
ERBIUM_WORD_METAL_272,Erbium,Erb
INSIGNIA_WORD_ARTIFACT_276,Insignia,Insygnia
RELIC_WORD_ARTIFACT_276,Relic,Relikwia
SIGIL_WORD_ARTIFACT_276,Sigil,Pieczęć
TOTEM_WORD_ARTIFACT_276,Totem,Totem
AMULET_WORD_ARTIFACT_276,Amulet,Amulet
VASE_WORD_ARTIFACT_276,Vase,Waza
GUARD_WORD_DEFENSE_277,Guard,Strażnik
CCTV_WORD_DEFENSE_277,CCTV,Monitoring
SECURITY_WORD_DEFENSE_277,Security,Ochrona
PATROL_WORD_DEFENSE_277,Patrol,Patrol
ATOM_WORD_PARTICLE_281,Atom,Atom
ELECTRON_WORD_PARTICLE_281,Electron,Elektron
NEUTRON_WORD_PARTICLE_281,Neutron,Neutron
HARLEM_WORD_NEW_YORK_287,Harlem,Harlem
SOHO_WORD_NEW_YORK_287,Soho,Soho
TRIBECA_WORD_NEW_YORK_287,Tribeca,Tribeca
ASTORIA_WORD_NEW_YORK_287,Astoria,Astoria
BRONX_WORD_NEW_YORK_287,Bronx,Bronx
QUEENS_WORD_NEW_YORK_287,Queens,Queens
BARNACLE_WORD_NO_BONES_289,Barnacle,Pąkla
SPIDER_WORD_NO_BONES_289,Spider,Pająk
SQUID_WORD_NO_BONES_289,Squid,Kałamarnica
STARFISH_WORD_NO_BONES_289,Starfish,Rozgwiazda
WORM_WORD_NO_BONES_289,Worm,Robak
FABLE_WORD_LEGENDS_291,Fable,Bajka
SAGA_WORD_LEGENDS_291,Saga,Saga
TALE_WORD_LEGENDS_291,Tale,Baśń
EPIC_WORD_LEGENDS_291,Epic,Epos
MYTH_WORD_LEGENDS_291,Myth,Mit
HI_WORD_HELLO_295,Hi,Cześć
HOWDY_WORD_HELLO_295,Howdy,Siema
HEY_WORD_HELLO_295,Hey,Hej
DEGREE_WORD_PHD_296,Degree,Stopień
THESIS_WORD_PHD_296,Thesis,Praca doktorska
RESEARCH_WORD_PHD_296,Research,Badania
CONSENT_WORD_OK_SIGN_301,Consent,Zgoda
OKAY_WORD_OK_SIGN_301,Okay,Okej
YES_WORD_OK_SIGN_301,Yes,Tak
SCALES_WORD_JUSTICE_310,Scales,Waga
GAVEL_WORD_JUSTICE_310,Gavel,Młotek
LAW_WORD_JUSTICE_310,Law,Prawo
COURT_WORD_JUSTICE_310,Court,Sąd
INMATE_WORD_PRISONER_312,Inmate,Więzień
FELON_WORD_PRISONER_312,Felon,Przestępca
DETAINEE_WORD_PRISONER_312,Detainee,Zatrzymany
METEOR_WORD_SPACE_314,Meteor,Meteor
ECLIPSE_WORD_SPACE_314,Eclipse,Zaćmienie
AURORA_WORD_SPACE_314,Aurora,Zorza
PULSAR_WORD_SPACE_314,Pulsar,Pulsar
QUASAR_WORD_SPACE_314,Quasar,Kwazar
NEBULA_WORD_SPACE_314,Nebula,Mgławica
NOVA_WORD_SPACE_314,Nova,Nowa
ASTEROID_WORD_SPACE_314,Asteroid,Asteroida
GAMBLER_WORD_WESTERN_317,Gambler,Hazardzista
SHERIFF_WORD_WESTERN_317,Sheriff,Szeryf
COWBOY_WORD_WESTERN_317,Cowboy,Kowboj
LASSO_WORD_WESTERN_317,Lasso,Lasso
SALOON_WORD_WESTERN_317,Saloon,Saloon
RODEO_WORD_WESTERN_317,Rodeo,Rodeo
SECURE_WORD_LOCK_321,Secure,Bezpieczny
STURDY_WORD_LOCK_321,Sturdy,Solidny
TRUSTY_WORD_LOCK_321,Trusty,Niezawodny
THIGH_WORD_LEGS_322,Thigh,Udo
KNEE_WORD_LEGS_322,Knee,Kolano
ANKLE_WORD_LEGS_322,Ankle,Kostka
RA_WORD_PYRAMIDS_330,Ra,Ra
OSIRIS_WORD_PYRAMIDS_330,Osiris,Ozyrys
ANUBIS_WORD_PYRAMIDS_330,Anubis,Anubis
RAMSES_WORD_PYRAMIDS_330,Ramses,Ramzes
PICKAXE_WORD_SHAFT_331,Pickaxe,Kilof
MINE_WORD_SHAFT_331,Mine,Kopalnia
CART_WORD_SHAFT_331,Cart,Wagonik
PADDOCK_WORD_FARMING_333,Paddock,Padok
COMPOST_WORD_FARMING_333,Compost,Kompost
FALLOW_WORD_FARMING_333,Fallow,Ugór
CROP_WORD_FARMING_333,Crop,Plon
HAY_WORD_FARMING_333,Hay,Siano
HARVEST_WORD_FARMING_333,Harvest,Żniwa
TOPSOIL_WORD_FARMING_333,Topsoil,Próchnica
GRAIN_WORD_FARMING_333,Grain,Zboże
SLEDDING_WORD_SLIDING_339,Sledding,Saneczkarstwo
SKELETON_WORD_SLIDING_339,Skeleton,Skeleton
SKIING_WORD_SLIDING_339,Skiing,Narciarstwo
SKATING_WORD_SLIDING_339,Skating,Łyżwiarstwo
LUGE_WORD_SLIDING_339,Luge,Sanki
OIL_WORD_PAINTING_340,Oil,Olej
ACRYLIC_WORD_PAINTING_340,Acrylic,Akryl
GOUACHE_WORD_PAINTING_340,Gouache,Gwasz
TEMPERA_WORD_PAINTING_340,Tempera,Tempera
FRESCO_WORD_PAINTING_340,Fresco,Fresk
RISOTTO_WORD_RICE_342,Risotto,Risotto
CONGEE_WORD_RICE_342,Congee,Congee
PAELLA_WORD_RICE_342,Paella,Paella
SUSHI_WORD_RICE_342,Sushi,Sushi
ROMANCE_WORD_HEART_344,Romance,Romans
COUPLE_WORD_HEART_344,Couple,Para
PASSION_WORD_HEART_344,Passion,Pasja
VANS_WORD_HIPPIE_349,Vans,Furgonetki
COMMUNE_WORD_HIPPIE_349,Commune,Komuna
FREEDOM_WORD_HIPPIE_349,Freedom,Wolność
DRONE_WORD_ROBOT_354,Drone,Dron
ROBOVAC_WORD_ROBOT_354,Robovac,Roboodkurzacz
NANOBOT_WORD_ROBOT_354,Nanobot,Nanobot
CYBORG_WORD_ROBOT_354,Cyborg,Cyborg
ANDROID_WORD_ROBOT_354,Android,Android
MACHINE_WORD_ROBOT_354,Machine,Maszyna
SIGMA_WORD_GREECE_359,Sigma,Sigma
DELTA_WORD_GREECE_359,Delta,Delta
KAPPA_WORD_GREECE_359,Kappa,Kappa
MOTION_WORD_DYNAMICS_360,Motion,Ruch
INERTIA_WORD_DYNAMICS_360,Inertia,Bezwładność
VELOCITY_WORD_DYNAMICS_360,Velocity,Prędkość
ONTARIO_WORD_LAKES_365,Ontario,Ontario
SUPERIOR_WORD_LAKES_365,Superior,Górne
TITICACA_WORD_LAKES_365,Titicaca,Titicaca
BAIKAL_WORD_LAKES_365,Baikal,Bajkał
MICHIGAN_WORD_LAKES_365,Michigan,Michigan
HURON_WORD_LAKES_365,Huron,Huron
ATOM_WORD_NUCLEAR_366,Atom,Atom
NEUTRON_WORD_NUCLEAR_366,Neutron,Neutron
PROTON_WORD_NUCLEAR_366,Proton,Proton
ELECTRON_WORD_NUCLEAR_366,Electron,Elektron
MILAN_WORD_ITALY_376,Milan,Mediolan
ROME_WORD_ITALY_376,Rome,Rzym
VENICE_WORD_ITALY_376,Venice,Wenecja
FLORENCE_WORD_ITALY_376,Florence,Florencja
THIS_WORD_POINTING_379,This,To
THAT_WORD_POINTING_379,That,Tamto
THOSE_WORD_POINTING_379,Those,Tamte
NORMAL_WORD_SKIN_380,Normal,Normalna
DRY_WORD_SKIN_380,Dry,Sucha
OILY_WORD_SKIN_380,Oily,Tłusta
LIBRARY_WORD_BUILD_384,Library,Biblioteka
MUSEUM_WORD_BUILD_384,Museum,Muzeum
HOSPITAL_WORD_BUILD_384,Hospital,Szpital
SCHOOL_BUILDING_WORD_BUILD_384,School building,Budynek szkoły
HOTEL_WORD_BUILD_384,Hotel,Hotel
FACTORY_WORD_BUILD_384,Factory,Fabryka
STADIUM_WORD_BUILD_384,Stadium,Stadion
MALL_WORD_BUILD_384,Mall,Centrum handlowe
MONARCHY_WORD_POLICIES_394,Monarchy,Monarchia
TYRANNY_WORD_POLICIES_394,Tyranny,Tyrania
ANARCHY_WORD_POLICIES_394,Anarchy,Anarchia
POWER_WORD_STRENGTH_401,Power,Moc
FORCE_WORD_STRENGTH_401,Force,Siła
MIGHT_WORD_STRENGTH_401,Might,Potęga
TEXT_WORD_MESSAGE_407,Text,Tekst
EMAIL_WORD_MESSAGE_407,Email,E-mail
LETTER_WORD_MESSAGE_407,Letter,List
FAX_WORD_MESSAGE_407,Fax,Faks
DUALISM_WORD_VIEWS_410,Dualism,Dualizm
STOICISM_WORD_VIEWS_410,Stoicism,Stoicyzm
NIHILISM_WORD_VIEWS_410,Nihilism,Nihilizm
LUNGS_WORD_ORGANS_412,Lungs,Płuca
KIDNEY_WORD_ORGANS_412,Kidney,Nerka
STOMACH_WORD_ORGANS_412,Stomach,Żołądek
LIVER_WORD_ORGANS_412,Liver,Wątroba
BLADDER_WORD_ORGANS_412,Bladder,Pęcherz
SPLEEN_WORD_ORGANS_412,Spleen,Śledziona
HEART_WORD_ORGANS_412,Heart,Serce
PANCREAS_WORD_ORGANS_412,Pancreas,Trzustka
FOOL_WORD_TAROT_417,Fool,Głupiec
MOON_WORD_TAROT_417,Moon,Księżyc
MAGICIAN_WORD_TAROT_417,Magician,Mag
EMPRESS_WORD_TAROT_417,Empress,Cesarzowa
SOPRANO_WORD_VOICES_439,Soprano,Sopran
TENOR_WORD_VOICES_439,Tenor,Tenor
BARITONE_WORD_VOICES_439,Baritone,Baryton
BASS_WORD_VOICES_439,Bass,Bas
ALTO_WORD_VOICES_439,Alto,Alt
SONNET_WORD_POETRY_440,Sonnet,Sonet
HAIKU_WORD_POETRY_440,Haiku,Haiku
ODE_WORD_POETRY_440,Ode,Oda
BALLAD_WORD_POETRY_440,Ballad,Ballada
ACROSTIC_WORD_POETRY_440,Acrostic,Akrostych
SUPPER_WORD_MEALS_444,Supper,Kolacja
LUNCH_WORD_MEALS_444,Lunch,Obiad
DINNER_WORD_MEALS_444,Dinner,Obiadokolacja
CAULDRON_WORD_ALCHEMY_445,Cauldron,Kocioł
ELIXIR_WORD_ALCHEMY_445,Elixir,Eliksir
POTION_WORD_ALCHEMY_445,Potion,Mikstura
RITUAL_WORD_PAGANISM_469,Ritual,Rytuał
TOTEM_WORD_PAGANISM_469,Totem,Totem
IDOL_WORD_PAGANISM_469,Idol,Bożek
ALTAR_WORD_PAGANISM_469,Altar,Ołtarz
CURRENT_WORD_PRESENT_470,Current,Bieżący
NOW_WORD_PRESENT_470,Now,Teraz
TODAY_WORD_PRESENT_470,Today,Dziś
CODE_WORD_SECRET_471,Code,Kod
AGENT_WORD_SECRET_471,Agent,Agent
WORD_WORD_SECRET_471,Identity,Tożsamość
DONKEY_WORD_EQUIDAE_475,Donkey,Osioł
MULE_WORD_EQUIDAE_475,Mule,Muł
MUSTANG_WORD_EQUIDAE_475,Mustang,Mustang
HORSE_WORD_EQUIDAE_475,Horse,Koń
ZEBRA_WORD_EQUIDAE_475,Zebra,Zebra
PONY_WORD_EQUIDAE_475,Pony,Kucyk
COWHIDE_WORD_LEATHER_480,Cowhide,Bydlęca skóra
NUBUCK_WORD_LEATHER_480,Nubuck,Nubuk
SUEDE_WORD_LEATHER_480,Suede,Zamsz
TOWER_WORD_CASTLE_485,Tower,Wieża
MOAT_WORD_CASTLE_485,Moat,Fosa
DUNGEON_WORD_CASTLE_485,Dungeon,Loch
BASTION_WORD_CASTLE_485,Bastion,Bastion
RAMPART_WORD_CASTLE_485,Rampart,Wał
TURRET_WORD_CASTLE_485,Turret,Baszta
PARAPET_WORD_CASTLE_485,Parapet,Parapet
CITADEL_WORD_CASTLE_485,Citadel,Cytadela
LCD_WORD_DISPLAY_486,LCD,LCD
LED_WORD_DISPLAY_486,LED,LED
OLED_WORD_DISPLAY_486,OLED,OLED
CRT_WORD_DISPLAY_486,CRT,CRT
PLASMA_WORD_DISPLAY_486,Plasma,Plazma
AMOLED_WORD_DISPLAY_486,AMOLED,AMOLED
MAYANS_WORD_CULTURES_487,Mayans,Majowie
AZTECS_WORD_CULTURES_487,Aztecs,Aztekowie
ROMANS_WORD_CULTURES_487,Romans,Rzymianie
GREEKS_WORD_CULTURES_487,Greeks,Grecy
CELTS_WORD_CULTURES_487,Celts,Celtowie
VIKINGS_WORD_CULTURES_487,Vikings,Wikingowie
SAMURAI_WORD_WARRIORS_491,Samurai,Samuraj
SHINOBI_WORD_WARRIORS_491,Shinobi,Shinobi
RONIN_WORD_WARRIORS_491,Ronin,Ronin
ASSASSIN_WORD_WARRIORS_491,Assassin,Zabójca
NINJA_WORD_WARRIORS_491,Ninja,Ninja
DECEIVE_WORD_LIE_492,Deceive,Oszukać
DELUDE_WORD_LIE_492,Delude,Zwieść
FALSIFY_WORD_LIE_492,Falsify,Sfałszować
MISLEAD_WORD_LIE_492,Mislead,Zmylić
OBOE_WORD_VIOLIN_508,Oboe,Obój
CLARINET_WORD_VIOLIN_508,Clarinet,Klarnet
FLUTE_WORD_VIOLIN_508,Flute,Flet
CELLO_WORD_VIOLIN_508,Cello,Wiolonczela
MATE_WORD_ANAGRAM_511,Mate,Kumpel
TEAM_WORD_ANAGRAM_511,Team,Drużyna
MEAT_WORD_ANAGRAM_511,Meat,Mięso
BONGO_WORD_DRUM_518,Bongo,Bongo
DJEMBE_WORD_DRUM_518,Djembe,Djembe
TABLA_WORD_DRUM_518,Tabla,Tabla
ASHIKO_WORD_DRUM_518,Ashiko,Ashiko
TRIUMPH_WORD_WREATH_544,Triumph,Triumf
VICTORY_WORD_WREATH_544,Victory,Zwycięstwo
SUCCESS_WORD_WREATH_544,Success,Sukces
YOGA_WORD_ZEN_549,Yoga,Joga
RINZAI_WORD_ZEN_549,Rinzai,Rinzai
DHARMA_WORD_ZEN_549,Dharma,Dharma
ROUTER_WORD_NETWORK_588,Router,Router
SERVER_WORD_NETWORK_588,Server,Serwer
GATEWAY_WORD_NETWORK_588,Gateway,Brama
ETHERNET_WORD_NETWORK_588,Ethernet,Ethernet
PACKET_WORD_NETWORK_588,Packet,Pakiet
DUTY_WORD_CUSTOMS_592,Duty,Cło
IMPORT_WORD_CUSTOMS_592,Import,Import
BORDER_WORD_CUSTOMS_592,Border,Granica
EXPORT_WORD_CUSTOMS_592,Export,Eksport
PAYMENT_WORD_MORTGAGE_595,Payment,Płatność
INTEREST_WORD_MORTGAGE_595,Interest,Odsetki
RATE_WORD_MORTGAGE_595,Rate,Stopa
MIX_WORD_CONCRETE_601,Mix,Mieszanka
TROWEL_WORD_CONCRETE_601,Trowel,Kielnia
SCREED_WORD_CONCRETE_601,Screed,Wylewka
SATIRE_WORD_MEMES_620,Satire,Satyra
PARODY_WORD_MEMES_620,Parody,Parodia
TROLLING_WORD_MEMES_620,Trolling,Trolling
METHANE_WORD_ALKANES_641,Methane,Metan
ETHANE_WORD_ALKANES_641,Ethane,Etan
PROPANE_WORD_ALKANES_641,Propane,Propan
BUTANE_WORD_ALKANES_641,Butane,Butan
ASSESS_WORD_EVALUATE_651,Assess,Ocenić
ESTIMATE_WORD_EVALUATE_651,Estimate,Oszacować
ANALYZE_WORD_EVALUATE_651,Analyze,Analizować
HUNT_WORD_QUEST_680,Hunt,Polowanie
INQUIRY_WORD_QUEST_680,Inquiry,Dochodzenie
PURSUIT_WORD_QUEST_680,Pursuit,Pościg
GOATEE_WORD_BEARDS_681,Goatee,Kozia bródka
BALBO_WORD_BEARDS_681,Balbo,Balbo
DUCKTAIL_WORD_BEARDS_681,Ducktail,Kaczka
SYNERGY_WORD_YINYANG_721,Synergy,Synergia
DUALITY_WORD_YINYANG_721,Duality,Dualność
HARMONY_WORD_YINYANG_721,Harmony,Harmonia
GOURMET_WORD_FOODIE_726,Gourmet,Smakosz
EPICURE_WORD_FOODIE_726,Epicure,Epikurejczyk
TASTE_WORD_FOODIE_726,Taste,Smak
SYBARITE_WORD_FOODIE_726,Sybarite,Sybaryta
HEDONISM_WORD_FOODIE_726,Hedonism,Hedonizm
DISHES_WORD_FOODIE_726,Dishes,Dania
ROLE_WORD_OPERA_760,Role,Rola
DIVA_WORD_OPERA_760,Diva,Diwa
ACT_WORD_OPERA_760,Act,Akt
BAY_WORD_HARBOR_764,Bay,Zatoka
PIER_WORD_HARBOR_764,Pier,Molo
WHARF_WORD_HARBOR_764,Wharf,Nabrzeże
COAST_WORD_HARBOR_764,Coast,Wybrzeże
MARINA_WORD_HARBOR_764,Marina,Przystań
VESSEL_WORD_HARBOR_764,Vessel,Statek
BRICK_WORD_STREET_768,Lamp,Latarnia
DRIVER_WORD_STREET_768,Driver,Kierowca
CORNER_WORD_STREET_768,Corner,Róg
BIKE_WORD_STREET_768,Bike,Rower
LION_WORD_CHIMERA_795,Lion,Lew
GOAT_WORD_CHIMERA_795,Goat,Koza
SERPENT_WORD_CHIMERA_795,Serpent,Wąż
REINS_WORD_CARRIAGE_800,Reins,Lejce
HARNESS_WORD_CARRIAGE_800,Harness,Uprząż
COACHMAN_WORD_CARRIAGE_800,Coachman,Woźnica
CANTER_WORD_GAITS_810,Canter,Galop
GALLOP_WORD_GAITS_810,Gallop,Cwał
TROT_WORD_GAITS_810,Trot,Kłus
CORE_WORD_EARTH_831,Core,Jądro
MANTLE_WORD_EARTH_831,Mantle,Płaszcz
CRUST_WORD_EARTH_831,Crust,Skorupa
PAGANINI_WORD_VIOLINS_845,Paganini,Paganini
LUTHIER_WORD_VIOLINS_845,Luthier,Lutnik
FRET_WORD_VIOLINS_845,Bow,Smyczek
NOUN_WORD_GRAMMAR_861,Noun,Rzeczownik
VERB_WORD_GRAMMAR_861,Verb,Czasownik
ADVERB_WORD_GRAMMAR_861,Adverb,Przysłówek
CREST_WORD_COASTAL_882,Crest,Grzbiet fali
BREEZE_WORD_COASTAL_882,Breeze,Bryza
SURFING_WORD_COASTAL_882,Surfing,Surfing
SHINGLE_WORD_COASTAL_882,Shingle,Żwirowa plaża
SAND_WORD_COASTAL_882,Sand,Piasek
GROYNE_WORD_COASTAL_882,Groyne,Ostroga
TIDE_WORD_COASTAL_882,Tide,Przypływ
JETTY_WORD_COASTAL_882,Jetty,Pomost
TIRE_WORD_WHEEL_890,Tire,Opona
HUBCAP_WORD_WHEEL_890,Hubcap,Kołpak
STEER_WORD_WHEEL_890,Steer,Kierować
AXLE_WORD_WHEEL_890,Axle,Oś
FORTUNE_WORD_WHEEL_890,Rim,Felga
STEEL_WORD_INDUSTRY_921,Steel,Stal
GOODS_WORD_INDUSTRY_921,Goods,Towary
PRODUCE_WORD_INDUSTRY_921,Produce,Produkty
MEGA_WORD_PREFIX_922,Mega,Mega
NANO_WORD_PREFIX_922,Nano,Nano
DECA_WORD_PREFIX_922,Deca,Deka
SIAMESE_WORD_BREEDS_940,Siamese,Syjamski
SPHYNX_WORD_BREEDS_940,Sphynx,Sfinks
BIRMAN_WORD_BREEDS_940,Birman,Birmański
BENGAL_WORD_BREEDS_940,Bengal,Bengalski
ANGORA_WORD_BREEDS_940,Angora,Angora
BIG_BEN_WORD_LANDMARK_948,Big Ben,Big Ben
SPHINX_WORD_LANDMARK_948,Sphinx,Sfinks
COLOSSEUM_WORD_LANDMARK_948,Colosseum,Koloseum
PYRAMIDS_WORD_LANDMARK_948,Pyramids,Piramidy
NILE_WORD_RIVERS_959,Nile,Nil
AMAZON_WORD_RIVERS_959,Amazon,Amazonka
HUDSON_WORD_RIVERS_959,Hudson,Hudson
SURF_WORD_COAST_969,Surf,Fala
BEACH_WORD_COAST_969,Beach,Plaża
CLIFF_WORD_COAST_969,Cliff,Klif
CLEANSER_WORD_SKINCARE_984,Cleanser,Żel myjący
TONER_WORD_SKINCARE_984,Toner,Tonik
SERUM_WORD_SKINCARE_984,Serum,Serum
TEXTURE_WORD_SKINCARE_984,Texture,Tekstura
PORES_WORD_SKINCARE_984,Pores,Pory
RETINOL_WORD_SKINCARE_984,Retinol,Retinol
PEPTIDES_WORD_SKINCARE_984,Peptides,Peptydy
BLEMISH_WORD_SKINCARE_984,Blemish,Skaza
ROMANOV_WORD_DYNASTY_991,Romanov,Romanowowie
TUDOR_WORD_DYNASTY_991,Tudor,Tudorowie
KENNEDY_WORD_DYNASTY_991,Ottoman,Osmańscy
BOURBON_WORD_DYNASTY_991,Bourbon,Burbonowie
CLERIC_WORD_PRIEST_1019,Cleric,Duchowny
BIBLE_WORD_PRIEST_1019,Bible,Biblia
SAINT_WORD_PRIEST_1019,Saint,Święty
PREACHER_WORD_PRIEST_1019,Preacher,Kaznodzieja
JOURNEY_WORD_MAPS_1022,Journey,Podróż
LANDMARK_WORD_MAPS_1022,Landmark,Punkt orientacyjny
BORDER_WORD_MAPS_1022,Border,Granica
ATLAS_WORD_MAPS_1022,Atlas,Atlas
GLOBE_WORD_MAPS_1022,Globe,Globus
SCALE_WORD_MAPS_1022,Scale,Skala
TERRAIN_WORD_MAPS_1022,Terrain,Teren
CONTOUR_WORD_MAPS_1022,Contour,Warstwica
MELODY_WORD_SINGING_1054,Melody,Melodia
SONG_WORD_SINGING_1054,Song,Piosenka
PITCH_WORD_SINGING_1054,Pitch,Wysokość dźwięku
SOLOIST_WORD_SINGING_1054,Soloist,Solista
ARIA_WORD_SINGING_1054,Aria,Aria
CHOIR_WORD_SINGING_1054,Choir,Chór
HUMMING_WORD_SINGING_1054,Humming,Nucenie
TIMBRE_WORD_SINGING_1054,Timbre,Barwa głosu
GENE_WORD_GENETICS_1060,Gene,Gen
DNA_WORD_GENETICS_1060,DNA,DNA
GENOME_WORD_GENETICS_1060,Genome,Genom
TV_WORD_SCREEN_1030,TV,TV
ATM_WORD_SCREEN_1030,ATM,Bankomat
E_READER_WORD_SCREEN_1030,E-reader,Czytnik
BUZZER_WORD_ALARM_1031,Buzzer,Brzęczyk
BEEP_WORD_ALARM_1031,Beep,Sygnał
RUSH_WORD_ALARM_1031,Rush,Pośpiech
