id,basic_card_name_en,es-ES
HAMMOCK_WORD_CAMPING_221,Hammock,Hamaca
ORGAN_WORD_PLAY_223,Organ,Órgano
VIOLIN_WORD_PLAY_223,Violin,Violín
UKULELE_WORD_PLAY_223,Ukulele,Ukelele
DRUM_WORD_PLAY_223,Drum,Tambor
PIANO_WORD_PLAY_223,Piano,Piano
FLUTE_WORD_PLAY_223,Flute,Flauta
GUITAR_WORD_PLAY_223,Guitar,Guitarra
CELLO_WORD_PLAY_223,Cello,Violonchelo
BANK_WORD_FINANCE_227,Bank,Banco
INCOME_WORD_FINANCE_227,Income,Ingreso
EXPENSE_WORD_FINANCE_227,Expense,Gasto
MONEY_WORD_FINANCE_227,Money,Dinero
KINGDOM_WORD_MEDIEVAL_228,Kingdom,Reino
LORD_WORD_MEDIEVAL_228,Lord,Señor
KNIGHT_WORD_MEDIEVAL_228,Knight,Caballero
CASTLE_WORD_MEDIEVAL_228,Castle,Castillo
GLASSES_WORD_OPTICS_229,Glasses,Gafas
LENS_WORD_OPTICS_229,Lens,Lente
MONOCLE_WORD_OPTICS_229,Monocle,Monóculo
SPYGLASS_WORD_OPTICS_229,Spyglass,Catalejo
SIGNPOST_WORD_NAVIGATE_230,Signpost,Señalización
SEXTANT_WORD_NAVIGATE_230,Sextant,Sextante
COMPASS_WORD_NAVIGATE_230,Compass,Brújula
PLAYPEN_WORD_TODDLER_231,Playpen,Corralito
NAP_TIME_WORD_TODDLER_231,Nap time,Siesta
PACIFIER_WORD_TODDLER_231,Pacifier,Chupete
CAPRINE_WORD_FAMILIES_234,Caprine,Caprino
OVINE_WORD_FAMILIES_234,Ovine,Ovino
FELINE_WORD_FAMILIES_234,Feline,Felino
EQUINE_WORD_FAMILIES_234,Equine,Equino
CANINE_WORD_FAMILIES_234,Canine,Canino
MURINE_WORD_FAMILIES_234,Murine,Murino
PORCINE_WORD_FAMILIES_234,Porcine,Porcino
BOVINE_WORD_FAMILIES_234,Bovine,Bovino
ALTAIR_WORD_STARS_236,Altair,Altair
POLARIS_WORD_STARS_236,Polaris,Polaris
SIRIUS_WORD_STARS_236,Sirius,Sirio
VEGA_WORD_STARS_236,Vega,Vega
RIGEL_WORD_STARS_236,Rigel,Rigel
ALKAID_WORD_STARS_236,Alkaid,Alkaid
NEURAL_WORD_AI_238,Neural,Neuronal
DATASET_WORD_AI_238,Dataset,Dataset
CHATBOT_WORD_AI_238,Chatbot,Chatbot
AGENT_WORD_AI_238,Agent,Agente
MATRIX_WORD_AI_238,Matrix,Matriz
CORTEX_WORD_AI_238,Cortex,Córtex
REGION_WORD_DIVISION_242,Region,Región
COUNTRY_WORD_DIVISION_242,Country,País
STATE_WORD_DIVISION_242,State,Estado
CITY_WORD_DIVISION_242,City,Ciudad
DIALOGUE_WORD_SPEAK_244,Dialogue,Diálogo
DEBATE_WORD_SPEAK_244,Debate,Debate
ARGUMENT_WORD_SPEAK_244,Argument,Argumento
WAVY_WORD_HAIR_245,Wavy,Ondulado
CURLY_WORD_HAIR_245,Curly,Rizado
COILY_WORD_HAIR_245,Coily,Crespo
SPRAIN_WORD_INJURIES_249,Sprain,Esguince
FRACTURE_WORD_INJURIES_249,Fracture,Fractura
BRUISE_WORD_INJURIES_249,Bruise,Moretón
WOUND_WORD_INJURIES_249,Wound,Herida
HEADACHE_WORD_FLU_251,Headache,Dolor de cabeza
PILLS_WORD_FLU_251,Pills,Pastillas
COUGH_WORD_FLU_251,Cough,Tos
GYPSUM_WORD_MINERALS_253,Gypsum,Yeso
CALCITE_WORD_MINERALS_253,Calcite,Calcita
AZURITE_WORD_MINERALS_253,Azurite,Azurita
MICA_WORD_MINERALS_253,Mica,Mica
MARBLE_WORD_MINERALS_253,Marble,Mármol
QUARTZ_WORD_MINERALS_253,Quartz,Cuarzo
LIME_WORD_MINERALS_253,Lime,Cal
BERYL_WORD_MINERALS_253,Beryl,Berilo
DECAY_WORD_RADIATE_257,Decay,Decaimiento
FALLOUT_WORD_RADIATE_257,Fallout,Lluvia radiactiva
CURIE_WORD_RADIATE_257,Curie,Curie
X_RAYS_WORD_RADIATE_257,X-rays,Rayos X
GLUCAGON_WORD_HORMONES_259,Glucagon,Glucagón
CORTISOL_WORD_HORMONES_259,Cortisol,Cortisol
INSULIN_WORD_HORMONES_259,Insulin,Insulina
GASTRIN_WORD_HORMONES_259,Gastrin,Gastrina
IRIS_WORD_EYE_260,Iris,Iris
PUPIL_WORD_EYE_260,Pupil,Pupila
RETINA_WORD_EYE_260,Retina,Retina
DIG_WORD_SHOVEL_261,Dig,Cavar
EXCAVATE_WORD_SHOVEL_261,Excavate,Excavar
UNEARTH_WORD_SHOVEL_261,Unearth,Desenterrar
ALNICO_WORD_ALLOY_264,Alnico,Alnico
AMALGAM_WORD_ALLOY_264,Amalgam,Amalgama
BRASS_WORD_ALLOY_264,Brass,Latón
BRONZE_WORD_ALLOY_264,Bronze,Bronce
NICHROME_WORD_ALLOY_264,Nichrome,Nicromo
TUNGSTEN_WORD_ALLOY_264,Pewter,Peltre
NITINOL_WORD_ALLOY_264,Nitinol,Nitinol
STELLITE_WORD_ALLOY_264,Stellite,Estelita
DIWALI_WORD_FESTIVAL_270,Diwali,Diwali
HOLI_WORD_FESTIVAL_270,Holi,Holi
SONGKRAN_WORD_FESTIVAL_270,Songkran,Songkran
THULIUM_WORD_METAL_272,Thulium,Tulio
HOLMIUM_WORD_METAL_272,Holmium,Holmio
IRIDIUM_WORD_METAL_272,Iridium,Iridio
RHODIUM_WORD_METAL_272,Rhodium,Rodio
YTTRIUM_WORD_METAL_272,Yttrium,Itrio
LUTETIUM_WORD_METAL_272,Lutetium,Lutecio
EUROPIUM_WORD_METAL_272,Europium,Europio
ERBIUM_WORD_METAL_272,Erbium,Erbio
INSIGNIA_WORD_ARTIFACT_276,Insignia,Insignia
RELIC_WORD_ARTIFACT_276,Relic,Reliquia
SIGIL_WORD_ARTIFACT_276,Sigil,Sigilo
TOTEM_WORD_ARTIFACT_276,Totem,Tótem
AMULET_WORD_ARTIFACT_276,Amulet,Amuleto
VASE_WORD_ARTIFACT_276,Vase,Jarrón
GUARD_WORD_DEFENSE_277,Guard,Guardia
CCTV_WORD_DEFENSE_277,CCTV,CCTV
SECURITY_WORD_DEFENSE_277,Security,Seguridad
PATROL_WORD_DEFENSE_277,Patrol,Patrulla
ATOM_WORD_PARTICLE_281,Atom,Átomo
ELECTRON_WORD_PARTICLE_281,Electron,Electrón
NEUTRON_WORD_PARTICLE_281,Neutron,Neutrón
HARLEM_WORD_NEW_YORK_287,Harlem,Harlem
SOHO_WORD_NEW_YORK_287,Soho,Soho
TRIBECA_WORD_NEW_YORK_287,Tribeca,Tribeca
ASTORIA_WORD_NEW_YORK_287,Astoria,Astoria
BRONX_WORD_NEW_YORK_287,Bronx,Bronx
QUEENS_WORD_NEW_YORK_287,Queens,Queens
BARNACLE_WORD_NO_BONES_289,Barnacle,Percebe
SPIDER_WORD_NO_BONES_289,Spider,Araña
SQUID_WORD_NO_BONES_289,Squid,Calamar
STARFISH_WORD_NO_BONES_289,Starfish,Estrella de mar
WORM_WORD_NO_BONES_289,Worm,Gusano
FABLE_WORD_LEGENDS_291,Fable,Fábula
SAGA_WORD_LEGENDS_291,Saga,Saga
TALE_WORD_LEGENDS_291,Tale,Cuento
EPIC_WORD_LEGENDS_291,Epic,Épica
MYTH_WORD_LEGENDS_291,Myth,Mito
HI_WORD_HELLO_295,Hi,Hola
HOWDY_WORD_HELLO_295,Howdy,¡Buenas!
HEY_WORD_HELLO_295,Hey,¡Ey!
DEGREE_WORD_PHD_296,Degree,Título
THESIS_WORD_PHD_296,Thesis,Tesis
RESEARCH_WORD_PHD_296,Research,Investigación
CONSENT_WORD_OK_SIGN_301,Consent,Consentir
OKAY_WORD_OK_SIGN_301,Okay,Vale
YES_WORD_OK_SIGN_301,Yes,Sí
SCALES_WORD_JUSTICE_310,Scales,Balanza
GAVEL_WORD_JUSTICE_310,Gavel,Mazo
LAW_WORD_JUSTICE_310,Law,Ley
COURT_WORD_JUSTICE_310,Court,Tribunal
INMATE_WORD_PRISONER_312,Inmate,Recluso
FELON_WORD_PRISONER_312,Felon,Delincuente
DETAINEE_WORD_PRISONER_312,Detainee,Detenido
METEOR_WORD_SPACE_314,Meteor,Meteoro
ECLIPSE_WORD_SPACE_314,Eclipse,Eclipse
AURORA_WORD_SPACE_314,Aurora,Aurora
PULSAR_WORD_SPACE_314,Pulsar,Púlsar
QUASAR_WORD_SPACE_314,Quasar,Cuásar
NEBULA_WORD_SPACE_314,Nebula,Nebulosa
NOVA_WORD_SPACE_314,Nova,Nova
ASTEROID_WORD_SPACE_314,Asteroid,Asteroide
GAMBLER_WORD_WESTERN_317,Gambler,Apostador
SHERIFF_WORD_WESTERN_317,Sheriff,Sheriff
COWBOY_WORD_WESTERN_317,Cowboy,Vaquero
LASSO_WORD_WESTERN_317,Lasso,Lazo
SALOON_WORD_WESTERN_317,Saloon,Cantina
RODEO_WORD_WESTERN_317,Rodeo,Rodeo
SECURE_WORD_LOCK_321,Secure,Seguro
STURDY_WORD_LOCK_321,Sturdy,Robusto
TRUSTY_WORD_LOCK_321,Trusty,Fiable
THIGH_WORD_LEGS_322,Thigh,Muslo
KNEE_WORD_LEGS_322,Knee,Rodilla
ANKLE_WORD_LEGS_322,Ankle,Tobillo
RA_WORD_PYRAMIDS_330,Ra,Ra
OSIRIS_WORD_PYRAMIDS_330,Osiris,Osiris
ANUBIS_WORD_PYRAMIDS_330,Anubis,Anubis
RAMSES_WORD_PYRAMIDS_330,Ramses,Ramsés
PICKAXE_WORD_SHAFT_331,Pickaxe,Pico
MINE_WORD_SHAFT_331,Mine,Mina
CART_WORD_SHAFT_331,Cart,Vagoneta
PADDOCK_WORD_FARMING_333,Paddock,Potrero
COMPOST_WORD_FARMING_333,Compost,Compost
FALLOW_WORD_FARMING_333,Fallow,Barbecho
CROP_WORD_FARMING_333,Crop,Cultivo
HAY_WORD_FARMING_333,Hay,Heno
HARVEST_WORD_FARMING_333,Harvest,Cosecha
TOPSOIL_WORD_FARMING_333,Topsoil,Mantillo
GRAIN_WORD_FARMING_333,Grain,Grano
SLEDDING_WORD_SLIDING_339,Sledding,Trineo
SKELETON_WORD_SLIDING_339,Skeleton,Skeleton
SKIING_WORD_SLIDING_339,Skiing,Esquí
SKATING_WORD_SLIDING_339,Skating,Patinaje
LUGE_WORD_SLIDING_339,Luge,Luge
OIL_WORD_PAINTING_340,Oil,Óleo
ACRYLIC_WORD_PAINTING_340,Acrylic,Acrílico
GOUACHE_WORD_PAINTING_340,Gouache,Gouache
TEMPERA_WORD_PAINTING_340,Tempera,Témpera
FRESCO_WORD_PAINTING_340,Fresco,Fresco
RISOTTO_WORD_RICE_342,Risotto,Risotto
CONGEE_WORD_RICE_342,Congee,Congee
PAELLA_WORD_RICE_342,Paella,Paella
SUSHI_WORD_RICE_342,Sushi,Sushi
ROMANCE_WORD_HEART_344,Romance,Romance
COUPLE_WORD_HEART_344,Couple,Pareja
PASSION_WORD_HEART_344,Passion,Pasión
VANS_WORD_HIPPIE_349,Vans,Furgonetas
COMMUNE_WORD_HIPPIE_349,Commune,Comuna
FREEDOM_WORD_HIPPIE_349,Freedom,Libertad
DRONE_WORD_ROBOT_354,Drone,Dron
ROBOVAC_WORD_ROBOT_354,Robovac,Robovac
NANOBOT_WORD_ROBOT_354,Nanobot,Nanobot
CYBORG_WORD_ROBOT_354,Cyborg,Ciborg
ANDROID_WORD_ROBOT_354,Android,Androide
MACHINE_WORD_ROBOT_354,Machine,Máquina
SIGMA_WORD_GREECE_359,Sigma,Sigma
DELTA_WORD_GREECE_359,Delta,Delta
KAPPA_WORD_GREECE_359,Kappa,Kappa
MOTION_WORD_DYNAMICS_360,Motion,Movimiento
INERTIA_WORD_DYNAMICS_360,Inertia,Inercia
VELOCITY_WORD_DYNAMICS_360,Velocity,Velocidad
ONTARIO_WORD_LAKES_365,Ontario,Ontario
SUPERIOR_WORD_LAKES_365,Superior,Superior
TITICACA_WORD_LAKES_365,Titicaca,Titicaca
BAIKAL_WORD_LAKES_365,Baikal,Baikal
MICHIGAN_WORD_LAKES_365,Michigan,Míchigan
HURON_WORD_LAKES_365,Huron,Hurón
ATOM_WORD_NUCLEAR_366,Atom,Átomo
NEUTRON_WORD_NUCLEAR_366,Neutron,Neutrón
PROTON_WORD_NUCLEAR_366,Proton,Protón
ELECTRON_WORD_NUCLEAR_366,Electron,Electrón
MILAN_WORD_ITALY_376,Milan,Milán
ROME_WORD_ITALY_376,Rome,Roma
VENICE_WORD_ITALY_376,Venice,Venecia
FLORENCE_WORD_ITALY_376,Florence,Florencia
THIS_WORD_POINTING_379,This,Esto
THAT_WORD_POINTING_379,That,Eso
THOSE_WORD_POINTING_379,Those,Esos
NORMAL_WORD_SKIN_380,Normal,Normal
DRY_WORD_SKIN_380,Dry,Seca
OILY_WORD_SKIN_380,Oily,Grasa
LIBRARY_WORD_BUILD_384,Library,Biblioteca
MUSEUM_WORD_BUILD_384,Museum,Museo
HOSPITAL_WORD_BUILD_384,Hospital,Hospital
SCHOOL_BUILDING_WORD_BUILD_384,School building,Escuela
HOTEL_WORD_BUILD_384,Hotel,Hotel
FACTORY_WORD_BUILD_384,Factory,Fábrica
STADIUM_WORD_BUILD_384,Stadium,Estadio
MALL_WORD_BUILD_384,Mall,Centro comercial
MONARCHY_WORD_POLICIES_394,Monarchy,Monarquía
TYRANNY_WORD_POLICIES_394,Tyranny,Tiranía
ANARCHY_WORD_POLICIES_394,Anarchy,Anarquía
POWER_WORD_STRENGTH_401,Power,Poder
FORCE_WORD_STRENGTH_401,Force,Fuerza
MIGHT_WORD_STRENGTH_401,Might,Poderío
TEXT_WORD_MESSAGE_407,Text,Texto
EMAIL_WORD_MESSAGE_407,Email,Correo
LETTER_WORD_MESSAGE_407,Letter,Carta
FAX_WORD_MESSAGE_407,Fax,Fax
DUALISM_WORD_VIEWS_410,Dualism,Dualismo
STOICISM_WORD_VIEWS_410,Stoicism,Estoicismo
NIHILISM_WORD_VIEWS_410,Nihilism,Nihilismo
LUNGS_WORD_ORGANS_412,Lungs,Pulmones
KIDNEY_WORD_ORGANS_412,Kidney,Riñón
STOMACH_WORD_ORGANS_412,Stomach,Estómago
LIVER_WORD_ORGANS_412,Liver,Hígado
BLADDER_WORD_ORGANS_412,Bladder,Vejiga
SPLEEN_WORD_ORGANS_412,Spleen,Bazo
HEART_WORD_ORGANS_412,Heart,Corazón
PANCREAS_WORD_ORGANS_412,Pancreas,Páncreas
FOOL_WORD_TAROT_417,Fool,Loco
MOON_WORD_TAROT_417,Moon,Luna
MAGICIAN_WORD_TAROT_417,Magician,Mago
EMPRESS_WORD_TAROT_417,Empress,Emperatriz
SOPRANO_WORD_VOICES_439,Soprano,Soprano
TENOR_WORD_VOICES_439,Tenor,Tenor
BARITONE_WORD_VOICES_439,Baritone,Barítono
BASS_WORD_VOICES_439,Bass,Bajo
ALTO_WORD_VOICES_439,Alto,Contralto
SONNET_WORD_POETRY_440,Sonnet,Soneto
HAIKU_WORD_POETRY_440,Haiku,Haiku
ODE_WORD_POETRY_440,Ode,Oda
BALLAD_WORD_POETRY_440,Ballad,Balada
ACROSTIC_WORD_POETRY_440,Acrostic,Acróstico
SUPPER_WORD_MEALS_444,Supper,Cena
LUNCH_WORD_MEALS_444,Lunch,Almuerzo
DINNER_WORD_MEALS_444,Dinner,Comida
CAULDRON_WORD_ALCHEMY_445,Cauldron,Caldero
ELIXIR_WORD_ALCHEMY_445,Elixir,Elixir
POTION_WORD_ALCHEMY_445,Potion,Poción
RITUAL_WORD_PAGANISM_469,Ritual,Ritual
TOTEM_WORD_PAGANISM_469,Totem,Tótem
IDOL_WORD_PAGANISM_469,Idol,Ídolo
ALTAR_WORD_PAGANISM_469,Altar,Altar
CURRENT_WORD_PRESENT_470,Current,Actual
NOW_WORD_PRESENT_470,Now,Ahora
TODAY_WORD_PRESENT_470,Today,Hoy
CODE_WORD_SECRET_471,Code,Código
AGENT_WORD_SECRET_471,Agent,Agente
WORD_WORD_SECRET_471,Identity,Identidad
DONKEY_WORD_EQUIDAE_475,Donkey,Burro
MULE_WORD_EQUIDAE_475,Mule,Mula
MUSTANG_WORD_EQUIDAE_475,Mustang,Mustang
HORSE_WORD_EQUIDAE_475,Horse,Caballo
ZEBRA_WORD_EQUIDAE_475,Zebra,Cebra
PONY_WORD_EQUIDAE_475,Pony,Poni
COWHIDE_WORD_LEATHER_480,Cowhide,Cuero vacuno
NUBUCK_WORD_LEATHER_480,Nubuck,Nobuk
SUEDE_WORD_LEATHER_480,Suede,Ante
TOWER_WORD_CASTLE_485,Tower,Torre
MOAT_WORD_CASTLE_485,Moat,Foso
DUNGEON_WORD_CASTLE_485,Dungeon,Mazmorra
BASTION_WORD_CASTLE_485,Bastion,Bastión
RAMPART_WORD_CASTLE_485,Rampart,Muralla
TURRET_WORD_CASTLE_485,Turret,Torreta
PARAPET_WORD_CASTLE_485,Parapet,Parapeto
CITADEL_WORD_CASTLE_485,Citadel,Ciudadela
LCD_WORD_DISPLAY_486,LCD,LCD
LED_WORD_DISPLAY_486,LED,LED
OLED_WORD_DISPLAY_486,OLED,OLED
CRT_WORD_DISPLAY_486,CRT,CRT
PLASMA_WORD_DISPLAY_486,Plasma,Plasma
AMOLED_WORD_DISPLAY_486,AMOLED,AMOLED
MAYANS_WORD_CULTURES_487,Mayans,Mayas
AZTECS_WORD_CULTURES_487,Aztecs,Aztecas
ROMANS_WORD_CULTURES_487,Romans,Romanos
GREEKS_WORD_CULTURES_487,Greeks,Griegos
CELTS_WORD_CULTURES_487,Celts,Celtas
VIKINGS_WORD_CULTURES_487,Vikings,Vikingos
SAMURAI_WORD_WARRIORS_491,Samurai,Samurái
SHINOBI_WORD_WARRIORS_491,Shinobi,Shinobi
RONIN_WORD_WARRIORS_491,Ronin,Ronin
ASSASSIN_WORD_WARRIORS_491,Assassin,Asesino
NINJA_WORD_WARRIORS_491,Ninja,Ninja
DECEIVE_WORD_LIE_492,Deceive,Engañar
DELUDE_WORD_LIE_492,Delude,Ilusionar
FALSIFY_WORD_LIE_492,Falsify,Falsificar
MISLEAD_WORD_LIE_492,Mislead,Confundir
OBOE_WORD_VIOLIN_508,Oboe,Oboe
CLARINET_WORD_VIOLIN_508,Clarinet,Clarinete
FLUTE_WORD_VIOLIN_508,Flute,Flauta
CELLO_WORD_VIOLIN_508,Cello,Violonchelo
MATE_WORD_ANAGRAM_511,Mate,Mate
TEAM_WORD_ANAGRAM_511,Team,Equipo
MEAT_WORD_ANAGRAM_511,Meat,Carne
BONGO_WORD_DRUM_518,Bongo,Bongó
DJEMBE_WORD_DRUM_518,Djembe,Yembé
TABLA_WORD_DRUM_518,Tabla,Tabla
ASHIKO_WORD_DRUM_518,Ashiko,Ashiko
TRIUMPH_WORD_WREATH_544,Triumph,Triunfo
VICTORY_WORD_WREATH_544,Victory,Victoria
SUCCESS_WORD_WREATH_544,Success,Éxito
YOGA_WORD_ZEN_549,Yoga,Yoga
RINZAI_WORD_ZEN_549,Rinzai,Rinzai
DHARMA_WORD_ZEN_549,Dharma,Dharma
ROUTER_WORD_NETWORK_588,Router,Enrutador
SERVER_WORD_NETWORK_588,Server,Servidor
GATEWAY_WORD_NETWORK_588,Gateway,Pasarela
ETHERNET_WORD_NETWORK_588,Ethernet,Ethernet
PACKET_WORD_NETWORK_588,Packet,Paquete
DUTY_WORD_CUSTOMS_592,Duty,Arancel
IMPORT_WORD_CUSTOMS_592,Import,Importar
BORDER_WORD_CUSTOMS_592,Border,Frontera
EXPORT_WORD_CUSTOMS_592,Export,Exportar
PAYMENT_WORD_MORTGAGE_595,Payment,Pago
INTEREST_WORD_MORTGAGE_595,Interest,Interés
RATE_WORD_MORTGAGE_595,Rate,Tasa
MIX_WORD_CONCRETE_601,Mix,Mezclar
TROWEL_WORD_CONCRETE_601,Trowel,Llana
SCREED_WORD_CONCRETE_601,Screed,Solera
SATIRE_WORD_MEMES_620,Satire,Sátira
PARODY_WORD_MEMES_620,Parody,Parodia
TROLLING_WORD_MEMES_620,Trolling,Troleo
METHANE_WORD_ALKANES_641,Methane,Metano
ETHANE_WORD_ALKANES_641,Ethane,Etano
PROPANE_WORD_ALKANES_641,Propane,Propano
BUTANE_WORD_ALKANES_641,Butane,Butano
ASSESS_WORD_EVALUATE_651,Assess,Evaluar
ESTIMATE_WORD_EVALUATE_651,Estimate,Estimar
ANALYZE_WORD_EVALUATE_651,Analyze,Analizar
HUNT_WORD_QUEST_680,Hunt,Caza
INQUIRY_WORD_QUEST_680,Inquiry,Indagación
PURSUIT_WORD_QUEST_680,Pursuit,Búsqueda
GOATEE_WORD_BEARDS_681,Goatee,Perilla
BALBO_WORD_BEARDS_681,Balbo,Balbo
DUCKTAIL_WORD_BEARDS_681,Ducktail,Cola de pato
SYNERGY_WORD_YINYANG_721,Synergy,Sinergia
DUALITY_WORD_YINYANG_721,Duality,Dualidad
HARMONY_WORD_YINYANG_721,Harmony,Armonía
GOURMET_WORD_FOODIE_726,Gourmet,Gourmet
EPICURE_WORD_FOODIE_726,Epicure,Epicúreo
TASTE_WORD_FOODIE_726,Taste,Sabor
SYBARITE_WORD_FOODIE_726,Sybarite,Sibarita
HEDONISM_WORD_FOODIE_726,Hedonism,Hedonismo
DISHES_WORD_FOODIE_726,Dishes,Platos
ROLE_WORD_OPERA_760,Role,Papel
DIVA_WORD_OPERA_760,Diva,Diva
ACT_WORD_OPERA_760,Act,Acto
BAY_WORD_HARBOR_764,Bay,Bahía
PIER_WORD_HARBOR_764,Pier,Muelle
WHARF_WORD_HARBOR_764,Wharf,Embarcadero
COAST_WORD_HARBOR_764,Coast,Costa
MARINA_WORD_HARBOR_764,Marina,Marina
VESSEL_WORD_HARBOR_764,Vessel,Navío
BRICK_WORD_STREET_768,Lamp,Farola
DRIVER_WORD_STREET_768,Driver,Conductor
CORNER_WORD_STREET_768,Corner,Esquina
BIKE_WORD_STREET_768,Bike,Bicicleta
LION_WORD_CHIMERA_795,Lion,León
GOAT_WORD_CHIMERA_795,Goat,Cabra
SERPENT_WORD_CHIMERA_795,Serpent,Serpiente
REINS_WORD_CARRIAGE_800,Reins,Riendas
HARNESS_WORD_CARRIAGE_800,Harness,Arnés
COACHMAN_WORD_CARRIAGE_800,Coachman,Cochero
CANTER_WORD_GAITS_810,Canter,Medio galope
GALLOP_WORD_GAITS_810,Gallop,Galope
TROT_WORD_GAITS_810,Trot,Trote
CORE_WORD_EARTH_831,Core,Núcleo
MANTLE_WORD_EARTH_831,Mantle,Manto
CRUST_WORD_EARTH_831,Crust,Corteza
PAGANINI_WORD_VIOLINS_845,Paganini,Paganini
LUTHIER_WORD_VIOLINS_845,Luthier,Luthier
FRET_WORD_VIOLINS_845,Bow,Arco
NOUN_WORD_GRAMMAR_861,Noun,Sustantivo
VERB_WORD_GRAMMAR_861,Verb,Verbo
ADVERB_WORD_GRAMMAR_861,Adverb,Adverbio
CREST_WORD_COASTAL_882,Crest,Cresta
BREEZE_WORD_COASTAL_882,Breeze,Brisa
SURFING_WORD_COASTAL_882,Surfing,Surf
SHINGLE_WORD_COASTAL_882,Shingle,Guijarros
SAND_WORD_COASTAL_882,Sand,Arena
GROYNE_WORD_COASTAL_882,Groyne,Espigón
TIDE_WORD_COASTAL_882,Tide,Marea
JETTY_WORD_COASTAL_882,Jetty,Malecón
TIRE_WORD_WHEEL_890,Tire,Neumático
HUBCAP_WORD_WHEEL_890,Hubcap,Tapacubos
STEER_WORD_WHEEL_890,Steer,Volante
AXLE_WORD_WHEEL_890,Axle,Eje
FORTUNE_WORD_WHEEL_890,Rim,Llanta
STEEL_WORD_INDUSTRY_921,Steel,Acero
GOODS_WORD_INDUSTRY_921,Goods,Bienes
PRODUCE_WORD_INDUSTRY_921,Produce,Producir
MEGA_WORD_PREFIX_922,Mega,Mega
NANO_WORD_PREFIX_922,Nano,Nano
DECA_WORD_PREFIX_922,Deca,Deca
SIAMESE_WORD_BREEDS_940,Siamese,Siamés
SPHYNX_WORD_BREEDS_940,Sphynx,Sphynx
BIRMAN_WORD_BREEDS_940,Birman,Birmano
BENGAL_WORD_BREEDS_940,Bengal,Bengalí
ANGORA_WORD_BREEDS_940,Angora,Angora
BIG_BEN_WORD_LANDMARK_948,Big Ben,Big Ben
SPHINX_WORD_LANDMARK_948,Sphinx,Esfinge
COLOSSEUM_WORD_LANDMARK_948,Colosseum,Coliseo
PYRAMIDS_WORD_LANDMARK_948,Pyramids,Pirámides
NILE_WORD_RIVERS_959,Nile,Nilo
AMAZON_WORD_RIVERS_959,Amazon,Amazonas
HUDSON_WORD_RIVERS_959,Hudson,Hudson
SURF_WORD_COAST_969,Surf,Surf
BEACH_WORD_COAST_969,Beach,Playa
CLIFF_WORD_COAST_969,Cliff,Acantilado
CLEANSER_WORD_SKINCARE_984,Cleanser,Limpiador
TONER_WORD_SKINCARE_984,Toner,Tónico
SERUM_WORD_SKINCARE_984,Serum,Sérum
TEXTURE_WORD_SKINCARE_984,Texture,Textura
PORES_WORD_SKINCARE_984,Pores,Poros
RETINOL_WORD_SKINCARE_984,Retinol,Retinol
PEPTIDES_WORD_SKINCARE_984,Peptides,Péptidos
BLEMISH_WORD_SKINCARE_984,Blemish,Imperfección
ROMANOV_WORD_DYNASTY_991,Romanov,Románov
TUDOR_WORD_DYNASTY_991,Tudor,Tudor
KENNEDY_WORD_DYNASTY_991,Ottoman,Otomano
BOURBON_WORD_DYNASTY_991,Bourbon,Borbón
CLERIC_WORD_PRIEST_1019,Cleric,Clérigo
BIBLE_WORD_PRIEST_1019,Bible,Biblia
SAINT_WORD_PRIEST_1019,Saint,Santo
PREACHER_WORD_PRIEST_1019,Preacher,Predicador
JOURNEY_WORD_MAPS_1022,Journey,Viaje
LANDMARK_WORD_MAPS_1022,Landmark,Hito
BORDER_WORD_MAPS_1022,Border,Frontera
ATLAS_WORD_MAPS_1022,Atlas,Atlas
GLOBE_WORD_MAPS_1022,Globe,Globo
SCALE_WORD_MAPS_1022,Scale,Escala
TERRAIN_WORD_MAPS_1022,Terrain,Terreno
CONTOUR_WORD_MAPS_1022,Contour,Contorno
MELODY_WORD_SINGING_1054,Melody,Melodía
SONG_WORD_SINGING_1054,Song,Canción
PITCH_WORD_SINGING_1054,Pitch,Tono
SOLOIST_WORD_SINGING_1054,Soloist,Solista
ARIA_WORD_SINGING_1054,Aria,Aria
CHOIR_WORD_SINGING_1054,Choir,Coro
HUMMING_WORD_SINGING_1054,Humming,Tarareo
TIMBRE_WORD_SINGING_1054,Timbre,Timbre
GENE_WORD_GENETICS_1060,Gene,Gen
DNA_WORD_GENETICS_1060,DNA,ADN
GENOME_WORD_GENETICS_1060,Genome,Genoma
TV_WORD_SCREEN_1030,TV,TV
ATM_WORD_SCREEN_1030,ATM,Cajero
E_READER_WORD_SCREEN_1030,E-reader,E-reader
BUZZER_WORD_ALARM_1031,Buzzer,Timbre
BEEP_WORD_ALARM_1031,Beep,Pitido
RUSH_WORD_ALARM_1031,Rush,Prisa
MAPLE_WORD_LEAVES_1055,Maple,Arce
OAK_WORD_LEAVES_1055,Oak,Roble
PALM_WORD_LEAVES_1055,Palm,Palmera
CHESTNUT_WORD_LEAVES_1055,Chestnut,Castaño
ASH_WORD_LEAVES_1055,Ash,Fresno
POPLAR_WORD_LEAVES_1055,Poplar,Álamo
PLATE_WORD_DISHWARE_829,Plate,Plato
CUP_WORD_DISHWARE_829,Cup,Taza
BOWL_WORD_DISHWARE_829,Bowl,Bol
SAUCER_WORD_DISHWARE_829,Saucer,Platillo
FROG_WORD_POND_830,Frog,Rana
REED_WORD_POND_830,Reed,Junco
DUCK_WORD_POND_830,Duck,Pato
