\ufeffid,basic_card_name_en,ko-KR
KNIGHT_WORD_MEDIEVAL_228,Knight,기사
CASTLE_WORD_MEDIEVAL_228,Castle,성
GLASSES_WORD_OPTICS_229,Glasses,안경
LENS_WORD_OPTICS_229,Lens,렌즈
MONOCLE_WORD_OPTICS_229,Monocle,모노클
SPYGLASS_WORD_OPTICS_229,Spyglass,망원경
SIGNPOST_WORD_NAVIGATE_230,Signpost,이정표
SEXTANT_WORD_NAVIGATE_230,Sextant,육분의
COMPASS_WORD_NAVIGATE_230,Compass,나침반
PLAYPEN_WORD_TODDLER_231,Playpen,놀이울타리
NAP_TIME_WORD_TODDLER_231,Nap time,낮잠 시간
PACIFIER_WORD_TODDLER_231,Pacifier,공갈젖꼭지
CAPRINE_WORD_FAMILIES_234,Caprine,염소과
OVINE_WORD_FAMILIES_234,Ovine,양과
FELINE_WORD_FAMILIES_234,Feline,고양이과
EQUINE_WORD_FAMILIES_234,Equine,말과
CANINE_WORD_FAMILIES_234,Canine,개과
MURINE_WORD_FAMILIES_234,Murine,쥐과
PORCINE_WORD_FAMILIES_234,Porcine,돼지과
BOVINE_WORD_FAMILIES_234,Bovine,소과
ALTAIR_WORD_STARS_236,Altair,알타이르
POLARIS_WORD_STARS_236,Polaris,폴라리스
SIRIUS_WORD_STARS_236,Sirius,시리우스
VEGA_WORD_STARS_236,Vega,베가
RIGEL_WORD_STARS_236,Rigel,리겔
ALKAID_WORD_STARS_236,Alkaid,알카이드
NEURAL_WORD_AI_238,Neural,뉴럴
DATASET_WORD_AI_238,Dataset,데이터셋
CHATBOT_WORD_AI_238,Chatbot,챗봇
AGENT_WORD_AI_238,Agent,에이전트
MATRIX_WORD_AI_238,Matrix,매트릭스
CORTEX_WORD_AI_238,Cortex,코텍스
REGION_WORD_DIVISION_242,Region,지역
COUNTRY_WORD_DIVISION_242,Country,나라
STATE_WORD_DIVISION_242,State,주
CITY_WORD_DIVISION_242,City,도시
DIALOGUE_WORD_SPEAK_244,Dialogue,대화
DEBATE_WORD_SPEAK_244,Debate,토론
ARGUMENT_WORD_SPEAK_244,Argument,논쟁
WAVY_WORD_HAIR_245,Wavy,웨이브
CURLY_WORD_HAIR_245,Curly,곱슬
COILY_WORD_HAIR_245,Coily,코일리
SPRAIN_WORD_INJURIES_249,Sprain,염좌
FRACTURE_WORD_INJURIES_249,Fracture,골절
BRUISE_WORD_INJURIES_249,Bruise,타박상
WOUND_WORD_INJURIES_249,Wound,상처
HEADACHE_WORD_FLU_251,Headache,두통
PILLS_WORD_FLU_251,Pills,약
COUGH_WORD_FLU_251,Cough,기침
GYPSUM_WORD_MINERALS_253,Gypsum,석고
CALCITE_WORD_MINERALS_253,Calcite,방해석
AZURITE_WORD_MINERALS_253,Azurite,남동석
MICA_WORD_MINERALS_253,Mica,운모
MARBLE_WORD_MINERALS_253,Marble,대리석
QUARTZ_WORD_MINERALS_253,Quartz,석영
LIME_WORD_MINERALS_253,Lime,석회
BERYL_WORD_MINERALS_253,Beryl,녹주석
DECAY_WORD_RADIATE_257,Decay,붕괴
FALLOUT_WORD_RADIATE_257,Fallout,낙진
CURIE_WORD_RADIATE_257,Curie,퀴리
X_RAYS_WORD_RADIATE_257,X-rays,X선
GLUCAGON_WORD_HORMONES_259,Glucagon,글루카곤
CORTISOL_WORD_HORMONES_259,Cortisol,코르티솔
INSULIN_WORD_HORMONES_259,Insulin,인슐린
GASTRIN_WORD_HORMONES_259,Gastrin,가스트린
IRIS_WORD_EYE_260,Iris,홍채
PUPIL_WORD_EYE_260,Pupil,동공
RETINA_WORD_EYE_260,Retina,망막
DIG_WORD_SHOVEL_261,Dig,파기
EXCAVATE_WORD_SHOVEL_261,Excavate,발굴
UNEARTH_WORD_SHOVEL_261,Unearth,출토
ALNICO_WORD_ALLOY_264,Alnico,알니코
AMALGAM_WORD_ALLOY_264,Amalgam,아말감
BRASS_WORD_ALLOY_264,Brass,황동
BRONZE_WORD_ALLOY_264,Bronze,청동
NICHROME_WORD_ALLOY_264,Nichrome,니크롬
TUNGSTEN_WORD_ALLOY_264,Pewter,퓨터
NITINOL_WORD_ALLOY_264,Nitinol,니티놀
STELLITE_WORD_ALLOY_264,Stellite,스텔라이트
DIWALI_WORD_FESTIVAL_270,Diwali,디왈리
HOLI_WORD_FESTIVAL_270,Holi,홀리
SONGKRAN_WORD_FESTIVAL_270,Songkran,송크란
THULIUM_WORD_METAL_272,Thulium,툴륨
HOLMIUM_WORD_METAL_272,Holmium,홀뮴
IRIDIUM_WORD_METAL_272,Iridium,이리듐
RHODIUM_WORD_METAL_272,Rhodium,로듐
YTTRIUM_WORD_METAL_272,Yttrium,이트륨
LUTETIUM_WORD_METAL_272,Lutetium,루테튬
EUROPIUM_WORD_METAL_272,Europium,유로퓸
ERBIUM_WORD_METAL_272,Erbium,어븀
INSIGNIA_WORD_ARTIFACT_276,Insignia,휘장
RELIC_WORD_ARTIFACT_276,Relic,유물
SIGIL_WORD_ARTIFACT_276,Sigil,인장
TOTEM_WORD_ARTIFACT_276,Totem,토템
AMULET_WORD_ARTIFACT_276,Amulet,부적
VASE_WORD_ARTIFACT_276,Vase,꽃병
GUARD_WORD_DEFENSE_277,Guard,경비원
CCTV_WORD_DEFENSE_277,CCTV,CCTV
SECURITY_WORD_DEFENSE_277,Security,보안
PATROL_WORD_DEFENSE_277,Patrol,순찰
ATOM_WORD_PARTICLE_281,Atom,원자
ELECTRON_WORD_PARTICLE_281,Electron,전자
NEUTRON_WORD_PARTICLE_281,Neutron,중성자
HARLEM_WORD_NEW_YORK_287,Harlem,할렘
SOHO_WORD_NEW_YORK_287,Soho,소호
TRIBECA_WORD_NEW_YORK_287,Tribeca,트라이베카
ASTORIA_WORD_NEW_YORK_287,Astoria,아스토리아
BRONX_WORD_NEW_YORK_287,Bronx,브롱크스
QUEENS_WORD_NEW_YORK_287,Queens,퀸스
BARNACLE_WORD_NO_BONES_289,Barnacle,따개비
SPIDER_WORD_NO_BONES_289,Spider,거미
SQUID_WORD_NO_BONES_289,Squid,오징어
STARFISH_WORD_NO_BONES_289,Starfish,불가사리
WORM_WORD_NO_BONES_289,Worm,지렁이
FABLE_WORD_LEGENDS_291,Fable,우화
SAGA_WORD_LEGENDS_291,Saga,사가
TALE_WORD_LEGENDS_291,Tale,이야기
EPIC_WORD_LEGENDS_291,Epic,서사시
MYTH_WORD_LEGENDS_291,Myth,신화
HI_WORD_HELLO_295,Hi,안녕
HOWDY_WORD_HELLO_295,Howdy,반가워
HEY_WORD_HELLO_295,Hey,야
DEGREE_WORD_PHD_296,Degree,학위
THESIS_WORD_PHD_296,Thesis,논문
RESEARCH_WORD_PHD_296,Research,연구
CONSENT_WORD_OK_SIGN_301,Consent,동의
OKAY_WORD_OK_SIGN_301,Okay,오케이
YES_WORD_OK_SIGN_301,Yes,네
SCALES_WORD_JUSTICE_310,Scales,저울
GAVEL_WORD_JUSTICE_310,Gavel,법봉
LAW_WORD_JUSTICE_310,Law,법률
COURT_WORD_JUSTICE_310,Court,법정
INMATE_WORD_PRISONER_312,Inmate,수감자
FELON_WORD_PRISONER_312,Felon,중죄범
DETAINEE_WORD_PRISONER_312,Detainee,피구금자
METEOR_WORD_SPACE_314,Meteor,유성
ECLIPSE_WORD_SPACE_314,Eclipse,일식
AURORA_WORD_SPACE_314,Aurora,오로라
PULSAR_WORD_SPACE_314,Pulsar,펄서
QUASAR_WORD_SPACE_314,Quasar,퀘이사
NEBULA_WORD_SPACE_314,Nebula,성운
NOVA_WORD_SPACE_314,Nova,신성
ASTEROID_WORD_SPACE_314,Asteroid,소행성
GAMBLER_WORD_WESTERN_317,Gambler,도박꾼
SHERIFF_WORD_WESTERN_317,Sheriff,보안관
COWBOY_WORD_WESTERN_317,Cowboy,카우보이
LASSO_WORD_WESTERN_317,Lasso,올가미
SALOON_WORD_WESTERN_317,Saloon,살룬
RODEO_WORD_WESTERN_317,Rodeo,로데오
SECURE_WORD_LOCK_321,Secure,안전
STURDY_WORD_LOCK_321,Sturdy,튼튼
TRUSTY_WORD_LOCK_321,Trusty,신뢰
THIGH_WORD_LEGS_322,Thigh,허벅지
KNEE_WORD_LEGS_322,Knee,무릎
ANKLE_WORD_LEGS_322,Ankle,발목
RA_WORD_PYRAMIDS_330,Ra,라
OSIRIS_WORD_PYRAMIDS_330,Osiris,오시리스
ANUBIS_WORD_PYRAMIDS_330,Anubis,아누비스
RAMSES_WORD_PYRAMIDS_330,Ramses,람세스
PICKAXE_WORD_SHAFT_331,Pickaxe,곡괭이
MINE_WORD_SHAFT_331,Mine,광산
CART_WORD_SHAFT_331,Cart,광차
PADDOCK_WORD_FARMING_333,Paddock,목장
COMPOST_WORD_FARMING_333,Compost,퇴비
FALLOW_WORD_FARMING_333,Fallow,휴경
CROP_WORD_FARMING_333,Crop,작물
HAY_WORD_FARMING_333,Hay,건초
HARVEST_WORD_FARMING_333,Harvest,수확
TOPSOIL_WORD_FARMING_333,Topsoil,표토
GRAIN_WORD_FARMING_333,Grain,곡물
SLEDDING_WORD_SLIDING_339,Sledding,썰매
SKELETON_WORD_SLIDING_339,Skeleton,스켈레톤
SKIING_WORD_SLIDING_339,Skiing,스키
SKATING_WORD_SLIDING_339,Skating,스케이팅
LUGE_WORD_SLIDING_339,Luge,루지
OIL_WORD_PAINTING_340,Oil,유화
ACRYLIC_WORD_PAINTING_340,Acrylic,아크릴
GOUACHE_WORD_PAINTING_340,Gouache,과슈
TEMPERA_WORD_PAINTING_340,Tempera,템페라
FRESCO_WORD_PAINTING_340,Fresco,프레스코
RISOTTO_WORD_RICE_342,Risotto,리소토
CONGEE_WORD_RICE_342,Congee,죽
PAELLA_WORD_RICE_342,Paella,빠에야
SUSHI_WORD_RICE_342,Sushi,스시
ROMANCE_WORD_HEART_344,Romance,로맨스
COUPLE_WORD_HEART_344,Couple,커플
PASSION_WORD_HEART_344,Passion,열정
VANS_WORD_HIPPIE_349,Vans,밴
COMMUNE_WORD_HIPPIE_349,Commune,코뮌
FREEDOM_WORD_HIPPIE_349,Freedom,자유
DRONE_WORD_ROBOT_354,Drone,드론
ROBOVAC_WORD_ROBOT_354,Robovac,로봇청소기
NANOBOT_WORD_ROBOT_354,Nanobot,나노봇
CYBORG_WORD_ROBOT_354,Cyborg,사이보그
ANDROID_WORD_ROBOT_354,Android,안드로이드
MACHINE_WORD_ROBOT_354,Machine,기계
SIGMA_WORD_GREECE_359,Sigma,시그마
DELTA_WORD_GREECE_359,Delta,델타
KAPPA_WORD_GREECE_359,Kappa,카파
MOTION_WORD_DYNAMICS_360,Motion,운동
INERTIA_WORD_DYNAMICS_360,Inertia,관성
VELOCITY_WORD_DYNAMICS_360,Velocity,속도
ONTARIO_WORD_LAKES_365,Ontario,온타리오
SUPERIOR_WORD_LAKES_365,Superior,슈피리어
TITICACA_WORD_LAKES_365,Titicaca,티티카카
BAIKAL_WORD_LAKES_365,Baikal,바이칼
MICHIGAN_WORD_LAKES_365,Michigan,미시간
HURON_WORD_LAKES_365,Huron,휴런
ATOM_WORD_NUCLEAR_366,Atom,원자
NEUTRON_WORD_NUCLEAR_366,Neutron,중성자
PROTON_WORD_NUCLEAR_366,Proton,양성자
ELECTRON_WORD_NUCLEAR_366,Electron,전자
MILAN_WORD_ITALY_376,Milan,밀라노
ROME_WORD_ITALY_376,Rome,로마
VENICE_WORD_ITALY_376,Venice,베네치아
FLORENCE_WORD_ITALY_376,Florence,피렌체
THIS_WORD_POINTING_379,This,이것
THAT_WORD_POINTING_379,That,저것
THOSE_WORD_POINTING_379,Those,저것들
NORMAL_WORD_SKIN_380,Normal,중성
DRY_WORD_SKIN_380,Dry,건성
OILY_WORD_SKIN_380,Oily,지성
LIBRARY_WORD_BUILD_384,Library,도서관
MUSEUM_WORD_BUILD_384,Museum,박물관
HOSPITAL_WORD_BUILD_384,Hospital,병원
SCHOOL_BUILDING_WORD_BUILD_384,School building,학교
HOTEL_WORD_BUILD_384,Hotel,호텔
FACTORY_WORD_BUILD_384,Factory,공장
STADIUM_WORD_BUILD_384,Stadium,경기장
MALL_WORD_BUILD_384,Mall,쇼핑몰
MONARCHY_WORD_POLICIES_394,Monarchy,군주제
TYRANNY_WORD_POLICIES_394,Tyranny,폭정
ANARCHY_WORD_POLICIES_394,Anarchy,무정부
POWER_WORD_STRENGTH_401,Power,힘
FORCE_WORD_STRENGTH_401,Force,포스
MIGHT_WORD_STRENGTH_401,Might,위력
TEXT_WORD_MESSAGE_407,Text,문자
EMAIL_WORD_MESSAGE_407,Email,이메일
LETTER_WORD_MESSAGE_407,Letter,편지
FAX_WORD_MESSAGE_407,Fax,팩스
DUALISM_WORD_VIEWS_410,Dualism,이원론
STOICISM_WORD_VIEWS_410,Stoicism,스토아 철학
NIHILISM_WORD_VIEWS_410,Nihilism,허무주의
LUNGS_WORD_ORGANS_412,Lungs,폐
KIDNEY_WORD_ORGANS_412,Kidney,신장
STOMACH_WORD_ORGANS_412,Stomach,위
LIVER_WORD_ORGANS_412,Liver,간
BLADDER_WORD_ORGANS_412,Bladder,방광
SPLEEN_WORD_ORGANS_412,Spleen,비장
HEART_WORD_ORGANS_412,Heart,심장
PANCREAS_WORD_ORGANS_412,Pancreas,췌장
FOOL_WORD_TAROT_417,Fool,바보
MOON_WORD_TAROT_417,Moon,달
MAGICIAN_WORD_TAROT_417,Magician,마법사
EMPRESS_WORD_TAROT_417,Empress,여황제
SOPRANO_WORD_VOICES_439,Soprano,소프라노
TENOR_WORD_VOICES_439,Tenor,테너
BARITONE_WORD_VOICES_439,Baritone,바리톤
BASS_WORD_VOICES_439,Bass,베이스
ALTO_WORD_VOICES_439,Alto,알토
SONNET_WORD_POETRY_440,Sonnet,소네트
HAIKU_WORD_POETRY_440,Haiku,하이쿠
ODE_WORD_POETRY_440,Ode,송가
BALLAD_WORD_POETRY_440,Ballad,발라드
ACROSTIC_WORD_POETRY_440,Acrostic,이합체시
SUPPER_WORD_MEALS_444,Supper,저녁
LUNCH_WORD_MEALS_444,Lunch,점심
DINNER_WORD_MEALS_444,Dinner,디너
CAULDRON_WORD_ALCHEMY_445,Cauldron,가마솥
ELIXIR_WORD_ALCHEMY_445,Elixir,엘릭서
POTION_WORD_ALCHEMY_445,Potion,포션
RITUAL_WORD_PAGANISM_469,Ritual,의식
TOTEM_WORD_PAGANISM_469,Totem,토템
IDOL_WORD_PAGANISM_469,Idol,우상
ALTAR_WORD_PAGANISM_469,Altar,제단
CURRENT_WORD_PRESENT_470,Current,현재
NOW_WORD_PRESENT_470,Now,지금
TODAY_WORD_PRESENT_470,Today,오늘
CODE_WORD_SECRET_471,Code,암호
AGENT_WORD_SECRET_471,Agent,요원
WORD_WORD_SECRET_471,Identity,정체
DONKEY_WORD_EQUIDAE_475,Donkey,당나귀
MULE_WORD_EQUIDAE_475,Mule,노새
MUSTANG_WORD_EQUIDAE_475,Mustang,무스탕
HORSE_WORD_EQUIDAE_475,Horse,말
ZEBRA_WORD_EQUIDAE_475,Zebra,얼룩말
PONY_WORD_EQUIDAE_475,Pony,조랑말
COWHIDE_WORD_LEATHER_480,Cowhide,소가죽
NUBUCK_WORD_LEATHER_480,Nubuck,누벅
SUEDE_WORD_LEATHER_480,Suede,스웨이드
TOWER_WORD_CASTLE_485,Tower,탑
MOAT_WORD_CASTLE_485,Moat,해자
DUNGEON_WORD_CASTLE_485,Dungeon,지하감옥
BASTION_WORD_CASTLE_485,Bastion,성채
RAMPART_WORD_CASTLE_485,Rampart,성벽
TURRET_WORD_CASTLE_485,Turret,포탑
PARAPET_WORD_CASTLE_485,Parapet,흉벽
CITADEL_WORD_CASTLE_485,Citadel,요새
LCD_WORD_DISPLAY_486,LCD,LCD
LED_WORD_DISPLAY_486,LED,LED
OLED_WORD_DISPLAY_486,OLED,OLED
CRT_WORD_DISPLAY_486,CRT,CRT
PLASMA_WORD_DISPLAY_486,Plasma,플라즈마
AMOLED_WORD_DISPLAY_486,AMOLED,AMOLED
MAYANS_WORD_CULTURES_487,Mayans,마야인
AZTECS_WORD_CULTURES_487,Aztecs,아즈텍인
ROMANS_WORD_CULTURES_487,Romans,로마인
GREEKS_WORD_CULTURES_487,Greeks,그리스인
CELTS_WORD_CULTURES_487,Celts,켈트인
VIKINGS_WORD_CULTURES_487,Vikings,바이킹
SAMURAI_WORD_WARRIORS_491,Samurai,사무라이
SHINOBI_WORD_WARRIORS_491,Shinobi,시노비
RONIN_WORD_WARRIORS_491,Ronin,로닌
ASSASSIN_WORD_WARRIORS_491,Assassin,암살자
NINJA_WORD_WARRIORS_491,Ninja,닌자
DECEIVE_WORD_LIE_492,Deceive,속이다
DELUDE_WORD_LIE_492,Delude,현혹
FALSIFY_WORD_LIE_492,Falsify,위조
MISLEAD_WORD_LIE_492,Mislead,오도
OBOE_WORD_VIOLIN_508,Oboe,오보에
CLARINET_WORD_VIOLIN_508,Clarinet,클라리넷
FLUTE_WORD_VIOLIN_508,Flute,플루트
CELLO_WORD_VIOLIN_508,Cello,첼로
MATE_WORD_ANAGRAM_511,Mate,메이트
TEAM_WORD_ANAGRAM_511,Team,팀
MEAT_WORD_ANAGRAM_511,Meat,고기
BONGO_WORD_DRUM_518,Bongo,봉고
DJEMBE_WORD_DRUM_518,Djembe,젬베
TABLA_WORD_DRUM_518,Tabla,타블라
ASHIKO_WORD_DRUM_518,Ashiko,아시코
TRIUMPH_WORD_WREATH_544,Triumph,개선
VICTORY_WORD_WREATH_544,Victory,승리
SUCCESS_WORD_WREATH_544,Success,성공
YOGA_WORD_ZEN_549,Yoga,요가
RINZAI_WORD_ZEN_549,Rinzai,임제
DHARMA_WORD_ZEN_549,Dharma,달마
ROUTER_WORD_NETWORK_588,Router,라우터
SERVER_WORD_NETWORK_588,Server,서버
GATEWAY_WORD_NETWORK_588,Gateway,게이트웨이
ETHERNET_WORD_NETWORK_588,Ethernet,이더넷
PACKET_WORD_NETWORK_588,Packet,패킷
DUTY_WORD_CUSTOMS_592,Duty,관세
IMPORT_WORD_CUSTOMS_592,Import,수입
BORDER_WORD_CUSTOMS_592,Border,국경
EXPORT_WORD_CUSTOMS_592,Export,수출
PAYMENT_WORD_MORTGAGE_595,Payment,상환
INTEREST_WORD_MORTGAGE_595,Interest,이자
RATE_WORD_MORTGAGE_595,Rate,금리
MIX_WORD_CONCRETE_601,Mix,배합
TROWEL_WORD_CONCRETE_601,Trowel,흙손
SCREED_WORD_CONCRETE_601,Screed,스크리드
SATIRE_WORD_MEMES_620,Satire,풍자
PARODY_WORD_MEMES_620,Parody,패러디
TROLLING_WORD_MEMES_620,Trolling,트롤링
METHANE_WORD_ALKANES_641,Methane,메탄
ETHANE_WORD_ALKANES_641,Ethane,에탄
PROPANE_WORD_ALKANES_641,Propane,프로판
BUTANE_WORD_ALKANES_641,Butane,부탄
ASSESS_WORD_EVALUATE_651,Assess,평가
ESTIMATE_WORD_EVALUATE_651,Estimate,추정
ANALYZE_WORD_EVALUATE_651,Analyze,분석
HUNT_WORD_QUEST_680,Hunt,사냥
INQUIRY_WORD_QUEST_680,Inquiry,탐구
PURSUIT_WORD_QUEST_680,Pursuit,추구
GOATEE_WORD_BEARDS_681,Goatee,염소수염
BALBO_WORD_BEARDS_681,Balbo,발보
DUCKTAIL_WORD_BEARDS_681,Ducktail,덕테일
SYNERGY_WORD_YINYANG_721,Synergy,시너지
DUALITY_WORD_YINYANG_721,Duality,이중성
HARMONY_WORD_YINYANG_721,Harmony,조화
GOURMET_WORD_FOODIE_726,Gourmet,미식가
EPICURE_WORD_FOODIE_726,Epicure,식도락가
TASTE_WORD_FOODIE_726,Taste,미각
SYBARITE_WORD_FOODIE_726,Sybarite,향락가
HEDONISM_WORD_FOODIE_726,Hedonism,쾌락주의
DISHES_WORD_FOODIE_726,Dishes,요리
ROLE_WORD_OPERA_760,Role,역할
DIVA_WORD_OPERA_760,Diva,디바
ACT_WORD_OPERA_760,Act,막
BAY_WORD_HARBOR_764,Bay,만
PIER_WORD_HARBOR_764,Pier,부두
WHARF_WORD_HARBOR_764,Wharf,선창
COAST_WORD_HARBOR_764,Coast,해안
MARINA_WORD_HARBOR_764,Marina,마리나
VESSEL_WORD_HARBOR_764,Vessel,선박
BRICK_WORD_STREET_768,Lamp,가로등
DRIVER_WORD_STREET_768,Driver,운전자
CORNER_WORD_STREET_768,Corner,모퉁이
BIKE_WORD_STREET_768,Bike,자전거
LION_WORD_CHIMERA_795,Lion,사자
GOAT_WORD_CHIMERA_795,Goat,염소
SERPENT_WORD_CHIMERA_795,Serpent,뱀
REINS_WORD_CARRIAGE_800,Reins,고삐
HARNESS_WORD_CARRIAGE_800,Harness,마구
COACHMAN_WORD_CARRIAGE_800,Coachman,마부
CANTER_WORD_GAITS_810,Canter,구보
GALLOP_WORD_GAITS_810,Gallop,질주
TROT_WORD_GAITS_810,Trot,속보
CORE_WORD_EARTH_831,Core,핵
MANTLE_WORD_EARTH_831,Mantle,맨틀
CRUST_WORD_EARTH_831,Crust,지각
PAGANINI_WORD_VIOLINS_845,Paganini,파가니니
LUTHIER_WORD_VIOLINS_845,Luthier,현악기 장인
FRET_WORD_VIOLINS_845,Bow,활
NOUN_WORD_GRAMMAR_861,Noun,명사
VERB_WORD_GRAMMAR_861,Verb,동사
ADVERB_WORD_GRAMMAR_861,Adverb,부사
CREST_WORD_COASTAL_882,Crest,파도꼭대기
BREEZE_WORD_COASTAL_882,Breeze,해풍
SURFING_WORD_COASTAL_882,Surfing,서핑
SHINGLE_WORD_COASTAL_882,Shingle,자갈해변
SAND_WORD_COASTAL_882,Sand,모래사장
GROYNE_WORD_COASTAL_882,Groyne,돌제
TIDE_WORD_COASTAL_882,Tide,조수
JETTY_WORD_COASTAL_882,Jetty,잔교
TIRE_WORD_WHEEL_890,Tire,타이어
HUBCAP_WORD_WHEEL_890,Hubcap,휠캡
STEER_WORD_WHEEL_890,Steer,조향
AXLE_WORD_WHEEL_890,Axle,차축
FORTUNE_WORD_WHEEL_890,Rim,림
STEEL_WORD_INDUSTRY_921,Steel,철강
GOODS_WORD_INDUSTRY_921,Goods,상품
PRODUCE_WORD_INDUSTRY_921,Produce,제품
MEGA_WORD_PREFIX_922,Mega,메가
NANO_WORD_PREFIX_922,Nano,나노
DECA_WORD_PREFIX_922,Deca,데카
SIAMESE_WORD_BREEDS_940,Siamese,샴고양이
SPHYNX_WORD_BREEDS_940,Sphynx,스핑크스 고양이
BIRMAN_WORD_BREEDS_940,Birman,버먼 고양이
BENGAL_WORD_BREEDS_940,Bengal,벵갈 고양이
ANGORA_WORD_BREEDS_940,Angora,앙고라 고양이
BIG_BEN_WORD_LANDMARK_948,Big Ben,빅벤
SPHINX_WORD_LANDMARK_948,Sphinx,스핑크스
COLOSSEUM_WORD_LANDMARK_948,Colosseum,콜로세움
PYRAMIDS_WORD_LANDMARK_948,Pyramids,피라미드군
NILE_WORD_RIVERS_959,Nile,나일강
AMAZON_WORD_RIVERS_959,Amazon,아마존강
HUDSON_WORD_RIVERS_959,Hudson,허드슨강
SURF_WORD_COAST_969,Surf,서핑
BEACH_WORD_COAST_969,Beach,해변
CLIFF_WORD_COAST_969,Cliff,절벽
CLEANSER_WORD_SKINCARE_984,Cleanser,클렌저
TONER_WORD_SKINCARE_984,Toner,토너
SERUM_WORD_SKINCARE_984,Serum,세럼
TEXTURE_WORD_SKINCARE_984,Texture,피부결
PORES_WORD_SKINCARE_984,Pores,모공
RETINOL_WORD_SKINCARE_984,Retinol,레티놀
PEPTIDES_WORD_SKINCARE_984,Peptides,펩타이드
BLEMISH_WORD_SKINCARE_984,Blemish,잡티
ROMANOV_WORD_DYNASTY_991,Romanov,로마노프
TUDOR_WORD_DYNASTY_991,Tudor,튜더
KENNEDY_WORD_DYNASTY_991,Ottoman,오스만
BOURBON_WORD_DYNASTY_991,Bourbon,부르봉
CLERIC_WORD_PRIEST_1019,Cleric,성직자
BIBLE_WORD_PRIEST_1019,Bible,성경
SAINT_WORD_PRIEST_1019,Saint,성인
PREACHER_WORD_PRIEST_1019,Preacher,설교자
JOURNEY_WORD_MAPS_1022,Journey,여행
LANDMARK_WORD_MAPS_1022,Landmark,랜드마크
BORDER_WORD_MAPS_1022,Border,경계
ATLAS_WORD_MAPS_1022,Atlas,지도책
GLOBE_WORD_MAPS_1022,Globe,지구본
SCALE_WORD_MAPS_1022,Scale,축척
TERRAIN_WORD_MAPS_1022,Terrain,지형
CONTOUR_WORD_MAPS_1022,Contour,등고선
MELODY_WORD_SINGING_1054,Melody,멜로디
SONG_WORD_SINGING_1054,Song,노래
PITCH_WORD_SINGING_1054,Pitch,음높이
SOLOIST_WORD_SINGING_1054,Soloist,독창자
ARIA_WORD_SINGING_1054,Aria,아리아
CHOIR_WORD_SINGING_1054,Choir,합창단
HUMMING_WORD_SINGING_1054,Humming,허밍
TIMBRE_WORD_SINGING_1054,Timbre,음색
GENE_WORD_GENETICS_1060,Gene,유전자
DNA_WORD_GENETICS_1060,DNA,DNA
GENOME_WORD_GENETICS_1060,Genome,게놈
TV_WORD_SCREEN_1030,TV,TV
ATM_WORD_SCREEN_1030,ATM,ATM
E_READER_WORD_SCREEN_1030,E-reader,전자책 리더기
BUZZER_WORD_ALARM_1031,Buzzer,버저
BEEP_WORD_ALARM_1031,Beep,삐 소리
RUSH_WORD_ALARM_1031,Rush,긴급
MAPLE_WORD_LEAVES_1055,Maple,단풍나무
OAK_WORD_LEAVES_1055,Oak,참나무
PALM_WORD_LEAVES_1055,Palm,야자나무
CHESTNUT_WORD_LEAVES_1055,Chestnut,밤나무
ASH_WORD_LEAVES_1055,Ash,물푸레나무
POPLAR_WORD_LEAVES_1055,Poplar,포플러
PLATE_WORD_DISHWARE_829,Plate,접시
CUP_WORD_DISHWARE_829,Cup,컵
BOWL_WORD_DISHWARE_829,Bowl,그릇
SAUCER_WORD_DISHWARE_829,Saucer,받침접시
FROG_WORD_POND_830,Frog,개구리
REED_WORD_POND_830,Reed,갈대
DUCK_WORD_POND_830,Duck,오리
PAWN_PIC_CHESS_1,,
ROOK_PIC_CHESS_1,,
KNIGHT_PIC_CHESS_1,,
BISHOP_PIC_CHESS_1,,
QUEEN_PIC_CHESS_1,,
KING_PIC_CHESS_1,,
CHESSBOARD_PIC_CHESS_1,,
CHESS_CLOCK_PIC_CHESS_1,,
HOCKEY_PIC_SPORTS_2,,
SOCCER_PIC_SPORTS_2,,
BOXING_PIC_SPORTS_2,,
TENNIS_PIC_SPORTS_2,,
GOLF_PIC_SPORTS_2,,
RUGBY_PIC_SPORTS_2,,
CURLING_PIC_SPORTS_2,,
TABLE_TENNIS_PIC_SPORTS_2,,
TABLE_PIC_FURNITURE_3,,
SOFA_PIC_FURNITURE_3,,
CHAIR_PIC_FURNITURE_3,,
DESK_PIC_FURNITURE_3,,
BED_PIC_FURNITURE_3,,
WARDROBE_PIC_FURNITURE_3,,
BOOKSHELF_PIC_FURNITURE_3,,
DRESSERS_PIC_FURNITURE_3,,
ACE_OF_HEARTS_PIC_DECK_4,,
KING_HEARTS_PIC_DECK_4,,
QUEEN_HEARTS_PIC_DECK_4,,
JACK_HEARTS_PIC_DECK_4,,
10_HEARTS_PIC_DECK_4,,
9_HEARTS_PIC_DECK_4,,
8_HEARTS_PIC_DECK_4,,
7_HEARTS_PIC_DECK_4,,
ARIES_PIC_ZODIAC_5,,
TAURUS_PIC_ZODIAC_5,,
GEMINI_PIC_ZODIAC_5,,
CANCER_PIC_ZODIAC_5,,
LEO_PIC_ZODIAC_5,,
VIRGO_PIC_ZODIAC_5,,
LIBRA_PIC_ZODIAC_5,,
SAGITTARIUS_PIC_ZODIAC_5,,
PLIERS_PIC_TOOLBOX_6,,
WRENCH_PIC_TOOLBOX_6,,
DRILL_PIC_TOOLBOX_6,,
