id,basic_card_name_en,fr-FR
HAMMOCK_WORD_CAMPING_221,Hammock,Hamac
ORGAN_WORD_PLAY_223,Organ,Orgue
VIOLIN_WORD_PLAY_223,Violin,Violon
UKULELE_WORD_PLAY_223,Ukulele,Ukulélé
DRUM_WORD_PLAY_223,Drum,Tambour
PIANO_WORD_PLAY_223,Piano,Piano
FLUTE_WORD_PLAY_223,Flute,Flûte
GUITAR_WORD_PLAY_223,Guitar,Guitare
CELLO_WORD_PLAY_223,Cello,Violoncelle
BANK_WORD_FINANCE_227,Bank,Banque
INCOME_WORD_FINANCE_227,Income,Revenu
EXPENSE_WORD_FINANCE_227,Expense,Dépense
MONEY_WORD_FINANCE_227,Money,Argent
KINGDOM_WORD_MEDIEVAL_228,Kingdom,Royaume
LORD_WORD_MEDIEVAL_228,Lord,Seigneur
KNIGHT_WORD_MEDIEVAL_228,Knight,Chevalier
CASTLE_WORD_MEDIEVAL_228,Castle,Château
GLASSES_WORD_OPTICS_229,Glasses,Lunettes
LENS_WORD_OPTICS_229,Lens,Lentille
MONOCLE_WORD_OPTICS_229,Monocle,Monocle
SPYGLASS_WORD_OPTICS_229,Spyglass,Longue-vue
SIGNPOST_WORD_NAVIGATE_230,Signpost,Panneau
SEXTANT_WORD_NAVIGATE_230,Sextant,Sextant
COMPASS_WORD_NAVIGATE_230,Compass,Boussole
PLAYPEN_WORD_TODDLER_231,Playpen,Parc
NAP_TIME_WORD_TODDLER_231,Nap time,Sieste
PACIFIER_WORD_TODDLER_231,Pacifier,Tétine
CAPRINE_WORD_FAMILIES_234,Caprine,Caprin
OVINE_WORD_FAMILIES_234,Ovine,Ovin
FELINE_WORD_FAMILIES_234,Feline,Félin
EQUINE_WORD_FAMILIES_234,Equine,Équin
CANINE_WORD_FAMILIES_234,Canine,Canin
MURINE_WORD_FAMILIES_234,Murine,Murin
PORCINE_WORD_FAMILIES_234,Porcine,Porcin
BOVINE_WORD_FAMILIES_234,Bovine,Bovin
ALTAIR_WORD_STARS_236,Altair,Altaïr
POLARIS_WORD_STARS_236,Polaris,Polaire
SIRIUS_WORD_STARS_236,Sirius,Sirius
VEGA_WORD_STARS_236,Vega,Véga
RIGEL_WORD_STARS_236,Rigel,Rigel
ALKAID_WORD_STARS_236,Alkaid,Alkaïd
NEURAL_WORD_AI_238,Neural,Neuronal
DATASET_WORD_AI_238,Dataset,Jeu de données
CHATBOT_WORD_AI_238,Chatbot,Chatbot
AGENT_WORD_AI_238,Agent,Agent
MATRIX_WORD_AI_238,Matrix,Matrice
CORTEX_WORD_AI_238,Cortex,Cortex
REGION_WORD_DIVISION_242,Region,Région
COUNTRY_WORD_DIVISION_242,Country,Pays
STATE_WORD_DIVISION_242,State,État
CITY_WORD_DIVISION_242,City,Ville
DIALOGUE_WORD_SPEAK_244,Dialogue,Dialogue
DEBATE_WORD_SPEAK_244,Debate,Débat
ARGUMENT_WORD_SPEAK_244,Argument,Argument
WAVY_WORD_HAIR_245,Wavy,Ondulé
CURLY_WORD_HAIR_245,Curly,Bouclé
COILY_WORD_HAIR_245,Coily,Crépu
SPRAIN_WORD_INJURIES_249,Sprain,Entorse
FRACTURE_WORD_INJURIES_249,Fracture,Fracture
BRUISE_WORD_INJURIES_249,Bruise,Bleu
WOUND_WORD_INJURIES_249,Wound,Blessure
HEADACHE_WORD_FLU_251,Headache,Mal de tête
PILLS_WORD_FLU_251,Pills,Pilules
COUGH_WORD_FLU_251,Cough,Toux
GYPSUM_WORD_MINERALS_253,Gypsum,Gypse
CALCITE_WORD_MINERALS_253,Calcite,Calcite
AZURITE_WORD_MINERALS_253,Azurite,Azurite
MICA_WORD_MINERALS_253,Mica,Mica
MARBLE_WORD_MINERALS_253,Marble,Marbre
QUARTZ_WORD_MINERALS_253,Quartz,Quartz
LIME_WORD_MINERALS_253,Lime,Chite
BERYL_WORD_MINERALS_253,Beryl,Béryl
DECAY_WORD_RADIATE_257,Decay,Désintégration
FALLOUT_WORD_RADIATE_257,Fallout,Retombées
CURIE_WORD_RADIATE_257,Curie,Curie
X_RAYS_WORD_RADIATE_257,X-rays,Rayons X
GLUCAGON_WORD_HORMONES_259,Glucagon,Glucagon
CORTISOL_WORD_HORMONES_259,Cortisol,Cortisol
INSULIN_WORD_HORMONES_259,Insulin,Insuline
GASTRIN_WORD_HORMONES_259,Gastrin,Gastrine
IRIS_WORD_EYE_260,Iris,Iris
PUPIL_WORD_EYE_260,Pupil,Pupille
RETINA_WORD_EYE_260,Retina,Rétine
DIG_WORD_SHOVEL_261,Dig,Creuser
EXCAVATE_WORD_SHOVEL_261,Excavate,Excaver
UNEARTH_WORD_SHOVEL_261,Unearth,Déterrer
ALNICO_WORD_ALLOY_264,Alnico,Alnico
AMALGAM_WORD_ALLOY_264,Amalgam,Amalgame
BRASS_WORD_ALLOY_264,Brass,Laiton
BRONZE_WORD_ALLOY_264,Bronze,Bronze
NICHROME_WORD_ALLOY_264,Nichrome,Nichrome
TUNGSTEN_WORD_ALLOY_264,Pewter,Étain
NITINOL_WORD_ALLOY_264,Nitinol,Nitinol
STELLITE_WORD_ALLOY_264,Stellite,Stellite
DIWALI_WORD_FESTIVAL_270,Diwali,Diwali
HOLI_WORD_FESTIVAL_270,Holi,Holi
SONGKRAN_WORD_FESTIVAL_270,Songkran,Songkran
THULIUM_WORD_METAL_272,Thulium,Thulium
HOLMIUM_WORD_METAL_272,Holmium,Holmium
IRIDIUM_WORD_METAL_272,Iridium,Iridium
RHODIUM_WORD_METAL_272,Rhodium,Rhodium
YTTRIUM_WORD_METAL_272,Yttrium,Yttrium
LUTETIUM_WORD_METAL_272,Lutetium,Lutécium
EUROPIUM_WORD_METAL_272,Europium,Europium
ERBIUM_WORD_METAL_272,Erbium,Erbium
INSIGNIA_WORD_ARTIFACT_276,Insignia,Insigne
RELIC_WORD_ARTIFACT_276,Relic,Relique
SIGIL_WORD_ARTIFACT_276,Sigil,Sceau
TOTEM_WORD_ARTIFACT_276,Totem,Totem
AMULET_WORD_ARTIFACT_276,Amulet,Amulette
VASE_WORD_ARTIFACT_276,Vase,Vase
GUARD_WORD_DEFENSE_277,Guard,Garde
CCTV_WORD_DEFENSE_277,CCTV,Vidéosurveillance
SECURITY_WORD_DEFENSE_277,Security,Sécurité
PATROL_WORD_DEFENSE_277,Patrol,Patrouille
ATOM_WORD_PARTICLE_281,Atom,Atome
ELECTRON_WORD_PARTICLE_281,Electron,Électron
NEUTRON_WORD_PARTICLE_281,Neutron,Neutron
HARLEM_WORD_NEW_YORK_287,Harlem,Harlem
SOHO_WORD_NEW_YORK_287,Soho,Soho
TRIBECA_WORD_NEW_YORK_287,Tribeca,Tribeca
ASTORIA_WORD_NEW_YORK_287,Astoria,Astoria
BRONX_WORD_NEW_YORK_287,Bronx,Bronx
QUEENS_WORD_NEW_YORK_287,Queens,Queens
BARNACLE_WORD_NO_BONES_289,Barnacle,Bernacle
SPIDER_WORD_NO_BONES_289,Spider,Araignée
SQUID_WORD_NO_BONES_289,Squid,Calmar
STARFISH_WORD_NO_BONES_289,Starfish,Étoile de mer
WORM_WORD_NO_BONES_289,Worm,Ver
FABLE_WORD_LEGENDS_291,Fable,Fable
SAGA_WORD_LEGENDS_291,Saga,Saga
TALE_WORD_LEGENDS_291,Tale,Conte
EPIC_WORD_LEGENDS_291,Epic,Épopée
MYTH_WORD_LEGENDS_291,Myth,Mythe
HI_WORD_HELLO_295,Hi,Salut
HOWDY_WORD_HELLO_295,Howdy,Coucou
HEY_WORD_HELLO_295,Hey,Hé
DEGREE_WORD_PHD_296,Degree,Diplôme
THESIS_WORD_PHD_296,Thesis,Thèse
RESEARCH_WORD_PHD_296,Research,Recherche
CONSENT_WORD_OK_SIGN_301,Consent,Accord
OKAY_WORD_OK_SIGN_301,Okay,D'accord
YES_WORD_OK_SIGN_301,Yes,Oui
SCALES_WORD_JUSTICE_310,Scales,Balance
GAVEL_WORD_JUSTICE_310,Gavel,Marteau
LAW_WORD_JUSTICE_310,Law,Loi
COURT_WORD_JUSTICE_310,Court,Tribunal
INMATE_WORD_PRISONER_312,Inmate,Détenu
FELON_WORD_PRISONER_312,Felon,Criminel
DETAINEE_WORD_PRISONER_312,Detainee,Prisonnier
METEOR_WORD_SPACE_314,Meteor,Météore
ECLIPSE_WORD_SPACE_314,Eclipse,Éclipse
AURORA_WORD_SPACE_314,Aurora,Aurore
PULSAR_WORD_SPACE_314,Pulsar,Pulsar
QUASAR_WORD_SPACE_314,Quasar,Quasar
NEBULA_WORD_SPACE_314,Nebula,Nébuleuse
NOVA_WORD_SPACE_314,Nova,Nova
ASTEROID_WORD_SPACE_314,Asteroid,Astéroïde
GAMBLER_WORD_WESTERN_317,Gambler,Joueur
SHERIFF_WORD_WESTERN_317,Sheriff,Shérif
COWBOY_WORD_WESTERN_317,Cowboy,Cow-boy
LASSO_WORD_WESTERN_317,Lasso,Lasso
SALOON_WORD_WESTERN_317,Saloon,Saloon
RODEO_WORD_WESTERN_317,Rodeo,Rodéo
SECURE_WORD_LOCK_321,Secure,Sûr
STURDY_WORD_LOCK_321,Sturdy,Robuste
TRUSTY_WORD_LOCK_321,Trusty,Fiable
THIGH_WORD_LEGS_322,Thigh,Cuisse
KNEE_WORD_LEGS_322,Knee,Genou
ANKLE_WORD_LEGS_322,Ankle,Cheville
RA_WORD_PYRAMIDS_330,Ra,Râ
OSIRIS_WORD_PYRAMIDS_330,Osiris,Osiris
ANUBIS_WORD_PYRAMIDS_330,Anubis,Anubis
RAMSES_WORD_PYRAMIDS_330,Ramses,Ramsès
PICKAXE_WORD_SHAFT_331,Pickaxe,Pioche
MINE_WORD_SHAFT_331,Mine,Mine
CART_WORD_SHAFT_331,Cart,Chariot
PADDOCK_WORD_FARMING_333,Paddock,Enclos
COMPOST_WORD_FARMING_333,Compost,Compost
FALLOW_WORD_FARMING_333,Fallow,Jachère
CROP_WORD_FARMING_333,Crop,Récolte
HAY_WORD_FARMING_333,Hay,Foin
HARVEST_WORD_FARMING_333,Harvest,Moisson
TOPSOIL_WORD_FARMING_333,Topsoil,Terre arable
GRAIN_WORD_FARMING_333,Grain,Grain
SLEDDING_WORD_SLIDING_339,Sledding,Luge
SKELETON_WORD_SLIDING_339,Skeleton,Skeleton
SKIING_WORD_SLIDING_339,Skiing,Ski
SKATING_WORD_SLIDING_339,Skating,Patinage
LUGE_WORD_SLIDING_339,Luge,Luge
OIL_WORD_PAINTING_340,Oil,Huile
ACRYLIC_WORD_PAINTING_340,Acrylic,Acrylique
GOUACHE_WORD_PAINTING_340,Gouache,Gouache
TEMPERA_WORD_PAINTING_340,Tempera,Tempera
FRESCO_WORD_PAINTING_340,Fresco,Fresque
RISOTTO_WORD_RICE_342,Risotto,Risotto
CONGEE_WORD_RICE_342,Congee,Congee
PAELLA_WORD_RICE_342,Paella,Paella
SUSHI_WORD_RICE_342,Sushi,Sushi
ROMANCE_WORD_HEART_344,Romance,Romance
COUPLE_WORD_HEART_344,Couple,Couple
PASSION_WORD_HEART_344,Passion,Passion
VANS_WORD_HIPPIE_349,Vans,Fourgons
COMMUNE_WORD_HIPPIE_349,Commune,Communauté
FREEDOM_WORD_HIPPIE_349,Freedom,Liberté
DRONE_WORD_ROBOT_354,Drone,Drone
ROBOVAC_WORD_ROBOT_354,Robovac,Robovac
NANOBOT_WORD_ROBOT_354,Nanobot,Nanobot
CYBORG_WORD_ROBOT_354,Cyborg,Cyborg
ANDROID_WORD_ROBOT_354,Android,Androïde
MACHINE_WORD_ROBOT_354,Machine,Machine
SIGMA_WORD_GREECE_359,Sigma,Sigma
DELTA_WORD_GREECE_359,Delta,Delta
KAPPA_WORD_GREECE_359,Kappa,Kappa
MOTION_WORD_DYNAMICS_360,Motion,Mouvement
INERTIA_WORD_DYNAMICS_360,Inertia,Inertie
VELOCITY_WORD_DYNAMICS_360,Velocity,Vélocité
ONTARIO_WORD_LAKES_365,Ontario,Ontario
SUPERIOR_WORD_LAKES_365,Superior,Supérieur
TITICACA_WORD_LAKES_365,Titicaca,Titicaca
BAIKAL_WORD_LAKES_365,Baikal,Baïkal
MICHIGAN_WORD_LAKES_365,Michigan,Michigan
HURON_WORD_LAKES_365,Huron,Huron
ATOM_WORD_NUCLEAR_366,Atom,Atome
NEUTRON_WORD_NUCLEAR_366,Neutron,Neutron
PROTON_WORD_NUCLEAR_366,Proton,Proton
ELECTRON_WORD_NUCLEAR_366,Electron,Électron
MILAN_WORD_ITALY_376,Milan,Milan
ROME_WORD_ITALY_376,Rome,Rome
VENICE_WORD_ITALY_376,Venice,Venise
FLORENCE_WORD_ITALY_376,Florence,Florence
THIS_WORD_POINTING_379,This,Ceci
THAT_WORD_POINTING_379,That,Cela
THOSE_WORD_POINTING_379,Those,Ceux-là
NORMAL_WORD_SKIN_380,Normal,Normale
DRY_WORD_SKIN_380,Dry,Sèche
OILY_WORD_SKIN_380,Oily,Grasse
LIBRARY_WORD_BUILD_384,Library,Bibliothèque
MUSEUM_WORD_BUILD_384,Museum,Musée
HOSPITAL_WORD_BUILD_384,Hospital,Hôpital
SCHOOL_BUILDING_WORD_BUILD_384,School building,École
HOTEL_WORD_BUILD_384,Hotel,Hôtel
FACTORY_WORD_BUILD_384,Factory,Usine
STADIUM_WORD_BUILD_384,Stadium,Stade
MALL_WORD_BUILD_384,Mall,Centre commercial
MONARCHY_WORD_POLICIES_394,Monarchy,Monarchie
TYRANNY_WORD_POLICIES_394,Tyranny,Tyrannie
ANARCHY_WORD_POLICIES_394,Anarchy,Anarchie
POWER_WORD_STRENGTH_401,Power,Pouvoir
FORCE_WORD_STRENGTH_401,Force,Force
MIGHT_WORD_STRENGTH_401,Might,Puissance
TEXT_WORD_MESSAGE_407,Text,Texte
EMAIL_WORD_MESSAGE_407,Email,Courriel
LETTER_WORD_MESSAGE_407,Letter,Lettre
FAX_WORD_MESSAGE_407,Fax,Fax
DUALISM_WORD_VIEWS_410,Dualism,Dualisme
STOICISM_WORD_VIEWS_410,Stoicism,Stoïcisme
NIHILISM_WORD_VIEWS_410,Nihilism,Nihilisme
LUNGS_WORD_ORGANS_412,Lungs,Poumons
KIDNEY_WORD_ORGANS_412,Kidney,Rein
STOMACH_WORD_ORGANS_412,Stomach,Estomac
LIVER_WORD_ORGANS_412,Liver,Foie
BLADDER_WORD_ORGANS_412,Bladder,Vessie
SPLEEN_WORD_ORGANS_412,Spleen,Rate
HEART_WORD_ORGANS_412,Heart,Cœur
PANCREAS_WORD_ORGANS_412,Pancreas,Pancréas
FOOL_WORD_TAROT_417,Fool,Mat
MOON_WORD_TAROT_417,Moon,Lune
MAGICIAN_WORD_TAROT_417,Magician,Magicien
EMPRESS_WORD_TAROT_417,Empress,Impératrice
SOPRANO_WORD_VOICES_439,Soprano,Soprano
TENOR_WORD_VOICES_439,Tenor,Ténor
BARITONE_WORD_VOICES_439,Baritone,Baryton
BASS_WORD_VOICES_439,Bass,Basse
ALTO_WORD_VOICES_439,Alto,Alto
SONNET_WORD_POETRY_440,Sonnet,Sonnet
HAIKU_WORD_POETRY_440,Haiku,Haïku
ODE_WORD_POETRY_440,Ode,Ode
BALLAD_WORD_POETRY_440,Ballad,Ballade
ACROSTIC_WORD_POETRY_440,Acrostic,Acrostiche
SUPPER_WORD_MEALS_444,Supper,Souper
LUNCH_WORD_MEALS_444,Lunch,Déjeuner
DINNER_WORD_MEALS_444,Dinner,Dîner
CAULDRON_WORD_ALCHEMY_445,Cauldron,Chaudron
ELIXIR_WORD_ALCHEMY_445,Elixir,Élixir
POTION_WORD_ALCHEMY_445,Potion,Potion
RITUAL_WORD_PAGANISM_469,Ritual,Rituel
TOTEM_WORD_PAGANISM_469,Totem,Totem
IDOL_WORD_PAGANISM_469,Idol,Idole
ALTAR_WORD_PAGANISM_469,Altar,Autel
CURRENT_WORD_PRESENT_470,Current,Actuel
NOW_WORD_PRESENT_470,Now,Maintenant
TODAY_WORD_PRESENT_470,Today,Aujourd'hui
CODE_WORD_SECRET_471,Code,Code
AGENT_WORD_SECRET_471,Agent,Agent
WORD_WORD_SECRET_471,Identity,Identité
DONKEY_WORD_EQUIDAE_475,Donkey,Âne
MULE_WORD_EQUIDAE_475,Mule,Mulet
MUSTANG_WORD_EQUIDAE_475,Mustang,Mustang
HORSE_WORD_EQUIDAE_475,Horse,Cheval
ZEBRA_WORD_EQUIDAE_475,Zebra,Zèbre
PONY_WORD_EQUIDAE_475,Pony,Poney
COWHIDE_WORD_LEATHER_480,Cowhide,Cuir de vache
NUBUCK_WORD_LEATHER_480,Nubuck,Nubuck
SUEDE_WORD_LEATHER_480,Suede,Daim
TOWER_WORD_CASTLE_485,Tower,Tour
MOAT_WORD_CASTLE_485,Moat,Douves
DUNGEON_WORD_CASTLE_485,Dungeon,Donjon
BASTION_WORD_CASTLE_485,Bastion,Bastion
RAMPART_WORD_CASTLE_485,Rampart,Rempart
TURRET_WORD_CASTLE_485,Turret,Tourelle
PARAPET_WORD_CASTLE_485,Parapet,Parapet
CITADEL_WORD_CASTLE_485,Citadel,Citadelle
LCD_WORD_DISPLAY_486,LCD,LCD
LED_WORD_DISPLAY_486,LED,LED
OLED_WORD_DISPLAY_486,OLED,OLED
CRT_WORD_DISPLAY_486,CRT,CRT
PLASMA_WORD_DISPLAY_486,Plasma,Plasma
AMOLED_WORD_DISPLAY_486,AMOLED,AMOLED
MAYANS_WORD_CULTURES_487,Mayans,Mayas
AZTECS_WORD_CULTURES_487,Aztecs,Aztèques
ROMANS_WORD_CULTURES_487,Romans,Romains
GREEKS_WORD_CULTURES_487,Greeks,Grecs
CELTS_WORD_CULTURES_487,Celts,Celtes
VIKINGS_WORD_CULTURES_487,Vikings,Vikings
SAMURAI_WORD_WARRIORS_491,Samurai,Samouraï
SHINOBI_WORD_WARRIORS_491,Shinobi,Shinobi
RONIN_WORD_WARRIORS_491,Ronin,Ronin
ASSASSIN_WORD_WARRIORS_491,Assassin,Assassin
NINJA_WORD_WARRIORS_491,Ninja,Ninja
DECEIVE_WORD_LIE_492,Deceive,Tromper
DELUDE_WORD_LIE_492,Delude,Abuser
FALSIFY_WORD_LIE_492,Falsify,Falsifier
MISLEAD_WORD_LIE_492,Mislead,Induire en erreur
OBOE_WORD_VIOLIN_508,Oboe,Hautbois
CLARINET_WORD_VIOLIN_508,Clarinet,Clarinette
FLUTE_WORD_VIOLIN_508,Flute,Flûte
CELLO_WORD_VIOLIN_508,Cello,Violoncelle
MATE_WORD_ANAGRAM_511,Mate,Camarade
TEAM_WORD_ANAGRAM_511,Team,Équipe
MEAT_WORD_ANAGRAM_511,Meat,Viande
BONGO_WORD_DRUM_518,Bongo,Bongo
DJEMBE_WORD_DRUM_518,Djembe,Djembé
TABLA_WORD_DRUM_518,Tabla,Tabla
ASHIKO_WORD_DRUM_518,Ashiko,Ashiko
TRIUMPH_WORD_WREATH_544,Triumph,Triomphe
VICTORY_WORD_WREATH_544,Victory,Victoire
SUCCESS_WORD_WREATH_544,Success,Succès
YOGA_WORD_ZEN_549,Yoga,Yoga
RINZAI_WORD_ZEN_549,Rinzai,Rinzai
DHARMA_WORD_ZEN_549,Dharma,Dharma
ROUTER_WORD_NETWORK_588,Router,Routeur
SERVER_WORD_NETWORK_588,Server,Serveur
GATEWAY_WORD_NETWORK_588,Gateway,Passerelle
ETHERNET_WORD_NETWORK_588,Ethernet,Ethernet
PACKET_WORD_NETWORK_588,Packet,Paquet
DUTY_WORD_CUSTOMS_592,Duty,Droit de douane
IMPORT_WORD_CUSTOMS_592,Import,Importer
BORDER_WORD_CUSTOMS_592,Border,Frontière
EXPORT_WORD_CUSTOMS_592,Export,Exporter
PAYMENT_WORD_MORTGAGE_595,Payment,Paiement
INTEREST_WORD_MORTGAGE_595,Interest,Intérêt
RATE_WORD_MORTGAGE_595,Rate,Taux
MIX_WORD_CONCRETE_601,Mix,Mélanger
TROWEL_WORD_CONCRETE_601,Trowel,Truelle
SCREED_WORD_CONCRETE_601,Screed,Chape
SATIRE_WORD_MEMES_620,Satire,Satire
PARODY_WORD_MEMES_620,Parody,Parodie
TROLLING_WORD_MEMES_620,Trolling,Trollage
METHANE_WORD_ALKANES_641,Methane,Méthane
ETHANE_WORD_ALKANES_641,Ethane,Éthane
PROPANE_WORD_ALKANES_641,Propane,Propane
BUTANE_WORD_ALKANES_641,Butane,Butane
ASSESS_WORD_EVALUATE_651,Assess,Évaluer
ESTIMATE_WORD_EVALUATE_651,Estimate,Estimer
ANALYZE_WORD_EVALUATE_651,Analyze,Analyser
HUNT_WORD_QUEST_680,Hunt,Chasse
INQUIRY_WORD_QUEST_680,Inquiry,Enquête
PURSUIT_WORD_QUEST_680,Pursuit,Quête
GOATEE_WORD_BEARDS_681,Goatee,Bouc
BALBO_WORD_BEARDS_681,Balbo,Balbo
DUCKTAIL_WORD_BEARDS_681,Ducktail,Queue de canard
SYNERGY_WORD_YINYANG_721,Synergy,Synergie
DUALITY_WORD_YINYANG_721,Duality,Dualité
HARMONY_WORD_YINYANG_721,Harmony,Harmonie
GOURMET_WORD_FOODIE_726,Gourmet,Gourmet
EPICURE_WORD_FOODIE_726,Epicure,Épicurien
TASTE_WORD_FOODIE_726,Taste,Goût
SYBARITE_WORD_FOODIE_726,Sybarite,Sybarite
HEDONISM_WORD_FOODIE_726,Hedonism,Hédonisme
DISHES_WORD_FOODIE_726,Dishes,Plats
ROLE_WORD_OPERA_760,Role,Rôle
DIVA_WORD_OPERA_760,Diva,Diva
ACT_WORD_OPERA_760,Act,Acte
BAY_WORD_HARBOR_764,Bay,Baie
PIER_WORD_HARBOR_764,Pier,Quai
WHARF_WORD_HARBOR_764,Wharf,Débarcadère
COAST_WORD_HARBOR_764,Coast,Côte
MARINA_WORD_HARBOR_764,Marina,Marina
VESSEL_WORD_HARBOR_764,Vessel,Navire
BRICK_WORD_STREET_768,Lamp,Réverbère
DRIVER_WORD_STREET_768,Driver,Conducteur
CORNER_WORD_STREET_768,Corner,Coin
BIKE_WORD_STREET_768,Bike,Vélo
LION_WORD_CHIMERA_795,Lion,Lion
GOAT_WORD_CHIMERA_795,Goat,Chèvre
SERPENT_WORD_CHIMERA_795,Serpent,Serpent
REINS_WORD_CARRIAGE_800,Reins,Rênes
HARNESS_WORD_CARRIAGE_800,Harness,Harnais
COACHMAN_WORD_CARRIAGE_800,Coachman,Cocher
CANTER_WORD_GAITS_810,Canter,Petit galop
GALLOP_WORD_GAITS_810,Gallop,Galop
TROT_WORD_GAITS_810,Trot,Trot
CORE_WORD_EARTH_831,Core,Noyau
MANTLE_WORD_EARTH_831,Mantle,Manteau
CRUST_WORD_EARTH_831,Crust,Croûte
PAGANINI_WORD_VIOLINS_845,Paganini,Paganini
LUTHIER_WORD_VIOLINS_845,Luthier,Luthier
FRET_WORD_VIOLINS_845,Bow,Archet
NOUN_WORD_GRAMMAR_861,Noun,Nom
VERB_WORD_GRAMMAR_861,Verb,Verbe
ADVERB_WORD_GRAMMAR_861,Adverb,Adverbe
CREST_WORD_COASTAL_882,Crest,Crête
BREEZE_WORD_COASTAL_882,Breeze,Brise
SURFING_WORD_COASTAL_882,Surfing,Surf
SHINGLE_WORD_COASTAL_882,Shingle,Galets
SAND_WORD_COASTAL_882,Sand,Sable
GROYNE_WORD_COASTAL_882,Groyne,Épi
TIDE_WORD_COASTAL_882,Tide,Marée
JETTY_WORD_COASTAL_882,Jetty,Jetée
TIRE_WORD_WHEEL_890,Tire,Pneu
HUBCAP_WORD_WHEEL_890,Hubcap,Enjoliveur
STEER_WORD_WHEEL_890,Steer,Volant
AXLE_WORD_WHEEL_890,Axle,Essieu
FORTUNE_WORD_WHEEL_890,Rim,Jante
STEEL_WORD_INDUSTRY_921,Steel,Acier
GOODS_WORD_INDUSTRY_921,Goods,Marchandises
PRODUCE_WORD_INDUSTRY_921,Produce,Produire
MEGA_WORD_PREFIX_922,Mega,Méga
NANO_WORD_PREFIX_922,Nano,Nano
DECA_WORD_PREFIX_922,Deca,Déca
SIAMESE_WORD_BREEDS_940,Siamese,Siamois
SPHYNX_WORD_BREEDS_940,Sphynx,Sphynx
BIRMAN_WORD_BREEDS_940,Birman,Birman
BENGAL_WORD_BREEDS_940,Bengal,Bengal
ANGORA_WORD_BREEDS_940,Angora,Angora
BIG_BEN_WORD_LANDMARK_948,Big Ben,Big Ben
SPHINX_WORD_LANDMARK_948,Sphinx,Sphinx
COLOSSEUM_WORD_LANDMARK_948,Colosseum,Colisée
PYRAMIDS_WORD_LANDMARK_948,Pyramids,Pyramides
NILE_WORD_RIVERS_959,Nile,Nil
AMAZON_WORD_RIVERS_959,Amazon,Amazone
HUDSON_WORD_RIVERS_959,Hudson,Hudson
SURF_WORD_COAST_969,Surf,Surf
BEACH_WORD_COAST_969,Beach,Plage
CLIFF_WORD_COAST_969,Cliff,Falaise
CLEANSER_WORD_SKINCARE_984,Cleanser,Nettoyant
TONER_WORD_SKINCARE_984,Toner,Tonique
SERUM_WORD_SKINCARE_984,Serum,Sérum
TEXTURE_WORD_SKINCARE_984,Texture,Texture
PORES_WORD_SKINCARE_984,Pores,Pores
RETINOL_WORD_SKINCARE_984,Retinol,Rétinol
PEPTIDES_WORD_SKINCARE_984,Peptides,Peptides
BLEMISH_WORD_SKINCARE_984,Blemish,Imperfection
ROMANOV_WORD_DYNASTY_991,Romanov,Romanov
TUDOR_WORD_DYNASTY_991,Tudor,Tudor
KENNEDY_WORD_DYNASTY_991,Ottoman,Ottoman
BOURBON_WORD_DYNASTY_991,Bourbon,Bourbon
CLERIC_WORD_PRIEST_1019,Cleric,Clerc
BIBLE_WORD_PRIEST_1019,Bible,Bible
SAINT_WORD_PRIEST_1019,Saint,Saint
PREACHER_WORD_PRIEST_1019,Preacher,Prédicateur
JOURNEY_WORD_MAPS_1022,Journey,Voyage
LANDMARK_WORD_MAPS_1022,Landmark,Repère
BORDER_WORD_MAPS_1022,Border,Frontière
ATLAS_WORD_MAPS_1022,Atlas,Atlas
GLOBE_WORD_MAPS_1022,Globe,Globe
SCALE_WORD_MAPS_1022,Scale,Échelle
TERRAIN_WORD_MAPS_1022,Terrain,Terrain
CONTOUR_WORD_MAPS_1022,Contour,Contour
MELODY_WORD_SINGING_1054,Melody,Mélodie
SONG_WORD_SINGING_1054,Song,Chanson
PITCH_WORD_SINGING_1054,Pitch,Ton
SOLOIST_WORD_SINGING_1054,Soloist,Soliste
ARIA_WORD_SINGING_1054,Aria,Aria
CHOIR_WORD_SINGING_1054,Choir,Chœur
HUMMING_WORD_SINGING_1054,Humming,Fredonner
TIMBRE_WORD_SINGING_1054,Timbre,Timbre
GENE_WORD_GENETICS_1060,Gene,Gène
DNA_WORD_GENETICS_1060,DNA,ADN
GENOME_WORD_GENETICS_1060,Genome,Génome
TV_WORD_SCREEN_1030,TV,Télé
ATM_WORD_SCREEN_1030,ATM,Distributeur
E_READER_WORD_SCREEN_1030,E-reader,Liseuse
BUZZER_WORD_ALARM_1031,Buzzer,Sonnerie
BEEP_WORD_ALARM_1031,Beep,Bip
RUSH_WORD_ALARM_1031,Rush,Urgence
MAPLE_WORD_LEAVES_1055,Maple,Érable
OAK_WORD_LEAVES_1055,Oak,Chêne
PALM_WORD_LEAVES_1055,Palm,Palmier
CHESTNUT_WORD_LEAVES_1055,Chestnut,Châtaignier
ASH_WORD_LEAVES_1055,Ash,Frêne
POPLAR_WORD_LEAVES_1055,Poplar,Peuplier
PLATE_WORD_DISHWARE_829,Plate,Assiette
CUP_WORD_DISHWARE_829,Cup,Tasse
BOWL_WORD_DISHWARE_829,Bowl,Bol
SAUCER_WORD_DISHWARE_829,Saucer,Soucoupe
FROG_WORD_POND_830,Frog,Grenouille
REED_WORD_POND_830,Reed,Roseau
DUCK_WORD_POND_830,Duck,Canard
PAWN_PIC_CHESS_1,,
