id,basic_card_name_en,vi-VN
BIDEN_WORD_LEADER_196,Madison,Madison
SOFT_BUN_WORD_HOT_DOG_201,Soft bun,Bánh mì mềm
SAUSAGE_WORD_HOT_DOG_201,Sausage,Xúc xích
KETCHUP_WORD_HOT_DOG_201,Ketchup,Tương cà
DECODE_WORD_CIPHER_208,Decode,Giải mã
ENCODE_WORD_CIPHER_208,Encode,Mã hóa
KEYWORD_WORD_CIPHER_208,Keyword,Từ khóa
PASSWORD_WORD_CIPHER_208,Password,Mật khẩu
HARMONY_WORD_SYMPHONY_210,Harmony,Hòa âm
OVERTURE_WORD_SYMPHONY_210,Overture,Khúc dạo đầu
MELODY_WORD_SYMPHONY_210,Melody,Giai điệu
PHOTO_WORD_ARTWORKS_211,Photo,Ảnh chụp
DRAWING_WORD_ARTWORKS_211,Drawing,Bản vẽ
PAINTING_WORD_ARTWORKS_211,Painting,Tranh vẽ
HAMMER_WORD_AUCTION_215,Hammer,Búa
LOT_WORD_AUCTION_215,Lot,Lô hàng
BID_WORD_AUCTION_215,Bid,Đấu giá
PRICE_WORD_AUCTION_215,Price,Giá
CATALOG_WORD_AUCTION_215,Catalog,Danh mục
BIDDER_WORD_AUCTION_215,Bidder,Người đấu giá
EXCELSA_WORD_BEANS_219,Excelsa,Excelsa
ROBUSTA_WORD_BEANS_219,Robusta,Robusta
LIBERICA_WORD_BEANS_219,Liberica,Liberica
ARABICA_WORD_BEANS_219,Arabica,Arabica
TENT_WORD_CAMPING_221,Tent,Lều
CAMPFIRE_WORD_CAMPING_221,Campfire,Lửa trại
HAMMOCK_WORD_CAMPING_221,Hammock,Võng
ORGAN_WORD_PLAY_223,Organ,Organ
VIOLIN_WORD_PLAY_223,Violin,Violin
UKULELE_WORD_PLAY_223,Ukulele,Ukulele
DRUM_WORD_PLAY_223,Drum,Trống
PIANO_WORD_PLAY_223,Piano,Piano
FLUTE_WORD_PLAY_223,Flute,Sáo
GUITAR_WORD_PLAY_223,Guitar,Guitar
CELLO_WORD_PLAY_223,Cello,Cello
BANK_WORD_FINANCE_227,Bank,Ngân hàng
INCOME_WORD_FINANCE_227,Income,Thu nhập
EXPENSE_WORD_FINANCE_227,Expense,Chi phí
MONEY_WORD_FINANCE_227,Money,Tiền
KINGDOM_WORD_MEDIEVAL_228,Kingdom,Vương quốc
LORD_WORD_MEDIEVAL_228,Lord,Lãnh chúa
KNIGHT_WORD_MEDIEVAL_228,Knight,Hiệp sĩ
CASTLE_WORD_MEDIEVAL_228,Castle,Lâu đài
GLASSES_WORD_OPTICS_229,Glasses,Kính
LENS_WORD_OPTICS_229,Lens,Thấu kính
MONOCLE_WORD_OPTICS_229,Monocle,Kính một mắt
SPYGLASS_WORD_OPTICS_229,Spyglass,Ống nhòm
SIGNPOST_WORD_NAVIGATE_230,Signpost,Biển chỉ đường
SEXTANT_WORD_NAVIGATE_230,Sextant,Kính lục phân
COMPASS_WORD_NAVIGATE_230,Compass,La bàn
PLAYPEN_WORD_TODDLER_231,Playpen,Cũi chơi
NAP_TIME_WORD_TODDLER_231,Nap time,Giờ ngủ trưa
PACIFIER_WORD_TODDLER_231,Pacifier,Núm vú giả
CAPRINE_WORD_FAMILIES_234,Caprine,Họ dê
OVINE_WORD_FAMILIES_234,Ovine,Họ cừu
FELINE_WORD_FAMILIES_234,Feline,Họ mèo
EQUINE_WORD_FAMILIES_234,Equine,Họ ngựa
CANINE_WORD_FAMILIES_234,Canine,Họ chó
MURINE_WORD_FAMILIES_234,Murine,Họ chuột
PORCINE_WORD_FAMILIES_234,Porcine,Họ lợn
BOVINE_WORD_FAMILIES_234,Bovine,Họ bò
ALTAIR_WORD_STARS_236,Altair,Sao Altair
POLARIS_WORD_STARS_236,Polaris,Sao Bắc Cực
SIRIUS_WORD_STARS_236,Sirius,Sao Thiên Lang
VEGA_WORD_STARS_236,Vega,Sao Chức Nữ
RIGEL_WORD_STARS_236,Rigel,Sao Rigel
ALKAID_WORD_STARS_236,Alkaid,Sao Alkaid
NEURAL_WORD_AI_238,Neural,Nơ-ron
DATASET_WORD_AI_238,Dataset,Bộ dữ liệu
CHATBOT_WORD_AI_238,Chatbot,Chatbot
AGENT_WORD_AI_238,Agent,Tác tử
MATRIX_WORD_AI_238,Matrix,Ma trận
CORTEX_WORD_AI_238,Cortex,Vỏ não
REGION_WORD_DIVISION_242,Region,Vùng
COUNTRY_WORD_DIVISION_242,Country,Quốc gia
STATE_WORD_DIVISION_242,State,Bang
CITY_WORD_DIVISION_242,City,Thành phố
DIALOGUE_WORD_SPEAK_244,Dialogue,Đối thoại
DEBATE_WORD_SPEAK_244,Debate,Tranh luận
ARGUMENT_WORD_SPEAK_244,Argument,Lý lẽ
WAVY_WORD_HAIR_245,Wavy,Gợn sóng
CURLY_WORD_HAIR_245,Curly,Xoăn
COILY_WORD_HAIR_245,Coily,Xoăn chặt
SPRAIN_WORD_INJURIES_249,Sprain,Bong gân
FRACTURE_WORD_INJURIES_249,Fracture,Gãy xương
BRUISE_WORD_INJURIES_249,Bruise,Bầm tím
WOUND_WORD_INJURIES_249,Wound,Vết thương
HEADACHE_WORD_FLU_251,Headache,Nhức đầu
PILLS_WORD_FLU_251,Pills,Viên thuốc
COUGH_WORD_FLU_251,Cough,Ho
GYPSUM_WORD_MINERALS_253,Gypsum,Thạch cao
CALCITE_WORD_MINERALS_253,Calcite,Canxit
AZURITE_WORD_MINERALS_253,Azurite,Azurit
MICA_WORD_MINERALS_253,Mica,Mica
MARBLE_WORD_MINERALS_253,Marble,Đá cẩm thạch
QUARTZ_WORD_MINERALS_253,Quartz,Thạch anh
LIME_WORD_MINERALS_253,Lime,Đá vôi
BERYL_WORD_MINERALS_253,Beryl,Beryl
DECAY_WORD_RADIATE_257,Decay,Phân rã
FALLOUT_WORD_RADIATE_257,Fallout,Bụi phóng xạ
CURIE_WORD_RADIATE_257,Curie,Curie
X_RAYS_WORD_RADIATE_257,X-rays,Tia X
GLUCAGON_WORD_HORMONES_259,Glucagon,Glucagon
CORTISOL_WORD_HORMONES_259,Cortisol,Cortisol
INSULIN_WORD_HORMONES_259,Insulin,Insulin
GASTRIN_WORD_HORMONES_259,Gastrin,Gastrin
IRIS_WORD_EYE_260,Iris,Mống mắt
PUPIL_WORD_EYE_260,Pupil,Đồng tử
RETINA_WORD_EYE_260,Retina,Võng mạc
DIG_WORD_SHOVEL_261,Dig,Đào
EXCAVATE_WORD_SHOVEL_261,Excavate,Khai quật
UNEARTH_WORD_SHOVEL_261,Unearth,Phát hiện
ALNICO_WORD_ALLOY_264,Alnico,Alnico
AMALGAM_WORD_ALLOY_264,Amalgam,Hỗn hống
BRASS_WORD_ALLOY_264,Brass,Đồng thau
BRONZE_WORD_ALLOY_264,Bronze,Đồng đỏ
NICHROME_WORD_ALLOY_264,Nichrome,Niken-crom
TUNGSTEN_WORD_ALLOY_264,Pewter,Thiếc
NITINOL_WORD_ALLOY_264,Nitinol,Nitinol
STELLITE_WORD_ALLOY_264,Stellite,Stellite
DIWALI_WORD_FESTIVAL_270,Diwali,Diwali
HOLI_WORD_FESTIVAL_270,Holi,Holi
SONGKRAN_WORD_FESTIVAL_270,Songkran,Songkran
THULIUM_WORD_METAL_272,Thulium,Thuli
HOLMIUM_WORD_METAL_272,Holmium,Holmi
IRIDIUM_WORD_METAL_272,Iridium,Iridi
RHODIUM_WORD_METAL_272,Rhodium,Rhodi
YTTRIUM_WORD_METAL_272,Yttrium,Yttri
LUTETIUM_WORD_METAL_272,Lutetium,Luteti
EUROPIUM_WORD_METAL_272,Europium,Europi
ERBIUM_WORD_METAL_272,Erbium,Erbi
INSIGNIA_WORD_ARTIFACT_276,Insignia,Huy hiệu
RELIC_WORD_ARTIFACT_276,Relic,Di vật
SIGIL_WORD_ARTIFACT_276,Sigil,Ấn chương
TOTEM_WORD_ARTIFACT_276,Totem,Cột totem
AMULET_WORD_ARTIFACT_276,Amulet,Bùa hộ mệnh
VASE_WORD_ARTIFACT_276,Vase,Bình hoa
GUARD_WORD_DEFENSE_277,Guard,Bảo vệ
CCTV_WORD_DEFENSE_277,CCTV,Camera
SECURITY_WORD_DEFENSE_277,Security,An ninh
PATROL_WORD_DEFENSE_277,Patrol,Tuần tra
ATOM_WORD_PARTICLE_281,Atom,Nguyên tử
ELECTRON_WORD_PARTICLE_281,Electron,Electron
NEUTRON_WORD_PARTICLE_281,Neutron,Neutron
HARLEM_WORD_NEW_YORK_287,Harlem,Harlem
SOHO_WORD_NEW_YORK_287,Soho,Soho
TRIBECA_WORD_NEW_YORK_287,Tribeca,Tribeca
ASTORIA_WORD_NEW_YORK_287,Astoria,Astoria
BRONX_WORD_NEW_YORK_287,Bronx,Bronx
QUEENS_WORD_NEW_YORK_287,Queens,Queens
BARNACLE_WORD_NO_BONES_289,Barnacle,Hàu đá
SPIDER_WORD_NO_BONES_289,Spider,Nhện
SQUID_WORD_NO_BONES_289,Squid,Mực
STARFISH_WORD_NO_BONES_289,Starfish,Sao biển
WORM_WORD_NO_BONES_289,Worm,Giun
FABLE_WORD_LEGENDS_291,Fable,Ngụ ngôn
SAGA_WORD_LEGENDS_291,Saga,Sử thi
TALE_WORD_LEGENDS_291,Tale,Chuyện kể
EPIC_WORD_LEGENDS_291,Epic,Anh hùng ca
MYTH_WORD_LEGENDS_291,Myth,Thần thoại
HI_WORD_HELLO_295,Hi,Chào
HOWDY_WORD_HELLO_295,Howdy,Chào bạn
HEY_WORD_HELLO_295,Hey,Này
DEGREE_WORD_PHD_296,Degree,Bằng cấp
THESIS_WORD_PHD_296,Thesis,Luận văn
RESEARCH_WORD_PHD_296,Research,Nghiên cứu
CONSENT_WORD_OK_SIGN_301,Consent,Đồng ý
OKAY_WORD_OK_SIGN_301,Okay,Được
YES_WORD_OK_SIGN_301,Yes,Vâng
SCALES_WORD_JUSTICE_310,Scales,Cân
GAVEL_WORD_JUSTICE_310,Gavel,Búa pháp
LAW_WORD_JUSTICE_310,Law,Luật pháp
COURT_WORD_JUSTICE_310,Court,Tòa án
INMATE_WORD_PRISONER_312,Inmate,Tù nhân
FELON_WORD_PRISONER_312,Felon,Phạm nhân
DETAINEE_WORD_PRISONER_312,Detainee,Bị giam giữ
METEOR_WORD_SPACE_314,Meteor,Sao băng
ECLIPSE_WORD_SPACE_314,Eclipse,Nhật thực
AURORA_WORD_SPACE_314,Aurora,Cực quang
PULSAR_WORD_SPACE_314,Pulsar,Pulsar
QUASAR_WORD_SPACE_314,Quasar,Quasar
NEBULA_WORD_SPACE_314,Nebula,Tinh vân
NOVA_WORD_SPACE_314,Nova,Sao mới
ASTEROID_WORD_SPACE_314,Asteroid,Tiểu hành tinh
GAMBLER_WORD_WESTERN_317,Gambler,Tay cờ bạc
SHERIFF_WORD_WESTERN_317,Sheriff,Cảnh sát trưởng
COWBOY_WORD_WESTERN_317,Cowboy,Cao bồi
LASSO_WORD_WESTERN_317,Lasso,Dây thòng lọng
SALOON_WORD_WESTERN_317,Saloon,Quán rượu
RODEO_WORD_WESTERN_317,Rodeo,Đua ngựa
SECURE_WORD_LOCK_321,Secure,An toàn
STURDY_WORD_LOCK_321,Sturdy,Chắc chắn
TRUSTY_WORD_LOCK_321,Trusty,Đáng tin cậy
THIGH_WORD_LEGS_322,Thigh,Đùi
KNEE_WORD_LEGS_322,Knee,Đầu gối
ANKLE_WORD_LEGS_322,Ankle,Mắt cá chân
RA_WORD_PYRAMIDS_330,Ra,Ra
OSIRIS_WORD_PYRAMIDS_330,Osiris,Osiris
ANUBIS_WORD_PYRAMIDS_330,Anubis,Anubis
RAMSES_WORD_PYRAMIDS_330,Ramses,Ramses
PICKAXE_WORD_SHAFT_331,Pickaxe,Cuốc chim
MINE_WORD_SHAFT_331,Mine,Mỏ
CART_WORD_SHAFT_331,Cart,Xe goòng
PADDOCK_WORD_FARMING_333,Paddock,Bãi chăn
COMPOST_WORD_FARMING_333,Compost,Phân ủ
FALLOW_WORD_FARMING_333,Fallow,Đất hoang
CROP_WORD_FARMING_333,Crop,Mùa vụ
HAY_WORD_FARMING_333,Hay,Cỏ khô
HARVEST_WORD_FARMING_333,Harvest,Thu hoạch
TOPSOIL_WORD_FARMING_333,Topsoil,Lớp đất mặt
GRAIN_WORD_FARMING_333,Grain,Ngũ cốc
SLEDDING_WORD_SLIDING_339,Sledding,Trượt tuyết
SKELETON_WORD_SLIDING_339,Skeleton,Trượt skeleton
SKIING_WORD_SLIDING_339,Skiing,Trượt tuyết
SKATING_WORD_SLIDING_339,Skating,Trượt băng
LUGE_WORD_SLIDING_339,Luge,Luge
OIL_WORD_PAINTING_340,Oil,Sơn dầu
ACRYLIC_WORD_PAINTING_340,Acrylic,Acrylic
GOUACHE_WORD_PAINTING_340,Gouache,Gouache
TEMPERA_WORD_PAINTING_340,Tempera,Tempera
FRESCO_WORD_PAINTING_340,Fresco,Fresco
RISOTTO_WORD_RICE_342,Risotto,Risotto
CONGEE_WORD_RICE_342,Congee,Cháo
PAELLA_WORD_RICE_342,Paella,Paella
SUSHI_WORD_RICE_342,Sushi,Sushi
ROMANCE_WORD_HEART_344,Romance,Lãng mạn
COUPLE_WORD_HEART_344,Couple,Cặp đôi
PASSION_WORD_HEART_344,Passion,Đam mê
VANS_WORD_HIPPIE_349,Vans,Xe tải
COMMUNE_WORD_HIPPIE_349,Commune,Cộng đồng
FREEDOM_WORD_HIPPIE_349,Freedom,Tự do
DRONE_WORD_ROBOT_354,Drone,Máy bay không người lái
ROBOVAC_WORD_ROBOT_354,Robovac,Robot hút bụi
NANOBOT_WORD_ROBOT_354,Nanobot,Nanobot
CYBORG_WORD_ROBOT_354,Cyborg,Cyborg
ANDROID_WORD_ROBOT_354,Android,Android
MACHINE_WORD_ROBOT_354,Machine,Máy móc
SIGMA_WORD_GREECE_359,Sigma,Sigma
DELTA_WORD_GREECE_359,Delta,Delta
KAPPA_WORD_GREECE_359,Kappa,Kappa
MOTION_WORD_DYNAMICS_360,Motion,Chuyển động
INERTIA_WORD_DYNAMICS_360,Inertia,Quán tính
VELOCITY_WORD_DYNAMICS_360,Velocity,Vận tốc
ONTARIO_WORD_LAKES_365,Ontario,Ontario
SUPERIOR_WORD_LAKES_365,Superior,Superior
TITICACA_WORD_LAKES_365,Titicaca,Titicaca
BAIKAL_WORD_LAKES_365,Baikal,Baikal
MICHIGAN_WORD_LAKES_365,Michigan,Michigan
HURON_WORD_LAKES_365,Huron,Huron
ATOM_WORD_NUCLEAR_366,Atom,Nguyên tử
NEUTRON_WORD_NUCLEAR_366,Neutron,Neutron
PROTON_WORD_NUCLEAR_366,Proton,Proton
ELECTRON_WORD_NUCLEAR_366,Electron,Electron
MILAN_WORD_ITALY_376,Milan,Milan
ROME_WORD_ITALY_376,Rome,Rome
VENICE_WORD_ITALY_376,Venice,Venice
FLORENCE_WORD_ITALY_376,Florence,Florence
THIS_WORD_POINTING_379,This,Đây
THAT_WORD_POINTING_379,That,Đó
THOSE_WORD_POINTING_379,Those,Những cái kia
NORMAL_WORD_SKIN_380,Normal,Bình thường
DRY_WORD_SKIN_380,Dry,Khô
OILY_WORD_SKIN_380,Oily,Dầu
LIBRARY_WORD_BUILD_384,Library,Thư viện
MUSEUM_WORD_BUILD_384,Museum,Bảo tàng
HOSPITAL_WORD_BUILD_384,Hospital,Bệnh viện
SCHOOL_BUILDING_WORD_BUILD_384,School building,Trường học
HOTEL_WORD_BUILD_384,Hotel,Khách sạn
FACTORY_WORD_BUILD_384,Factory,Nhà máy
STADIUM_WORD_BUILD_384,Stadium,Sân vận động
MALL_WORD_BUILD_384,Mall,Trung tâm thương mại
MONARCHY_WORD_POLICIES_394,Monarchy,Quân chủ
TYRANNY_WORD_POLICIES_394,Tyranny,Bạo chúa
ANARCHY_WORD_POLICIES_394,Anarchy,Vô chính phủ
POWER_WORD_STRENGTH_401,Power,Sức mạnh
FORCE_WORD_STRENGTH_401,Force,Lực
MIGHT_WORD_STRENGTH_401,Might,Uy lực
TEXT_WORD_MESSAGE_407,Text,Tin nhắn
EMAIL_WORD_MESSAGE_407,Email,Email
LETTER_WORD_MESSAGE_407,Letter,Thư
FAX_WORD_MESSAGE_407,Fax,Fax
DUALISM_WORD_VIEWS_410,Dualism,Nhị nguyên
STOICISM_WORD_VIEWS_410,Stoicism,Khắc kỷ
NIHILISM_WORD_VIEWS_410,Nihilism,Hư vô
LUNGS_WORD_ORGANS_412,Lungs,Phổi
KIDNEY_WORD_ORGANS_412,Kidney,Thận
STOMACH_WORD_ORGANS_412,Stomach,Dạ dày
LIVER_WORD_ORGANS_412,Liver,Gan
BLADDER_WORD_ORGANS_412,Bladder,Bàng quang
SPLEEN_WORD_ORGANS_412,Spleen,Lách
HEART_WORD_ORGANS_412,Heart,Tim
PANCREAS_WORD_ORGANS_412,Pancreas,Tụy
FOOL_WORD_TAROT_417,Fool,Kẻ khờ
MOON_WORD_TAROT_417,Moon,Mặt Trăng
MAGICIAN_WORD_TAROT_417,Magician,Pháp sư
EMPRESS_WORD_TAROT_417,Empress,Nữ hoàng
SOPRANO_WORD_VOICES_439,Soprano,Soprano
TENOR_WORD_VOICES_439,Tenor,Tenor
BARITONE_WORD_VOICES_439,Baritone,Baritone
BASS_WORD_VOICES_439,Bass,Bass
ALTO_WORD_VOICES_439,Alto,Alto
SONNET_WORD_POETRY_440,Sonnet,Sonnet
HAIKU_WORD_POETRY_440,Haiku,Haiku
ODE_WORD_POETRY_440,Ode,Tụng ca
BALLAD_WORD_POETRY_440,Ballad,Ballad
ACROSTIC_WORD_POETRY_440,Acrostic,Thơ ghép chữ
SUPPER_WORD_MEALS_444,Supper,Bữa tối
LUNCH_WORD_MEALS_444,Lunch,Bữa trưa
DINNER_WORD_MEALS_444,Dinner,Bữa cơm tối
CAULDRON_WORD_ALCHEMY_445,Cauldron,Vạc
ELIXIR_WORD_ALCHEMY_445,Elixir,Thuốc tiên
POTION_WORD_ALCHEMY_445,Potion,Bùa thuốc
RITUAL_WORD_PAGANISM_469,Ritual,Nghi lễ
TOTEM_WORD_PAGANISM_469,Totem,Totem
IDOL_WORD_PAGANISM_469,Idol,Thần tượng
ALTAR_WORD_PAGANISM_469,Altar,Bàn thờ
CURRENT_WORD_PRESENT_470,Current,Hiện tại
NOW_WORD_PRESENT_470,Now,Bây giờ
TODAY_WORD_PRESENT_470,Today,Hôm nay
CODE_WORD_SECRET_471,Code,Mật mã
AGENT_WORD_SECRET_471,Agent,Điệp viên
WORD_WORD_SECRET_471,Identity,Danh tính
DONKEY_WORD_EQUIDAE_475,Donkey,Lừa
MULE_WORD_EQUIDAE_475,Mule,La
MUSTANG_WORD_EQUIDAE_475,Mustang,Ngựa hoang
HORSE_WORD_EQUIDAE_475,Horse,Ngựa
ZEBRA_WORD_EQUIDAE_475,Zebra,Ngựa vằn
PONY_WORD_EQUIDAE_475,Pony,Ngựa nhỏ
COWHIDE_WORD_LEATHER_480,Cowhide,Da bò
NUBUCK_WORD_LEATHER_480,Nubuck,Da nubuck
SUEDE_WORD_LEATHER_480,Suede,Da lộn
TOWER_WORD_CASTLE_485,Tower,Tháp
MOAT_WORD_CASTLE_485,Moat,Hào nước
DUNGEON_WORD_CASTLE_485,Dungeon,Ngục tối
BASTION_WORD_CASTLE_485,Bastion,Pháo đài
RAMPART_WORD_CASTLE_485,Rampart,Thành lũy
TURRET_WORD_CASTLE_485,Turret,Tháp canh
PARAPET_WORD_CASTLE_485,Parapet,Lan can thành
CITADEL_WORD_CASTLE_485,Citadel,Thành trì
LCD_WORD_DISPLAY_486,LCD,LCD
LED_WORD_DISPLAY_486,LED,LED
OLED_WORD_DISPLAY_486,OLED,OLED
CRT_WORD_DISPLAY_486,CRT,CRT
PLASMA_WORD_DISPLAY_486,Plasma,Plasma
AMOLED_WORD_DISPLAY_486,AMOLED,AMOLED
MAYANS_WORD_CULTURES_487,Mayans,Maya
AZTECS_WORD_CULTURES_487,Aztecs,Aztec
ROMANS_WORD_CULTURES_487,Romans,La Mã
GREEKS_WORD_CULTURES_487,Greeks,Hy Lạp
CELTS_WORD_CULTURES_487,Celts,Celtic
VIKINGS_WORD_CULTURES_487,Vikings,Viking
SAMURAI_WORD_WARRIORS_491,Samurai,Samurai
SHINOBI_WORD_WARRIORS_491,Shinobi,Shinobi
RONIN_WORD_WARRIORS_491,Ronin,Ronin
ASSASSIN_WORD_WARRIORS_491,Assassin,Sát thủ
NINJA_WORD_WARRIORS_491,Ninja,Ninja
DECEIVE_WORD_LIE_492,Deceive,Lừa dối
DELUDE_WORD_LIE_492,Delude,Mê hoặc
FALSIFY_WORD_LIE_492,Falsify,Giả mạo
MISLEAD_WORD_LIE_492,Mislead,Dẫn dắt sai
OBOE_WORD_VIOLIN_508,Oboe,Oboe
CLARINET_WORD_VIOLIN_508,Clarinet,Clarinet
FLUTE_WORD_VIOLIN_508,Flute,Sáo
CELLO_WORD_VIOLIN_508,Cello,Cello
MATE_WORD_ANAGRAM_511,Mate,Bạn
TEAM_WORD_ANAGRAM_511,Team,Đội
MEAT_WORD_ANAGRAM_511,Meat,Thịt
BONGO_WORD_DRUM_518,Bongo,Bongo
DJEMBE_WORD_DRUM_518,Djembe,Djembe
TABLA_WORD_DRUM_518,Tabla,Tabla
ASHIKO_WORD_DRUM_518,Ashiko,Ashiko
TRIUMPH_WORD_WREATH_544,Triumph,Chiến thắng
VICTORY_WORD_WREATH_544,Victory,Thắng lợi
SUCCESS_WORD_WREATH_544,Success,Thành công
YOGA_WORD_ZEN_549,Yoga,Yoga
RINZAI_WORD_ZEN_549,Rinzai,Lâm Tế
DHARMA_WORD_ZEN_549,Dharma,Pháp
ROUTER_WORD_NETWORK_588,Router,Bộ định tuyến
SERVER_WORD_NETWORK_588,Server,Máy chủ
GATEWAY_WORD_NETWORK_588,Gateway,Cổng
ETHERNET_WORD_NETWORK_588,Ethernet,Ethernet
PACKET_WORD_NETWORK_588,Packet,Gói tin
DUTY_WORD_CUSTOMS_592,Duty,Thuế
IMPORT_WORD_CUSTOMS_592,Import,Nhập khẩu
BORDER_WORD_CUSTOMS_592,Border,Biên giới
EXPORT_WORD_CUSTOMS_592,Export,Xuất khẩu
PAYMENT_WORD_MORTGAGE_595,Payment,Thanh toán
INTEREST_WORD_MORTGAGE_595,Interest,Lãi suất
RATE_WORD_MORTGAGE_595,Rate,Tỷ lệ
MIX_WORD_CONCRETE_601,Mix,Trộn
TROWEL_WORD_CONCRETE_601,Trowel,Bay xây
SCREED_WORD_CONCRETE_601,Screed,Cán phẳng
SATIRE_WORD_MEMES_620,Satire,Châm biếm
PARODY_WORD_MEMES_620,Parody,Nhại
TROLLING_WORD_MEMES_620,Trolling,Trolling
METHANE_WORD_ALKANES_641,Methane,Metan
ETHANE_WORD_ALKANES_641,Ethane,Etan
PROPANE_WORD_ALKANES_641,Propane,Propan
BUTANE_WORD_ALKANES_641,Butane,Butan
ASSESS_WORD_EVALUATE_651,Assess,Đánh giá
ESTIMATE_WORD_EVALUATE_651,Estimate,Ước tính
ANALYZE_WORD_EVALUATE_651,Analyze,Phân tích
HUNT_WORD_QUEST_680,Hunt,Săn
INQUIRY_WORD_QUEST_680,Inquiry,Điều tra
PURSUIT_WORD_QUEST_680,Pursuit,Truy đuổi
GOATEE_WORD_BEARDS_681,Goatee,Râu dê
BALBO_WORD_BEARDS_681,Balbo,Balbo
DUCKTAIL_WORD_BEARDS_681,Ducktail,Ducktail
SYNERGY_WORD_YINYANG_721,Synergy,Hiệp lực
DUALITY_WORD_YINYANG_721,Duality,Nhị nguyên
HARMONY_WORD_YINYANG_721,Harmony,Hài hòa
GOURMET_WORD_FOODIE_726,Gourmet,Sành ăn
EPICURE_WORD_FOODIE_726,Epicure,Mê ẩm thực
TASTE_WORD_FOODIE_726,Taste,Vị giác
SYBARITE_WORD_FOODIE_726,Sybarite,Hưởng lạc
HEDONISM_WORD_FOODIE_726,Hedonism,Khoái lạc
DISHES_WORD_FOODIE_726,Dishes,Món ăn
ROLE_WORD_OPERA_760,Role,Vai diễn
DIVA_WORD_OPERA_760,Diva,Diva
ACT_WORD_OPERA_760,Act,Màn
BAY_WORD_HARBOR_764,Bay,Vịnh
PIER_WORD_HARBOR_764,Pier,Cầu tàu
WHARF_WORD_HARBOR_764,Wharf,Bến tàu
COAST_WORD_HARBOR_764,Coast,Bờ biển
MARINA_WORD_HARBOR_764,Marina,Bến du thuyền
VESSEL_WORD_HARBOR_764,Vessel,Tàu
BRICK_WORD_STREET_768,Lamp,Đèn
DRIVER_WORD_STREET_768,Driver,Tài xế
CORNER_WORD_STREET_768,Corner,Góc phố
BIKE_WORD_STREET_768,Bike,Xe đạp
LION_WORD_CHIMERA_795,Lion,Sư tử
GOAT_WORD_CHIMERA_795,Goat,Dê
SERPENT_WORD_CHIMERA_795,Serpent,Rắn
REINS_WORD_CARRIAGE_800,Reins,Dây cương
HARNESS_WORD_CARRIAGE_800,Harness,Yên cương
COACHMAN_WORD_CARRIAGE_800,Coachman,Xà ích
CANTER_WORD_GAITS_810,Canter,Phi nước kiệu
GALLOP_WORD_GAITS_810,Gallop,Phi nước đại
TROT_WORD_GAITS_810,Trot,Kiệu
CORE_WORD_EARTH_831,Core,Lõi
MANTLE_WORD_EARTH_831,Mantle,Lớp manti
CRUST_WORD_EARTH_831,Crust,Vỏ Trái Đất
PAGANINI_WORD_VIOLINS_845,Paganini,Paganini
LUTHIER_WORD_VIOLINS_845,Luthier,Thợ làm đàn
FRET_WORD_VIOLINS_845,Bow,Cung kéo
NOUN_WORD_GRAMMAR_861,Noun,Danh từ
VERB_WORD_GRAMMAR_861,Verb,Động từ
ADVERB_WORD_GRAMMAR_861,Adverb,Trạng từ
CREST_WORD_COASTAL_882,Crest,Đỉnh sóng
BREEZE_WORD_COASTAL_882,Breeze,Gió nhẹ
SURFING_WORD_COASTAL_882,Surfing,Lướt sóng
SHINGLE_WORD_COASTAL_882,Shingle,Sỏi
SAND_WORD_COASTAL_882,Sand,Cát
GROYNE_WORD_COASTAL_882,Groyne,Đê chắn sóng
TIDE_WORD_COASTAL_882,Tide,Thủy triều
JETTY_WORD_COASTAL_882,Jetty,Cầu cảng
TIRE_WORD_WHEEL_890,Tire,Lốp xe
HUBCAP_WORD_WHEEL_890,Hubcap,Ốp vành
STEER_WORD_WHEEL_890,Steer,Vô lăng
AXLE_WORD_WHEEL_890,Axle,Trục
FORTUNE_WORD_WHEEL_890,Rim,Vành
STEEL_WORD_INDUSTRY_921,Steel,Thép
GOODS_WORD_INDUSTRY_921,Goods,Hàng hóa
PRODUCE_WORD_INDUSTRY_921,Produce,Sản xuất
MEGA_WORD_PREFIX_922,Mega,Mega
NANO_WORD_PREFIX_922,Nano,Nano
DECA_WORD_PREFIX_922,Deca,Deca
SIAMESE_WORD_BREEDS_940,Siamese,Xiêm
SPHYNX_WORD_BREEDS_940,Sphynx,Sphynx
BIRMAN_WORD_BREEDS_940,Birman,Birman
BENGAL_WORD_BREEDS_940,Bengal,Bengal
ANGORA_WORD_BREEDS_940,Angora,Angora
BIG_BEN_WORD_LANDMARK_948,Big Ben,Big Ben
SPHINX_WORD_LANDMARK_948,Sphinx,Nhân sư
COLOSSEUM_WORD_LANDMARK_948,Colosseum,Đấu trường
PYRAMIDS_WORD_LANDMARK_948,Pyramids,Kim tự tháp
NILE_WORD_RIVERS_959,Nile,Sông Nile
AMAZON_WORD_RIVERS_959,Amazon,Sông Amazon
HUDSON_WORD_RIVERS_959,Hudson,Sông Hudson
SURF_WORD_COAST_969,Surf,Sóng
BEACH_WORD_COAST_969,Beach,Bãi biển
CLIFF_WORD_COAST_969,Cliff,Vách đá
CLEANSER_WORD_SKINCARE_984,Cleanser,Sữa rửa mặt
TONER_WORD_SKINCARE_984,Toner,Toner
