id,basic_card_name_en,en-GB
FLUTE_WORD_PLAY_223,Flute,Flute
GUITAR_WORD_PLAY_223,Guitar,Guitar
CELLO_WORD_PLAY_223,Cello,Cello
BANK_WORD_FINANCE_227,Bank,Bank
INCOME_WORD_FINANCE_227,Income,Income
EXPENSE_WORD_FINANCE_227,Expense,Expense
MONEY_WORD_FINANCE_227,Money,Money
KINGDOM_WORD_MEDIEVAL_228,Kingdom,Kingdom
LORD_WORD_MEDIEVAL_228,Lord,Lord
KNIGHT_WORD_MEDIEVAL_228,Knight,Knight
CASTLE_WORD_MEDIEVAL_228,Castle,Castle
GLASSES_WORD_OPTICS_229,Glasses,Glasses
LENS_WORD_OPTICS_229,Lens,Lens
MONOCLE_WORD_OPTICS_229,Monocle,Monocle
SPYGLASS_WORD_OPTICS_229,Spyglass,Spyglass
SIGNPOST_WORD_NAVIGATE_230,Signpost,Signpost
SEXTANT_WORD_NAVIGATE_230,Sextant,Sextant
COMPASS_WORD_NAVIGATE_230,Compass,Compass
PLAYPEN_WORD_TODDLER_231,Playpen,Playpen
NAP_TIME_WORD_TODDLER_231,Nap time,Nap time
PACIFIER_WORD_TODDLER_231,Pacifier,Dummy
CAPRINE_WORD_FAMILIES_234,Caprine,Caprine
OVINE_WORD_FAMILIES_234,Ovine,Ovine
FELINE_WORD_FAMILIES_234,Feline,Feline
EQUINE_WORD_FAMILIES_234,Equine,Equine
CANINE_WORD_FAMILIES_234,Canine,Canine
MURINE_WORD_FAMILIES_234,Murine,Murine
PORCINE_WORD_FAMILIES_234,Porcine,Porcine
BOVINE_WORD_FAMILIES_234,Bovine,Bovine
ALTAIR_WORD_STARS_236,Altair,Altair
POLARIS_WORD_STARS_236,Polaris,Polaris
SIRIUS_WORD_STARS_236,Sirius,Sirius
VEGA_WORD_STARS_236,Vega,Vega
RIGEL_WORD_STARS_236,Rigel,Rigel
ALKAID_WORD_STARS_236,Alkaid,Alkaid
NEURAL_WORD_AI_238,Neural,Neural
DATASET_WORD_AI_238,Dataset,Dataset
CHATBOT_WORD_AI_238,Chatbot,Chatbot
AGENT_WORD_AI_238,Agent,Agent
MATRIX_WORD_AI_238,Matrix,Matrix
CORTEX_WORD_AI_238,Cortex,Cortex
REGION_WORD_DIVISION_242,Region,Region
COUNTRY_WORD_DIVISION_242,Country,Country
STATE_WORD_DIVISION_242,State,State
CITY_WORD_DIVISION_242,City,City
DIALOGUE_WORD_SPEAK_244,Dialogue,Dialogue
DEBATE_WORD_SPEAK_244,Debate,Debate
ARGUMENT_WORD_SPEAK_244,Argument,Argument
WAVY_WORD_HAIR_245,Wavy,Wavy
CURLY_WORD_HAIR_245,Curly,Curly
COILY_WORD_HAIR_245,Coily,Coily
SPRAIN_WORD_INJURIES_249,Sprain,Sprain
FRACTURE_WORD_INJURIES_249,Fracture,Fracture
BRUISE_WORD_INJURIES_249,Bruise,Bruise
WOUND_WORD_INJURIES_249,Wound,Wound
HEADACHE_WORD_FLU_251,Headache,Headache
PILLS_WORD_FLU_251,Pills,Pills
COUGH_WORD_FLU_251,Cough,Cough
GYPSUM_WORD_MINERALS_253,Gypsum,Gypsum
CALCITE_WORD_MINERALS_253,Calcite,Calcite
AZURITE_WORD_MINERALS_253,Azurite,Azurite
MICA_WORD_MINERALS_253,Mica,Mica
MARBLE_WORD_MINERALS_253,Marble,Marble
QUARTZ_WORD_MINERALS_253,Quartz,Quartz
LIME_WORD_MINERALS_253,Lime,Lime
BERYL_WORD_MINERALS_253,Beryl,Beryl
DECAY_WORD_RADIATE_257,Decay,Decay
FALLOUT_WORD_RADIATE_257,Fallout,Fallout
CURIE_WORD_RADIATE_257,Curie,Curie
X_RAYS_WORD_RADIATE_257,X-rays,X-rays
GLUCAGON_WORD_HORMONES_259,Glucagon,Glucagon
CORTISOL_WORD_HORMONES_259,Cortisol,Cortisol
INSULIN_WORD_HORMONES_259,Insulin,Insulin
GASTRIN_WORD_HORMONES_259,Gastrin,Gastrin
IRIS_WORD_EYE_260,Iris,Iris
PUPIL_WORD_EYE_260,Pupil,Pupil
RETINA_WORD_EYE_260,Retina,Retina
DIG_WORD_SHOVEL_261,Dig,Dig
EXCAVATE_WORD_SHOVEL_261,Excavate,Excavate
UNEARTH_WORD_SHOVEL_261,Unearth,Unearth
ALNICO_WORD_ALLOY_264,Alnico,Alnico
AMALGAM_WORD_ALLOY_264,Amalgam,Amalgam
BRASS_WORD_ALLOY_264,Brass,Brass
BRONZE_WORD_ALLOY_264,Bronze,Bronze
NICHROME_WORD_ALLOY_264,Nichrome,Nichrome
TUNGSTEN_WORD_ALLOY_264,Pewter,Pewter
NITINOL_WORD_ALLOY_264,Nitinol,Nitinol
STELLITE_WORD_ALLOY_264,Stellite,Stellite
DIWALI_WORD_FESTIVAL_270,Diwali,Diwali
HOLI_WORD_FESTIVAL_270,Holi,Holi
SONGKRAN_WORD_FESTIVAL_270,Songkran,Songkran
THULIUM_WORD_METAL_272,Thulium,Thulium
HOLMIUM_WORD_METAL_272,Holmium,Holmium
IRIDIUM_WORD_METAL_272,Iridium,Iridium
RHODIUM_WORD_METAL_272,Rhodium,Rhodium
YTTRIUM_WORD_METAL_272,Yttrium,Yttrium
LUTETIUM_WORD_METAL_272,Lutetium,Lutetium
EUROPIUM_WORD_METAL_272,Europium,Europium
ERBIUM_WORD_METAL_272,Erbium,Erbium
INSIGNIA_WORD_ARTIFACT_276,Insignia,Insignia
RELIC_WORD_ARTIFACT_276,Relic,Relic
SIGIL_WORD_ARTIFACT_276,Sigil,Sigil
TOTEM_WORD_ARTIFACT_276,Totem,Totem
AMULET_WORD_ARTIFACT_276,Amulet,Amulet
VASE_WORD_ARTIFACT_276,Vase,Vase
GUARD_WORD_DEFENSE_277,Guard,Guard
CCTV_WORD_DEFENSE_277,CCTV,CCTV
SECURITY_WORD_DEFENSE_277,Security,Security
PATROL_WORD_DEFENSE_277,Patrol,Patrol
ATOM_WORD_PARTICLE_281,Atom,Atom
ELECTRON_WORD_PARTICLE_281,Electron,Electron
NEUTRON_WORD_PARTICLE_281,Neutron,Neutron
HARLEM_WORD_NEW_YORK_287,Harlem,Harlem
SOHO_WORD_NEW_YORK_287,Soho,Soho
TRIBECA_WORD_NEW_YORK_287,Tribeca,Tribeca
ASTORIA_WORD_NEW_YORK_287,Astoria,Astoria
BRONX_WORD_NEW_YORK_287,Bronx,Bronx
QUEENS_WORD_NEW_YORK_287,Queens,Queens
BARNACLE_WORD_NO_BONES_289,Barnacle,Barnacle
SPIDER_WORD_NO_BONES_289,Spider,Spider
SQUID_WORD_NO_BONES_289,Squid,Squid
STARFISH_WORD_NO_BONES_289,Starfish,Starfish
WORM_WORD_NO_BONES_289,Worm,Worm
FABLE_WORD_LEGENDS_291,Fable,Fable
SAGA_WORD_LEGENDS_291,Saga,Saga
TALE_WORD_LEGENDS_291,Tale,Tale
EPIC_WORD_LEGENDS_291,Epic,Epic
MYTH_WORD_LEGENDS_291,Myth,Myth
HI_WORD_HELLO_295,Hi,Hi
HOWDY_WORD_HELLO_295,Howdy,Howdy
HEY_WORD_HELLO_295,Hey,Hey
DEGREE_WORD_PHD_296,Degree,Degree
THESIS_WORD_PHD_296,Thesis,Thesis
RESEARCH_WORD_PHD_296,Research,Research
CONSENT_WORD_OK_SIGN_301,Consent,Consent
OKAY_WORD_OK_SIGN_301,Okay,Okay
YES_WORD_OK_SIGN_301,Yes,Yes
SCALES_WORD_JUSTICE_310,Scales,Scales
GAVEL_WORD_JUSTICE_310,Gavel,Gavel
LAW_WORD_JUSTICE_310,Law,Law
COURT_WORD_JUSTICE_310,Court,Court
INMATE_WORD_PRISONER_312,Inmate,Inmate
FELON_WORD_PRISONER_312,Felon,Felon
DETAINEE_WORD_PRISONER_312,Detainee,Detainee
METEOR_WORD_SPACE_314,Meteor,Meteor
ECLIPSE_WORD_SPACE_314,Eclipse,Eclipse
AURORA_WORD_SPACE_314,Aurora,Aurora
PULSAR_WORD_SPACE_314,Pulsar,Pulsar
QUASAR_WORD_SPACE_314,Quasar,Quasar
NEBULA_WORD_SPACE_314,Nebula,Nebula
NOVA_WORD_SPACE_314,Nova,Nova
ASTEROID_WORD_SPACE_314,Asteroid,Asteroid
GAMBLER_WORD_WESTERN_317,Gambler,Gambler
SHERIFF_WORD_WESTERN_317,Sheriff,Sheriff
COWBOY_WORD_WESTERN_317,Cowboy,Cowboy
LASSO_WORD_WESTERN_317,Lasso,Lasso
SALOON_WORD_WESTERN_317,Saloon,Saloon
RODEO_WORD_WESTERN_317,Rodeo,Rodeo
SECURE_WORD_LOCK_321,Secure,Secure
STURDY_WORD_LOCK_321,Sturdy,Sturdy
TRUSTY_WORD_LOCK_321,Trusty,Trusty
THIGH_WORD_LEGS_322,Thigh,Thigh
KNEE_WORD_LEGS_322,Knee,Knee
ANKLE_WORD_LEGS_322,Ankle,Ankle
RA_WORD_PYRAMIDS_330,Ra,Ra
OSIRIS_WORD_PYRAMIDS_330,Osiris,Osiris
ANUBIS_WORD_PYRAMIDS_330,Anubis,Anubis
RAMSES_WORD_PYRAMIDS_330,Ramses,Ramses
PICKAXE_WORD_SHAFT_331,Pickaxe,Pickaxe
MINE_WORD_SHAFT_331,Mine,Mine
CART_WORD_SHAFT_331,Cart,Cart
PADDOCK_WORD_FARMING_333,Paddock,Paddock
COMPOST_WORD_FARMING_333,Compost,Compost
FALLOW_WORD_FARMING_333,Fallow,Fallow
CROP_WORD_FARMING_333,Crop,Crop
HAY_WORD_FARMING_333,Hay,Hay
HARVEST_WORD_FARMING_333,Harvest,Harvest
TOPSOIL_WORD_FARMING_333,Topsoil,Topsoil
GRAIN_WORD_FARMING_333,Grain,Grain
SLEDDING_WORD_SLIDING_339,Sledding,Sledging
SKELETON_WORD_SLIDING_339,Skeleton,Skeleton
SKIING_WORD_SLIDING_339,Skiing,Skiing
SKATING_WORD_SLIDING_339,Skating,Skating
LUGE_WORD_SLIDING_339,Luge,Luge
OIL_WORD_PAINTING_340,Oil,Oil
ACRYLIC_WORD_PAINTING_340,Acrylic,Acrylic
GOUACHE_WORD_PAINTING_340,Gouache,Gouache
TEMPERA_WORD_PAINTING_340,Tempera,Tempera
FRESCO_WORD_PAINTING_340,Fresco,Fresco
RISOTTO_WORD_RICE_342,Risotto,Risotto
CONGEE_WORD_RICE_342,Congee,Congee
PAELLA_WORD_RICE_342,Paella,Paella
SUSHI_WORD_RICE_342,Sushi,Sushi
ROMANCE_WORD_HEART_344,Romance,Romance
COUPLE_WORD_HEART_344,Couple,Couple
PASSION_WORD_HEART_344,Passion,Passion
VANS_WORD_HIPPIE_349,Vans,Vans
COMMUNE_WORD_HIPPIE_349,Commune,Commune
FREEDOM_WORD_HIPPIE_349,Freedom,Freedom
DRONE_WORD_ROBOT_354,Drone,Drone
ROBOVAC_WORD_ROBOT_354,Robovac,Robovac
NANOBOT_WORD_ROBOT_354,Nanobot,Nanobot
CYBORG_WORD_ROBOT_354,Cyborg,Cyborg
ANDROID_WORD_ROBOT_354,Android,Android
MACHINE_WORD_ROBOT_354,Machine,Machine
SIGMA_WORD_GREECE_359,Sigma,Sigma
DELTA_WORD_GREECE_359,Delta,Delta
KAPPA_WORD_GREECE_359,Kappa,Kappa
MOTION_WORD_DYNAMICS_360,Motion,Motion
INERTIA_WORD_DYNAMICS_360,Inertia,Inertia
VELOCITY_WORD_DYNAMICS_360,Velocity,Velocity
ONTARIO_WORD_LAKES_365,Ontario,Ontario
SUPERIOR_WORD_LAKES_365,Superior,Superior
TITICACA_WORD_LAKES_365,Titicaca,Titicaca
BAIKAL_WORD_LAKES_365,Baikal,Baikal
MICHIGAN_WORD_LAKES_365,Michigan,Michigan
HURON_WORD_LAKES_365,Huron,Huron
ATOM_WORD_NUCLEAR_366,Atom,Atom
NEUTRON_WORD_NUCLEAR_366,Neutron,Neutron
PROTON_WORD_NUCLEAR_366,Proton,Proton
ELECTRON_WORD_NUCLEAR_366,Electron,Electron
MILAN_WORD_ITALY_376,Milan,Milan
ROME_WORD_ITALY_376,Rome,Rome
VENICE_WORD_ITALY_376,Venice,Venice
FLORENCE_WORD_ITALY_376,Florence,Florence
THIS_WORD_POINTING_379,This,This
THAT_WORD_POINTING_379,That,That
THOSE_WORD_POINTING_379,Those,Those
NORMAL_WORD_SKIN_380,Normal,Normal
DRY_WORD_SKIN_380,Dry,Dry
OILY_WORD_SKIN_380,Oily,Oily
LIBRARY_WORD_BUILD_384,Library,Library
MUSEUM_WORD_BUILD_384,Museum,Museum
HOSPITAL_WORD_BUILD_384,Hospital,Hospital
SCHOOL_BUILDING_WORD_BUILD_384,School building,School building
HOTEL_WORD_BUILD_384,Hotel,Hotel
FACTORY_WORD_BUILD_384,Factory,Factory
STADIUM_WORD_BUILD_384,Stadium,Stadium
MALL_WORD_BUILD_384,Mall,Mall
MONARCHY_WORD_POLICIES_394,Monarchy,Monarchy
TYRANNY_WORD_POLICIES_394,Tyranny,Tyranny
ANARCHY_WORD_POLICIES_394,Anarchy,Anarchy
POWER_WORD_STRENGTH_401,Power,Power
FORCE_WORD_STRENGTH_401,Force,Force
MIGHT_WORD_STRENGTH_401,Might,Might
TEXT_WORD_MESSAGE_407,Text,Text
EMAIL_WORD_MESSAGE_407,Email,Email
LETTER_WORD_MESSAGE_407,Letter,Letter
FAX_WORD_MESSAGE_407,Fax,Fax
DUALISM_WORD_VIEWS_410,Dualism,Dualism
STOICISM_WORD_VIEWS_410,Stoicism,Stoicism
NIHILISM_WORD_VIEWS_410,Nihilism,Nihilism
LUNGS_WORD_ORGANS_412,Lungs,Lungs
KIDNEY_WORD_ORGANS_412,Kidney,Kidney
STOMACH_WORD_ORGANS_412,Stomach,Stomach
LIVER_WORD_ORGANS_412,Liver,Liver
BLADDER_WORD_ORGANS_412,Bladder,Bladder
SPLEEN_WORD_ORGANS_412,Spleen,Spleen
HEART_WORD_ORGANS_412,Heart,Heart
PANCREAS_WORD_ORGANS_412,Pancreas,Pancreas
FOOL_WORD_TAROT_417,Fool,Fool
MOON_WORD_TAROT_417,Moon,Moon
MAGICIAN_WORD_TAROT_417,Magician,Magician
EMPRESS_WORD_TAROT_417,Empress,Empress
SOPRANO_WORD_VOICES_439,Soprano,Soprano
TENOR_WORD_VOICES_439,Tenor,Tenor
BARITONE_WORD_VOICES_439,Baritone,Baritone
BASS_WORD_VOICES_439,Bass,Bass
ALTO_WORD_VOICES_439,Alto,Alto
SONNET_WORD_POETRY_440,Sonnet,Sonnet
HAIKU_WORD_POETRY_440,Haiku,Haiku
ODE_WORD_POETRY_440,Ode,Ode
BALLAD_WORD_POETRY_440,Ballad,Ballad
ACROSTIC_WORD_POETRY_440,Acrostic,Acrostic
SUPPER_WORD_MEALS_444,Supper,Supper
LUNCH_WORD_MEALS_444,Lunch,Lunch
DINNER_WORD_MEALS_444,Dinner,Dinner
CAULDRON_WORD_ALCHEMY_445,Cauldron,Cauldron
ELIXIR_WORD_ALCHEMY_445,Elixir,Elixir
POTION_WORD_ALCHEMY_445,Potion,Potion
RITUAL_WORD_PAGANISM_469,Ritual,Ritual
TOTEM_WORD_PAGANISM_469,Totem,Totem
IDOL_WORD_PAGANISM_469,Idol,Idol
ALTAR_WORD_PAGANISM_469,Altar,Altar
CURRENT_WORD_PRESENT_470,Current,Current
NOW_WORD_PRESENT_470,Now,Now
TODAY_WORD_PRESENT_470,Today,Today
CODE_WORD_SECRET_471,Code,Code
AGENT_WORD_SECRET_471,Agent,Agent
WORD_WORD_SECRET_471,Identity,Identity
DONKEY_WORD_EQUIDAE_475,Donkey,Donkey
MULE_WORD_EQUIDAE_475,Mule,Mule
MUSTANG_WORD_EQUIDAE_475,Mustang,Mustang
HORSE_WORD_EQUIDAE_475,Horse,Horse
ZEBRA_WORD_EQUIDAE_475,Zebra,Zebra
PONY_WORD_EQUIDAE_475,Pony,Pony
COWHIDE_WORD_LEATHER_480,Cowhide,Cowhide
NUBUCK_WORD_LEATHER_480,Nubuck,Nubuck
SUEDE_WORD_LEATHER_480,Suede,Suede
TOWER_WORD_CASTLE_485,Tower,Tower
MOAT_WORD_CASTLE_485,Moat,Moat
DUNGEON_WORD_CASTLE_485,Dungeon,Dungeon
BASTION_WORD_CASTLE_485,Bastion,Bastion
RAMPART_WORD_CASTLE_485,Rampart,Rampart
TURRET_WORD_CASTLE_485,Turret,Turret
PARAPET_WORD_CASTLE_485,Parapet,Parapet
CITADEL_WORD_CASTLE_485,Citadel,Citadel
LCD_WORD_DISPLAY_486,LCD,LCD
LED_WORD_DISPLAY_486,LED,LED
OLED_WORD_DISPLAY_486,OLED,OLED
CRT_WORD_DISPLAY_486,CRT,CRT
PLASMA_WORD_DISPLAY_486,Plasma,Plasma
AMOLED_WORD_DISPLAY_486,AMOLED,AMOLED
MAYANS_WORD_CULTURES_487,Mayans,Mayans
AZTECS_WORD_CULTURES_487,Aztecs,Aztecs
ROMANS_WORD_CULTURES_487,Romans,Romans
GREEKS_WORD_CULTURES_487,Greeks,Greeks
CELTS_WORD_CULTURES_487,Celts,Celts
VIKINGS_WORD_CULTURES_487,Vikings,Vikings
SAMURAI_WORD_WARRIORS_491,Samurai,Samurai
SHINOBI_WORD_WARRIORS_491,Shinobi,Shinobi
RONIN_WORD_WARRIORS_491,Ronin,Ronin
ASSASSIN_WORD_WARRIORS_491,Assassin,Assassin
NINJA_WORD_WARRIORS_491,Ninja,Ninja
DECEIVE_WORD_LIE_492,Deceive,Deceive
DELUDE_WORD_LIE_492,Delude,Delude
FALSIFY_WORD_LIE_492,Falsify,Falsify
MISLEAD_WORD_LIE_492,Mislead,Mislead
OBOE_WORD_VIOLIN_508,Oboe,Oboe
CLARINET_WORD_VIOLIN_508,Clarinet,Clarinet
FLUTE_WORD_VIOLIN_508,Flute,Flute
CELLO_WORD_VIOLIN_508,Cello,Cello
MATE_WORD_ANAGRAM_511,Mate,Mate
TEAM_WORD_ANAGRAM_511,Team,Team
MEAT_WORD_ANAGRAM_511,Meat,Meat
BONGO_WORD_DRUM_518,Bongo,Bongo
DJEMBE_WORD_DRUM_518,Djembe,Djembe
TABLA_WORD_DRUM_518,Tabla,Tabla
ASHIKO_WORD_DRUM_518,Ashiko,Ashiko
TRIUMPH_WORD_WREATH_544,Triumph,Triumph
VICTORY_WORD_WREATH_544,Victory,Victory
SUCCESS_WORD_WREATH_544,Success,Success
YOGA_WORD_ZEN_549,Yoga,Yoga
RINZAI_WORD_ZEN_549,Rinzai,Rinzai
DHARMA_WORD_ZEN_549,Dharma,Dharma
ROUTER_WORD_NETWORK_588,Router,Router
SERVER_WORD_NETWORK_588,Server,Server
GATEWAY_WORD_NETWORK_588,Gateway,Gateway
ETHERNET_WORD_NETWORK_588,Ethernet,Ethernet
PACKET_WORD_NETWORK_588,Packet,Packet
DUTY_WORD_CUSTOMS_592,Duty,Duty
IMPORT_WORD_CUSTOMS_592,Import,Import
BORDER_WORD_CUSTOMS_592,Border,Border
EXPORT_WORD_CUSTOMS_592,Export,Export
PAYMENT_WORD_MORTGAGE_595,Payment,Payment
INTEREST_WORD_MORTGAGE_595,Interest,Interest
RATE_WORD_MORTGAGE_595,Rate,Rate
MIX_WORD_CONCRETE_601,Mix,Mix
TROWEL_WORD_CONCRETE_601,Trowel,Trowel
SCREED_WORD_CONCRETE_601,Screed,Screed
SATIRE_WORD_MEMES_620,Satire,Satire
PARODY_WORD_MEMES_620,Parody,Parody
TROLLING_WORD_MEMES_620,Trolling,Trolling
METHANE_WORD_ALKANES_641,Methane,Methane
ETHANE_WORD_ALKANES_641,Ethane,Ethane
PROPANE_WORD_ALKANES_641,Propane,Propane
BUTANE_WORD_ALKANES_641,Butane,Butane
ASSESS_WORD_EVALUATE_651,Assess,Assess
ESTIMATE_WORD_EVALUATE_651,Estimate,Estimate
ANALYZE_WORD_EVALUATE_651,Analyze,Analyse
HUNT_WORD_QUEST_680,Hunt,Hunt
INQUIRY_WORD_QUEST_680,Inquiry,Enquiry
PURSUIT_WORD_QUEST_680,Pursuit,Pursuit
GOATEE_WORD_BEARDS_681,Goatee,Goatee
BALBO_WORD_BEARDS_681,Balbo,Balbo
DUCKTAIL_WORD_BEARDS_681,Ducktail,Ducktail
SYNERGY_WORD_YINYANG_721,Synergy,Synergy
DUALITY_WORD_YINYANG_721,Duality,Duality
HARMONY_WORD_YINYANG_721,Harmony,Harmony
GOURMET_WORD_FOODIE_726,Gourmet,Gourmet
EPICURE_WORD_FOODIE_726,Epicure,Epicure
TASTE_WORD_FOODIE_726,Taste,Taste
SYBARITE_WORD_FOODIE_726,Sybarite,Sybarite
HEDONISM_WORD_FOODIE_726,Hedonism,Hedonism
DISHES_WORD_FOODIE_726,Dishes,Dishes
ROLE_WORD_OPERA_760,Role,Role
DIVA_WORD_OPERA_760,Diva,Diva
ACT_WORD_OPERA_760,Act,Act
BAY_WORD_HARBOR_764,Bay,Bay
PIER_WORD_HARBOR_764,Pier,Pier
WHARF_WORD_HARBOR_764,Wharf,Wharf
COAST_WORD_HARBOR_764,Coast,Coast
MARINA_WORD_HARBOR_764,Marina,Marina
VESSEL_WORD_HARBOR_764,Vessel,Vessel
BRICK_WORD_STREET_768,Lamp,Lamp
DRIVER_WORD_STREET_768,Driver,Driver
CORNER_WORD_STREET_768,Corner,Corner
BIKE_WORD_STREET_768,Bike,Bike
LION_WORD_CHIMERA_795,Lion,Lion
GOAT_WORD_CHIMERA_795,Goat,Goat
SERPENT_WORD_CHIMERA_795,Serpent,Serpent
REINS_WORD_CARRIAGE_800,Reins,Reins
HARNESS_WORD_CARRIAGE_800,Harness,Harness
COACHMAN_WORD_CARRIAGE_800,Coachman,Coachman
CANTER_WORD_GAITS_810,Canter,Canter
GALLOP_WORD_GAITS_810,Gallop,Gallop
TROT_WORD_GAITS_810,Trot,Trot
CORE_WORD_EARTH_831,Core,Core
MANTLE_WORD_EARTH_831,Mantle,Mantle
CRUST_WORD_EARTH_831,Crust,Crust
PAGANINI_WORD_VIOLINS_845,Paganini,Paganini
LUTHIER_WORD_VIOLINS_845,Luthier,Luthier
FRET_WORD_VIOLINS_845,Bow,Bow
NOUN_WORD_GRAMMAR_861,Noun,Noun
VERB_WORD_GRAMMAR_861,Verb,Verb
ADVERB_WORD_GRAMMAR_861,Adverb,Adverb
CREST_WORD_COASTAL_882,Crest,Crest
BREEZE_WORD_COASTAL_882,Breeze,Breeze
SURFING_WORD_COASTAL_882,Surfing,Surfing
SHINGLE_WORD_COASTAL_882,Shingle,Shingle
SAND_WORD_COASTAL_882,Sand,Sand
GROYNE_WORD_COASTAL_882,Groyne,Groyne
TIDE_WORD_COASTAL_882,Tide,Tide
JETTY_WORD_COASTAL_882,Jetty,Jetty
TIRE_WORD_WHEEL_890,Tire,Tyre
HUBCAP_WORD_WHEEL_890,Hubcap,Hubcap
STEER_WORD_WHEEL_890,Steer,Steer
AXLE_WORD_WHEEL_890,Axle,Axle
FORTUNE_WORD_WHEEL_890,Rim,Rim
STEEL_WORD_INDUSTRY_921,Steel,Steel
GOODS_WORD_INDUSTRY_921,Goods,Goods
PRODUCE_WORD_INDUSTRY_921,Produce,Produce
MEGA_WORD_PREFIX_922,Mega,Mega
NANO_WORD_PREFIX_922,Nano,Nano
DECA_WORD_PREFIX_922,Deca,Deca
SIAMESE_WORD_BREEDS_940,Siamese,Siamese
SPHYNX_WORD_BREEDS_940,Sphynx,Sphynx
BIRMAN_WORD_BREEDS_940,Birman,Birman
BENGAL_WORD_BREEDS_940,Bengal,Bengal
ANGORA_WORD_BREEDS_940,Angora,Angora
BIG_BEN_WORD_LANDMARK_948,Big Ben,Big Ben
SPHINX_WORD_LANDMARK_948,Sphinx,Sphinx
COLOSSEUM_WORD_LANDMARK_948,Colosseum,Colosseum
PYRAMIDS_WORD_LANDMARK_948,Pyramids,Pyramids
NILE_WORD_RIVERS_959,Nile,Nile
AMAZON_WORD_RIVERS_959,Amazon,Amazon
HUDSON_WORD_RIVERS_959,Hudson,Hudson
SURF_WORD_COAST_969,Surf,Surf
BEACH_WORD_COAST_969,Beach,Beach
CLIFF_WORD_COAST_969,Cliff,Cliff
CLEANSER_WORD_SKINCARE_984,Cleanser,Cleanser
TONER_WORD_SKINCARE_984,Toner,Toner
SERUM_WORD_SKINCARE_984,Serum,Serum
TEXTURE_WORD_SKINCARE_984,Texture,Texture
PORES_WORD_SKINCARE_984,Pores,Pores
RETINOL_WORD_SKINCARE_984,Retinol,Retinol
PEPTIDES_WORD_SKINCARE_984,Peptides,Peptides
BLEMISH_WORD_SKINCARE_984,Blemish,Blemish
ROMANOV_WORD_DYNASTY_991,Romanov,Romanov
TUDOR_WORD_DYNASTY_991,Tudor,Tudor
KENNEDY_WORD_DYNASTY_991,Ottoman,Ottoman
BOURBON_WORD_DYNASTY_991,Bourbon,Bourbon
CLERIC_WORD_PRIEST_1019,Cleric,Cleric
BIBLE_WORD_PRIEST_1019,Bible,Bible
SAINT_WORD_PRIEST_1019,Saint,Saint
PREACHER_WORD_PRIEST_1019,Preacher,Preacher
JOURNEY_WORD_MAPS_1022,Journey,Journey
LANDMARK_WORD_MAPS_1022,Landmark,Landmark
BORDER_WORD_MAPS_1022,Border,Border
ATLAS_WORD_MAPS_1022,Atlas,Atlas
GLOBE_WORD_MAPS_1022,Globe,Globe
SCALE_WORD_MAPS_1022,Scale,Scale
TERRAIN_WORD_MAPS_1022,Terrain,Terrain
CONTOUR_WORD_MAPS_1022,Contour,Contour
MELODY_WORD_SINGING_1054,Melody,Melody
SONG_WORD_SINGING_1054,Song,Song
PITCH_WORD_SINGING_1054,Pitch,Pitch
SOLOIST_WORD_SINGING_1054,Soloist,Soloist
ARIA_WORD_SINGING_1054,Aria,Aria
CHOIR_WORD_SINGING_1054,Choir,Choir
HUMMING_WORD_SINGING_1054,Humming,Humming
TIMBRE_WORD_SINGING_1054,Timbre,Timbre
GENE_WORD_GENETICS_1060,Gene,Gene
DNA_WORD_GENETICS_1060,DNA,DNA
GENOME_WORD_GENETICS_1060,Genome,Genome
TV_WORD_SCREEN_1030,TV,TV
ATM_WORD_SCREEN_1030,ATM,ATM
E_READER_WORD_SCREEN_1030,E-reader,E-reader
BUZZER_WORD_ALARM_1031,Buzzer,Buzzer
BEEP_WORD_ALARM_1031,Beep,Beep
RUSH_WORD_ALARM_1031,Rush,Rush
MAPLE_WORD_LEAVES_1055,Maple,Maple
OAK_WORD_LEAVES_1055,Oak,Oak
PALM_WORD_LEAVES_1055,Palm,Palm
CHESTNUT_WORD_LEAVES_1055,Chestnut,Chestnut
ASH_WORD_LEAVES_1055,Ash,Ash
POPLAR_WORD_LEAVES_1055,Poplar,Poplar
PLATE_WORD_DISHWARE_829,Plate,Plate
CUP_WORD_DISHWARE_829,Cup,Cup
BOWL_WORD_DISHWARE_829,Bowl,Bowl
SAUCER_WORD_DISHWARE_829,Saucer,Saucer
FROG_WORD_POND_830,Frog,Frog
REED_WORD_POND_830,Reed,Reed
DUCK_WORD_POND_830,Duck,Duck
PAWN_PIC_CHESS_1,,
ROOK_PIC_CHESS_1,,
KNIGHT_PIC_CHESS_1,,
BISHOP_PIC_CHESS_1,,
QUEEN_PIC_CHESS_1,,
KING_PIC_CHESS_1,,
CHESSBOARD_PIC_CHESS_1,,
CHESS_CLOCK_PIC_CHESS_1,,
HOCKEY_PIC_SPORTS_2,,
SOCCER_PIC_SPORTS_2,,
BOXING_PIC_SPORTS_2,,
TENNIS_PIC_SPORTS_2,,
GOLF_PIC_SPORTS_2,,
RUGBY_PIC_SPORTS_2,,
CURLING_PIC_SPORTS_2,,
TABLE_TENNIS_PIC_SPORTS_2,,
TABLE_PIC_FURNITURE_3,,
SOFA_PIC_FURNITURE_3,,
CHAIR_PIC_FURNITURE_3,,
DESK_PIC_FURNITURE_3,,
