\ufeffid,basic_card_name_en,ja-JP
TENT_WORD_CAMPING_221,Tent,テント
CAMPFIRE_WORD_CAMPING_221,Campfire,焚き火
HAMMOCK_WORD_CAMPING_221,Hammock,ハンモック
ORGAN_WORD_PLAY_223,Organ,オルガン
VIOLIN_WORD_PLAY_223,Violin,バイオリン
UKULELE_WORD_PLAY_223,Ukulele,ウクレレ
DRUM_WORD_PLAY_223,Drum,ドラム
PIANO_WORD_PLAY_223,Piano,ピアノ
FLUTE_WORD_PLAY_223,Flute,フルート
GUITAR_WORD_PLAY_223,Guitar,ギター
CELLO_WORD_PLAY_223,Cello,チェロ
BANK_WORD_FINANCE_227,Bank,銀行
INCOME_WORD_FINANCE_227,Income,収入
EXPENSE_WORD_FINANCE_227,Expense,支出
MONEY_WORD_FINANCE_227,Money,お金
KINGDOM_WORD_MEDIEVAL_228,Kingdom,王国
LORD_WORD_MEDIEVAL_228,Lord,領主
KNIGHT_WORD_MEDIEVAL_228,Knight,騎士
CASTLE_WORD_MEDIEVAL_228,Castle,城
GLASSES_WORD_OPTICS_229,Glasses,メガネ
LENS_WORD_OPTICS_229,Lens,レンズ
MONOCLE_WORD_OPTICS_229,Monocle,モノクル
SPYGLASS_WORD_OPTICS_229,Spyglass,望遠鏡
SIGNPOST_WORD_NAVIGATE_230,Signpost,道標
SEXTANT_WORD_NAVIGATE_230,Sextant,六分儀
COMPASS_WORD_NAVIGATE_230,Compass,コンパス
PLAYPEN_WORD_TODDLER_231,Playpen,ベビーサークル
NAP_TIME_WORD_TODDLER_231,Nap time,お昼寝
PACIFIER_WORD_TODDLER_231,Pacifier,おしゃぶり
CAPRINE_WORD_FAMILIES_234,Caprine,ヤギ科
OVINE_WORD_FAMILIES_234,Ovine,ヒツジ科
FELINE_WORD_FAMILIES_234,Feline,ネコ科
EQUINE_WORD_FAMILIES_234,Equine,ウマ科
CANINE_WORD_FAMILIES_234,Canine,イヌ科
MURINE_WORD_FAMILIES_234,Murine,ネズミ科
PORCINE_WORD_FAMILIES_234,Porcine,ブタ科
BOVINE_WORD_FAMILIES_234,Bovine,ウシ科
ALTAIR_WORD_STARS_236,Altair,アルタイル
POLARIS_WORD_STARS_236,Polaris,ポラリス
SIRIUS_WORD_STARS_236,Sirius,シリウス
VEGA_WORD_STARS_236,Vega,ベガ
RIGEL_WORD_STARS_236,Rigel,リゲル
ALKAID_WORD_STARS_236,Alkaid,アルカイド
NEURAL_WORD_AI_238,Neural,ニューラル
DATASET_WORD_AI_238,Dataset,データセット
CHATBOT_WORD_AI_238,Chatbot,チャットボット
AGENT_WORD_AI_238,Agent,エージェント
MATRIX_WORD_AI_238,Matrix,マトリックス
CORTEX_WORD_AI_238,Cortex,コーテックス
REGION_WORD_DIVISION_242,Region,地域
COUNTRY_WORD_DIVISION_242,Country,国
STATE_WORD_DIVISION_242,State,州
CITY_WORD_DIVISION_242,City,都市
DIALOGUE_WORD_SPEAK_244,Dialogue,対話
DEBATE_WORD_SPEAK_244,Debate,討論
ARGUMENT_WORD_SPEAK_244,Argument,議論
WAVY_WORD_HAIR_245,Wavy,ウェーブ
CURLY_WORD_HAIR_245,Curly,カーリー
COILY_WORD_HAIR_245,Coily,コイリー
SPRAIN_WORD_INJURIES_249,Sprain,捻挫
FRACTURE_WORD_INJURIES_249,Fracture,骨折
BRUISE_WORD_INJURIES_249,Bruise,打撲
WOUND_WORD_INJURIES_249,Wound,傷
HEADACHE_WORD_FLU_251,Headache,頭痛
PILLS_WORD_FLU_251,Pills,薬
COUGH_WORD_FLU_251,Cough,咳
GYPSUM_WORD_MINERALS_253,Gypsum,石膏
CALCITE_WORD_MINERALS_253,Calcite,方解石
AZURITE_WORD_MINERALS_253,Azurite,藍銅鉱
MICA_WORD_MINERALS_253,Mica,雲母
MARBLE_WORD_MINERALS_253,Marble,大理石
QUARTZ_WORD_MINERALS_253,Quartz,石英
LIME_WORD_MINERALS_253,Lime,石灰
BERYL_WORD_MINERALS_253,Beryl,緑柱石
DECAY_WORD_RADIATE_257,Decay,崩壊
FALLOUT_WORD_RADIATE_257,Fallout,放射性降下物
CURIE_WORD_RADIATE_257,Curie,キュリー
X_RAYS_WORD_RADIATE_257,X-rays,X線
GLUCAGON_WORD_HORMONES_259,Glucagon,グルカゴン
CORTISOL_WORD_HORMONES_259,Cortisol,コルチゾール
INSULIN_WORD_HORMONES_259,Insulin,インスリン
GASTRIN_WORD_HORMONES_259,Gastrin,ガストリン
IRIS_WORD_EYE_260,Iris,虹彩
PUPIL_WORD_EYE_260,Pupil,瞳孔
RETINA_WORD_EYE_260,Retina,網膜
DIG_WORD_SHOVEL_261,Dig,掘る
EXCAVATE_WORD_SHOVEL_261,Excavate,発掘
UNEARTH_WORD_SHOVEL_261,Unearth,出土
ALNICO_WORD_ALLOY_264,Alnico,アルニコ
AMALGAM_WORD_ALLOY_264,Amalgam,アマルガム
BRASS_WORD_ALLOY_264,Brass,真鍮
BRONZE_WORD_ALLOY_264,Bronze,青銅
NICHROME_WORD_ALLOY_264,Nichrome,ニクロム
TUNGSTEN_WORD_ALLOY_264,Pewter,ピューター
NITINOL_WORD_ALLOY_264,Nitinol,ニチノール
STELLITE_WORD_ALLOY_264,Stellite,ステライト
DIWALI_WORD_FESTIVAL_270,Diwali,ディワリ
HOLI_WORD_FESTIVAL_270,Holi,ホーリー
SONGKRAN_WORD_FESTIVAL_270,Songkran,ソンクラーン
THULIUM_WORD_METAL_272,Thulium,ツリウム
HOLMIUM_WORD_METAL_272,Holmium,ホルミウム
IRIDIUM_WORD_METAL_272,Iridium,イリジウム
RHODIUM_WORD_METAL_272,Rhodium,ロジウム
YTTRIUM_WORD_METAL_272,Yttrium,イットリウム
LUTETIUM_WORD_METAL_272,Lutetium,ルテチウム
EUROPIUM_WORD_METAL_272,Europium,ユウロピウム
ERBIUM_WORD_METAL_272,Erbium,エルビウム
INSIGNIA_WORD_ARTIFACT_276,Insignia,記章
RELIC_WORD_ARTIFACT_276,Relic,遺物
SIGIL_WORD_ARTIFACT_276,Sigil,印章
TOTEM_WORD_ARTIFACT_276,Totem,トーテム
AMULET_WORD_ARTIFACT_276,Amulet,お守り
VASE_WORD_ARTIFACT_276,Vase,花瓶
GUARD_WORD_DEFENSE_277,Guard,警備員
CCTV_WORD_DEFENSE_277,CCTV,監視カメラ
SECURITY_WORD_DEFENSE_277,Security,セキュリティ
PATROL_WORD_DEFENSE_277,Patrol,パトロール
ATOM_WORD_PARTICLE_281,Atom,原子
ELECTRON_WORD_PARTICLE_281,Electron,電子
NEUTRON_WORD_PARTICLE_281,Neutron,中性子
HARLEM_WORD_NEW_YORK_287,Harlem,ハーレム
SOHO_WORD_NEW_YORK_287,Soho,ソーホー
TRIBECA_WORD_NEW_YORK_287,Tribeca,トライベッカ
ASTORIA_WORD_NEW_YORK_287,Astoria,アストリア
BRONX_WORD_NEW_YORK_287,Bronx,ブロンクス
QUEENS_WORD_NEW_YORK_287,Queens,クイーンズ
BARNACLE_WORD_NO_BONES_289,Barnacle,フジツボ
SPIDER_WORD_NO_BONES_289,Spider,クモ
SQUID_WORD_NO_BONES_289,Squid,イカ
STARFISH_WORD_NO_BONES_289,Starfish,ヒトデ
WORM_WORD_NO_BONES_289,Worm,ミミズ
FABLE_WORD_LEGENDS_291,Fable,寓話
SAGA_WORD_LEGENDS_291,Saga,サガ
TALE_WORD_LEGENDS_291,Tale,物語
EPIC_WORD_LEGENDS_291,Epic,叙事詩
MYTH_WORD_LEGENDS_291,Myth,神話
HI_WORD_HELLO_295,Hi,やあ
HOWDY_WORD_HELLO_295,Howdy,こんにちは
HEY_WORD_HELLO_295,Hey,ねえ
DEGREE_WORD_PHD_296,Degree,学位
THESIS_WORD_PHD_296,Thesis,論文
RESEARCH_WORD_PHD_296,Research,研究
CONSENT_WORD_OK_SIGN_301,Consent,同意
OKAY_WORD_OK_SIGN_301,Okay,了解
YES_WORD_OK_SIGN_301,Yes,はい
SCALES_WORD_JUSTICE_310,Scales,天秤
GAVEL_WORD_JUSTICE_310,Gavel,木槌
LAW_WORD_JUSTICE_310,Law,法律
COURT_WORD_JUSTICE_310,Court,法廷
INMATE_WORD_PRISONER_312,Inmate,囚人
FELON_WORD_PRISONER_312,Felon,重罪犯
DETAINEE_WORD_PRISONER_312,Detainee,被拘禁者
METEOR_WORD_SPACE_314,Meteor,流星
ECLIPSE_WORD_SPACE_314,Eclipse,日食
AURORA_WORD_SPACE_314,Aurora,オーロラ
PULSAR_WORD_SPACE_314,Pulsar,パルサー
QUASAR_WORD_SPACE_314,Quasar,クエーサー
NEBULA_WORD_SPACE_314,Nebula,星雲
NOVA_WORD_SPACE_314,Nova,新星
ASTEROID_WORD_SPACE_314,Asteroid,小惑星
GAMBLER_WORD_WESTERN_317,Gambler,ギャンブラー
SHERIFF_WORD_WESTERN_317,Sheriff,保安官
COWBOY_WORD_WESTERN_317,Cowboy,カウボーイ
LASSO_WORD_WESTERN_317,Lasso,投げ縄
SALOON_WORD_WESTERN_317,Saloon,サルーン
RODEO_WORD_WESTERN_317,Rodeo,ロデオ
SECURE_WORD_LOCK_321,Secure,安全
STURDY_WORD_LOCK_321,Sturdy,頑丈
TRUSTY_WORD_LOCK_321,Trusty,信頼
THIGH_WORD_LEGS_322,Thigh,太もも
KNEE_WORD_LEGS_322,Knee,膝
ANKLE_WORD_LEGS_322,Ankle,足首
RA_WORD_PYRAMIDS_330,Ra,ラー
OSIRIS_WORD_PYRAMIDS_330,Osiris,オシリス
ANUBIS_WORD_PYRAMIDS_330,Anubis,アヌビス
RAMSES_WORD_PYRAMIDS_330,Ramses,ラムセス
PICKAXE_WORD_SHAFT_331,Pickaxe,つるはし
MINE_WORD_SHAFT_331,Mine,鉱山
CART_WORD_SHAFT_331,Cart,トロッコ
PADDOCK_WORD_FARMING_333,Paddock,牧場
COMPOST_WORD_FARMING_333,Compost,堆肥
FALLOW_WORD_FARMING_333,Fallow,休耕
CROP_WORD_FARMING_333,Crop,作物
HAY_WORD_FARMING_333,Hay,干し草
HARVEST_WORD_FARMING_333,Harvest,収穫
TOPSOIL_WORD_FARMING_333,Topsoil,表土
GRAIN_WORD_FARMING_333,Grain,穀物
SLEDDING_WORD_SLIDING_339,Sledding,そり滑り
SKELETON_WORD_SLIDING_339,Skeleton,スケルトン
SKIING_WORD_SLIDING_339,Skiing,スキー
SKATING_WORD_SLIDING_339,Skating,スケート
LUGE_WORD_SLIDING_339,Luge,リュージュ
OIL_WORD_PAINTING_340,Oil,油絵
ACRYLIC_WORD_PAINTING_340,Acrylic,アクリル
GOUACHE_WORD_PAINTING_340,Gouache,グワッシュ
TEMPERA_WORD_PAINTING_340,Tempera,テンペラ
FRESCO_WORD_PAINTING_340,Fresco,フレスコ
RISOTTO_WORD_RICE_342,Risotto,リゾット
CONGEE_WORD_RICE_342,Congee,おかゆ
PAELLA_WORD_RICE_342,Paella,パエリア
SUSHI_WORD_RICE_342,Sushi,寿司
ROMANCE_WORD_HEART_344,Romance,ロマンス
COUPLE_WORD_HEART_344,Couple,カップル
PASSION_WORD_HEART_344,Passion,情熱
VANS_WORD_HIPPIE_349,Vans,バン
COMMUNE_WORD_HIPPIE_349,Commune,コミューン
FREEDOM_WORD_HIPPIE_349,Freedom,自由
DRONE_WORD_ROBOT_354,Drone,ドローン
ROBOVAC_WORD_ROBOT_354,Robovac,ロボット掃除機
NANOBOT_WORD_ROBOT_354,Nanobot,ナノボット
CYBORG_WORD_ROBOT_354,Cyborg,サイボーグ
ANDROID_WORD_ROBOT_354,Android,アンドロイド
MACHINE_WORD_ROBOT_354,Machine,マシン
SIGMA_WORD_GREECE_359,Sigma,シグマ
DELTA_WORD_GREECE_359,Delta,デルタ
KAPPA_WORD_GREECE_359,Kappa,カッパ
MOTION_WORD_DYNAMICS_360,Motion,運動
INERTIA_WORD_DYNAMICS_360,Inertia,慣性
VELOCITY_WORD_DYNAMICS_360,Velocity,速度
ONTARIO_WORD_LAKES_365,Ontario,オンタリオ
SUPERIOR_WORD_LAKES_365,Superior,スペリオル
TITICACA_WORD_LAKES_365,Titicaca,チチカカ
BAIKAL_WORD_LAKES_365,Baikal,バイカル
MICHIGAN_WORD_LAKES_365,Michigan,ミシガン
HURON_WORD_LAKES_365,Huron,ヒューロン
ATOM_WORD_NUCLEAR_366,Atom,原子
NEUTRON_WORD_NUCLEAR_366,Neutron,中性子
PROTON_WORD_NUCLEAR_366,Proton,陽子
ELECTRON_WORD_NUCLEAR_366,Electron,電子
MILAN_WORD_ITALY_376,Milan,ミラノ
ROME_WORD_ITALY_376,Rome,ローマ
VENICE_WORD_ITALY_376,Venice,ヴェネツィア
FLORENCE_WORD_ITALY_376,Florence,フィレンツェ
THIS_WORD_POINTING_379,This,これ
THAT_WORD_POINTING_379,That,あれ
THOSE_WORD_POINTING_379,Those,あれら
NORMAL_WORD_SKIN_380,Normal,普通肌
DRY_WORD_SKIN_380,Dry,乾燥肌
OILY_WORD_SKIN_380,Oily,脂性肌
LIBRARY_WORD_BUILD_384,Library,図書館
MUSEUM_WORD_BUILD_384,Museum,博物館
HOSPITAL_WORD_BUILD_384,Hospital,病院
SCHOOL_BUILDING_WORD_BUILD_384,School building,学校
HOTEL_WORD_BUILD_384,Hotel,ホテル
FACTORY_WORD_BUILD_384,Factory,工場
STADIUM_WORD_BUILD_384,Stadium,スタジアム
MALL_WORD_BUILD_384,Mall,ショッピングモール
MONARCHY_WORD_POLICIES_394,Monarchy,君主制
TYRANNY_WORD_POLICIES_394,Tyranny,暴政
ANARCHY_WORD_POLICIES_394,Anarchy,無政府
POWER_WORD_STRENGTH_401,Power,パワー
FORCE_WORD_STRENGTH_401,Force,フォース
MIGHT_WORD_STRENGTH_401,Might,威力
TEXT_WORD_MESSAGE_407,Text,テキスト
EMAIL_WORD_MESSAGE_407,Email,メール
LETTER_WORD_MESSAGE_407,Letter,手紙
FAX_WORD_MESSAGE_407,Fax,ファックス
DUALISM_WORD_VIEWS_410,Dualism,二元論
STOICISM_WORD_VIEWS_410,Stoicism,ストア哲学
NIHILISM_WORD_VIEWS_410,Nihilism,ニヒリズム
LUNGS_WORD_ORGANS_412,Lungs,肺
KIDNEY_WORD_ORGANS_412,Kidney,腎臓
STOMACH_WORD_ORGANS_412,Stomach,胃
LIVER_WORD_ORGANS_412,Liver,肝臓
BLADDER_WORD_ORGANS_412,Bladder,膀胱
SPLEEN_WORD_ORGANS_412,Spleen,脾臓
HEART_WORD_ORGANS_412,Heart,心臓
PANCREAS_WORD_ORGANS_412,Pancreas,膵臓
FOOL_WORD_TAROT_417,Fool,愚者
MOON_WORD_TAROT_417,Moon,月
MAGICIAN_WORD_TAROT_417,Magician,魔術師
EMPRESS_WORD_TAROT_417,Empress,女帝
SOPRANO_WORD_VOICES_439,Soprano,ソプラノ
TENOR_WORD_VOICES_439,Tenor,テノール
BARITONE_WORD_VOICES_439,Baritone,バリトン
BASS_WORD_VOICES_439,Bass,バス
ALTO_WORD_VOICES_439,Alto,アルト
SONNET_WORD_POETRY_440,Sonnet,ソネット
HAIKU_WORD_POETRY_440,Haiku,俳句
ODE_WORD_POETRY_440,Ode,頌歌
BALLAD_WORD_POETRY_440,Ballad,バラード
ACROSTIC_WORD_POETRY_440,Acrostic,折句
SUPPER_WORD_MEALS_444,Supper,夕食
LUNCH_WORD_MEALS_444,Lunch,昼食
DINNER_WORD_MEALS_444,Dinner,ディナー
CAULDRON_WORD_ALCHEMY_445,Cauldron,大釜
ELIXIR_WORD_ALCHEMY_445,Elixir,エリクサー
POTION_WORD_ALCHEMY_445,Potion,ポーション
RITUAL_WORD_PAGANISM_469,Ritual,儀式
TOTEM_WORD_PAGANISM_469,Totem,トーテム
IDOL_WORD_PAGANISM_469,Idol,偶像
ALTAR_WORD_PAGANISM_469,Altar,祭壇
CURRENT_WORD_PRESENT_470,Current,現在
NOW_WORD_PRESENT_470,Now,今
TODAY_WORD_PRESENT_470,Today,今日
CODE_WORD_SECRET_471,Code,暗号
AGENT_WORD_SECRET_471,Agent,エージェント
WORD_WORD_SECRET_471,Identity,アイデンティティ
DONKEY_WORD_EQUIDAE_475,Donkey,ロバ
MULE_WORD_EQUIDAE_475,Mule,ラバ
MUSTANG_WORD_EQUIDAE_475,Mustang,ムスタング
HORSE_WORD_EQUIDAE_475,Horse,馬
ZEBRA_WORD_EQUIDAE_475,Zebra,シマウマ
PONY_WORD_EQUIDAE_475,Pony,ポニー
COWHIDE_WORD_LEATHER_480,Cowhide,牛革
NUBUCK_WORD_LEATHER_480,Nubuck,ヌバック
SUEDE_WORD_LEATHER_480,Suede,スエード
TOWER_WORD_CASTLE_485,Tower,塔
MOAT_WORD_CASTLE_485,Moat,堀
DUNGEON_WORD_CASTLE_485,Dungeon,地下牢
BASTION_WORD_CASTLE_485,Bastion,稜堡
RAMPART_WORD_CASTLE_485,Rampart,城壁
TURRET_WORD_CASTLE_485,Turret,小塔
PARAPET_WORD_CASTLE_485,Parapet,胸壁
CITADEL_WORD_CASTLE_485,Citadel,城塞
LCD_WORD_DISPLAY_486,LCD,LCD
LED_WORD_DISPLAY_486,LED,LED
OLED_WORD_DISPLAY_486,OLED,OLED
CRT_WORD_DISPLAY_486,CRT,CRT
PLASMA_WORD_DISPLAY_486,Plasma,プラズマ
AMOLED_WORD_DISPLAY_486,AMOLED,AMOLED
MAYANS_WORD_CULTURES_487,Mayans,マヤ人
AZTECS_WORD_CULTURES_487,Aztecs,アステカ人
ROMANS_WORD_CULTURES_487,Romans,ローマ人
GREEKS_WORD_CULTURES_487,Greeks,ギリシャ人
CELTS_WORD_CULTURES_487,Celts,ケルト人
VIKINGS_WORD_CULTURES_487,Vikings,ヴァイキング
SAMURAI_WORD_WARRIORS_491,Samurai,侍
SHINOBI_WORD_WARRIORS_491,Shinobi,忍
RONIN_WORD_WARRIORS_491,Ronin,浪人
ASSASSIN_WORD_WARRIORS_491,Assassin,暗殺者
NINJA_WORD_WARRIORS_491,Ninja,忍者
DECEIVE_WORD_LIE_492,Deceive,欺く
DELUDE_WORD_LIE_492,Delude,惑わす
FALSIFY_WORD_LIE_492,Falsify,偽造
MISLEAD_WORD_LIE_492,Mislead,誤導
OBOE_WORD_VIOLIN_508,Oboe,オーボエ
CLARINET_WORD_VIOLIN_508,Clarinet,クラリネット
FLUTE_WORD_VIOLIN_508,Flute,フルート
CELLO_WORD_VIOLIN_508,Cello,チェロ
MATE_WORD_ANAGRAM_511,Mate,メイト
TEAM_WORD_ANAGRAM_511,Team,チーム
MEAT_WORD_ANAGRAM_511,Meat,ミート
BONGO_WORD_DRUM_518,Bongo,ボンゴ
DJEMBE_WORD_DRUM_518,Djembe,ジャンベ
TABLA_WORD_DRUM_518,Tabla,タブラ
ASHIKO_WORD_DRUM_518,Ashiko,アシコ
TRIUMPH_WORD_WREATH_544,Triumph,勝利
VICTORY_WORD_WREATH_544,Victory,大勝利
SUCCESS_WORD_WREATH_544,Success,成功
YOGA_WORD_ZEN_549,Yoga,ヨガ
RINZAI_WORD_ZEN_549,Rinzai,臨済
DHARMA_WORD_ZEN_549,Dharma,法
ROUTER_WORD_NETWORK_588,Router,ルーター
SERVER_WORD_NETWORK_588,Server,サーバー
GATEWAY_WORD_NETWORK_588,Gateway,ゲートウェイ
ETHERNET_WORD_NETWORK_588,Ethernet,イーサネット
PACKET_WORD_NETWORK_588,Packet,パケット
DUTY_WORD_CUSTOMS_592,Duty,関税
IMPORT_WORD_CUSTOMS_592,Import,輸入
BORDER_WORD_CUSTOMS_592,Border,国境
EXPORT_WORD_CUSTOMS_592,Export,輸出
PAYMENT_WORD_MORTGAGE_595,Payment,返済
INTEREST_WORD_MORTGAGE_595,Interest,利息
RATE_WORD_MORTGAGE_595,Rate,金利
MIX_WORD_CONCRETE_601,Mix,攪拌
TROWEL_WORD_CONCRETE_601,Trowel,コテ
SCREED_WORD_CONCRETE_601,Screed,スクリード
SATIRE_WORD_MEMES_620,Satire,風刺
PARODY_WORD_MEMES_620,Parody,パロディ
TROLLING_WORD_MEMES_620,Trolling,荒らし
METHANE_WORD_ALKANES_641,Methane,メタン
ETHANE_WORD_ALKANES_641,Ethane,エタン
PROPANE_WORD_ALKANES_641,Propane,プロパン
BUTANE_WORD_ALKANES_641,Butane,ブタン
ASSESS_WORD_EVALUATE_651,Assess,評価
ESTIMATE_WORD_EVALUATE_651,Estimate,見積り
ANALYZE_WORD_EVALUATE_651,Analyze,分析
HUNT_WORD_QUEST_680,Hunt,狩り
INQUIRY_WORD_QUEST_680,Inquiry,探求
PURSUIT_WORD_QUEST_680,Pursuit,追求
GOATEE_WORD_BEARDS_681,Goatee,山羊ひげ
BALBO_WORD_BEARDS_681,Balbo,バルボ
DUCKTAIL_WORD_BEARDS_681,Ducktail,ダックテール
SYNERGY_WORD_YINYANG_721,Synergy,シナジー
DUALITY_WORD_YINYANG_721,Duality,二元性
HARMONY_WORD_YINYANG_721,Harmony,調和
GOURMET_WORD_FOODIE_726,Gourmet,グルメ
EPICURE_WORD_FOODIE_726,Epicure,美食家
TASTE_WORD_FOODIE_726,Taste,味覚
SYBARITE_WORD_FOODIE_726,Sybarite,享楽家
HEDONISM_WORD_FOODIE_726,Hedonism,快楽主義
DISHES_WORD_FOODIE_726,Dishes,料理
ROLE_WORD_OPERA_760,Role,役
DIVA_WORD_OPERA_760,Diva,ディーヴァ
ACT_WORD_OPERA_760,Act,幕
BAY_WORD_HARBOR_764,Bay,湾
PIER_WORD_HARBOR_764,Pier,桟橋
WHARF_WORD_HARBOR_764,Wharf,波止場
COAST_WORD_HARBOR_764,Coast,海岸
MARINA_WORD_HARBOR_764,Marina,マリーナ
VESSEL_WORD_HARBOR_764,Vessel,船舶
BRICK_WORD_STREET_768,Lamp,街灯
DRIVER_WORD_STREET_768,Driver,運転手
CORNER_WORD_STREET_768,Corner,角
BIKE_WORD_STREET_768,Bike,自転車
LION_WORD_CHIMERA_795,Lion,ライオン
GOAT_WORD_CHIMERA_795,Goat,ヤギ
SERPENT_WORD_CHIMERA_795,Serpent,大蛇
REINS_WORD_CARRIAGE_800,Reins,手綱
HARNESS_WORD_CARRIAGE_800,Harness,馬具
COACHMAN_WORD_CARRIAGE_800,Coachman,御者
CANTER_WORD_GAITS_810,Canter,駈歩
GALLOP_WORD_GAITS_810,Gallop,全速力
TROT_WORD_GAITS_810,Trot,速歩
CORE_WORD_EARTH_831,Core,核
MANTLE_WORD_EARTH_831,Mantle,マントル
CRUST_WORD_EARTH_831,Crust,地殻
PAGANINI_WORD_VIOLINS_845,Paganini,パガニーニ
LUTHIER_WORD_VIOLINS_845,Luthier,弦楽器職人
FRET_WORD_VIOLINS_845,Bow,弓
NOUN_WORD_GRAMMAR_861,Noun,名詞
VERB_WORD_GRAMMAR_861,Verb,動詞
ADVERB_WORD_GRAMMAR_861,Adverb,副詞
CREST_WORD_COASTAL_882,Crest,波頭
BREEZE_WORD_COASTAL_882,Breeze,潮風
SURFING_WORD_COASTAL_882,Surfing,サーフィン
SHINGLE_WORD_COASTAL_882,Shingle,砂利浜
SAND_WORD_COASTAL_882,Sand,砂浜
GROYNE_WORD_COASTAL_882,Groyne,突堤
TIDE_WORD_COASTAL_882,Tide,潮
JETTY_WORD_COASTAL_882,Jetty,桟橋
TIRE_WORD_WHEEL_890,Tire,タイヤ
HUBCAP_WORD_WHEEL_890,Hubcap,ホイールキャップ
STEER_WORD_WHEEL_890,Steer,ステアリング
AXLE_WORD_WHEEL_890,Axle,車軸
FORTUNE_WORD_WHEEL_890,Rim,リム
STEEL_WORD_INDUSTRY_921,Steel,鉄鋼
GOODS_WORD_INDUSTRY_921,Goods,商品
PRODUCE_WORD_INDUSTRY_921,Produce,製品
MEGA_WORD_PREFIX_922,Mega,メガ
NANO_WORD_PREFIX_922,Nano,ナノ
DECA_WORD_PREFIX_922,Deca,デカ
SIAMESE_WORD_BREEDS_940,Siamese,シャム猫
SPHYNX_WORD_BREEDS_940,Sphynx,スフィンクス猫
BIRMAN_WORD_BREEDS_940,Birman,バーマン猫
BENGAL_WORD_BREEDS_940,Bengal,ベンガル猫
ANGORA_WORD_BREEDS_940,Angora,アンゴラ猫
BIG_BEN_WORD_LANDMARK_948,Big Ben,ビッグベン
SPHINX_WORD_LANDMARK_948,Sphinx,スフィンクス
COLOSSEUM_WORD_LANDMARK_948,Colosseum,コロッセオ
PYRAMIDS_WORD_LANDMARK_948,Pyramids,ピラミッド群
NILE_WORD_RIVERS_959,Nile,ナイル川
AMAZON_WORD_RIVERS_959,Amazon,アマゾン川
HUDSON_WORD_RIVERS_959,Hudson,ハドソン川
SURF_WORD_COAST_969,Surf,サーフィン
BEACH_WORD_COAST_969,Beach,ビーチ
CLIFF_WORD_COAST_969,Cliff,崖
CLEANSER_WORD_SKINCARE_984,Cleanser,洗顔料
TONER_WORD_SKINCARE_984,Toner,化粧水
SERUM_WORD_SKINCARE_984,Serum,美容液
TEXTURE_WORD_SKINCARE_984,Texture,肌質
PORES_WORD_SKINCARE_984,Pores,毛穴
RETINOL_WORD_SKINCARE_984,Retinol,レチノール
PEPTIDES_WORD_SKINCARE_984,Peptides,ペプチド
BLEMISH_WORD_SKINCARE_984,Blemish,シミ
ROMANOV_WORD_DYNASTY_991,Romanov,ロマノフ
TUDOR_WORD_DYNASTY_991,Tudor,チューダー
KENNEDY_WORD_DYNASTY_991,Ottoman,オスマン
BOURBON_WORD_DYNASTY_991,Bourbon,ブルボン
CLERIC_WORD_PRIEST_1019,Cleric,聖職者
BIBLE_WORD_PRIEST_1019,Bible,聖書
SAINT_WORD_PRIEST_1019,Saint,聖人
PREACHER_WORD_PRIEST_1019,Preacher,説教師
JOURNEY_WORD_MAPS_1022,Journey,旅
LANDMARK_WORD_MAPS_1022,Landmark,ランドマーク
BORDER_WORD_MAPS_1022,Border,境界
ATLAS_WORD_MAPS_1022,Atlas,地図帳
GLOBE_WORD_MAPS_1022,Globe,地球儀
SCALE_WORD_MAPS_1022,Scale,縮尺
TERRAIN_WORD_MAPS_1022,Terrain,地形
CONTOUR_WORD_MAPS_1022,Contour,等高線
MELODY_WORD_SINGING_1054,Melody,メロディー
SONG_WORD_SINGING_1054,Song,歌
PITCH_WORD_SINGING_1054,Pitch,音程
SOLOIST_WORD_SINGING_1054,Soloist,ソリスト
ARIA_WORD_SINGING_1054,Aria,アリア
CHOIR_WORD_SINGING_1054,Choir,合唱団
HUMMING_WORD_SINGING_1054,Humming,ハミング
TIMBRE_WORD_SINGING_1054,Timbre,音色
GENE_WORD_GENETICS_1060,Gene,遺伝子
DNA_WORD_GENETICS_1060,DNA,DNA
GENOME_WORD_GENETICS_1060,Genome,ゲノム
TV_WORD_SCREEN_1030,TV,テレビ
ATM_WORD_SCREEN_1030,ATM,ATM
E_READER_WORD_SCREEN_1030,E-reader,電子書籍リーダー
BUZZER_WORD_ALARM_1031,Buzzer,ブザー
BEEP_WORD_ALARM_1031,Beep,ビープ音
RUSH_WORD_ALARM_1031,Rush,急行
MAPLE_WORD_LEAVES_1055,Maple,カエデ
OAK_WORD_LEAVES_1055,Oak,オーク
PALM_WORD_LEAVES_1055,Palm,ヤシ
CHESTNUT_WORD_LEAVES_1055,Chestnut,クリ
ASH_WORD_LEAVES_1055,Ash,トネリコ
POPLAR_WORD_LEAVES_1055,Poplar,ポプラ
PLATE_WORD_DISHWARE_829,Plate,皿
CUP_WORD_DISHWARE_829,Cup,カップ
BOWL_WORD_DISHWARE_829,Bowl,ボウル
SAUCER_WORD_DISHWARE_829,Saucer,ソーサー
FROG_WORD_POND_830,Frog,カエル
REED_WORD_POND_830,Reed,アシ
DUCK_WORD_POND_830,Duck,アヒル
PAWN_PIC_CHESS_1,,
ROOK_PIC_CHESS_1,,
KNIGHT_PIC_CHESS_1,,
